"","IFF.Open","IFF.High","IFF.Low","IFF.Close","IFF.Volume","IFF.Adjusted"
"2022-01-11",140.990005,146.330002,140.75,146.160004,1030100,144.252914
"2022-01-12",147.240005,148.820007,145.160004,146.089996,1023200,144.183807
"2022-01-13",147.080002,147.820007,145.639999,145.880005,1108000,143.976563
"2022-01-14",144.449997,146.199997,142.899994,145.789993,925900,143.887726
"2022-01-18",144.520004,145,140.080002,141.220001,1818700,139.37735
"2022-01-19",142.360001,142.979996,139.259995,139.380005,1204800,137.561371
"2022-01-20",139.389999,145.649994,138.320007,141,3723300,139.160233
"2022-01-21",141.309998,143.789993,138.720001,139.289993,1253400,137.472534
"2022-01-24",136.360001,137,130.979996,136.619995,2030300,134.837372
"2022-01-25",133.880005,135.300003,131.880005,134.029999,1601200,132.281174
"2022-01-26",136.539993,137.320007,131.880005,133.229996,1354900,131.491608
"2022-01-27",134.979996,136.009995,130.949997,131.960007,1041700,130.23819
"2022-01-28",131.830002,132.119995,128.369995,130.710007,2261500,129.004501
"2022-01-31",130.279999,132.289993,129.559998,131.919998,2591700,130.1987
"2022-02-01",132.210007,134.770004,132.080002,134.100006,1477100,132.350266
"2022-02-02",133.75,134.279999,132.539993,133.399994,2270000,131.659378
"2022-02-03",132.320007,132.580002,128.830002,128.990005,886600,127.306946
"2022-02-04",127.209999,128.529999,125.389999,127.099998,1898000,125.441597
"2022-02-07",127.279999,128.990005,126.5,127.970001,2237600,126.300247
"2022-02-08",128.25,129.360001,127.699997,128.919998,1807600,127.237839
"2022-02-09",130.320007,134.789993,130.110001,132.600006,2426000,130.869843
"2022-02-10",133.289993,143.139999,131.559998,136.399994,3659900,134.620239
"2022-02-11",135.699997,139.190002,133.759995,133.839996,1974300,132.093658
"2022-02-14",133.520004,133.860001,130.339996,131.610001,1254500,129.892746
"2022-02-15",132.949997,135.320007,132.940002,135.259995,1251400,133.495117
"2022-02-16",135.259995,137.699997,134.169998,137.479996,1530300,135.686157
"2022-02-17",136,137.080002,135.089996,135.699997,1816500,133.929382
"2022-02-18",135.889999,136.100006,133.970001,134.789993,1330300,133.03125
"2022-02-22",135.25,135.389999,132.520004,133.740005,2811400,131.994965
"2022-02-23",134.830002,136.289993,132.710007,133.389999,1496700,131.649536
"2022-02-24",130.720001,135.740005,129.990005,135.679993,1736600,133.909637
"2022-02-25",135.970001,140.119995,135.610001,139.559998,1518900,137.739014
"2022-02-28",138.119995,138.679993,132.800003,133,3178900,131.264618
"2022-03-01",133,133.389999,127.459999,128.410004,1631100,126.734505
"2022-03-02",130.360001,130.860001,127.879997,129.720001,1524900,128.027405
"2022-03-03",130.860001,131.179993,124.419998,127.029999,1317200,125.372505
"2022-03-04",125.230003,126.279999,123.419998,123.5,1716700,121.888565
"2022-03-07",122.900002,123.209999,115.849998,116.139999,2627400,114.624603
"2022-03-08",116.510002,120.699997,113.400002,119.709999,3020300,118.148026
"2022-03-09",122.059998,122.93,119.230003,120.82,2257600,119.24353
"2022-03-10",119.349998,121.43,118.059998,121.230003,1564400,119.648193
"2022-03-11",121.93,123.449997,118.059998,118.139999,1331600,116.598511
"2022-03-14",119.470001,120.389999,116.199997,116.510002,1844700,114.989777
"2022-03-15",116.709999,120.849998,116.709999,120.480003,1609200,118.907982
"2022-03-16",121.830002,125.400002,121.209999,124.980003,1741700,123.349258
"2022-03-17",123.800003,127.870003,123.040001,126.559998,1403300,124.908638
"2022-03-18",126.470001,129.710007,125.519997,129.130005,2634600,127.445114
"2022-03-21",128.949997,129.470001,125.43,126.57,1507600,124.91851
"2022-03-22",127.209999,128.589996,126.57,127.559998,1641600,125.895592
"2022-03-23",127.269997,127.849998,125.389999,126.129997,851700,124.484245
"2022-03-24",124.559998,128.240005,123.75,127.980003,1573100,127.106232
"2022-03-25",128.160004,129.529999,127.190002,129.5,1271700,128.615845
"2022-03-28",129.610001,130.470001,126.940002,130.360001,1486300,129.469986
"2022-03-29",131.630005,134.470001,131.529999,134.160004,1140100,133.244034
"2022-03-30",133.669998,134,130.460007,131.210007,711400,130.314178
"2022-03-31",131.100006,132.440002,130.220001,131.330002,1406500,130.433365
"2022-04-01",132.089996,134.550003,131.619995,134.330002,1258600,133.412872
"2022-04-04",134.539993,134.570007,130.600006,130.839996,1028700,129.946701
"2022-04-05",130.059998,131.529999,129.270004,129.399994,894400,128.516525
"2022-04-06",128.229996,128.809998,124.209999,125.5,2720700,124.643158
"2022-04-07",124.370003,126.989998,122.57,125.900002,2443500,125.040428
"2022-04-08",125.870003,126.900002,122.57,124.269997,2496900,123.421555
"2022-04-11",123.709999,127.389999,123.629997,125.669998,1814000,124.811996
"2022-04-12",126.040001,126.769997,123.959999,124.43,852800,123.580467
"2022-04-13",124.230003,127.82,124.169998,127.599998,1209800,126.728821
"2022-04-14",128.389999,129,125.169998,125.43,1745500,124.573639
"2022-04-18",125.110001,125.699997,122.32,122.730003,1342200,121.892075
"2022-04-19",122.900002,125.57,122.440002,124.540001,1309600,123.689713
"2022-04-20",124.459999,125.980003,124.449997,125.150002,1115900,124.295547
"2022-04-21",126.849998,127.75,124.610001,124.849998,1477600,123.997597
"2022-04-22",124.059998,125.769997,124.059998,124.610001,1917500,123.759239
"2022-04-25",124.269997,124.269997,120.669998,123.07,1188300,122.229752
"2022-04-26",123.540001,124.050003,119.639999,119.82,1316100,119.001938
"2022-04-27",120.650002,124.769997,120.650002,123.25,1516100,122.408524
"2022-04-28",124,125.730003,122.209999,125.169998,1380400,124.315414
"2022-04-29",125.139999,125.879997,120.900002,121.300003,837200,120.47184
"2022-05-02",121.68,122.900002,119.809998,121.57,1282000,120.73999
"2022-05-03",122.489998,123.910004,121.349998,121.900002,867800,121.067741
"2022-05-04",122.190002,126.720001,121.919998,126.489998,947900,125.626396
"2022-05-05",124.559998,126.190002,121.730003,122.75,999900,121.911934
"2022-05-06",122.220001,122.739998,119.699997,122.150002,1427800,121.316032
"2022-05-09",120.230003,121.849998,119.080002,119.489998,1874900,118.674187
"2022-05-10",124.07,129.449997,121.050003,125.5,2900000,124.643158
"2022-05-11",124.82,131.210007,124.82,128,2964000,127.126091
"2022-05-12",127.32,129.740005,126.269997,128.529999,2730200,127.652473
"2022-05-13",129.300003,132.410004,129.300003,132.160004,2067300,131.25769
"2022-05-16",131.279999,131.970001,126.900002,127.959999,1165500,127.086365
"2022-05-17",130.300003,130.300003,126.160004,129.830002,1527000,128.943604
"2022-05-18",128.309998,129.350006,126.57,126.949997,1416200,126.08326
"2022-05-19",126.260002,130.529999,126.010002,129.009995,1057500,128.129196
"2022-05-20",129.830002,130.399994,125.800003,128.929993,826500,128.049728
"2022-05-23",130.520004,130.520004,127.489998,129.110001,777000,128.228516
"2022-05-24",128.699997,128.850006,125.93,128.539993,840900,127.662399
"2022-05-25",128.690002,130.270004,128.429993,129.690002,579300,128.80455
"2022-05-26",131.059998,132.380005,130.380005,131,584400,130.105606
"2022-05-27",131.630005,132.990005,131.130005,132.960007,950000,132.052231
"2022-05-31",131.5,132.729996,129.759995,132.169998,1408900,131.267624
"2022-06-01",132.589996,133.509995,130.070007,132.160004,712200,131.25769
"2022-06-02",133.059998,134.110001,132.070007,133.809998,943400,132.896423
"2022-06-03",132.360001,133.740005,132.070007,132.570007,504000,131.664902
"2022-06-06",133,134.679993,131.910004,132.589996,430800,131.684753
"2022-06-07",131.619995,134.699997,131.529999,134.520004,822200,133.601578
"2022-06-08",133.339996,135.169998,132.869995,132.919998,733800,132.012497
"2022-06-09",131.839996,133.229996,130.779999,130.800003,561500,129.906982
"2022-06-10",128.740005,129.190002,124.290001,124.900002,1335700,124.047256
"2022-06-13",122.510002,122.510002,119.010002,119.559998,1133600,118.743713
"2022-06-14",119.730003,120.110001,116.440002,117.169998,1300500,116.370033
"2022-06-15",119.269997,119.660004,114.389999,116.43,1287000,115.635086
"2022-06-16",112.220001,113.709999,108.919998,109.559998,2788100,108.811989
"2022-06-17",108.739998,109.5,105.379997,108.309998,3948300,107.570518
"2022-06-21",110.519997,113.629997,110.010002,112.949997,2139300,112.178841
"2022-06-22",112.18,117.760002,112.18,115.709999,2233900,114.919998
"2022-06-23",115.68,116.959999,114.800003,116.370003,1683700,116.370003
"2022-06-24",117.129997,121.459999,117.129997,121.410004,1453200,121.410004
"2022-06-27",122.07,122.459999,118.980003,119.139999,1188400,119.139999
"2022-06-28",120.309998,120.949997,116.639999,116.690002,979800,116.690002
"2022-06-29",117.120003,117.489998,114.470001,117.379997,910500,117.379997
