"","AAP.Open","AAP.High","AAP.Low","AAP.Close","AAP.Volume","AAP.Adjusted"
"2022-01-14",238.979996,241.919998,237.520004,239.600006,391000,235.797195
"2022-01-18",238.169998,239.419998,234.369995,237.910004,1077300,234.134003
"2022-01-19",239.779999,242.960007,234.100006,234.339996,607300,230.620651
"2022-01-20",236.270004,237.529999,228.570007,229.330002,525000,225.690186
"2022-01-21",229.300003,230.550003,224.940002,226.149994,660500,222.560638
"2022-01-24",221.479996,233.240005,221.479996,232.809998,767200,229.114944
"2022-01-25",229.679993,232.5,226.240005,230.179993,520400,226.526688
"2022-01-26",232.190002,232.300003,223.789993,225.119995,645300,221.546997
"2022-01-27",227.660004,229.679993,224.940002,225.110001,558500,221.537155
"2022-01-28",223.770004,228.350006,222.309998,228.220001,533700,224.597809
"2022-01-31",226.729996,231.919998,226,231.509995,796000,227.835571
"2022-02-01",231.110001,235.350006,229.210007,234.800003,487500,231.07338
"2022-02-02",235.449997,237.389999,232.410004,236.679993,647300,232.923523
"2022-02-03",235.990005,235.990005,232.169998,232.490005,521500,228.800034
"2022-02-04",231.529999,231.630005,223.339996,226.990005,689100,223.387329
"2022-02-07",228.440002,228.970001,223.929993,225.940002,709900,222.353989
"2022-02-08",226.699997,231.570007,226.059998,230.199997,564100,226.546371
"2022-02-09",231.919998,234.229996,230.419998,232.179993,523500,228.494949
"2022-02-10",223.119995,229.320007,221.360001,222.729996,1905100,219.194931
"2022-02-11",224.580002,226.880005,221.089996,222.940002,1001500,219.401611
"2022-02-14",222.990005,225.839996,220.080002,224.279999,1495100,220.720337
"2022-02-15",216.380005,225.25,214.399994,222.600006,2268000,219.067001
"2022-02-16",221.270004,225.779999,218.880005,222.389999,1182700,218.860321
"2022-02-17",222.369995,223.009995,219.690002,220.410004,983900,216.911758
"2022-02-18",219.839996,221.5,217.080002,218.800003,933500,215.327316
"2022-02-22",217.899994,217.949997,204.970001,206.759995,1313300,203.478394
"2022-02-23",207.800003,208.100006,195.75,196.800003,1494000,193.676483
"2022-02-24",192.130005,202.039993,190.789993,200.809998,1265800,197.622833
"2022-02-25",201.899994,206.169998,200.009995,205.570007,693500,202.307297
"2022-02-28",202,204.820007,200.029999,204.479996,1040400,201.234573
"2022-03-01",204.229996,209.649994,198.449997,201.169998,1051100,197.977112
"2022-03-02",203.350006,210.75,201.350006,209.070007,1090900,205.75174
"2022-03-03",209.75,210.570007,205.660004,208.270004,1063600,204.964432
"2022-03-04",205.669998,208.100006,202.479996,206.619995,760000,203.340622
"2022-03-07",206.380005,207.059998,200.490005,201.309998,1289400,198.114899
"2022-03-08",202.979996,205.199997,198.259995,200.580002,963200,197.396484
"2022-03-09",205.490005,207.110001,202.429993,204.880005,776800,201.62825
"2022-03-10",202.020004,205.389999,201,204.919998,613400,201.667603
"2022-03-11",205.580002,207.5,203.860001,204.080002,527500,200.840942
"2022-03-14",202.710007,204,197.279999,199.169998,1229000,196.008865
"2022-03-15",201.240005,204.949997,199.509995,204.270004,814700,201.027924
"2022-03-16",205.369995,208.899994,203.070007,207.520004,1235800,204.226334
"2022-03-17",204.580002,208.309998,203.020004,208.179993,765200,206.367523
"2022-03-18",206.039993,207.690002,200.729996,206.339996,1746300,204.543549
"2022-03-21",206.399994,207.259995,203.270004,205.75,888500,203.958679
"2022-03-22",207.789993,211.580002,204.919998,209.399994,1203700,207.576904
"2022-03-23",208.850006,214.289993,207.169998,213.339996,962100,211.482605
"2022-03-24",213.720001,215.679993,212.320007,214.669998,817000,212.801025
"2022-03-25",216.130005,216.270004,211.720001,215.580002,802900,213.70311
"2022-03-28",215.919998,215.919998,210.070007,210.490005,706100,208.657425
"2022-03-29",212.580002,216.389999,212.130005,215.449997,587300,213.574234
"2022-03-30",214.169998,214.169998,211.660004,211.820007,716800,209.975845
"2022-03-31",211.220001,211.220001,206.910004,206.960007,727800,205.158157
"2022-04-01",207.759995,209.279999,206.240005,207.479996,693400,205.673615
"2022-04-04",207.529999,212.300003,205.940002,211.919998,689100,210.074966
"2022-04-05",210.919998,212.830002,208.740005,211.729996,570000,209.886612
"2022-04-06",210.009995,213.580002,209.009995,212.830002,626500,210.977051
"2022-04-07",211.610001,218.779999,210.880005,217.580002,729500,215.685684
"2022-04-08",217.529999,227.539993,216.210007,225.740005,1088600,223.774658
"2022-04-11",225.740005,228.339996,220.479996,220.970001,633600,219.046173
"2022-04-12",222.160004,224.860001,220.190002,221.880005,769800,219.948257
"2022-04-13",221.720001,223.080002,219.479996,220.580002,758100,218.659576
"2022-04-14",221,222.960007,218.380005,218.679993,513000,216.776108
"2022-04-18",217.380005,221.440002,217.380005,218.25,603900,216.349854
"2022-04-19",218.839996,223.600006,218.839996,222.899994,561900,220.959366
"2022-04-20",224.960007,229.720001,224.399994,228.020004,586600,226.034805
"2022-04-21",230.550003,231.429993,225.25,225.559998,412200,223.596207
"2022-04-22",224.470001,224.470001,218.149994,218.389999,498300,216.488632
"2022-04-25",217.729996,224.309998,216.630005,223.869995,803200,221.920929
"2022-04-26",222.369995,226.429993,221.190002,223.440002,840600,221.494675
"2022-04-27",224.460007,227.740005,223.279999,224.880005,1127100,222.922134
"2022-04-28",218.490005,218.490005,204.080002,209.389999,2010900,207.566986
"2022-04-29",208.570007,209.800003,198.820007,199.630005,894800,197.891968
"2022-05-02",200.490005,202.860001,197.110001,200.490005,733500,198.744492
"2022-05-03",200.679993,201.830002,196.360001,199.919998,854000,198.179443
"2022-05-04",200.949997,207.960007,198,207.630005,912600,205.822327
"2022-05-05",206.839996,207.490005,198.619995,201.330002,754900,199.577164
"2022-05-06",200.25,203.860001,196.679993,202.860001,794700,201.093842
"2022-05-09",200.630005,205.429993,198.190002,202.639999,493500,200.875763
"2022-05-10",204.789993,205.270004,199.399994,202.899994,741700,201.133484
"2022-05-11",202.449997,205.300003,199.690002,201.070007,518700,199.319443
"2022-05-12",201.070007,209.550003,200.529999,208.899994,1051800,207.081253
"2022-05-13",208.889999,215.729996,208.800003,211.210007,593000,209.371155
"2022-05-16",210.570007,215.75,208.589996,213.690002,541200,211.829559
"2022-05-17",215.460007,217.350006,211.820007,216.259995,705400,214.377182
"2022-05-18",212.860001,212.860001,192.419998,195.5,1398000,193.797928
"2022-05-19",194.600006,199.889999,191.669998,196.070007,683600,194.362976
"2022-05-20",197.550003,197.550003,176.720001,181.889999,1919600,180.306412
"2022-05-23",182.070007,184.710007,176.779999,183.240005,1585500,181.644669
"2022-05-24",175.309998,182.729996,172.860001,180.229996,2128600,178.660858
"2022-05-25",177.610001,187.259995,177.229996,185.309998,1493100,183.69664
"2022-05-26",186.449997,191.550003,184.979996,190.899994,1286500,189.237961
"2022-05-27",190.740005,194.830002,190.660004,193.050003,685700,191.369263
"2022-05-31",191.229996,191.800003,188.25,189.860001,987500,188.207031
"2022-06-01",191.619995,192.039993,187.289993,187.660004,728600,186.026184
"2022-06-02",188.449997,191.25,185.899994,191.089996,729300,189.426315
"2022-06-03",189.770004,191.330002,188.970001,190.729996,462900,189.069443
"2022-06-06",191.710007,191.880005,188.789993,190.740005,433200,189.079376
"2022-06-07",187.960007,189.380005,185.460007,186.839996,1070400,185.213318
"2022-06-08",185.25,188.929993,184.199997,185.119995,565000,183.508286
"2022-06-09",184.860001,187.940002,184.169998,184.660004,632700,183.052307
"2022-06-10",181.570007,183.309998,178.809998,179.429993,632200,177.867828
"2022-06-13",174,175.830002,171.330002,172.190002,1247500,170.690872
"2022-06-14",172.130005,173.720001,169.589996,171.479996,908400,169.987045
"2022-06-15",172.119995,173.639999,169,172.289993,859200,170.789993
"2022-06-16",167.919998,168.410004,164.240005,165.449997,774200,165.449997
"2022-06-17",165.210007,169.580002,164,167.809998,1217900,167.809998
"2022-06-21",169.75,173.020004,167.940002,171.729996,753400,171.729996
"2022-06-22",170.75,175.610001,170.119995,174.660004,887700,174.660004
"2022-06-23",176.339996,179.039993,175.130005,178.630005,644100,178.630005
"2022-06-24",179.190002,183.779999,178.649994,183.100006,1014900,183.100006
"2022-06-27",184.179993,186,182.130005,183.630005,529000,183.630005
"2022-06-28",184.720001,186.229996,177.929993,178.75,673000,178.75
"2022-06-29",179.699997,180.100006,175.669998,176.720001,992600,176.720001
