"","LEN.Open","LEN.High","LEN.Low","LEN.Close","LEN.Volume","LEN.Adjusted"
"2022-01-06",110.410004,110.410004,106.879997,108.07,3098000,106.612709
"2022-01-07",108.260002,108.260002,102.790001,102.949997,4441100,101.561745
"2022-01-10",101.510002,104.239998,100.440002,104.029999,2702200,102.627182
"2022-01-11",104.129997,108,103.580002,107.730003,2635500,106.277306
"2022-01-12",107.410004,109.150002,106.970001,107.940002,2246600,106.484467
"2022-01-13",112.489998,112.5,107.269997,108.540001,4630000,107.076378
"2022-01-14",108.489998,109.730003,106.870003,108.160004,2227200,106.7015
"2022-01-18",106.190002,106.43,100.900002,101.300003,3373600,99.934006
"2022-01-19",98.160004,100.849998,96.620003,96.860001,4123400,95.553879
"2022-01-20",98.709999,99.18,95.480003,95.610001,4268200,94.320732
"2022-01-21",95.419998,98.099998,94.900002,95.309998,3157400,94.024773
"2022-01-24",93.900002,100.120003,93.029999,100.010002,4189700,98.6614
"2022-01-25",98,99.260002,96.209999,97.949997,3490000,96.629166
"2022-01-26",98.959999,99.709999,91.68,93.150002,4265800,92.24707
"2022-01-27",91.589996,94.43,91.129997,91.730003,3354800,90.840836
"2022-01-28",92.199997,93.480003,89.099998,93.419998,2679200,92.514442
"2022-01-31",93.339996,96.169998,93.059998,96.110001,2558000,95.178375
"2022-02-01",97.019997,97.459999,93.449997,95.690002,2506800,94.762451
"2022-02-02",96.75,97.900002,95.43,97.519997,1890900,96.574699
"2022-02-03",96.809998,96.809998,94.730003,94.830002,1515700,93.910782
"2022-02-04",93.660004,93.949997,90.269997,90.300003,2629200,89.42469
"2022-02-07",91.139999,93.169998,90.239998,92.029999,2826500,91.137924
"2022-02-08",91.839996,93.940002,90.809998,93.779999,2378900,92.870956
"2022-02-09",95.220001,97.5,95,96.339996,2413000,95.406143
"2022-02-10",93.25,96.5,91.519997,91.980003,3330500,91.088409
"2022-02-11",92.849998,94.089996,91.099998,91.540001,1790100,90.652679
"2022-02-14",91.209999,92.720001,90.25,90.589996,1902900,89.711876
"2022-02-15",91.860001,92.190002,91.010002,91.879997,1749600,90.98938
"2022-02-16",91.290001,92.400002,90.449997,92.019997,2037700,91.128014
"2022-02-17",91.730003,92,89.290001,89.330002,2279400,88.464096
"2022-02-18",89.550003,90.470001,88.400002,89.43,2124700,88.563126
"2022-02-22",88,89.199997,85.260002,86.089996,2344700,85.255501
"2022-02-23",86.559998,86.739998,82.050003,82.330002,3062200,81.531952
"2022-02-24",79.949997,88.5,79.519997,87.739998,4908000,86.889503
"2022-02-25",86.389999,91.120003,86.389999,90.830002,3085900,89.949554
"2022-02-28",89.919998,91.470001,89.129997,89.879997,3048900,89.008766
"2022-03-01",90.239998,91.779999,89.029999,90.339996,2618800,89.464302
"2022-03-02",91.050003,92.989998,90.529999,92.050003,1665800,91.15773
"2022-03-03",93.110001,93.110001,89.209999,89.889999,2016500,89.018661
"2022-03-04",90.169998,90.419998,88.050003,89.139999,2046400,88.275932
"2022-03-07",89.330002,90.120003,83.059998,83.260002,2949200,82.452934
"2022-03-08",83.019997,87.519997,82.029999,83.75,2081300,82.938187
"2022-03-09",86.080002,88.68,85.839996,87.5,2290600,86.651833
"2022-03-10",85.260002,88.32,85.150002,88.089996,2674200,87.236115
"2022-03-11",88.57,88.980003,86.489998,86.57,1496900,85.73085
"2022-03-14",86.839996,86.839996,82.519997,83.339996,2689500,82.53215
"2022-03-15",83.75,86.480003,83.57,86.269997,2092800,85.433754
"2022-03-16",87.199997,89.510002,83.870003,88.510002,3429700,87.652046
"2022-03-17",89.279999,90.610001,86.809998,89.290001,3554500,88.424484
"2022-03-18",87.419998,92.860001,87.419998,92.540001,5856700,91.642982
"2022-03-21",91.75,92.190002,87.349998,88.220001,3268200,87.364861
"2022-03-22",88.889999,90.120003,87.18,88.330002,2229300,87.473785
"2022-03-23",87.169998,87.389999,84.760002,84.870003,2690000,84.047333
"2022-03-24",84.449997,85.699997,83.220001,83.879997,4077900,83.066925
"2022-03-25",84.269997,84.779999,81.919998,82.779999,3949300,81.977585
"2022-03-28",82.709999,83.870003,81.580002,82.510002,3988300,81.710205
"2022-03-29",83.400002,86.18,83.400002,85.739998,3959600,84.90889
"2022-03-30",85.68,85.839996,83.540001,84.150002,3277600,83.334305
"2022-03-31",83.57,84.620003,81.089996,81.169998,3836200,80.383194
"2022-04-01",82.269997,83.209999,81.099998,82.330002,3556600,81.531952
"2022-04-04",82.459999,82.919998,81.699997,82.309998,3084000,81.512138
"2022-04-05",81.790001,82.760002,78.540001,78.870003,4400900,78.105492
"2022-04-06",77.75,77.879997,75.07,75.449997,5153200,74.718636
"2022-04-07",75,76.07,73.010002,74.669998,3881200,73.946198
"2022-04-08",74.580002,77.080002,74.050003,74.919998,3268000,74.193779
"2022-04-11",74.400002,77.410004,74.129997,76.32,3129400,75.580208
"2022-04-12",78.529999,79.690002,75.970001,76.510002,3308600,75.768364
"2022-04-13",75.68,78.550003,75.68,77.970001,2412900,77.214211
"2022-04-14",78.199997,79.300003,76.440002,76.769997,2059200,76.025841
"2022-04-18",76.160004,77.589996,75.489998,76.019997,1731500,75.283112
"2022-04-19",76.239998,79.889999,76.18,79.550003,2642300,78.7789
"2022-04-20",79.839996,81.230003,79.440002,79.809998,2227500,79.036369
"2022-04-21",81.330002,81.849998,78.400002,79.019997,2486200,78.254036
"2022-04-22",78.599998,78.660004,76.82,76.980003,1944300,76.23381
"2022-04-25",76.099998,79.940002,75.550003,79.599998,2533900,79.214294
"2022-04-26",78.839996,80.389999,77.199997,77.220001,2363100,76.845825
"2022-04-27",77.599998,78.639999,75.459999,75.790001,2659800,75.422752
"2022-04-28",77.339996,79.370003,75.379997,78.589996,2579100,78.209183
"2022-04-29",78.190002,79.099998,76.110001,76.489998,2746000,76.119362
"2022-05-02",76.360001,78.010002,75.239998,77.879997,2675500,77.502625
"2022-05-03",78.099998,79.349998,77.050003,79.190002,2404100,78.806282
"2022-05-04",79.199997,83.629997,77.510002,83.43,3375100,83.025734
"2022-05-05",81,82.059998,77.690002,78.800003,3435900,78.418175
"2022-05-06",77.519997,79.150002,75.32,78.540001,3093400,78.159431
"2022-05-09",77.080002,80.160004,76.440002,77.279999,2707100,76.905533
"2022-05-10",78.82,79.089996,74.959999,75.760002,2693800,75.392906
"2022-05-11",75.379997,75.739998,70.669998,71.300003,3385900,70.954514
"2022-05-12",71,75.860001,70.68,74.370003,3103700,74.009636
"2022-05-13",75.029999,77.209999,74.5,76.760002,2731300,76.388054
"2022-05-16",76.400002,76.699997,72.720001,75.389999,2101300,75.024696
"2022-05-17",77.059998,77.690002,75.099998,77.519997,1759100,77.144371
"2022-05-18",75.720001,75.720001,71.989998,72.400002,2586700,72.049187
"2022-05-19",72.139999,74.410004,72.099998,72.669998,2243700,72.317871
"2022-05-20",74.059998,74.57,72.059998,74.440002,2396600,74.0793
"2022-05-23",75,75.720001,73.360001,74.150002,2068500,73.790703
"2022-05-24",73.589996,73.900002,70.559998,71.989998,2165100,71.641167
"2022-05-25",71.93,76.059998,71.739998,75.730003,2141500,75.363052
"2022-05-26",76.300003,79.260002,76.300003,78.910004,2150700,78.527641
"2022-05-27",79.440002,81.239998,78.760002,81.169998,1588200,80.776688
"2022-05-31",80.139999,80.910004,79.199997,80.25,2667400,79.861145
"2022-06-01",80.699997,80.849998,79.269997,79.629997,1471300,79.244148
"2022-06-02",80.220001,80.839996,78.900002,80.150002,1992900,79.761627
"2022-06-03",78.949997,80.809998,78.400002,80.190002,1285200,79.801437
"2022-06-06",80.360001,81.419998,79.559998,81.059998,2087900,80.667213
"2022-06-07",80.080002,81.339996,79.080002,81.209999,1862500,80.81649
"2022-06-08",80.260002,80.639999,78.5,79.139999,2430600,78.756523
"2022-06-09",78.529999,80.650002,78.510002,78.68,2703100,78.298752
"2022-06-10",77.639999,77.900002,74.440002,74.449997,2693800,74.089249
"2022-06-13",71.629997,73.980003,68.879997,70.010002,4532400,69.670761
"2022-06-14",70.010002,71.139999,68.639999,69.139999,3178400,68.804977
"2022-06-15",69.830002,70.43,67.139999,68.970001,3134900,68.635803
"2022-06-16",67.129997,67.269997,63.360001,64.489998,4093300,64.177505
"2022-06-17",63.849998,65.440002,62.540001,64.629997,5452600,64.316826
"2022-06-21",65.949997,68.18,63.82,65.650002,5623300,65.331894
"2022-06-22",65.019997,68.709999,64.510002,67.660004,3578200,67.332153
"2022-06-23",68.07,71.589996,68,70.709999,3575700,70.367371
"2022-06-24",71.419998,72.68,70.580002,71.93,3722000,71.581459
"2022-06-27",71.849998,72.93,70.809998,71.989998,1921200,71.641167
"2022-06-28",72.279999,73,69.650002,69.739998,2126100,69.402069
"2022-06-29",69.400002,70.129997,67.779999,69.639999,1948300,69.302551
