"","VRSN.Open","VRSN.High","VRSN.Low","VRSN.Close","VRSN.Volume","VRSN.Adjusted"
"2022-01-19",220.75,222.630005,216.850006,217.240005,549800,217.240005
"2022-01-20",218.570007,222.949997,216.220001,216.529999,738500,216.529999
"2022-01-21",216.080002,220.720001,215.720001,217.139999,711000,217.139999
"2022-01-24",215.339996,220.660004,212.160004,220.100006,777800,220.100006
"2022-01-25",217.009995,217.309998,210.270004,212.75,828900,212.75
"2022-01-26",214.940002,216.419998,206.240005,208.429993,703100,208.429993
"2022-01-27",210.660004,215.710007,205.880005,207.440002,511400,207.440002
"2022-01-28",207.080002,211.699997,204.190002,211.589996,616700,211.589996
"2022-01-31",211.580002,217.910004,211.520004,217.179993,717900,217.179993
"2022-02-01",217.160004,218.639999,214.059998,216.850006,585700,216.850006
"2022-02-02",218.089996,224.440002,217.940002,223.479996,783700,223.479996
"2022-02-03",220.389999,221.929993,218.259995,218.550003,730700,218.550003
"2022-02-04",217.460007,220.639999,215.100006,218.429993,574700,218.429993
"2022-02-07",218.75,218.75,213.619995,214.399994,575900,214.399994
"2022-02-08",213.429993,217.630005,213.429993,216.820007,420300,216.820007
"2022-02-09",220,222,218,219.529999,519100,219.529999
"2022-02-10",215.220001,217.360001,211.789993,212.720001,725700,212.720001
"2022-02-11",223.199997,225.259995,214.220001,214.229996,986400,214.229996
"2022-02-14",214.679993,215.399994,211.690002,213.559998,640500,213.559998
"2022-02-15",216.889999,218.449997,214.210007,216.300003,634200,216.300003
"2022-02-16",214.389999,214.639999,210.050003,212.25,497100,212.25
"2022-02-17",210.440002,210.710007,207.039993,208.369995,552200,208.369995
"2022-02-18",208.25,210.910004,207.899994,208.220001,475800,208.220001
"2022-02-22",207.899994,209.690002,206.100006,206.669998,647000,206.669998
"2022-02-23",207.309998,208.309998,202.589996,202.940002,545500,202.940002
"2022-02-24",199.789993,210.25,199.320007,209.820007,691800,209.820007
"2022-02-25",210.610001,214.429993,209.119995,214.190002,583000,214.190002
"2022-02-28",211.050003,214.009995,210.419998,213.720001,495100,213.720001
"2022-03-01",213.380005,218.350006,213.320007,216.039993,655400,216.039993
"2022-03-02",217.089996,219.070007,213.460007,217.850006,549900,217.850006
"2022-03-03",220.490005,220.490005,217.589996,218.729996,435300,218.729996
"2022-03-04",217.970001,219.039993,215.139999,217.869995,461700,217.869995
"2022-03-07",216.639999,218.75,214.809998,214.850006,573300,214.850006
"2022-03-08",214.210007,215.509995,206.509995,206.830002,582800,206.830002
"2022-03-09",210.539993,210.910004,206.410004,209.589996,813700,209.589996
"2022-03-10",206.889999,208.679993,203.429993,208.279999,785300,208.279999
"2022-03-11",210.839996,210.839996,203.880005,204.160004,438100,204.160004
"2022-03-14",204.229996,206.270004,198.529999,199.429993,615400,199.429993
"2022-03-15",200.830002,204.440002,199.179993,204.389999,820900,204.389999
"2022-03-16",207.580002,209.339996,201.059998,206.350006,735800,206.350006
"2022-03-17",207.110001,212.690002,206.139999,212.660004,809200,212.660004
"2022-03-18",212.460007,222.100006,212.100006,220.75,2182100,220.75
"2022-03-21",217.949997,219.020004,212.419998,214.919998,747400,214.919998
"2022-03-22",214.600006,218.669998,214.139999,218.080002,457000,218.080002
"2022-03-23",216.839996,217.25,211.339996,211.830002,524600,211.830002
"2022-03-24",213.589996,215.210007,211.580002,215.110001,569600,215.110001
"2022-03-25",215.720001,216.539993,211.570007,215.75,444600,215.75
"2022-03-28",216.820007,219.809998,214.710007,219.740005,319900,219.740005
"2022-03-29",221.740005,223.190002,219.139999,221.300003,611100,221.300003
"2022-03-30",220.380005,222.360001,219.419998,222.119995,399100,222.119995
"2022-03-31",222.889999,225.960007,222.130005,222.460007,641900,222.460007
"2022-04-01",222.240005,225.399994,220.25,225.270004,595800,225.270004
"2022-04-04",226.080002,228.800003,225.889999,226.550003,465800,226.550003
"2022-04-05",226.899994,228.350006,222.720001,223.399994,516700,223.399994
"2022-04-06",221.710007,222.649994,217.460007,220,628700,220
"2022-04-07",218.929993,222.229996,218.399994,220.699997,433500,220.699997
"2022-04-08",219.820007,221.800003,217.979996,218.779999,454300,218.779999
"2022-04-11",217.309998,218.070007,213.600006,213.850006,469500,213.850006
"2022-04-12",216.740005,217.470001,213.139999,213.339996,377500,213.339996
"2022-04-13",213.850006,215.779999,213.339996,215.330002,362900,215.330002
"2022-04-14",215.570007,216.339996,213.589996,215.399994,590100,215.399994
"2022-04-18",215.350006,216.100006,211.130005,213.320007,414600,213.320007
"2022-04-19",212.720001,218.610001,212.160004,218.279999,356900,218.279999
"2022-04-20",220,220.850006,218.75,219.429993,428900,219.429993
"2022-04-21",219.869995,220.800003,211.809998,212.550003,519200,212.550003
"2022-04-22",212.070007,212.240005,205.649994,205.850006,592800,205.850006
"2022-04-25",206.289993,211.279999,205.940002,211.169998,655900,211.169998
"2022-04-26",210.160004,210.160004,205.389999,205.580002,801200,205.580002
"2022-04-27",206.339996,208.240005,202.960007,203.610001,515500,203.610001
"2022-04-28",206.029999,209.539993,204.389999,208.419998,1087400,208.419998
"2022-04-29",185.210007,190,178.149994,178.690002,2316200,178.690002
"2022-05-02",178.770004,181.009995,173.149994,175,1697400,175
"2022-05-03",175.5,183.419998,174.399994,183.139999,1545000,183.139999
"2022-05-04",181.949997,186.740005,178.800003,186.479996,987600,186.479996
"2022-05-05",184.149994,184.149994,174.020004,175.75,1114800,175.75
"2022-05-06",173.679993,175.300003,170.419998,172.050003,939800,172.050003
"2022-05-09",169.440002,170.309998,164.410004,164.860001,1194200,164.860001
"2022-05-10",168.050003,169.330002,164.850006,167.690002,1259600,167.690002
"2022-05-11",165.919998,170.539993,165.919998,166.940002,977000,166.940002
"2022-05-12",165.910004,166.869995,162.639999,164.410004,1140400,164.410004
"2022-05-13",166.979996,168.610001,164.479996,165.110001,1675400,165.110001
"2022-05-16",163.690002,166.130005,162.649994,164.550003,974800,164.550003
"2022-05-17",167.470001,168.649994,164.820007,168.520004,914100,168.520004
"2022-05-18",166.160004,166.990005,162.300003,162.520004,912000,162.520004
"2022-05-19",162.089996,166.020004,162.050003,163.449997,842300,163.449997
"2022-05-20",165.589996,166.429993,159.690002,165.559998,1649000,165.559998
"2022-05-23",166.710007,167.610001,164.740005,166.710007,610200,166.710007
"2022-05-24",164.990005,167.630005,164.100006,166.619995,573400,166.619995
"2022-05-25",166.369995,172.639999,165.949997,170.979996,697500,170.979996
"2022-05-26",171.190002,174.600006,170.869995,172.710007,451100,172.710007
"2022-05-27",173.850006,176.699997,173.850006,176.320007,510300,176.320007
"2022-05-31",175.199997,176.190002,172.960007,174.550003,1080000,174.550003
"2022-06-01",175.460007,176.820007,172.050003,174.369995,815100,174.369995
"2022-06-02",174.460007,182.270004,174.460007,180.330002,795100,180.330002
"2022-06-03",178.229996,179.110001,176.470001,177.699997,612400,177.699997
"2022-06-06",179.139999,180.789993,177.009995,177.759995,541400,177.759995
"2022-06-07",176.149994,179.5,175.869995,179.080002,512400,179.080002
"2022-06-08",178.5,180.419998,176.520004,177.210007,385500,177.210007
"2022-06-09",176.919998,177.860001,173.460007,173.610001,571800,173.610001
"2022-06-10",172,172.059998,168.490005,169.100006,504100,169.100006
"2022-06-13",165.119995,166.289993,161.990005,162.669998,668600,162.669998
"2022-06-14",163.270004,164.039993,159.940002,161.179993,519100,161.179993
"2022-06-15",163.789993,170.309998,161.470001,163.880005,647500,163.880005
"2022-06-16",160.110001,160.800003,155.570007,156.509995,1155500,156.509995
"2022-06-17",156.509995,159.199997,155.25,157.539993,1554000,157.539993
"2022-06-21",159.789993,163.050003,159.789993,160.679993,807200,160.679993
"2022-06-22",159.570007,161.029999,157.339996,157.770004,1244100,157.770004
"2022-06-23",160.179993,164.490005,159.690002,163.889999,653600,163.889999
"2022-06-24",164.550003,169.660004,163.940002,169.270004,1048400,169.270004
"2022-06-27",169.080002,170.160004,167.520004,168.850006,477500,168.850006
"2022-06-28",168.970001,170.619995,163.669998,164.259995,529800,164.259995
"2022-06-29",164.5,166.880005,163.110001,166.259995,564000,166.259995
