"","DTE.Open","DTE.High","DTE.Low","DTE.Close","DTE.Volume","DTE.Adjusted"
"2021-12-15",117.629997,119.739998,117.620003,119.599998,1506400,117.02285
"2021-12-16",119.839996,120.830002,119.620003,120.330002,995400,117.737129
"2021-12-17",119.029999,119.779999,116.339996,116.599998,1796700,114.932808
"2021-12-20",115.800003,117.279999,114.480003,117.129997,885300,115.455231
"2021-12-21",117.660004,118.339996,116,116.480003,992700,114.814529
"2021-12-22",116.190002,117.300003,116.110001,116.699997,420300,115.031372
"2021-12-23",116.599998,117.769997,116.330002,116.82,643800,115.149658
"2021-12-27",117.32,117.919998,116.5,117.849998,415500,116.164932
"2021-12-28",118.190002,118.800003,117.769997,118.730003,500500,117.032349
"2021-12-29",118.699997,119.540001,118.309998,119.379997,452000,117.67305
"2021-12-30",119.730003,119.730003,118.790001,119.32,387400,117.613914
"2021-12-31",119.470001,120.120003,118.629997,119.540001,565400,117.830772
"2022-01-03",119.75,119.75,117.769997,119.18,713600,117.475922
"2022-01-04",119.519997,120.830002,119.290001,119.379997,762000,117.67305
"2022-01-05",119.379997,120.629997,119.220001,119.25,695000,117.544914
"2022-01-06",120.349998,120.75,119.040001,119.57,874600,117.860344
