"","CHTR.Open","CHTR.High","CHTR.Low","CHTR.Close","CHTR.Volume","CHTR.Adjusted"
"2022-01-13",618.030029,626.070007,610.02002,619.080017,1016500,619.080017
"2022-01-14",618.130005,619.460022,600.539978,607.690002,1070600,607.690002
"2022-01-18",593.390015,597.27002,580.380005,582.75,1342700,582.75
"2022-01-19",584.289978,588.200012,574.169983,581.299988,1021600,581.299988
"2022-01-20",584.400024,587.940002,571.030029,572.159973,1181000,572.159973
"2022-01-21",574.869995,579.75,568.820007,569.690002,1105700,569.690002
"2022-01-24",580.109985,580.669983,562.460022,577.130005,1908000,577.130005
"2022-01-25",570.219971,575.380005,560.719971,563.539978,1092600,563.539978
"2022-01-26",563.97998,574.859985,549.590027,555,1638700,555
"2022-01-27",549.849976,567.900024,549.849976,561.030029,1560700,561.030029
"2022-01-28",560.619995,592.200012,560.369995,590.469971,2600700,590.469971
"2022-01-31",588.98999,595.130005,584.5,593.340027,1473300,593.340027
"2022-02-01",590.72998,598.330017,587.880005,596.890015,1253100,596.890015
"2022-02-02",598.25,603.710022,592.340027,600.23999,1074300,600.23999
"2022-02-03",600.719971,621,596.039978,610.450012,2232200,610.450012
"2022-02-04",599.969971,613.179993,596.950012,608.919983,1389300,608.919983
"2022-02-07",610.119995,613.630005,605.849976,610.75,1359600,610.75
"2022-02-08",612.880005,615.840027,608.400024,609.119995,1227700,609.119995
"2022-02-09",613,615,604.719971,614.75,1396200,614.75
"2022-02-10",607.169983,613.090027,604.02002,606.52002,1514800,606.52002
"2022-02-11",608.98999,614.539978,602.51001,604.72998,1517200,604.72998
"2022-02-14",605.690002,614.5,601.580017,607.940002,2480000,607.940002
"2022-02-15",611.73999,615.599976,607.859985,609.450012,2564500,609.450012
"2022-02-16",606.859985,612.52002,602.700012,609.460022,1388500,609.460022
"2022-02-17",603.200012,606.039978,588.390015,597.830017,2109700,597.830017
"2022-02-18",598.789978,605.619995,594.570007,596.830017,2786400,596.830017
"2022-02-22",599.340027,603.150024,591.880005,595.5,1986700,595.5
"2022-02-23",591.869995,592.73999,569.390015,570.599976,2774500,570.599976
"2022-02-24",572.5,586.950012,566.049988,586.590027,4139700,586.590027
"2022-02-25",587.919983,602.02002,586.539978,601.159973,1847300,601.159973
"2022-02-28",593.77002,605.400024,593.719971,601.780029,2272800,601.780029
"2022-03-01",590.98999,603.159973,589.469971,594.73999,1578400,594.73999
"2022-03-02",595.400024,596.940002,566.859985,570.98999,2305000,570.98999
"2022-03-03",580.840027,594.080017,560.880005,561.820007,2018100,561.820007
"2022-03-04",558.690002,564.869995,546.619995,549.929993,2349000,549.929993
"2022-03-07",553.02002,566.330017,545.330017,555.640015,1867200,555.640015
"2022-03-08",556.929993,565.869995,550.320007,551.429993,1099900,551.429993
"2022-03-09",562.169983,568.039978,555.570007,557.75,1212200,557.75
"2022-03-10",550.210022,567.559998,546.919983,562.130005,1537700,562.130005
"2022-03-11",569.780029,574.539978,557.809998,559.289978,1788200,559.289978
"2022-03-14",561.820007,583.719971,560.659973,566.140015,1420600,566.140015
"2022-03-15",570.690002,579.090027,566.200012,569.159973,1091600,569.159973
"2022-03-16",570.440002,573.700012,556.030029,572.109985,1553000,572.109985
"2022-03-17",571.080017,577.650024,558.780029,577.650024,1245200,577.650024
"2022-03-18",572.450012,578,562.119995,577.320007,2717500,577.320007
"2022-03-21",573.960022,577.650024,562.539978,565.77002,1206700,565.77002
"2022-03-22",569.440002,577.130005,566.01001,574.659973,962200,574.659973
"2022-03-23",573.280029,576.109985,559.299988,559.98999,1094200,559.98999
"2022-03-24",564.73999,571.52002,557.559998,559.320007,1365700,559.320007
"2022-03-25",560.090027,564.049988,544.590027,558.26001,1754100,558.26001
"2022-03-28",557.469971,565.309998,554.330017,565.25,985400,565.25
"2022-03-29",564.419983,574.210022,564.419983,572.330017,1074500,572.330017
"2022-03-30",571.359985,573.130005,564.039978,570.119995,881600,570.119995
"2022-03-31",571.76001,571.76001,545.460022,545.52002,1929800,545.52002
"2022-04-01",549.109985,561.960022,545.01001,561.679993,1159100,561.679993
"2022-04-04",559.380005,574.650024,557.119995,562,867600,562
"2022-04-05",557.349976,568.940002,554.039978,556.789978,986800,556.789978
"2022-04-06",556.789978,568,553.409973,561.26001,1172200,561.26001
"2022-04-07",560.650024,561.26001,542.820007,552.47998,1118200,552.47998
"2022-04-08",551.960022,559.340027,543.200012,557.599976,1187100,557.599976
"2022-04-11",560.380005,572.080017,557.030029,559.909973,1175900,559.909973
"2022-04-12",564.98999,570.02002,548.549988,549.119995,1819800,549.119995
"2022-04-13",549.960022,563.51001,547.059998,562.400024,1097700,562.400024
"2022-04-14",564.539978,567.070007,553.119995,555.320007,1023500,555.320007
"2022-04-18",552.75,556.919983,533.25,533.47998,1442600,533.47998
"2022-04-19",535.619995,560.840027,535.619995,557.75,1208800,557.75
"2022-04-20",555.690002,555.690002,535.169983,535.960022,1540300,535.960022
"2022-04-21",537.419983,541.75,517.809998,519.030029,1577800,519.030029
"2022-04-22",517.719971,518.570007,505.149994,511.369995,1742200,511.369995
"2022-04-25",513.460022,517.659973,496.76001,506.970001,1381300,506.970001
"2022-04-26",503.079987,503.079987,486.350006,486.950012,1352900,486.950012
"2022-04-27",485.5,492.25,479.450012,482.01001,1497700,482.01001
"2022-04-28",481.190002,481.690002,449.589996,461.48999,3207100,461.48999
"2022-04-29",449.890015,457.700012,415.01001,428.48999,4820200,428.48999
"2022-05-02",431.48999,435.929993,419.829987,432.540009,1686000,432.540009
"2022-05-03",424.149994,431.23999,410.329987,425.619995,2136000,425.619995
"2022-05-04",426.51001,450.779999,422.440002,448.339996,1977800,448.339996
"2022-05-05",444.790009,462.929993,444.790009,456.200012,2223300,456.200012
"2022-05-06",454.209991,471.290009,452.390015,459.769989,2560800,459.769989
"2022-05-09",456.230011,478.029999,455.980011,463.670013,2426200,463.670013
"2022-05-10",472.940002,481.790009,462.200012,468.230011,1979400,468.230011
"2022-05-11",465.940002,476.649994,447.350006,448.350006,1679400,448.350006
"2022-05-12",449.329987,466.769989,443.179993,465.26001,1649600,465.26001
"2022-05-13",459.459991,475.869995,458.690002,471.390015,1456800,471.390015
"2022-05-16",469.369995,472.579987,456,463.339996,1153600,463.339996
"2022-05-17",468.98999,474.140015,457.5,472.130005,1183100,472.130005
"2022-05-18",469.980011,480.829987,463.320007,469.5,1574400,469.5
"2022-05-19",469.149994,479.399994,465.880005,474.570007,1136500,474.570007
"2022-05-20",480.320007,485.700012,468.790009,479.029999,1290800,479.029999
"2022-05-23",482.649994,484,468.859985,473.670013,895300,473.670013
"2022-05-24",471.640015,479.600006,468.01001,479.019989,940300,479.019989
"2022-05-25",482.140015,489.980011,476.850006,487.609985,877600,487.609985
"2022-05-26",489.119995,508.859985,489.119995,502.839996,1145300,502.839996
"2022-05-27",503.190002,515.659973,503.190002,509.940002,1063300,509.940002
"2022-05-31",507.859985,513.280029,501.160004,506.929993,1265300,506.929993
"2022-06-01",508.329987,514.210022,492.040009,495.380005,1087400,495.380005
"2022-06-02",496.679993,499.100006,490.839996,498.220001,889800,498.220001
"2022-06-03",496.790009,496.790009,489.5,491.070007,1104200,491.070007
"2022-06-06",493.160004,498.059998,483.690002,484.720001,1206500,484.720001
"2022-06-07",480.079987,484.5,470.170013,482.549988,1266300,482.549988
"2022-06-08",485.640015,493.109985,481.320007,487.950012,881000,487.950012
"2022-06-09",489.51001,492.640015,482.040009,482.26001,976000,482.26001
"2022-06-10",474.350006,481.019989,470.01001,474.190002,927700,474.190002
"2022-06-13",467.230011,468.980011,452.230011,454.470001,1429700,454.470001
"2022-06-14",456.920013,463.119995,447.940002,451.970001,1101800,451.970001
"2022-06-15",457.649994,460.230011,429.910004,449,2834100,449
"2022-06-16",439.980011,440.790009,407.75,415.350006,2880100,415.350006
"2022-06-17",415.019989,443.320007,415.019989,441.959991,3563000,441.959991
"2022-06-21",444.019989,447.929993,435.720001,437.470001,1727100,437.470001
"2022-06-22",435.519989,453.299988,434.040009,448.23999,1237000,448.23999
"2022-06-23",446.160004,456.579987,446.160004,455.130005,822300,455.130005
"2022-06-24",454.769989,465.220001,454.320007,463.119995,1093900,463.119995
"2022-06-27",463.119995,467.769989,458.700012,464.359985,710800,464.359985
"2022-06-28",468.410004,474.5,456.480011,457.029999,819600,457.029999
"2022-06-29",454.529999,464.670013,454.089996,463.839996,819000,463.839996
