"","QCOM.Open","QCOM.High","QCOM.Low","QCOM.Close","QCOM.Volume","QCOM.Adjusted"
"2022-01-04",187,188.929993,181.009995,187.229996,8484200,185.475815
"2022-01-05",186.5,193.580002,184.729996,186.5,17141200,184.752655
"2022-01-06",184.520004,188.470001,183,185.949997,9117700,184.207809
"2022-01-07",186.600006,188.360001,180.119995,180.410004,7386200,178.719711
"2022-01-10",178.270004,180,173.759995,179.679993,11159300,177.996552
"2022-01-11",179.190002,185.649994,177.220001,185.399994,9591000,183.662964
"2022-01-12",186.600006,189.460007,185.190002,186.419998,7317500,184.673401
"2022-01-13",188.699997,191.580002,183.289993,183.889999,10190900,182.167114
"2022-01-14",182.800003,190.089996,182.009995,188.690002,9587300,186.922134
"2022-01-18",185.869995,186,178.270004,178.860001,10471200,177.184235
"2022-01-19",180.570007,181.210007,172.270004,172.470001,10082700,170.854111
"2022-01-20",174.529999,174.990005,166.289993,166.5,9468500,164.940033
"2022-01-21",166.240005,172.039993,164.570007,164.929993,11898700,163.38475
"2022-01-24",162.179993,170.820007,158.600006,170.070007,17489100,168.476593
"2022-01-25",166.169998,170.320007,161.199997,165.449997,10708500,163.899872
"2022-01-26",168.580002,174.550003,163.899994,167,10492200,165.435349
"2022-01-27",169.309998,171.449997,160.610001,161.199997,10743000,159.689682
"2022-01-28",162.009995,166.940002,157.380005,166.809998,10320800,165.247131
"2022-01-31",167.059998,175.949997,165.800003,175.759995,11273500,174.113266
"2022-02-01",176.440002,177.429993,173.110001,177.130005,9724600,175.470444
"2022-02-02",180.940002,188.639999,180.259995,188.199997,25646300,186.436737
"2022-02-03",180.800003,192.100006,177.289993,179.100006,36120200,177.421997
"2022-02-04",178.990005,182.410004,176.809998,179.470001,15708400,177.788513
"2022-02-07",179.669998,180.649994,174.440002,175.089996,10376300,173.449554
"2022-02-08",174.309998,179.289993,173.979996,178.589996,10163900,176.916763
"2022-02-09",181.399994,184,178.949997,183.949997,9666900,182.226547
"2022-02-10",179.399994,181.990005,173.449997,174.070007,14362200,172.439117
"2022-02-11",174.699997,175.479996,163.550003,164.639999,13572000,163.097473
"2022-02-14",165.350006,167.850006,162.479996,165.130005,8381700,163.58287
"2022-02-15",169,173.960007,168.25,173,11100000,171.37915
"2022-02-16",170.679993,173.210007,168.259995,172.600006,8340600,170.982895
"2022-02-17",169.880005,170.770004,166.699997,166.800003,8878900,165.237228
"2022-02-18",167.470001,170.449997,164.240005,167.639999,9591700,166.069351
"2022-02-22",164.059998,169.960007,163.600006,165.889999,9835500,164.335739
"2022-02-23",166.649994,169.160004,161.320007,161.619995,9749000,160.105759
"2022-02-24",156.889999,168.360001,155.789993,167.979996,12567000,166.406158
"2022-02-25",167.610001,171.089996,165.600006,170.929993,7350200,169.328522
"2022-02-28",168.300003,172.990005,168.199997,171.990005,10638900,170.378616
"2022-03-01",170.960007,171.839996,161.720001,163.690002,10723300,162.156357
"2022-03-02",165.25,170.490005,164.350006,169.25,7299400,168.363693
"2022-03-03",170.669998,170.830002,164.5,165.350006,8553900,164.484116
"2022-03-04",163.850006,166.070007,159.889999,162.259995,9057300,161.410294
"2022-03-07",162.320007,163.160004,150,150.100006,13416100,149.31398
"2022-03-08",150.660004,158.339996,147.880005,150.759995,11878400,149.970505
"2022-03-09",156.009995,158.479996,154.169998,157.110001,9276800,156.287262
"2022-03-10",154.039993,155.300003,150.330002,154.710007,8888800,153.899841
"2022-03-11",157.949997,158.320007,152.020004,152.339996,7394400,151.542236
"2022-03-14",150.800003,151.289993,140.470001,141.289993,16154200,140.550095
"2022-03-15",142.5,144.429993,139.050003,144.210007,13893000,143.454819
"2022-03-16",146.970001,151.559998,143.570007,150.449997,11727700,149.66214
"2022-03-17",149.190002,152.940002,146.580002,152.830002,8602900,152.029678
"2022-03-18",152.520004,156.029999,149.009995,153.990005,18454200,153.183609
"2022-03-21",153.990005,157.710007,152.809998,155.589996,8986400,154.775223
"2022-03-22",155.449997,159.940002,154.770004,157.610001,7220500,156.784653
"2022-03-23",156.110001,157.210007,152.580002,152.869995,7245600,152.069458
"2022-03-24",154.300003,158.559998,153.589996,158.460007,9261000,157.630203
"2022-03-25",157.970001,158.460007,155.179993,157.970001,7198700,157.142761
"2022-03-28",156.5,158.5,154.050003,158.449997,9470800,157.620239
"2022-03-29",161.210007,161.300003,156.649994,161.070007,10212400,160.226532
"2022-03-30",159.389999,160.270004,151.789993,152.729996,14777800,151.930191
"2022-03-31",152.889999,155.139999,151.029999,152.820007,13364200,152.01973
"2022-04-01",151.940002,152.869995,142.559998,146.990005,19762100,146.220261
"2022-04-04",147.740005,154.130005,146.660004,153.809998,12116000,153.004547
"2022-04-05",151.809998,152.009995,145.270004,145.460007,15946100,144.698273
"2022-04-06",142.899994,143,137.460007,139.279999,21054200,138.550629
"2022-04-07",139.789993,141.490005,136.919998,139.220001,10201200,138.490952
"2022-04-08",138.539993,139.960007,136.360001,136.690002,12992500,135.974197
"2022-04-11",134.289993,137.610001,133.690002,135.360001,11210400,134.651169
"2022-04-12",137.919998,140.160004,135.5,136.089996,10591300,135.377335
"2022-04-13",137.539993,142.589996,136.479996,140.5,10440800,139.764252
"2022-04-14",141.050003,141.559998,136.679993,136.910004,8002600,136.193054
"2022-04-18",135.619995,140.350006,135.559998,139.320007,8785700,138.590439
"2022-04-19",138.830002,141.399994,137.539993,141.050003,7213800,140.311371
"2022-04-20",143.210007,144.809998,140.059998,140.339996,7731600,139.605087
"2022-04-21",142.339996,143.639999,135.259995,136.110001,8576500,135.397232
"2022-04-22",136.130005,137.330002,132.649994,132.809998,8315100,132.114517
"2022-04-25",131.320007,136.809998,130.910004,136.559998,9673200,135.844879
"2022-04-26",135.020004,136.350006,132.630005,133.5,9262800,132.800903
"2022-04-27",130.820007,138.110001,130.660004,135.100006,13855900,134.392532
"2022-04-28",142.869995,151.199997,139.130005,148.190002,31111100,147.413971
"2022-04-29",145.809998,147.5,139.520004,139.690002,13693100,138.958496
"2022-05-02",140.600006,145.660004,139.160004,145.270004,13320900,144.509277
"2022-05-03",144.710007,145.690002,142.759995,144.259995,7556800,143.504547
"2022-05-04",144.580002,149.5,140.350006,149.050003,11038100,148.26947
"2022-05-05",146.979996,146.979996,139.179993,141.639999,14561400,140.89827
"2022-05-06",141.25,144.100006,137.880005,140.580002,10080600,139.843826
"2022-05-09",137.990005,140.110001,134.059998,134.919998,11668100,134.21347
"2022-05-10",139.5,139.800003,134.630005,136.809998,8841200,136.093567
"2022-05-11",135.029999,138.289993,131.889999,132.300003,11530900,131.607193
"2022-05-12",131,133.059998,127.82,131.770004,10749800,131.079971
"2022-05-13",134.289993,135.990005,132.5,134.929993,9280700,134.223404
"2022-05-16",133.979996,135.979996,132,133.910004,6378800,133.208755
"2022-05-17",137.25,140,136.699997,139.690002,9094100,138.958496
"2022-05-18",136.830002,137.279999,129.880005,130.449997,11992700,129.766876
"2022-05-19",130.449997,133.389999,129.479996,130.570007,8419500,129.886246
"2022-05-20",132.880005,133.289993,125.860001,131.600006,11370100,130.910858
"2022-05-23",129.949997,132.429993,128.149994,132.119995,10023400,131.428131
"2022-05-24",130.339996,130.339996,126.050003,128.529999,9157100,127.856926
"2022-05-25",127.800003,132.070007,127.25,131.229996,9766000,130.542786
"2022-05-26",130.009995,136,129.860001,134.839996,7932800,134.133881
"2022-05-27",136.100006,140.139999,136.100006,139.759995,9180800,139.028122
"2022-05-31",139.5,143.970001,137.440002,143.220001,16007300,142.470001
"2022-06-01",142.550003,143.910004,138.169998,140.020004,8514300,140.020004
"2022-06-02",140.259995,146.25,139.699997,146.199997,9589500,146.199997
"2022-06-03",142.179993,143.440002,140.610001,141.220001,7458900,141.220001
"2022-06-06",144.949997,144.970001,139.919998,140.440002,7238700,140.440002
"2022-06-07",139.130005,142.149994,138.490005,141.889999,6062800,141.889999
"2022-06-08",140.75,141.759995,137.449997,138.960007,6773000,138.960007
"2022-06-09",137.770004,140.440002,136.690002,136.710007,7153200,136.710007
"2022-06-10",134.75,136.059998,132.419998,133.199997,8544700,133.199997
"2022-06-13",130.589996,131.350006,126.599998,128.660004,12320900,128.660004
"2022-06-14",130.210007,131.929993,128.820007,130.259995,6794700,130.259995
"2022-06-15",131.669998,133.279999,128.210007,131.029999,7860000,131.029999
"2022-06-16",126.260002,126.650002,119.029999,120.82,16422800,120.82
"2022-06-17",121.419998,122.830002,118.360001,120.989998,17273400,120.989998
"2022-06-21",123.769997,126.120003,123.720001,124.389999,9208500,124.389999
"2022-06-22",121.800003,123.660004,120.360001,122.160004,9081000,122.160004
"2022-06-23",122.75,122.93,118.230003,120.089996,7908900,120.089996
"2022-06-24",122.379997,125.370003,121.760002,125.099998,8128000,125.099998
"2022-06-27",126.199997,130.039993,125.440002,127.18,9947300,127.18
"2022-06-28",129.779999,136.449997,126.599998,131.600006,27081900,131.600006
"2022-06-29",130.080002,131.570007,126.900002,130.229996,9973300,130.229996
