"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"2022-01-05",293.769989,295.26001,290.920013,293,1316400,291.373505
"2022-01-06",289.359985,293.51001,287.75,290.5,1317200,288.887421
"2022-01-07",290.25,290.48999,282.559998,282.779999,1263900,281.210205
"2022-01-10",281.130005,282.630005,276.450012,282,1517500,280.43454
"2022-01-11",282.269989,289.630005,279.299988,287.700012,1351500,286.102936
"2022-01-12",288.720001,290.940002,287.369995,287.700012,1179100,286.102936
"2022-01-13",287.160004,288.429993,279.75,280.429993,1006800,278.873291
"2022-01-14",278.890015,278.890015,269.48999,273.450012,1628100,271.932037
"2022-01-18",271,274.369995,267.059998,272.679993,1375300,271.166321
"2022-01-19",274.25,276.01001,270.399994,270.630005,1098900,269.127686
"2022-01-20",270.630005,275.589996,270.019989,270.25,1204500,268.749786
"2022-01-21",271.480011,273.309998,265.579987,266.420013,1600400,264.941071
"2022-01-24",265.369995,275.5,263.890015,273.649994,2260200,272.13092
"2022-01-25",270.200012,271.339996,263.73999,267.709991,1534900,266.223877
"2022-01-26",268.609985,273.910004,265.339996,267.690002,1121500,266.203979
"2022-01-27",269.25,271.950012,260.899994,261.880005,1168000,260.426239
"2022-01-28",263.079987,270.230011,259.589996,270.179993,1047200,268.680176
"2022-01-31",269.359985,276.579987,268.73999,276.440002,962300,275.425354
"2022-02-01",275.059998,277.420013,272.429993,276.809998,864600,275.793976
"2022-02-02",276.809998,279.070007,275.899994,278.630005,1348600,277.6073
"2022-02-03",277.410004,278.970001,275.339996,276.5,1046200,275.485107
"2022-02-04",280.269989,296.369995,276.829987,291.309998,2443300,290.240753
"2022-02-07",289.029999,289.98999,285.670013,286.119995,1211300,285.069794
"2022-02-08",284.350006,288.929993,277.269989,287.910004,1334500,286.853241
"2022-02-09",290.329987,295.850006,289.160004,293.769989,867200,292.691711
"2022-02-10",289.329987,294.029999,285.640015,287.279999,1152200,286.225525
"2022-02-11",287.01001,289.809998,281.579987,283.420013,1190400,282.37973
"2022-02-14",283.720001,284.51001,277.570007,279.880005,1237000,278.852692
"2022-02-15",283.950012,287.709991,280.559998,284.519989,1006300,283.475647
"2022-02-16",284,285.910004,280.619995,285.049988,829300,284.003723
"2022-02-17",282.429993,283.059998,278.649994,281.040009,1112500,280.008484
"2022-02-18",280.709991,285.149994,279.429993,283.799988,932100,282.758331
"2022-02-22",284.51001,286.839996,281.920013,285.290009,1402200,284.242859
"2022-02-23",285.75,286.329987,279.350006,280.25,1358700,279.221344
"2022-02-24",275.350006,288.920013,273.200012,288.130005,1727300,287.072418
"2022-02-25",288.299988,293.01001,286.970001,292.950012,1197400,291.874756
"2022-02-28",288.5,292.48999,287.23999,292.140015,1384200,291.067719
"2022-03-01",292.420013,295,288.070007,289.839996,2249700,288.776154
"2022-03-02",291.5,294.519989,288.559998,292.839996,1404700,291.765137
"2022-03-03",295.450012,296.899994,291.660004,294.209991,1486500,293.130096
"2022-03-04",291.609985,295.25,289.809998,293.73999,1360300,292.661804
"2022-03-07",290.190002,292.429993,288.220001,288.380005,2313300,287.321503
"2022-03-08",286.390015,289.950012,276.790009,276.929993,1363600,275.913513
"2022-03-09",281.209991,293.679993,280.829987,291,1383500,289.931885
"2022-03-10",286.200012,295.440002,286.200012,293.600006,1350400,292.522339
"2022-03-11",294.700012,299.070007,293.920013,295.329987,1252200,294.246002
"2022-03-14",296.049988,300.779999,295.649994,297.26001,1808400,296.168915
"2022-03-15",299.720001,307.709991,297.5,307.619995,1600500,306.490875
"2022-03-16",308.309998,313.179993,304.690002,309.519989,1582000,308.383881
"2022-03-17",308.529999,316.429993,308.480011,315.929993,1536600,314.770386
"2022-03-18",315.359985,320.160004,313.040009,318.380005,2512800,317.211395
"2022-03-21",318.220001,322.579987,316.429993,317.899994,2011500,316.733154
"2022-03-22",314.149994,316.570007,307.910004,315.23999,1956800,314.082916
"2022-03-23",313.109985,317.519989,312.170013,313.769989,943500,312.618317
"2022-03-24",314.630005,317.549988,314.059998,317.369995,587900,316.205078
"2022-03-25",318.109985,322.959991,317.290009,322.940002,887600,321.754639
"2022-03-28",322.940002,327.079987,321.660004,326.220001,1255000,325.022614
"2022-03-29",329.579987,329.579987,325.369995,325.980011,1318100,324.783508
"2022-03-30",326.459991,327,323.5,326.390015,889700,325.192017
"2022-03-31",327.579987,331.109985,325.529999,325.630005,1344000,324.434784
"2022-04-01",326.290009,331.899994,325.920013,328.829987,943800,327.623016
"2022-04-04",329.309998,330.829987,325.809998,326.730011,730400,325.530762
"2022-04-05",326.059998,331.559998,325.670013,325.970001,941500,324.773529
"2022-04-06",325.220001,330.690002,323.920013,330.459991,828300,329.24704
"2022-04-07",330.320007,334.630005,328,333.48999,842800,332.26593
"2022-04-08",333.809998,336.410004,332.390015,333.51001,692900,332.285889
"2022-04-11",333,335.350006,330.869995,333.609985,804200,332.385468
"2022-04-12",334.51001,335.109985,328.230011,329.290009,715300,328.08136
"2022-04-13",328.589996,331.859985,328.269989,330.100006,728800,328.888367
"2022-04-14",331.019989,332.959991,328.190002,328.26001,788500,327.055145
"2022-04-18",328.440002,332.649994,326.929993,329.049988,930900,327.842194
"2022-04-19",328.48999,331.309998,326.480011,330.790009,720000,329.575836
"2022-04-20",332.350006,334.440002,330.329987,333.220001,946500,331.996918
"2022-04-21",335,341.980011,332.630005,333.459991,1012200,332.236023
"2022-04-22",331.700012,333.380005,321.220001,321.640015,1049000,320.459442
"2022-04-25",319.369995,321.829987,314.290009,321.440002,1114500,320.260162
"2022-04-26",320.230011,320.390015,310.230011,310.269989,1116400,309.131134
"2022-04-27",310.899994,315.119995,309.519989,311.220001,847100,310.077667
"2022-04-28",313.73999,320.209991,306.850006,318,1114300,316.832794
"2022-04-29",314.359985,314.359985,286.950012,287.98999,1928600,287.439117
"2022-05-02",289.940002,294.980011,274.399994,282.119995,1467600,281.580353
"2022-05-03",282.869995,287.859985,280.850006,284.549988,1244300,284.005676
"2022-05-04",284.459991,292.359985,279.690002,292.100006,814400,291.54126
"2022-05-05",288.950012,291.01001,281,286.549988,1055800,286.001862
"2022-05-06",284.299988,288.350006,281.369995,286.290009,983500,285.742371
"2022-05-09",283.329987,284.049988,274.220001,275.089996,1133100,274.563782
"2022-05-10",278.950012,284.670013,276.450012,279.179993,1027400,278.645966
"2022-05-11",277.850006,282.579987,274.209991,275.049988,808300,274.523865
"2022-05-12",275.059998,280,271.119995,275.73999,789800,275.212555
"2022-05-13",277.079987,284.619995,275.339996,280.600006,816000,280.063263
"2022-05-16",279.76001,282.130005,277.359985,277.820007,618200,277.288574
"2022-05-17",281.410004,281.410004,275.769989,279.029999,600100,278.496246
"2022-05-18",277.089996,277.910004,268.519989,269.48999,1032400,268.974487
"2022-05-19",267.519989,268.26001,262.519989,266.660004,756500,266.149933
"2022-05-20",267.76001,269.01001,255.899994,262.709991,1403800,262.207458
"2022-05-23",264.700012,267.859985,258.769989,266.480011,872600,265.970276
"2022-05-24",265.01001,269.390015,262.880005,268.140015,767700,267.627106
"2022-05-25",265.399994,269.290009,262.640015,265.23999,925200,264.732635
"2022-05-26",268.320007,274.200012,265.890015,272.73999,1266800,272.218292
"2022-05-27",273.75,281.679993,273.089996,281.679993,1170500,281.141174
"2022-05-31",278.420013,280.700012,273.790009,275.670013,3664600,275.1427
"2022-06-01",276.700012,279.070007,268.970001,270.589996,825200,270.072418
"2022-06-02",270.279999,278.850006,266.329987,278.630005,780500,278.097046
"2022-06-03",270.720001,274.630005,268.200012,268.579987,768300,268.066223
"2022-06-06",271.070007,274.279999,268.730011,271.890015,593400,271.369934
"2022-06-07",268.410004,271.859985,267.809998,270.619995,710700,270.102356
"2022-06-08",268.600006,272.059998,266.529999,266.799988,724800,266.289642
"2022-06-09",266.609985,268.230011,259.019989,259.109985,932000,258.614349
"2022-06-10",256.160004,256.630005,253.399994,253.639999,724500,253.154831
"2022-06-13",248.660004,256,246.619995,253.130005,1315700,252.645813
"2022-06-14",252.630005,255.179993,248.860001,251.130005,791000,250.649628
"2022-06-15",254.660004,257.320007,250.210007,253.130005,896700,252.645813
"2022-06-16",247.759995,251.479996,246.210007,248.5,1018200,248.024658
"2022-06-17",248.5,252.199997,246.789993,251.649994,1856900,251.168625
"2022-06-21",255.309998,256.769989,253.660004,254.759995,911500,254.272675
"2022-06-22",252.339996,260.130005,251.479996,257.049988,930900,256.558289
"2022-06-23",259.369995,264.829987,256.980011,263.98999,1092400,263.485016
"2022-06-24",266.040009,271.899994,263.640015,271.73999,1890900,271.220184
"2022-06-27",272.309998,273.399994,269.140015,271.519989,561900,271.00061
"2022-06-28",272.179993,275.890015,265.559998,265.660004,538800,265.151855
"2022-06-29",265.619995,269.700012,263.809998,268.880005,776300,268.365692
