"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2022-01-27",40.259998,41.040001,38.220001,38.860001,24350400,38.598755
"2022-01-28",38.919998,40.34,38.689999,39.68,18155000,39.413242
"2022-01-31",39.23,39.580002,38.630001,39.07,16444600,38.807346
"2022-02-01",38.77,39.860001,38.439999,39.52,18792000,39.254318
"2022-02-02",39.57,39.57,38.639999,39.25,16356600,38.986134
"2022-02-03",39.43,39.43,38.41,38.580002,12302100,38.320641
"2022-02-04",39.02,39.599998,38.509998,38.509998,19955400,38.251106
"2022-02-07",38.240002,40.880001,38.040001,40.27,20523700,39.999279
"2022-02-08",40.049999,40.139999,38.580002,38.900002,13575900,38.758797
"2022-02-09",39.009998,39.720001,38.860001,39.400002,12472500,39.256981
"2022-02-10",39.18,40.560001,38.939999,39.169998,11082700,39.027813
"2022-02-11",39.41,40.740002,39.09,40.619999,15533600,40.472553
"2022-02-14",40.400002,40.43,39,39.299999,12804400,39.157345
"2022-02-15",38.439999,40.18,38.119999,40.09,14924600,39.944477
"2022-02-16",40.669998,42.639999,40.650002,41.689999,21249800,41.538666
"2022-02-17",41.09,41.549999,40.810001,41.110001,9526500,40.960773
"2022-02-18",40.490002,41.110001,39.709999,40.209999,11301500,40.064041
"2022-02-22",41.43,41.560001,38.959999,39.549999,20930000,39.406437
"2022-02-23",39.799999,40.380001,39.389999,39.740002,9462300,39.595749
"2022-02-24",39.740002,39.98,37.290001,38.32,21602400,38.180901
"2022-02-25",38.439999,39.599998,38.290001,39.450001,11382000,39.306801
"2022-02-28",38.880001,39.27,37.970001,39.240002,14946300,39.097565
"2022-03-01",39.639999,39.919998,36.669998,37.669998,20586200,37.53326
"2022-03-02",38.57,39.470001,38.189999,39.240002,16209100,39.097565
"2022-03-03",38.630001,38.830002,37.52,38.52,22756100,38.380177
"2022-03-04",38.150002,39.07,37.700001,38.939999,22922900,38.798649
"2022-03-07",39.490002,43.400002,39.380001,42.099998,29778900,41.947178
"2022-03-08",43.049999,46.27,43.049999,45.080002,41068100,44.916367
"2022-03-09",43.389999,44.279999,41.5,42.560001,30347200,42.40551
"2022-03-10",43.099998,43.720001,42.09,43.400002,15498300,43.242462
"2022-03-11",42.68,43.700001,42.439999,42.900002,13251200,42.744278
"2022-03-14",42.07,42.07,40.84,41.549999,14389400,41.399178
"2022-03-15",39.82,40.549999,38.689999,39.259998,17239000,39.117489
"2022-03-16",39.369999,39.880001,37.599998,37.880001,27499200,37.7425
"2022-03-17",38.75,39.84,38.310001,39.509998,37986300,39.366581
"2022-03-18",39.450001,40.290001,39.139999,39.73,28267600,39.585781
"2022-03-21",40.669998,41.490002,40.52,41.189999,19283700,41.040482
"2022-03-22",41.200001,42.009998,40.869999,41.200001,15467100,41.050449
"2022-03-23",42.119999,42.869999,41.990002,42.41,19967500,42.256054
"2022-03-24",42.490002,43.720001,42.310001,42.639999,16281400,42.485218
"2022-03-25",42.470001,43.700001,42.27,43.68,12252900,43.521446
"2022-03-28",42.599998,42.639999,41.439999,41.73,13984200,41.578522
"2022-03-29",40.490002,42.799999,40.189999,42.630001,13207500,42.475258
"2022-03-30",42.830002,43.450001,41.950001,42.209999,10201700,42.056782
"2022-03-31",41.689999,42.41,41.240002,41.310001,11618700,41.160049
"2022-04-01",41.200001,42.470001,41.18,41.689999,12210600,41.538666
"2022-04-04",41.919998,42.27,40.740002,41.549999,10618200,41.399178
"2022-04-05",41.470001,42.360001,40.380001,40.459999,10473900,40.313133
"2022-04-06",40.970001,41.34,40.32,40.779999,8726600,40.631969
"2022-04-07",41.009998,41.459999,39.740002,40.970001,8895800,40.821281
"2022-04-08",41.330002,42.720001,41.110001,42.549999,10526400,42.395546
"2022-04-11",42.639999,42.639999,41.27,41.330002,7999000,41.179977
"2022-04-12",41.990002,42.91,41.299999,41.529999,8112800,41.37925
"2022-04-13",42.099998,42.669998,41.509998,42.57,8596100,42.415474
"2022-04-14",42.360001,43.470001,42.139999,43.25,10714500,43.093006
"2022-04-18",43.549999,44.439999,43.150002,43.68,11127900,43.521446
"2022-04-19",43.130001,44.509998,43,43.43,10033700,43.272354
"2022-04-20",43.57,43.869999,41.779999,42.68,11945100,42.525074
"2022-04-21",43.34,43.43,40.119999,40.650002,18181500,40.502445
"2022-04-22",39.970001,43.490002,39.689999,41.650002,20746000,41.498814
"2022-04-25",40,40.029999,36.950001,38.689999,23976100,38.549557
"2022-04-26",38.799999,40.630001,38.02,39.540001,19941000,39.396473
"2022-04-27",40.150002,40.459999,39.290001,39.950001,10619400,39.804985
"2022-04-28",40.360001,40.490002,38.540001,40.110001,11502600,39.964405
"2022-04-29",40.52,40.91,38.830002,39.009998,10611900,38.868397
"2022-05-02",38.34,39.52,38.169998,39.110001,11445200,38.968033
"2022-05-03",38.990002,40.490002,38.91,40.150002,8876500,40.004261
"2022-05-04",41.290001,42.689999,40.450001,42.599998,11713700,42.445362
"2022-05-05",43.240002,43.43,41.419998,42.080002,16281500,41.927254
"2022-05-06",42.580002,43.599998,41.509998,43.029999,12396000,42.873802
"2022-05-09",41.84,42.169998,38.029999,38.040001,14845900,37.90192
"2022-05-10",38.470001,39.150002,36.959999,37.889999,11063400,37.75246
"2022-05-11",38.419998,39.93,38.259998,38.369999,11569100,38.230721
"2022-05-12",37.98,39.07,37.080002,39.029999,13434300,38.888325
"2022-05-13",39.689999,40.830002,39.57,40.740002,9798900,40.592117
"2022-05-16",40.860001,42.580002,40.799999,42.139999,10181600,41.987034
"2022-05-17",42.52,43.43,42.41,42.950001,9936900,42.794094
"2022-05-18",43.34,43.52,40.52,41.130001,9734900,40.980701
"2022-05-19",40.040001,41.419998,40.009998,40.849998,12123900,40.701717
"2022-05-20",41.389999,42.07,40.43,41.119999,9870700,40.970737
"2022-05-23",41.91,43.990002,41.459999,43.810001,13288000,43.650974
"2022-05-24",42.970001,44.200001,42.459999,43.900002,11259800,43.740646
"2022-05-25",43.700001,45.310001,43.57,45.049999,17205000,44.886471
"2022-05-26",45.5,47.080002,45.41,46.689999,16282900,46.520519
"2022-05-27",46.259998,48.419998,46.130001,48.209999,13950700,48.035
"2022-05-31",48.689999,48.689999,45.43,45.959999,28706600,45.959999
"2022-06-01",47.040001,47.330002,46,46.68,15207500,46.68
"2022-06-02",46.709999,46.869999,45.919998,46.299999,8155100,46.299999
"2022-06-03",46.41,47.73,46.330002,47.470001,8854400,47.470001
"2022-06-06",47.790001,48,46.880001,47.220001,6697000,47.220001
"2022-06-07",47,49.080002,46.869999,48.93,14735800,48.93
"2022-06-08",49,49.830002,48.080002,49.57,15101200,49.57
"2022-06-09",48.790001,49.16,48.099998,48.139999,11473800,48.139999
"2022-06-10",47.169998,47.880001,46.52,47.209999,11294000,47.209999
"2022-06-13",45.32,45.560001,43.549999,44.32,12470100,44.32
"2022-06-14",45.040001,45.41,42.509998,43.220001,13488800,43.220001
"2022-06-15",43.59,43.59,41.150002,41.52,15091800,41.52
"2022-06-16",40.529999,40.66,38.32,38.48,21591700,38.48
"2022-06-17",38.599998,39.150002,36.470001,36.639999,32283000,36.639999
"2022-06-21",37.889999,39.27,37.610001,38.82,18172900,38.82
"2022-06-22",36.470001,38.32,36.09,37.52,17335000,37.52
"2022-06-23",37.669998,37.759998,34.369999,34.98,28165700,34.98
"2022-06-24",35.220001,36.5,34.66,35.060001,22910700,35.060001
"2022-06-27",35.779999,35.98,34.919998,35.889999,29428500,35.889999
"2022-06-28",36.810001,37.73,36.470001,36.970001,13896200,36.970001
"2022-06-29",37.52,37.630001,35.950001,36.18,12475300,36.18
