"","NKE.Open","NKE.High","NKE.Low","NKE.Close","NKE.Volume","NKE.Adjusted"
"2022-01-06",162.089996,163.190002,159.059998,161.039993,4144600,160.276276
"2022-01-07",160.770004,161.139999,156.860001,156.970001,5108000,156.225571
"2022-01-10",150.520004,151.330002,148.779999,150.440002,10439000,149.726532
"2022-01-11",150.479996,150.839996,147.600006,150.300003,8175400,149.587204
"2022-01-12",152.130005,153.460007,150.740005,152.210007,6351200,151.488159
"2022-01-13",153.199997,153.600006,149.020004,149.589996,4990900,148.880569
"2022-01-14",148.389999,148.839996,146.850006,148.179993,6030500,147.477249
"2022-01-18",148.059998,148.830002,146.300003,146.949997,6931000,146.253098
"2022-01-19",147.759995,149.100006,145.020004,145.110001,4823800,144.421829
"2022-01-20",145.460007,147.380005,142.5,142.729996,5366500,142.053101
"2022-01-21",144.320007,146.360001,142.850006,142.949997,7553400,142.272064
"2022-01-24",140.809998,146.309998,139.559998,146,9733200,145.307602
"2022-01-25",144.970001,147.960007,142.509995,145.479996,8195400,144.79007
"2022-01-26",147.779999,148.970001,142.729996,143.990005,7444600,143.307129
"2022-01-27",144.990005,147.350006,143.580002,144.639999,6396400,143.954056
"2022-01-28",144.119995,146.029999,140.610001,145.910004,6130200,145.218033
"2022-01-31",146.270004,148.179993,145.220001,148.070007,6932200,147.367783
"2022-02-01",149.5,149.679993,146.800003,148.220001,6695000,147.517075
"2022-02-02",148.350006,149.460007,147.529999,148.710007,5491700,148.004761
"2022-02-03",147.399994,148.460007,144.970001,145.309998,5240200,144.620865
"2022-02-04",145.369995,146.479996,143.639999,145.389999,4313400,144.700485
"2022-02-07",145.300003,146.119995,144.220001,145.139999,3877500,144.451675
"2022-02-08",144.740005,145.5,142.300003,143.529999,5829400,142.849319
"2022-02-09",146.110001,147.360001,145.669998,146.259995,4551000,145.566345
"2022-02-10",143.960007,147.539993,143.850006,144.820007,5142600,144.133209
"2022-02-11",144.759995,145.059998,139.559998,140.179993,6710500,139.515182
"2022-02-14",140.080002,143.210007,139.789993,141.589996,6841200,140.918518
"2022-02-15",144.220001,146.320007,144.100006,145.580002,7820200,144.889603
"2022-02-16",145.020004,146.949997,144.610001,146.490005,4817500,145.795273
"2022-02-17",145.539993,146.910004,142.639999,142.800003,5202300,142.122772
"2022-02-18",143.369995,143.940002,141.809998,142.949997,5177400,142.272064
"2022-02-22",141.589996,141.639999,136.160004,138.190002,9604500,137.534653
"2022-02-23",139.660004,140.970001,136.509995,136.830002,7636600,136.181091
"2022-02-24",133,137.419998,130.929993,137.169998,8417200,136.51947
"2022-02-25",138.130005,139.220001,136.190002,138.800003,5424500,138.141754
"2022-02-28",137.059998,138.380005,135.039993,136.550003,6613300,135.90242
"2022-03-01",136.720001,136.75,131.149994,132.220001,6534000,131.592941
"2022-03-02",132.979996,136.610001,132.770004,135.679993,7743900,135.03653
"2022-03-03",136.740005,136.800003,133.449997,133.970001,4576500,133.334656
"2022-03-04",132.509995,133.619995,130.699997,131.179993,7084500,130.855789
"2022-03-07",131,131.029999,124.169998,124.440002,11383400,124.132454
"2022-03-08",125.239998,125.470001,120.800003,121.209999,9089400,120.910439
"2022-03-09",127.379997,129.649994,126.629997,126.949997,8845100,126.636246
"2022-03-10",124.019997,126.599998,124,126.029999,7167400,125.718521
"2022-03-11",127.010002,127.870003,122.510002,122.629997,5882000,122.326927
"2022-03-14",121.529999,122.449997,116.75,117.57,13884900,117.279434
"2022-03-15",119.839996,120.419998,117.75,119.400002,10431300,119.104912
"2022-03-16",122.849998,126.110001,121.93,125.190002,11100400,124.8806
"2022-03-17",124.940002,127.410004,123.699997,127.410004,6845300,127.095116
"2022-03-18",126.849998,131.460007,126.699997,131.240005,10350900,130.915649
"2022-03-21",129.720001,132.309998,128.619995,130.190002,14388500,129.86824
"2022-03-22",137.279999,139,132.990005,133.089996,19731200,132.761078
"2022-03-23",132.639999,135.399994,131.199997,133,8068800,132.671295
"2022-03-24",133.75,134.190002,131.199997,132.080002,5853800,131.753571
"2022-03-25",133.050003,133.869995,131.710007,133.699997,6287000,133.369568
"2022-03-28",133.759995,134.860001,132.169998,134.809998,5804100,134.476822
"2022-03-29",137.850006,139.75,136.949997,139.139999,7275900,138.796127
"2022-03-30",138.979996,139.860001,137.559998,138.539993,5545800,138.197601
"2022-03-31",137.830002,138.710007,134.5,134.559998,7206500,134.227432
"2022-04-01",134.449997,135.279999,132.75,133.520004,5807500,133.190018
"2022-04-04",133.050003,135.210007,132.860001,134.339996,5307300,134.00798
"2022-04-05",134.039993,134.679993,132.020004,132.300003,5707800,131.973038
"2022-04-06",130.050003,130.300003,126.330002,128.360001,6961000,128.04277
"2022-04-07",127.43,129.979996,127.089996,129.380005,5320500,129.060242
"2022-04-08",129.440002,129.929993,127.879997,128.149994,4877400,127.833275
"2022-04-11",125.099998,126.870003,124.32,124.980003,6365400,124.67112
"2022-04-12",125.199997,128.100006,124.339996,125.040001,5146800,124.730972
"2022-04-13",125.040001,127.860001,125.040001,127.489998,5119300,127.174911
"2022-04-14",129.080002,134.380005,128.889999,133.460007,12811300,133.130173
"2022-04-18",132,133.389999,130.309998,131.630005,5298200,131.304688
"2022-04-19",133.089996,137.479996,132.779999,137.050003,7346100,136.711288
"2022-04-20",137.960007,138.649994,135.660004,135.869995,5309700,135.534195
"2022-04-21",138.550003,139.139999,135.080002,135.460007,6562400,135.125229
"2022-04-22",134.330002,134.929993,128.710007,129.070007,7321700,128.751022
"2022-04-25",127.800003,128.940002,124.849998,127.940002,6512500,127.623802
"2022-04-26",126.949997,127.589996,120.480003,120.519997,7977900,120.222137
"2022-04-27",121.089996,124,121.089996,121.239998,6007800,120.940361
"2022-04-28",123.169998,127.970001,122.599998,127.050003,6551600,126.736008
"2022-04-29",126.220001,128.449997,124.25,124.699997,5867900,124.391808
"2022-05-02",124.43,126.18,122.800003,126.080002,5428400,125.768402
"2022-05-03",125.019997,125.760002,120.220001,122.860001,8201200,122.556358
"2022-05-04",122.540001,126.199997,120.080002,126.059998,6924000,125.748444
"2022-05-05",124.110001,124.75,116.519997,118.629997,8411600,118.336807
"2022-05-06",113.739998,115.900002,110.660004,114.489998,11237500,114.207039
"2022-05-09",112.970001,114.43,110.589996,111.209999,7506000,110.93515
"2022-05-10",113.029999,113.440002,108.349998,109.489998,7526900,109.219398
"2022-05-11",110.699997,111.150002,107.589996,107.919998,6611800,107.653282
"2022-05-12",105.18,109.879997,105,107.900002,10245400,107.633331
"2022-05-13",110.260002,113.110001,108.669998,113.010002,9618800,112.730705
"2022-05-16",112.980003,113.440002,111.559998,112.599998,5722500,112.321716
"2022-05-17",115.5,117.099998,113.07,115.900002,6026100,115.613564
"2022-05-18",112.5,113.360001,108.779999,109.370003,8188300,109.099701
"2022-05-19",108.949997,109.110001,106.279999,106.440002,7702000,106.176941
"2022-05-20",108.669998,109.690002,105.07,108,7621900,107.733086
"2022-05-23",107.470001,108.75,105.82,108.629997,7136400,108.361526
"2022-05-24",107.110001,107.989998,104.730003,107.290001,6023400,107.024841
"2022-05-25",103.459999,108.889999,103.459999,108.199997,7158800,107.932587
"2022-05-26",110,113.5,110,112.940002,6520300,112.660873
"2022-05-27",114.220001,116.010002,114.010002,115.989998,5043000,115.703331
"2022-05-31",117.5,119.790001,114.449997,118.849998,13774600,118.556267
"2022-06-01",119.830002,120.75,117.610001,118.68,5543100,118.386688
"2022-06-02",119.510002,123.580002,119.260002,123.410004,5838100,123.105003
"2022-06-03",120.209999,122.540001,120,120.949997,5201500,120.949997
"2022-06-06",121.5,122.139999,119.43,120.230003,3963400,120.230003
"2022-06-07",118.660004,121.970001,118.459999,121.669998,5373600,121.669998
"2022-06-08",120.900002,123.82,120.449997,122.400002,4365800,122.400002
"2022-06-09",121.349998,122.029999,118.589996,118.599998,3892600,118.599998
"2022-06-10",117.089996,117.089996,114.260002,114.730003,6292600,114.730003
"2022-06-13",110.389999,112.019997,109.239998,110.440002,6423100,110.440002
"2022-06-14",110.370003,111.889999,110.010002,110.720001,4548400,110.720001
"2022-06-15",112.160004,114.720001,111.209999,113.440002,4828700,113.440002
"2022-06-16",109.510002,109.900002,105.720001,107.120003,7384800,107.120003
"2022-06-17",106.150002,108.550003,105.849998,107.339996,10256800,107.339996
"2022-06-21",108.459999,109.82,108.040001,108.68,6211400,108.68
"2022-06-22",105.400002,106.900002,104.610001,104.919998,9884000,104.919998
"2022-06-23",105.010002,108.099998,104.410004,108,8898400,108
"2022-06-24",109.93,112.940002,109.610001,112.910004,10463700,112.910004
"2022-06-27",112.239998,113.209999,109.839996,110.5,12644700,110.5
"2022-06-28",108.199997,114.050003,102.480003,102.779999,31296500,102.779999
"2022-06-29",102.989998,105.610001,101.529999,103.25,10326600,103.25
