"","LW.Open","LW.High","LW.Low","LW.Close","LW.Volume","LW.Adjusted"
"2022-01-18",68.269997,68.364998,67.279999,67.720001,1174000,67.211082
"2022-01-19",67.910004,68.110001,66.870003,67.029999,1093400,66.526268
"2022-01-20",66.860001,67.43,65.209999,65.330002,1232600,64.83905
"2022-01-21",65.440002,66.080002,64.459999,64.809998,1381400,64.322945
"2022-01-24",64.129997,65.040001,62.400002,64.860001,1860900,64.372574
"2022-01-25",64.160004,64.82,62.915001,64,1359700,63.519039
"2022-01-26",64.5,65.669998,63.355,63.720001,1138500,63.241146
"2022-01-27",64.459999,65.120003,63.208,63.59,895200,63.112122
"2022-01-28",63.259998,64.040001,62.66,64.040001,1246700,63.558739
"2022-01-31",63.52,64.705002,63.360001,64.209999,1171900,63.727459
"2022-02-01",64.18,64.769997,63.560001,64.589996,1169900,64.104599
"2022-02-02",64.379997,64.93,63.91,64.290001,1075100,63.806858
"2022-02-03",63.689999,64.529999,63.400002,63.970001,1062300,63.73214
"2022-02-04",63.34,63.68,62.490002,62.75,679100,62.516674
"2022-02-07",62.830002,64.610001,62.599998,64.269997,1306400,64.031021
"2022-02-08",64.5,65,63.759998,64.709999,883000,64.469383
"2022-02-09",65.199997,66.589996,65.142998,66.580002,1190700,66.332436
"2022-02-10",65.940002,67.68,65.669998,66.220001,1201400,65.973778
"2022-02-11",66.550003,67.349998,65.915001,66.25,1091100,66.003662
"2022-02-14",66.300003,66.610001,64.900002,65.379997,604000,65.136894
"2022-02-15",65.580002,66.885002,65.559998,66.790001,686300,66.541656
"2022-02-16",66.370003,67.379997,66.18,67.129997,704600,66.880386
"2022-02-17",66.949997,66.989998,66.059998,66.129997,536300,65.884102
"2022-02-18",65.809998,66.809998,65.714996,66.5,940600,66.252731
"2022-02-22",66.290001,67.199997,65.660004,66.68,1168500,66.43206
"2022-02-23",66.900002,67.32,66.029999,66.150002,586300,65.904037
"2022-02-24",64.910004,65,62.650002,64.580002,1212600,64.339874
"2022-02-25",65.089996,67.980003,64.910004,67.839996,1179100,67.587746
"2022-02-28",66.18,67.385002,65.889999,66.43,846700,66.182991
"2022-03-01",66.339996,66.339996,63.470001,63.75,906500,63.512959
"2022-03-02",63.75,63.84,62.68,63.5,1463300,63.263885
"2022-03-03",63.700001,64.120003,60.68,61.09,1521200,60.862846
"2022-03-04",59.860001,60.07,57.759998,58.02,1983400,57.804264
"2022-03-07",57.759998,57.994999,52.07,52.650002,2860400,52.454231
"2022-03-08",52.66,54.02,50.709999,51.759998,2658300,51.567539
"2022-03-09",53.709999,55.139999,53.27,53.32,2195600,53.121738
"2022-03-10",52.150002,52.450001,50.91,51.330002,1335900,51.139141
"2022-03-11",51.599998,51.810001,50.07,50.110001,1500800,49.923676
"2022-03-14",50.57,51.02,49.709999,49.959999,1556400,49.774231
"2022-03-15",49.900002,50.709999,49.900002,50.57,1204100,50.381966
"2022-03-16",50.889999,53.09,50.875,53.080002,1761500,52.882633
"2022-03-17",52.759998,53.66,52.540001,53.490002,1318800,53.291107
"2022-03-18",53.59,54.869999,53.299999,54.580002,2135100,54.377056
"2022-03-21",54.57,55.540001,54.290001,54.490002,1280400,54.287392
"2022-03-22",54.52,55.779999,54.32,55.720001,1152000,55.512817
"2022-03-23",55.400002,56.189999,54.560001,54.799999,1254200,54.596237
"2022-03-24",55.200001,55.779999,54.720001,55.759998,898500,55.552666
"2022-03-25",56.049999,57.369999,55.650002,57.220001,1068900,57.00724
"2022-03-28",57.470001,58.040001,56.93,58.009998,1053700,57.7943
"2022-03-29",59.099998,60.380001,58.900002,59.630001,1395900,59.408279
"2022-03-30",59.240002,59.73,59.130001,59.720001,1070200,59.497944
"2022-03-31",59.459999,60.669998,59.029999,59.91,1653400,59.687237
"2022-04-01",60.48,61.23,59.639999,61.200001,1642300,60.972439
"2022-04-04",60.990002,60.990002,59.900002,60.689999,1545800,60.464333
"2022-04-05",60.380001,60.84,60.009998,60.290001,1254400,60.065823
"2022-04-06",59.900002,60.93,59.400002,60.439999,1462600,60.215263
"2022-04-07",63.150002,66.197998,63.150002,65.260002,3190700,65.017342
"2022-04-08",65.639999,67.285004,65.349998,66.330002,2049300,66.083366
"2022-04-11",66,67.489998,65.57,65.959999,1663600,65.714737
"2022-04-12",65.879997,67.269997,65.459999,66.260002,908200,66.013626
"2022-04-13",66.059998,67.580002,66.059998,67.32,747600,67.069679
"2022-04-14",67.690002,69.18,67.690002,68.709999,1428000,68.454514
"2022-04-18",68.440002,68.889999,66.889999,67.160004,944100,66.910278
"2022-04-19",67.059998,68.699997,66.683998,68.07,952500,67.816895
"2022-04-20",68.349998,69.440002,67.779999,69.150002,859400,68.892883
"2022-04-21",69.650002,69.764999,68.415001,68.660004,592400,68.404701
"2022-04-22",68.550003,68.980003,68,68.199997,984100,67.946411
"2022-04-25",68.160004,69.279999,66.480003,69.139999,717700,68.882912
"2022-04-26",68.690002,68.705002,66.360001,66.379997,746000,66.133179
"2022-04-27",66.239998,67.779999,66.031998,66.839996,637600,66.591461
"2022-04-28",67.440002,67.980003,66.440002,67.760002,778100,67.508049
"2022-04-29",67.879997,68.480003,65.769997,66.099998,930600,65.854218
"2022-05-02",66.589996,66.980003,64.510002,65.870003,1019100,65.625076
"2022-05-03",65.910004,66.364998,65.010002,66.050003,1050100,65.804405
"2022-05-04",66,66.230003,64.110001,65.889999,1021200,65.644997
"2022-05-05",65.230003,65.269997,62.75,63.43,1121500,63.43
"2022-05-06",62.91,63.48,61.790001,63.150002,1030600,63.150002
"2022-05-09",62.52,63.080002,61.400002,62.720001,1300300,62.720001
"2022-05-10",63.209999,64.550003,61.43,62.419998,798300,62.419998
"2022-05-11",62.830002,63.75,61.209999,61.34,1187500,61.34
"2022-05-12",61.009998,62.169998,60.59,61.439999,1098500,61.439999
"2022-05-13",61.759998,63.598,61.759998,63.529999,1249100,63.529999
"2022-05-16",63.470001,64.57,63.07,63.52,1048400,63.52
"2022-05-17",64.110001,64.610001,62.91,64.449997,1024400,64.449997
"2022-05-18",63.509998,63.990002,61.740002,62.400002,1664600,62.400002
"2022-05-19",61.650002,63.25,61.439999,62.419998,1192000,62.419998
"2022-05-20",63.029999,63.18,61.945,63.169998,848300,63.169998
"2022-05-23",64.110001,64.989998,63.200001,63.98,907200,63.98
"2022-05-24",63.970001,63.974998,62.573002,63.73,689500,63.73
"2022-05-25",63.52,64.105003,62.84,63.630001,980200,63.630001
"2022-05-26",63.860001,66.120003,63.860001,65.779999,833900,65.779999
"2022-05-27",66.559998,68.114998,66.419998,67.989998,761000,67.989998
"2022-05-31",67.57,68.349998,66.980003,67.580002,1802900,67.580002
"2022-06-01",67.660004,67.928001,66.089996,66.57,895800,66.57
"2022-06-02",66.949997,68.139999,65.980003,68.110001,1089300,68.110001
"2022-06-03",67.610001,68.745003,67.559998,68.169998,802000,68.169998
"2022-06-06",68.610001,69.279999,67.93,68.980003,661700,68.980003
"2022-06-07",68.080002,69.379997,68.059998,69.050003,712500,69.050003
"2022-06-08",68.660004,69.269997,68.019997,68.269997,772900,68.269997
"2022-06-09",68.059998,68.669998,67.32,67.419998,842600,67.419998
"2022-06-10",66.199997,67.260002,66,66.580002,1056800,66.580002
"2022-06-13",65.260002,65.945,64.209999,65.150002,1507300,65.150002
"2022-06-14",65.150002,65.150002,63.435001,64.150002,1313600,64.150002
"2022-06-15",64.800003,65.970001,64.224998,65.120003,933400,65.120003
"2022-06-16",64.089996,64.110001,62.619999,63.709999,953200,63.709999
"2022-06-17",63.810001,65.639999,63.630001,65.459999,2530200,65.459999
"2022-06-21",66.529999,67.309998,65.309998,67.089996,1462900,67.089996
"2022-06-22",66.559998,69.639999,66.360001,68.220001,1269100,68.220001
"2022-06-23",68.43,69.599998,67.449997,69.199997,1491500,69.199997
"2022-06-24",69.82,72.93,69.699997,71.910004,3622900,71.910004
"2022-06-27",71.800003,72.889999,71.370003,72.669998,1160200,72.669998
"2022-06-28",73.699997,73.980003,71.540001,71.709999,1096400,71.709999
"2022-06-29",71.599998,72.279999,70.948997,72.029999,841600,72.029999
