"","LYV.Open","LYV.High","LYV.Low","LYV.Close","LYV.Volume","LYV.Adjusted"
"2022-01-13",115.290001,116.629997,113.199997,113.870003,1710400,113.870003
"2022-01-14",113.989998,114.980003,112.230003,114.809998,1349100,114.809998
"2022-01-18",114.169998,116.599998,113.25,115.209999,2450200,115.209999
"2022-01-19",114.889999,116.279999,112.129997,113.279999,1636300,113.279999
"2022-01-20",113.449997,116.870003,112.129997,112.440002,1558900,112.440002
"2022-01-21",112.309998,113.18,109.309998,109.739998,2195300,109.739998
"2022-01-24",107.010002,108.910004,100.720001,108.82,4280400,108.82
"2022-01-25",106.269997,107.300003,103.68,106.120003,2698600,106.120003
"2022-01-26",107.139999,108.699997,103.839996,104.730003,2347800,104.730003
"2022-01-27",106.370003,107.580002,101.43,101.639999,2034100,101.639999
"2022-01-28",101.599998,105.440002,99.760002,105.269997,2062600,105.269997
"2022-01-31",105.010002,109.620003,105,109.510002,2028500,109.510002
"2022-02-01",110.120003,112.540001,108.959999,111.089996,1874900,111.089996
"2022-02-02",110.669998,110.800003,107.610001,109.449997,1534300,109.449997
"2022-02-03",107.870003,108.93,105.760002,105.839996,2440200,105.839996
"2022-02-04",105.559998,109.25,104.730003,108.360001,1380100,108.360001
"2022-02-07",108.610001,111.519997,108.610001,111.019997,1489500,111.019997
"2022-02-08",111.900002,116.82,111,116.589996,1941200,116.589996
"2022-02-09",117.43,118.839996,116.720001,118.019997,1617800,118.019997
"2022-02-10",117.050003,121.120003,116.599998,118.93,1365300,118.93
"2022-02-11",118.739998,119.830002,114.599998,115.75,1453200,115.75
"2022-02-14",116.129997,117.32,114.019997,115.269997,3392300,115.269997
"2022-02-15",117.150002,120.510002,116.900002,119.75,3857200,119.75
"2022-02-16",119,120.589996,116.580002,120.25,3250000,120.25
"2022-02-17",119.440002,121.330002,116.279999,116.480003,2439800,116.480003
"2022-02-18",116.370003,118.099998,114.260002,117.440002,2437600,117.440002
"2022-02-22",117.730003,119.650002,115.279999,117.050003,3382600,117.050003
"2022-02-23",118.010002,120.029999,113.279999,113.400002,3730600,113.400002
"2022-02-24",111.360001,126.239998,111.360001,124.389999,6427800,124.389999
"2022-02-25",125.260002,126.790001,121.230003,126.040001,3431800,126.040001
"2022-02-28",125.300003,125.910004,119.809998,120.82,4457500,120.82
"2022-03-01",122.019997,122.019997,114.790001,116.699997,3702800,116.699997
"2022-03-02",118.25,122.470001,118.040001,120.809998,2468800,120.809998
"2022-03-03",121.540001,122.709999,115.510002,116.230003,2547300,116.230003
"2022-03-04",114.650002,115.699997,111.419998,114.379997,2931900,114.379997
"2022-03-07",114.610001,114.879997,99.860001,100.309998,5423600,100.309998
"2022-03-08",100.510002,109.870003,98.010002,106.010002,4466100,106.010002
"2022-03-09",109.800003,113.190002,109.360001,109.900002,3027100,109.900002
"2022-03-10",107.709999,111.989998,106.599998,111.559998,1790700,111.559998
"2022-03-11",113.900002,114.029999,108.470001,108.550003,2238300,108.550003
"2022-03-14",108.480003,109.900002,106.449997,108.040001,2136700,108.040001
"2022-03-15",108.730003,111.949997,108.599998,111.760002,1811700,111.760002
"2022-03-16",111.949997,114.709999,107.529999,112.010002,3255200,112.010002
"2022-03-17",110.720001,112.089996,107.410004,111.169998,2636600,111.169998
"2022-03-18",110.589996,113.620003,110.459999,112.980003,3015100,112.980003
"2022-03-21",112.720001,114.099998,109.550003,113.93,2479200,113.93
"2022-03-22",114.879997,118.440002,114.349998,117.980003,2004800,117.980003
"2022-03-23",116.970001,117.949997,114.519997,115.269997,1799400,115.269997
"2022-03-24",116.059998,117.900002,114.209999,117.879997,1852100,117.879997
"2022-03-25",118,119,114.779999,116.300003,1382100,116.300003
"2022-03-28",116.07,117.739998,114.809998,117.580002,1626300,117.580002
"2022-03-29",119.5,121.279999,117.099998,119.5,1646500,119.5
"2022-03-30",118.620003,119.82,117.129997,117.760002,1387800,117.760002
"2022-03-31",118.120003,119.830002,116.849998,117.639999,1597400,117.639999
"2022-04-01",118.559998,118.559998,114.080002,114.370003,1730800,114.370003
"2022-04-04",113.860001,116.860001,113.410004,116.169998,1685500,116.169998
"2022-04-05",116.699997,117.18,112.830002,113.610001,1455200,113.610001
"2022-04-06",111.910004,112.150002,108.139999,109.580002,2611600,109.580002
"2022-04-07",110.190002,110.470001,106.839996,109.610001,1450100,109.610001
"2022-04-08",109.32,110.019997,107.43,107.879997,995900,107.879997
"2022-04-11",107.290001,109.93,106.580002,107.879997,1757600,107.879997
"2022-04-12",110.260002,111.980003,108.07,108.339996,1413700,108.339996
"2022-04-13",109.129997,113.389999,108.519997,112.959999,2393200,112.959999
"2022-04-14",112.879997,114.75,111.260002,111.309998,1175100,111.309998
"2022-04-18",111.019997,111.300003,108.239998,109.239998,1277000,109.239998
"2022-04-19",109.370003,114.150002,108.5,113.739998,1740200,113.739998
"2022-04-20",112.360001,114.389999,111.75,112.199997,1367600,112.199997
"2022-04-21",114.839996,114.839996,106.400002,106.760002,1886400,106.760002
"2022-04-22",106.330002,108.099998,105.279999,105.910004,1188600,105.910004
"2022-04-25",105.730003,109.739998,104.290001,109.68,1619500,109.68
"2022-04-26",109.690002,110.779999,107.57,107.610001,1951000,107.610001
"2022-04-27",107.209999,108.279999,103.830002,106.739998,1585100,106.739998
"2022-04-28",107.459999,108.760002,104.43,107.919998,1506300,107.919998
"2022-04-29",107.510002,108.900002,104.690002,104.879997,1389300,104.879997
"2022-05-02",105.330002,105.599998,101.699997,104.839996,1643700,104.839996
"2022-05-03",105.589996,106.809998,98.620003,99.43,3433500,99.43
"2022-05-04",99.43,99.919998,92.769997,99.370003,4895700,99.370003
"2022-05-05",99.370003,99.370003,93.610001,95.129997,3385900,95.129997
"2022-05-06",95.599998,96.879997,85.93,92.510002,5398000,92.510002
"2022-05-09",91.82,91.82,83.949997,85.370003,3802200,85.370003
"2022-05-10",88.339996,90.540001,85.440002,88.139999,3432800,88.139999
"2022-05-11",87,89.550003,83.690002,84.129997,3013900,84.129997
"2022-05-12",84.129997,87.129997,81.68,87.089996,4291700,87.089996
"2022-05-13",88.620003,92.660004,88.620003,91.25,2997700,91.25
"2022-05-16",91.080002,92.110001,86.900002,86.970001,1752900,86.970001
"2022-05-17",89.57,90.139999,84.489998,85.690002,4623000,85.690002
"2022-05-18",84.870003,86.970001,83.870003,85.389999,2618100,85.389999
"2022-05-19",84.419998,92.660004,84.25,90.5,4097500,90.5
"2022-05-20",90.370003,92.279999,86.099998,89.279999,2335500,89.279999
"2022-05-23",89.279999,89.730003,86.82,89.230003,1726500,89.230003
"2022-05-24",87.529999,87.910004,83.940002,84.449997,1874600,84.449997
"2022-05-25",83.550003,91.190002,83.550003,91.160004,3885100,91.160004
"2022-05-26",91.190002,94.330002,90.93,92.889999,2057100,92.889999
"2022-05-27",94.529999,96.5,93.970001,95.489998,1820000,95.489998
"2022-05-31",94.93,95.900002,93.610001,95.050003,2363600,95.050003
"2022-06-01",95.809998,97.339996,93.650002,94.510002,2029800,94.510002
"2022-06-02",93.230003,97.730003,93.230003,97.199997,1380300,97.199997
"2022-06-03",95.709999,96.269997,94.400002,95.300003,1295900,95.300003
"2022-06-06",96.57,96.790001,94.110001,95.160004,1802200,95.160004
"2022-06-07",94.720001,96.370003,94,96.110001,1579300,96.110001
"2022-06-08",95.529999,96.589996,94.089996,94.900002,1250700,94.900002
"2022-06-09",94.279999,94.5,92.400002,93.919998,1344700,93.919998
"2022-06-10",91.82,93.220001,90.889999,92.309998,2592800,92.309998
"2022-06-13",88.370003,88.699997,84.32,84.919998,2218400,84.919998
"2022-06-14",85.199997,86.720001,84.129997,84.940002,1541100,84.940002
"2022-06-15",85.5,88.080002,85.419998,86.68,1589100,86.68
"2022-06-16",84.480003,85.309998,81.209999,81.769997,1874400,81.769997
"2022-06-17",83.029999,86.18,82.199997,84.699997,4096800,84.699997
"2022-06-21",85.370003,86.790001,83.650002,83.980003,1736200,83.980003
"2022-06-22",82.970001,84.370003,82.709999,83.209999,1278500,83.209999
"2022-06-23",84.050003,84.050003,80.239998,81.940002,2138700,81.940002
"2022-06-24",82.889999,87.120003,82.510002,86.800003,2363800,86.800003
"2022-06-27",87.339996,87.889999,84.18,85.589996,1715000,85.589996
"2022-06-28",86.550003,88.669998,84.230003,84.379997,1051100,84.379997
"2022-06-29",84.029999,84.260002,82.230003,84,1074900,84
