"","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"2022-01-06",181.300003,183.100006,176.399994,177.580002,1872300,177.580002
"2022-01-07",177.070007,183.580002,176.600006,179.910004,1704400,179.910004
"2022-01-10",181.619995,182,174.660004,180.570007,2157700,180.570007
"2022-01-11",179.149994,183.389999,177.630005,182.470001,1242600,182.470001
"2022-01-12",183.559998,184.899994,180.720001,181.25,1498500,181.25
"2022-01-13",181.259995,190.289993,180.550003,185.059998,2797600,185.059998
"2022-01-14",184.740005,184.979996,179.589996,184.399994,1446000,184.399994
"2022-01-18",181.990005,184.699997,177.039993,177.559998,2030600,177.559998
"2022-01-19",178.889999,180.979996,176.279999,176.460007,1356600,176.460007
"2022-01-20",177.710007,183.710007,177.179993,177.5,1250000,177.5
"2022-01-21",177.5,179.279999,172.539993,174.419998,3435800,174.419998
"2022-01-24",169.389999,172,159.889999,171.350006,4018000,171.350006
"2022-01-25",167.300003,176.229996,165.570007,174.199997,3160200,174.199997
"2022-01-26",177.740005,182.679993,173.940002,177.100006,2553300,177.100006
"2022-01-27",178.449997,179.740005,170.410004,171.229996,1787900,171.229996
"2022-01-28",171.339996,174.5,167.289993,174.360001,2016000,174.360001
"2022-01-31",174.089996,183.5,173.210007,183.289993,2153300,183.289993
"2022-02-01",182,188.360001,181.440002,188.059998,2371000,188.059998
"2022-02-02",187.759995,190.779999,184.25,185.330002,2429600,185.330002
"2022-02-03",182.449997,186.050003,181.339996,183.660004,1936000,183.660004
"2022-02-04",181.279999,186.850006,180.759995,185.309998,2062300,185.309998
"2022-02-07",186.690002,190,184.809998,187.350006,2631600,187.350006
"2022-02-08",187.059998,194.550003,185.339996,193.899994,3880800,193.899994
"2022-02-09",195.360001,199.259995,194.800003,196.949997,3258800,196.949997
"2022-02-10",194.570007,201.929993,194.220001,197.520004,5758500,197.520004
"2022-02-11",209,210.5,188.059998,192.119995,7912000,192.119995
"2022-02-14",193.669998,203.339996,193.25,197.169998,5326700,197.169998
"2022-02-15",200,212,200,211.929993,5349300,211.929993
"2022-02-16",208,217.720001,208,213.800003,4148900,213.800003
"2022-02-17",210.660004,213.070007,206.490005,209.309998,2956400,209.309998
"2022-02-18",208.880005,211.25,204.720001,209.169998,2206500,209.169998
"2022-02-22",207.139999,209.919998,202.210007,204.679993,3053500,204.679993
"2022-02-23",206.850006,207.490005,198.130005,198.630005,3133300,198.630005
"2022-02-24",185.960007,194.580002,181.910004,193.740005,7901000,193.740005
"2022-02-25",195.229996,200.229996,192.059998,199.929993,3035700,199.929993
"2022-02-28",194.5,198.149994,188.800003,196.110001,3634200,196.110001
"2022-03-01",195.009995,196.610001,185.820007,187.850006,3234800,187.850006
"2022-03-02",190.389999,195.320007,190.240005,192.229996,3005100,192.229996
"2022-03-03",193.630005,194.789993,183.589996,185.25,3151700,185.25
"2022-03-04",181.889999,182.960007,172.910004,176.229996,4369500,176.229996
"2022-03-07",176.509995,177.300003,156.139999,157.009995,6829600,157.009995
"2022-03-08",158.589996,172.080002,151.929993,165.690002,7595300,165.690002
"2022-03-09",172.679993,180.830002,172.350006,174.679993,4235400,174.679993
"2022-03-10",170,179.75,168.529999,178.910004,3442400,178.910004
"2022-03-11",181.009995,183.190002,178.229996,179.309998,2952000,179.309998
"2022-03-14",180.5,184.529999,178.270004,179.110001,3676000,179.110001
"2022-03-15",182,189.880005,181.710007,188.5,3837900,188.5
"2022-03-16",191.020004,196.25,185.839996,192.889999,4364100,192.889999
"2022-03-17",190.100006,192.889999,187.100006,192,1981300,192
"2022-03-18",191.509995,195.550003,188.529999,193.179993,3454100,193.179993
"2022-03-21",191.210007,191.470001,186.630005,190.179993,2100100,190.179993
"2022-03-22",191.830002,194.210007,188.940002,191.699997,2654100,191.699997
"2022-03-23",189.830002,191.639999,186.639999,186.940002,3265500,186.940002
"2022-03-24",188.710007,195.630005,187.190002,195.020004,2534800,195.020004
"2022-03-25",196.25,197.869995,189.759995,192.160004,2015000,192.160004
"2022-03-28",192.410004,195.970001,189.169998,193.190002,2036500,193.190002
"2022-03-29",197.570007,203.979996,194.889999,195.410004,2938000,195.410004
"2022-03-30",193.5,196.059998,190.820007,192.169998,2039800,192.169998
"2022-03-31",193.350006,198.979996,192.490005,195.669998,2585300,195.669998
"2022-04-01",196.940002,200.449997,195.860001,198.199997,1842200,198.199997
"2022-04-04",196.279999,198.289993,194.699997,197.289993,1748400,197.289993
"2022-04-05",197.720001,199.190002,190.009995,190.429993,1892200,190.429993
"2022-04-06",187.360001,187.360001,180.009995,181.460007,2597000,181.460007
"2022-04-07",180.330002,182.199997,176.350006,181.979996,3065600,181.979996
"2022-04-08",180.850006,184.110001,178.660004,179.789993,2543400,179.789993
"2022-04-11",177.5,182,176.100006,177.300003,1795000,177.300003
"2022-04-12",181.130005,181.759995,177.029999,178.610001,2372500,178.610001
"2022-04-13",181,187.75,180.869995,187.330002,2472400,187.330002
"2022-04-14",188.089996,193.559998,187.550003,191.550003,3118900,191.550003
"2022-04-18",189.889999,191.679993,184.619995,185.839996,2383200,185.839996
"2022-04-19",186.25,188.690002,184,186.339996,1495600,186.339996
"2022-04-20",187.440002,190.169998,184.070007,185.869995,1475900,185.869995
"2022-04-21",193.300003,196.779999,182.520004,183.389999,2899400,183.389999
"2022-04-22",182.770004,185.25,180.559998,181.649994,1916300,181.649994
"2022-04-25",180.720001,187.830002,179.570007,186.770004,2074100,186.770004
"2022-04-26",184.179993,186.25,178.570007,178.580002,1982400,178.580002
"2022-04-27",180.690002,186.619995,180,182.520004,2413500,182.520004
"2022-04-28",182.639999,186.570007,180.220001,183.399994,2154100,183.399994
"2022-04-29",181.770004,183.300003,173.610001,174.75,2616700,174.75
"2022-05-02",174.880005,178.020004,169.259995,174.809998,5434400,174.809998
"2022-05-03",168.399994,169.169998,145.800003,150.309998,15895900,150.309998
"2022-05-04",148.990005,150.669998,142.809998,149.559998,7944100,149.559998
"2022-05-05",147.470001,147.529999,135,139.5,7577100,139.5
"2022-05-06",139.880005,139.880005,131.429993,132.330002,5206800,132.330002
"2022-05-09",129.169998,133.089996,126.849998,127.790001,5827700,127.790001
"2022-05-10",131.139999,135.330002,127.18,132.339996,5410100,132.339996
"2022-05-11",132.220001,137.360001,129.679993,133.220001,4301800,133.220001
"2022-05-12",132.679993,135.160004,126.040001,128.339996,4107400,128.339996
"2022-05-13",131.589996,133.229996,129.910004,131.779999,3071700,131.779999
"2022-05-16",129.940002,130.199997,122.860001,123.849998,4755700,123.849998
"2022-05-17",126.919998,128.169998,121.5,122.830002,7654800,122.830002
"2022-05-18",122.919998,124.82,119.669998,120.150002,4452700,120.150002
"2022-05-19",121.040001,128.529999,119.050003,126.57,5656000,126.57
"2022-05-20",127.169998,128.389999,121.330002,124.589996,3620700,124.589996
"2022-05-23",126.370003,126.370003,120.510002,121.629997,3098300,121.629997
"2022-05-24",121.940002,121.940002,115.919998,116.760002,2744600,116.760002
"2022-05-25",116.610001,124.489998,115.760002,123.730003,3507700,123.730003
"2022-05-26",124.080002,132.419998,123.919998,130.289993,3387900,130.289993
"2022-05-27",130.899994,132.839996,129.509995,130.970001,2680200,130.970001
"2022-05-31",129.369995,130.259995,126.849998,129.330002,3030200,129.330002
"2022-06-01",129.770004,130.529999,124.699997,126.230003,3400600,126.230003
"2022-06-02",127.050003,135.089996,126.760002,134.190002,3194200,134.190002
"2022-06-03",130.800003,135.419998,130.800003,131.660004,2523800,131.660004
"2022-06-06",133.309998,134.910004,131.860001,133.350006,1834000,133.350006
"2022-06-07",131.460007,133.5,129.880005,131.149994,2448900,131.149994
"2022-06-08",131.279999,131.800003,128.789993,129.470001,1908100,129.470001
"2022-06-09",129.300003,129.699997,121.989998,121.989998,3221600,121.989998
"2022-06-10",119.610001,120.139999,114.040001,115.160004,4076200,115.160004
"2022-06-13",110.110001,111.699997,105.660004,106.260002,3857500,106.260002
"2022-06-14",106.720001,107.519997,100.010002,101.93,5021200,101.93
"2022-06-15",102.830002,105.68,101.419998,104.410004,4437900,104.410004
"2022-06-16",99.800003,100,95.650002,96.330002,4103700,96.330002
"2022-06-17",97.910004,101.599998,96.900002,100.370003,4726000,100.370003
"2022-06-21",101.260002,103.080002,98.519997,98.779999,2187300,98.779999
"2022-06-22",97.25,99.239998,96.720001,97.139999,2949300,97.139999
"2022-06-23",96.800003,97.379997,92.220001,94.019997,4380800,94.019997
"2022-06-24",95.010002,102.400002,94.25,102.339996,4261700,102.339996
"2022-06-27",102.940002,104.010002,100.25,101.199997,2407900,101.199997
"2022-06-28",103.599998,106.580002,97.830002,97.870003,2918300,97.870003
"2022-06-29",97.980003,97.980003,94.089996,95.980003,3818600,95.980003
