"","HRL.Open","HRL.High","HRL.Low","HRL.Close","HRL.Volume","HRL.Adjusted"
"2022-01-14",49.259998,49.360001,48.389999,49.080002,2455000,48.576145
"2022-01-18",49,49.389999,48.580002,49.23,2210600,48.724606
"2022-01-19",49.029999,49.41,48.580002,49.150002,1665700,48.645428
"2022-01-20",49.009998,49.279999,48.84,48.919998,1759200,48.417786
"2022-01-21",49.290001,49.59,48.950001,49.130001,1931100,48.625633
"2022-01-24",49.110001,49.619999,48.310001,49.009998,3667700,48.506863
"2022-01-25",48.919998,48.939999,48.02,48.209999,2353900,47.715076
"2022-01-26",47.799999,47.919998,46.43,46.560001,3635100,46.082016
"2022-01-27",46.740002,47.540001,46.619999,46.759998,1784200,46.279961
"2022-01-28",46.560001,47.27,46.279999,47.23,1746000,46.745136
"2022-01-31",46.889999,47.560001,46.759998,47.470001,4961500,46.982677
"2022-02-01",47.740002,47.75,46.560001,47.110001,2022100,46.626369
"2022-02-02",47.060001,47.790001,47.009998,47.580002,1883300,47.091545
"2022-02-03",47.75,48.18,47.48,47.799999,1539000,47.309284
"2022-02-04",47.630001,47.669998,46.77,46.98,1463100,46.497704
"2022-02-07",47.349998,47.59,46.75,47.459999,1617100,46.972775
"2022-02-08",47.529999,47.779999,47.360001,47.580002,1638700,47.091545
"2022-02-09",47.599998,48.23,47.529999,48.009998,1748300,47.517128
"2022-02-10",47.700001,48.060001,47.049999,47.130001,2278500,46.646168
"2022-02-11",47.349998,48.130001,47.25,47.919998,1764800,47.428055
"2022-02-14",48.040001,48.09,46.889999,47.459999,1713900,46.972775
"2022-02-15",47.57,47.849998,47.169998,47.27,1904800,46.784725
"2022-02-16",47.209999,47.599998,46.689999,47.110001,1722200,46.626369
"2022-02-17",46.990002,47.43,46.75,47.310001,1588500,46.824318
"2022-02-18",47.099998,47.709999,47.029999,47.450001,1582000,46.962879
"2022-02-22",47.599998,47.700001,47.080002,47.599998,1860100,47.111336
"2022-02-23",47.869999,47.869999,47.470001,47.700001,1954000,47.210312
"2022-02-24",47.48,47.610001,46.16,47.029999,2860500,46.547192
"2022-02-25",47.330002,48.549999,47.330002,48.459999,2187800,47.962509
"2022-02-28",47.799999,48.189999,47.310001,47.639999,4191500,47.150928
"2022-03-01",48.209999,50.639999,48.09,49.540001,3994500,49.031425
"2022-03-02",49.349998,51.040001,49.189999,50.48,3972300,49.961773
"2022-03-03",50.580002,51.73,50.240002,51.48,3778900,50.951508
"2022-03-04",50.610001,51.93,50.07,51.73,3207900,51.19894
"2022-03-07",51.279999,53.189999,51.279999,52.200001,2789300,51.664116
"2022-03-08",51.990002,52.369999,50.189999,50.279999,2335600,49.763824
"2022-03-09",50.759998,50.869999,49.860001,49.91,1857400,49.397625
"2022-03-10",50.119999,50.650002,49.84,50.48,2079500,49.961773
"2022-03-11",50.48,51.080002,50.330002,50.48,1599800,49.961773
"2022-03-14",50.689999,50.740002,49.68,50.040001,1465900,49.526291
"2022-03-15",48.970001,49.32,48.220001,49.189999,3026900,48.685017
"2022-03-16",49.009998,49.380001,48.48,49.369999,1768600,48.863171
"2022-03-17",49.490002,49.919998,49.09,49.700001,1098000,49.189781
"2022-03-18",49.790001,49.82,48.91,49.259998,2748200,48.754295
"2022-03-21",49.5,50.150002,49.490002,49.75,1231800,49.239269
"2022-03-22",49.93,50.02,49.200001,49.73,1295600,49.219475
"2022-03-23",50.130001,50.450001,49.68,49.93,1386600,49.417419
"2022-03-24",49.889999,50.43,49.779999,50.259998,974000,49.74403
"2022-03-25",50.470001,50.950001,50.41,50.700001,1738000,50.179516
"2022-03-28",50.700001,50.869999,50.200001,50.400002,1860300,49.882599
"2022-03-29",50.669998,50.900002,50.25,50.720001,1821200,50.19931
"2022-03-30",50.669998,51.5,50.619999,51.5,1362000,50.971302
"2022-03-31",51.5,51.880001,51.110001,51.540001,1875500,51.010895
"2022-04-01",51.400002,52.439999,51.400002,52.419998,1939300,51.881855
"2022-04-04",52.220001,52.299999,51.240002,51.700001,1468900,51.16925
"2022-04-05",51.52,52.599998,51.52,52.27,2204400,51.733398
"2022-04-06",52.290001,52.82,52.07,52.75,1830200,52.208469
"2022-04-07",52.5,53.110001,52.439999,52.900002,1748600,52.35693
"2022-04-08",52.93,53.049999,52.529999,52.709999,1832700,52.426552
"2022-04-11",53.080002,53.34,52.52,53.110001,1807000,52.824402
"2022-04-12",53.029999,53.650002,52.790001,53.330002,1518500,53.043221
"2022-04-13",53.330002,53.57,53.09,53.48,959200,53.192413
"2022-04-14",53.580002,53.84,53.220001,53.43,1180300,53.142681
"2022-04-18",53.34,53.639999,52.790001,53.02,919500,52.734886
"2022-04-19",53.07,53.900002,52.939999,53.73,1267700,53.441067
"2022-04-20",53.790001,54.700001,53.790001,54.68,1798800,54.38596
"2022-04-21",54.470001,55.110001,54.389999,54.810001,2666200,54.515263
"2022-04-22",54.75,54.91,53.52,53.580002,1891000,53.291878
"2022-04-25",53.57,53.779999,52.41,53.560001,1840400,53.271984
"2022-04-26",53.48,53.790001,52.349998,52.360001,2033200,52.078438
"2022-04-27",52.560001,53.400002,52.380001,52.849998,1781500,52.5658
"2022-04-28",52.880001,53.540001,52.59,53.529999,1496200,53.242142
"2022-04-29",53.48,53.540001,52.299999,52.389999,3040900,52.108273
"2022-05-02",52.860001,53,51.220001,51.82,2003500,51.54134
"2022-05-03",51.900002,52.369999,51.360001,51.66,1726400,51.382198
"2022-05-04",51.650002,52.330002,51.43,52.25,1749100,51.969028
"2022-05-05",52.130001,52.52,51.330002,51.57,1845800,51.292683
"2022-05-06",51.279999,52.299999,51.279999,52.009998,1530400,51.730316
"2022-05-09",51.810001,52.830002,51.59,52.549999,1882000,52.267414
"2022-05-10",52.580002,53.060001,51.869999,52.119999,1452300,51.839725
"2022-05-11",52.200001,52.459999,51.77,52.200001,1369200,51.919296
"2022-05-12",52.400002,52.990002,51.790001,52.32,1531600,52.038651
"2022-05-13",52.380001,53.259998,52,53.209999,1404800,52.923862
"2022-05-16",53.310001,53.459999,52.759998,53.369999,1102800,53.083004
"2022-05-17",53.200001,53.400002,52.07,52.860001,1465800,52.575748
"2022-05-18",52.560001,52.560001,48.029999,48.23,3045500,47.970646
"2022-05-19",47.810001,48.27,46.529999,47.810001,2722500,47.552906
"2022-05-20",48.060001,48.439999,47.07,48.259998,2130500,48.000481
"2022-05-23",48.779999,49,48.23,48.470001,1406700,48.209354
"2022-05-24",48.48,49.169998,48.32,49.130001,1445900,48.865807
"2022-05-25",49.049999,49.32,48.700001,48.950001,1764300,48.686775
"2022-05-26",48.860001,49.23,48.419998,48.419998,1733900,48.159622
"2022-05-27",48.299999,48.66,48.189999,48.630001,1925600,48.368496
"2022-05-31",48.41,49.119999,47.869999,48.669998,3496900,48.408276
"2022-06-01",48.619999,48.830002,47.799999,48.279999,1993800,48.020374
"2022-06-02",47.66,47.66,45.16,45.759998,4196300,45.513924
"2022-06-03",45.619999,46.529999,45.02,45.119999,2687100,44.877369
"2022-06-06",45.360001,45.68,45.16,45.599998,1718000,45.354786
"2022-06-07",45.27,45.669998,44.919998,45.630001,1930900,45.384628
"2022-06-08",45.610001,46.029999,45.259998,45.610001,1523600,45.364735
"2022-06-09",45.779999,46.02,45.23,45.299999,1902300,45.0564
"2022-06-10",44.900002,46.16,44.790001,45.84,2308400,45.593498
"2022-06-13",45.540001,45.919998,45.060001,45.23,1973100,44.986778
"2022-06-14",45.419998,45.52,44.580002,45.119999,1880600,44.877369
"2022-06-15",45.25,45.639999,44.41,44.889999,1933700,44.648605
"2022-06-16",44.529999,45.490002,44.209999,44.900002,2034200,44.658554
"2022-06-17",45,45.57,44.419998,44.689999,3678600,44.44968
"2022-06-21",44.950001,45.59,44.580002,45.310001,1620100,45.066349
"2022-06-22",45.27,45.84,44.869999,45.720001,1615400,45.474144
"2022-06-23",45.869999,46.540001,45.779999,46.310001,1298200,46.06097
"2022-06-24",46.599998,47.610001,46.32,47.369999,2415900,47.115269
"2022-06-27",47.279999,47.700001,47.029999,47.529999,1203800,47.274406
"2022-06-28",47.689999,47.900002,47.029999,47.09,1258000,46.836777
"2022-06-29",47.349998,48.16,47.049999,47.959999,1340600,47.702095
