"","SWKS.Open","SWKS.High","SWKS.Low","SWKS.Close","SWKS.Volume","SWKS.Adjusted"
"2022-01-05",160.580002,162.889999,157.960007,158.080002,1909600,156.57515
"2022-01-06",158.089996,160.619995,156.440002,158.139999,1502900,156.634583
"2022-01-07",158.710007,159.779999,154.089996,154.210007,1685300,152.742004
"2022-01-10",152.350006,154.289993,149.360001,154.089996,2181400,152.623123
"2022-01-11",151.630005,156.649994,151.220001,156.089996,1642200,154.60408
"2022-01-12",157.529999,159.029999,154.660004,156.110001,1154300,154.623901
"2022-01-13",156.720001,158.029999,152.259995,152.619995,1525300,151.16713
"2022-01-14",151.100006,155.770004,151,155.649994,1225200,154.168289
"2022-01-18",153.229996,153.740005,150.100006,151.649994,1837500,150.20636
"2022-01-19",152.070007,152.449997,145.360001,145.880005,2124900,144.491302
"2022-01-20",147.100006,148.820007,142.880005,142.990005,1946800,141.628799
"2022-01-21",142.429993,145.020004,139.610001,139.899994,1999800,138.568222
"2022-01-24",138.169998,143.990005,134.360001,143.839996,2709100,142.470703
"2022-01-25",140.220001,143.199997,137.679993,139.809998,1954400,138.479065
"2022-01-26",143.130005,147.860001,139.960007,142.029999,2357100,140.677948
"2022-01-27",143.940002,144.240005,135.679993,137.350006,2705200,136.042496
"2022-01-28",138.660004,140.089996,133.779999,139.970001,2084900,138.637558
"2022-01-31",139.539993,146.779999,139.009995,146.520004,2091500,145.125198
"2022-02-01",146.25,146.710007,142.350006,146.309998,1717600,144.917191
"2022-02-02",147.5,148.740005,145.399994,148.470001,2001300,147.056625
"2022-02-03",144.199997,145.080002,138.350006,138.539993,3766000,137.221146
"2022-02-04",134.690002,135.860001,129.720001,135.100006,4247100,133.813919
"2022-02-07",136.009995,137.960007,135.240005,136.089996,2530400,134.794479
"2022-02-08",135.850006,140.630005,134.860001,140.240005,1998100,138.904984
"2022-02-09",141.800003,144.520004,138.630005,143.940002,2328200,142.569763
"2022-02-10",141.360001,145.820007,140,140.860001,2113800,139.519073
"2022-02-11",141.149994,141.449997,132.25,133.130005,2574600,131.862671
"2022-02-14",133.25,137.119995,133.229996,134.729996,2096900,133.447418
"2022-02-15",137.25,139.880005,136.360001,139.589996,1569600,138.261169
"2022-02-16",137.899994,140.820007,137.220001,140.199997,1172400,138.865356
"2022-02-17",138.369995,138.940002,136.309998,136.419998,1657000,135.121338
"2022-02-18",136.220001,138.399994,134.5,136.580002,1796900,135.837433
"2022-02-22",135.139999,138.289993,133.350006,134.860001,2287400,134.126785
"2022-02-23",136.800003,138.699997,133.25,133.380005,1894000,132.654831
"2022-02-24",129,139.039993,128.419998,138.830002,2474800,138.075195
"2022-02-25",138.919998,139.850006,136.190002,139.320007,2045800,138.562546
"2022-02-28",137.990005,139.710007,135.529999,138.169998,1697700,137.418777
"2022-03-01",137.220001,138.800003,132.080002,133.050003,1923200,132.32663
"2022-03-02",133.899994,137.710007,133.279999,136.820007,1635800,136.076126
"2022-03-03",138.360001,138.770004,135.429993,136.860001,1924100,136.115906
"2022-03-04",136.020004,137.199997,133.949997,135.889999,1810700,135.151184
"2022-03-07",136.199997,136.960007,128.610001,128.770004,2382200,128.069901
"2022-03-08",129.229996,136.770004,127.809998,132.080002,2033800,131.361893
"2022-03-09",135.690002,136,132.990005,134.160004,1826200,133.430588
"2022-03-10",131.919998,132.929993,128.899994,131.470001,1262400,130.755219
"2022-03-11",133,133.389999,127.339996,127.540001,1388300,126.846581
"2022-03-14",127.269997,127.800003,118.989998,120.559998,3497700,119.904526
"2022-03-15",121.370003,125.910004,120.790001,125.489998,2366600,124.807724
"2022-03-16",127.199997,131.300003,125.410004,131.070007,2205900,130.357391
"2022-03-17",130.460007,132.979996,129.050003,132.960007,1500500,132.237122
"2022-03-18",131.550003,135.259995,130.380005,135.179993,4522100,134.445038
"2022-03-21",134.669998,136.100006,132.210007,134.539993,2237100,133.808517
"2022-03-22",134.429993,138.75,134.429993,137.520004,1919600,136.772324
"2022-03-23",136.360001,137.910004,133.300003,133.300003,1190100,132.575272
"2022-03-24",135.020004,138.509995,133.470001,138.429993,1363600,137.677368
"2022-03-25",138.899994,139.020004,135.910004,138,1073600,137.24971
"2022-03-28",136.100006,137.259995,132.710007,137.059998,1694400,136.314819
"2022-03-29",139.630005,141.259995,137.929993,140.289993,1461800,139.527252
"2022-03-30",139.320007,139.460007,135.800003,136.399994,1501300,135.658401
"2022-03-31",136.410004,137.300003,133.139999,133.279999,1713800,132.555374
"2022-04-01",133.979996,134.559998,128.330002,132.029999,2150000,131.312164
"2022-04-04",133.240005,136.199997,132.550003,134.279999,1604900,133.549927
"2022-04-05",133.619995,134.080002,127.800003,127.919998,2290600,127.22451
"2022-04-06",125.959999,127.690002,124,124.480003,2707000,123.803215
"2022-04-07",123.459999,124.830002,120.300003,123.059998,2440900,122.39093
"2022-04-08",122.790001,124.139999,120.970001,122.279999,1417200,121.615173
"2022-04-11",121.410004,124.349998,120.82,120.940002,1973000,120.282463
"2022-04-12",122.370003,123.57,119.919998,120.339996,1547200,119.685722
"2022-04-13",120.580002,123.199997,119.760002,122.370003,1466800,121.704689
"2022-04-14",123.010002,123.129997,117.650002,117.730003,2220400,117.08992
"2022-04-18",117.300003,120,117.160004,119.260002,1593100,118.611595
"2022-04-19",119.489998,122.199997,118.160004,122,1564300,121.3367
"2022-04-20",123.110001,123.82,120.410004,120.809998,1477000,120.153168
"2022-04-21",122.720001,124.190002,117.830002,118.129997,1978200,117.48774
"2022-04-22",117.989998,118.910004,114.889999,115.099998,1898900,114.474213
"2022-04-25",114.629997,118.029999,113.260002,117.879997,1517500,117.239098
"2022-04-26",116.510002,116.779999,112.370003,112.389999,1713400,111.778946
"2022-04-27",111.199997,115.220001,111.199997,112.059998,1882600,111.450737
"2022-04-28",114,119.07,112.5,117.650002,2567800,117.010353
"2022-04-29",116.5,119,113.050003,113.300003,2131800,112.684006
"2022-05-02",114.010002,118.699997,113.540001,118.510002,2169700,117.865677
"2022-05-03",118.290001,120.790001,116.970001,119.470001,2482100,118.820457
"2022-05-04",114.139999,114.830002,103.129997,113.529999,8950500,112.91275
"2022-05-05",111.129997,111.160004,105.480003,107.440002,3734500,106.855865
"2022-05-06",107.190002,107.870003,103.410004,105.709999,2872200,105.135262
"2022-05-09",104.330002,106.419998,101.839996,102.169998,2514700,101.61451
"2022-05-10",104.230003,104.93,100.07,102.760002,2639600,102.201309
"2022-05-11",101.989998,103.809998,99.199997,99.32,2228100,98.780006
"2022-05-12",98.279999,101.379997,97.589996,99.949997,2537500,99.406578
"2022-05-13",101.410004,104.080002,100.730003,103.480003,2414100,102.917397
"2022-05-16",103.120003,103.480003,101.480003,101.989998,1461300,101.435486
"2022-05-17",104.160004,107.480003,103.019997,106.849998,2765000,106.269066
"2022-05-18",105.120003,105.989998,101.400002,101.790001,2797300,101.23658
"2022-05-19",101.449997,103.769997,100.019997,101.25,2061400,100.699516
"2022-05-20",103.389999,103.510002,98.879997,103,2667300,102.440002
"2022-05-23",102.889999,103.25,100.790001,102.269997,1390600,102.269997
"2022-05-24",101.260002,101.260002,98.510002,99.879997,1775100,99.879997
"2022-05-25",99.650002,102.239998,99.160004,101.699997,1511600,101.699997
"2022-05-26",100.989998,105.330002,100.529999,104.540001,2244000,104.540001
"2022-05-27",105.800003,108.730003,105.800003,108.709999,2447700,108.709999
"2022-05-31",108.919998,109.629997,106.5,108.870003,2414400,108.870003
"2022-06-01",109.699997,109.970001,105.699997,107.269997,1599900,107.269997
"2022-06-02",106.980003,110.879997,106.349998,110.839996,1811000,110.839996
"2022-06-03",108.349998,108.5,106.5,106.709999,1401100,106.709999
"2022-06-06",108.540001,109.169998,105.900002,106.839996,981900,106.839996
"2022-06-07",105.900002,108.940002,105.209999,108.639999,1081400,108.639999
"2022-06-08",108.339996,109.110001,105.980003,106.660004,1144600,106.660004
"2022-06-09",105.419998,106.879997,103.470001,103.470001,1552000,103.470001
"2022-06-10",101.730003,102.639999,99.68,100.25,1564900,100.25
"2022-06-13",97.669998,98.959999,92.720001,93.169998,3055100,93.169998
"2022-06-14",94.139999,94.699997,91.830002,92.760002,2790100,92.760002
"2022-06-15",94.010002,96,92.230003,94.620003,1861600,94.620003
"2022-06-16",91.860001,92,88.760002,89.75,3007300,89.75
"2022-06-17",90.419998,91.769997,89.120003,90.160004,4539100,90.160004
"2022-06-21",91.839996,93.849998,91.559998,93.199997,2480600,93.199997
"2022-06-22",91.940002,93.440002,91.080002,92.339996,1777100,92.339996
"2022-06-23",93.330002,94.349998,91.889999,94.269997,2218500,94.269997
"2022-06-24",95.730003,98.370003,94.860001,98.029999,4185500,98.029999
"2022-06-27",99.400002,100.699997,97.599998,98.089996,2302200,98.089996
"2022-06-28",98.68,100.57,96.050003,96.220001,2135100,96.220001
"2022-06-29",93.330002,94.550003,92.099998,93.870003,1990400,93.870003
