"","AJG.Open","AJG.High","AJG.Low","AJG.Close","AJG.Volume","AJG.Adjusted"
"2022-01-18",156.380005,157.300003,153.520004,155.580002,844100,154.58754
"2022-01-19",156.720001,157.440002,154.529999,154.589996,967500,153.603851
"2022-01-20",155.729996,157.919998,155.309998,155.669998,1191300,154.676956
"2022-01-21",155.630005,156.570007,153.970001,154.169998,1090900,153.186523
"2022-01-24",153.529999,156.559998,150.660004,156.289993,1687500,155.292999
"2022-01-25",154.649994,155.350006,152.229996,153.199997,2143200,152.222717
"2022-01-26",154.809998,155.979996,152.029999,153.179993,1443800,152.20285
"2022-01-27",154.350006,155.179993,147.320007,149.330002,1638200,148.377411
"2022-01-28",149.820007,154.990005,147.729996,154.539993,1567100,153.554153
"2022-01-31",153.600006,158.25,153.580002,157.940002,1556300,156.932495
"2022-02-01",157.869995,158.809998,154.179993,156.850006,788000,155.849442
"2022-02-02",156.679993,157.850006,156.270004,157.089996,1215100,156.087906
"2022-02-03",156.539993,157.699997,154.039993,154.449997,871200,153.464737
"2022-02-04",153.740005,157.860001,153.740005,156.279999,603400,155.283066
"2022-02-07",156.190002,158.139999,155.570007,156.360001,683400,155.362564
"2022-02-08",156.020004,157.419998,153.669998,157.070007,1309800,156.068039
"2022-02-09",158.710007,161.460007,158.399994,160.5,1029500,159.476151
"2022-02-10",158,161.460007,157.5,158.809998,1280500,157.796921
"2022-02-11",159.070007,159.960007,154.770004,155.649994,1002300,154.657089
"2022-02-14",155.529999,155.960007,151.740005,153.350006,1209300,152.371765
"2022-02-15",155,156.589996,153.839996,155.389999,720600,154.398743
"2022-02-16",154.869995,156.720001,154.009995,156.210007,548400,155.213531
"2022-02-17",155.440002,155.699997,153.029999,153.5,579900,152.520798
"2022-02-18",153.449997,155.139999,153.070007,154.279999,745000,153.295822
"2022-02-22",154.529999,155.559998,152.229996,153.729996,986400,152.749344
"2022-02-23",153.990005,155.800003,151.479996,151.679993,1120700,150.712402
"2022-02-24",149.050003,154.869995,148.029999,154.419998,897200,153.434937
"2022-02-25",154.869995,159.600006,154.610001,159.300003,1208800,158.283798
"2022-02-28",156.520004,159.100006,155.880005,158.190002,970000,157.180893
"2022-03-01",157.710007,157.979996,155.520004,156.100006,1067400,155.104233
"2022-03-02",157.800003,159.539993,156.440002,158.779999,828500,157.76712
"2022-03-03",159.350006,159.919998,156.759995,158.410004,702300,157.906677
"2022-03-04",157.539993,160.009995,155.710007,159.869995,853500,159.36203
"2022-03-07",158.860001,159.710007,153.679993,154.550003,1194700,154.058945
"2022-03-08",154.479996,155.320007,148.520004,150.130005,1229900,149.652985
"2022-03-09",153.160004,159.369995,153.160004,155.940002,1720100,155.444534
"2022-03-10",153.330002,156.380005,153.240005,155.039993,1431800,154.547379
"2022-03-11",155.630005,156.720001,153.610001,153.619995,624500,153.131897
"2022-03-14",155.160004,156.529999,153.630005,154.740005,911300,154.248337
"2022-03-15",155.139999,159.009995,153.009995,158.559998,1034100,158.056198
"2022-03-16",158.779999,163.460007,158,162.669998,997400,162.153137
"2022-03-17",162.520004,165.160004,162.229996,165.139999,964000,164.615295
"2022-03-18",166.009995,167.789993,164.240005,167.369995,1435700,166.838196
"2022-03-21",167.320007,168.259995,165.869995,166.619995,739600,166.090591
"2022-03-22",166.770004,168.029999,165.619995,167.600006,898400,167.06749
"2022-03-23",166.949997,167.600006,163.619995,164.070007,1191700,163.548706
"2022-03-24",164.470001,167.270004,164.220001,166.270004,551200,165.741714
"2022-03-25",166.350006,168.419998,165.610001,168.059998,472900,167.526016
"2022-03-28",168.289993,170.380005,167.369995,170.330002,614400,169.788803
"2022-03-29",172.020004,173.110001,171.490005,172.759995,709700,172.211075
"2022-03-30",172.779999,173.940002,172.149994,173.800003,701300,173.247787
"2022-03-31",174.050003,177.119995,173.820007,174.600006,1178400,174.045242
"2022-04-01",175.229996,177.25,174.649994,176.399994,799800,175.839508
"2022-04-04",176.179993,176.190002,172.669998,173.919998,715800,173.367401
"2022-04-05",173.850006,177.389999,173.850006,174.869995,871700,174.314377
"2022-04-06",174.470001,179.119995,174.169998,179.050003,1055900,178.481094
"2022-04-07",178.910004,181.649994,177.919998,181.449997,1016800,180.873474
"2022-04-08",181.5,183.850006,180.5,183.190002,1224400,182.607941
"2022-04-11",183,183.880005,181.059998,183.220001,1183800,182.637848
"2022-04-12",183.550003,184.919998,179.869995,180.25,1080600,179.677277
"2022-04-13",179.759995,181.429993,178.740005,181.009995,798500,180.43486
"2022-04-14",181.429993,182.490005,180.520004,180.610001,663400,180.036133
"2022-04-18",180.169998,181.529999,178.910004,180.179993,686800,179.607498
"2022-04-19",180.509995,180.919998,176.839996,179.5,1423300,178.929672
"2022-04-20",180.550003,184.419998,180.550003,183.899994,1184400,183.315674
"2022-04-21",185,187.020004,183.410004,184.149994,896200,183.56488
"2022-04-22",182.610001,183.600006,177.919998,178.029999,971600,177.46434
"2022-04-25",177.399994,179.300003,174.050003,178.889999,1245500,178.321609
"2022-04-26",178.080002,178.270004,173.490005,173.520004,673000,172.968674
"2022-04-27",173.470001,176.729996,173.279999,175.399994,898900,174.842682
"2022-04-28",176.600006,179.449997,174.75,179.330002,964100,178.760208
"2022-04-29",176.320007,176.320007,168.130005,168.490005,1906800,167.954651
"2022-05-02",171.699997,172.820007,162.699997,165.850006,1482500,165.323044
"2022-05-03",166.919998,169.929993,165.119995,165.509995,953900,164.984116
"2022-05-04",165.050003,170.619995,163.600006,170.369995,739100,169.828674
"2022-05-05",168.720001,169.529999,163.279999,164.990005,819800,164.465775
"2022-05-06",163.800003,165.619995,161.779999,164.479996,944500,163.957382
"2022-05-09",162.970001,162.970001,159.529999,160.190002,1005200,159.68103
"2022-05-10",162.360001,163.169998,157.710007,158.25,1745700,157.747192
"2022-05-11",157.860001,161.25,157.320007,157.779999,911400,157.278671
"2022-05-12",157.330002,159.449997,154.770004,157.479996,809800,156.97963
"2022-05-13",158.639999,162.679993,158.199997,162.020004,947900,161.505203
"2022-05-16",161.910004,162.550003,160.600006,161.139999,634000,160.628006
"2022-05-17",162.770004,164.660004,161.770004,164.169998,1129800,163.648376
"2022-05-18",162.919998,163.460007,156.360001,156.710007,674800,156.212082
"2022-05-19",155.320007,156.610001,152.979996,155.25,760900,154.756714
"2022-05-20",156.300003,156.520004,150.490005,155,1042700,154.507507
"2022-05-23",156.550003,158.919998,153.5,158.529999,878700,158.026291
"2022-05-24",157.660004,158.380005,154.899994,157.759995,586800,157.258743
"2022-05-25",157.639999,158.339996,155.779999,157.490005,1017600,156.989609
"2022-05-26",159.149994,162,158.690002,161.020004,700600,160.508392
"2022-05-27",161.729996,165.649994,161.729996,165.639999,717100,165.113708
"2022-05-31",164.929993,164.929993,161.580002,161.940002,1471100,161.425461
"2022-06-01",162.350006,162.929993,159.210007,160.509995,939500,160
"2022-06-02",160.509995,164.5,158.029999,164.369995,954400,164.369995
"2022-06-03",162.509995,163.070007,161.600006,162.210007,539900,162.210007
"2022-06-06",163.729996,164.869995,161.779999,162,776200,162
"2022-06-07",160.350006,163.809998,160.279999,163.559998,683700,163.559998
"2022-06-08",162.570007,163.429993,160.839996,161.179993,467200,161.179993
"2022-06-09",161.020004,161.410004,156.809998,156.960007,754300,156.960007
"2022-06-10",154.309998,154.610001,152.889999,153,765300,153
"2022-06-13",149.660004,154.320007,149.5,151.580002,915800,151.580002
"2022-06-14",152.169998,153.990005,151.710007,153.229996,791500,153.229996
"2022-06-15",155,156.850006,150.339996,152.75,895000,152.75
"2022-06-16",150.029999,150.919998,148.240005,149.050003,1067100,149.050003
"2022-06-17",149.259995,151.550003,148.360001,149.710007,2006700,149.710007
"2022-06-21",151.570007,155.919998,151.539993,155.210007,1041200,155.210007
"2022-06-22",153.559998,159.169998,153.410004,157.309998,866400,157.309998
"2022-06-23",158.300003,160.279999,157.179993,160.039993,765700,160.039993
"2022-06-24",161.130005,165.639999,161.130005,165.25,1454800,165.25
"2022-06-27",165.429993,166.020004,163.139999,165.229996,658000,165.229996
"2022-06-28",166.009995,167.380005,162.550003,163.179993,936900,163.179993
"2022-06-29",163.649994,164.490005,162.899994,163.199997,875100,163.199997
