"","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"2022-01-06",89.089996,89.360001,85.650002,85.769997,12658600,84.814484
"2022-01-07",85.769997,86.870003,84.510002,86.410004,13359300,85.447357
"2022-01-10",85.800003,86.360001,83.739998,84.290001,11378700,83.350967
"2022-01-11",83.830002,85.010002,83.68,84.790001,8395900,83.845398
"2022-01-12",84.279999,85.809998,84.099998,85.089996,6484000,84.142059
"2022-01-13",85.580002,85.809998,84.720001,84.900002,7203100,83.954178
"2022-01-14",84.879997,85.150002,82.669998,83.199997,11084300,82.273109
"2022-01-18",82,82.169998,80.699997,81.25,10848100,80.344841
"2022-01-19",81.040001,83.349998,81,82.589996,9673900,81.669914
"2022-01-20",83.32,85.279999,83.150002,83.510002,12028900,82.579659
"2022-01-21",83.699997,83.93,81.830002,82.599998,12809100,81.679794
"2022-01-24",81.650002,82.050003,79.239998,81.919998,14689800,81.00737
"2022-01-25",78.199997,80.190002,74.790001,75.099998,22925000,74.263351
"2022-01-26",76.5,76.529999,72.360001,72.639999,24721700,71.830757
"2022-01-27",73.300003,74.389999,72.410004,72.510002,21250600,71.702209
"2022-01-28",72.32,72.949997,69.790001,72.5,25537100,71.692322
"2022-01-31",72.910004,78.300003,72.75,78.120003,21787800,77.249718
"2022-02-01",78.040001,79.470001,76.029999,77.230003,12082900,76.369629
"2022-02-02",77.419998,78.010002,76.830002,77.730003,8397700,76.864052
"2022-02-03",76.559998,77.290001,75.43,75.769997,7960700,74.92588
"2022-02-04",75.099998,76.839996,74.540001,76.010002,12132000,75.163216
"2022-02-07",76,76.120003,75.300003,75.68,8184500,74.836891
"2022-02-08",75.75,76.75,75.220001,75.459999,6758500,74.619339
"2022-02-09",76.610001,77.269997,76.32,76.660004,7390900,75.805977
"2022-02-10",74.910004,76.849998,74.699997,75.449997,9673300,74.609451
"2022-02-11",75.900002,76.699997,74.669998,74.959999,8999100,74.124908
"2022-02-14",74.949997,75.309998,73.879997,74.919998,8329200,74.085358
"2022-02-15",75.730003,76.470001,74.739998,75.089996,9102000,74.253456
"2022-02-16",75.129997,75.639999,74.480003,75.230003,7505100,74.391907
"2022-02-17",74.720001,75.839996,74.489998,75.379997,10093100,74.54023
"2022-02-18",74.959999,75.809998,73.82,74.150002,9558600,73.323936
"2022-02-22",73.93,74.459999,73.269997,73.779999,8233400,72.958061
"2022-02-23",74.220001,74.419998,72.220001,72.32,7837100,71.51432
"2022-02-24",71,75.779999,70.739998,75.440002,15750400,74.599564
"2022-02-25",76.120003,77.239998,75.220001,77.160004,12609500,76.300407
"2022-02-28",77.089996,78.870003,76.800003,78.269997,16345600,77.826706
"2022-03-01",78.07,78.830002,76.540001,77.440002,13930300,77.001411
"2022-03-02",77.290001,77.809998,76.489998,77.550003,6988700,77.110786
"2022-03-03",77.849998,79.360001,77.660004,78.790001,10075500,78.343765
"2022-03-04",78.93,80.449997,78.480003,80.209999,8996400,79.755722
"2022-03-07",80.959999,84.389999,80.720001,84.18,19948900,83.703239
"2022-03-08",84.309998,85.400002,81.739998,81.949997,14717600,81.485863
"2022-03-09",82.379997,82.480003,80.110001,80.32,12710000,79.865097
"2022-03-10",79.559998,80.459999,78.440002,80.160004,9554300,79.706009
"2022-03-11",80.300003,81.089996,79.239998,79.300003,7230600,78.850876
"2022-03-14",79.68,80.639999,78.699997,79.279999,7133800,78.830986
"2022-03-15",80.199997,82.260002,80.099998,81.980003,9567000,81.515701
"2022-03-16",81.849998,82.739998,80.839996,82.510002,8261200,82.042694
"2022-03-17",82.559998,83.239998,82.419998,82.690002,6341900,82.22168
"2022-03-18",82.919998,83.489998,82.239998,82.370003,13470800,81.903488
"2022-03-21",82,82.760002,81.489998,81.800003,7181700,81.336716
"2022-03-22",81.870003,82.959999,81.419998,82.849998,8516800,82.380768
"2022-03-23",82.480003,83.099998,82.010002,82.57,6125800,82.102356
"2022-03-24",82.910004,83.790001,82.760002,83.699997,5498000,83.225952
"2022-03-25",84.089996,84.239998,83.209999,83.940002,5481000,83.4646
"2022-03-28",84.050003,84.720001,83.68,84.43,6177700,83.95182
"2022-03-29",85,85.040001,83.650002,84.620003,8954300,84.140747
"2022-03-30",85.129997,85.779999,84.629997,85.5,6829300,85.015762
"2022-03-31",85.059998,86.279999,84.709999,84.709999,10082800,84.230232
"2022-04-01",84.489998,85.800003,84.129997,85.709999,6453800,85.224571
"2022-04-04",85.639999,85.910004,84.639999,85.620003,6465700,85.135086
"2022-04-05",85.860001,87.449997,85.720001,86.330002,7203200,85.841057
"2022-04-06",86.169998,86.519997,85.43,86.489998,7621900,86.000153
"2022-04-07",86.300003,87.290001,85.699997,87.080002,7817400,86.586815
"2022-04-08",87.160004,87.519997,85.959999,86.089996,5731600,85.602417
"2022-04-11",86.150002,86.220001,84.349998,84.580002,6745200,84.100975
"2022-04-12",84.449997,84.839996,83.379997,83.889999,8714800,83.414879
"2022-04-13",84.370003,84.480003,83.080002,83.550003,7858500,83.076805
"2022-04-14",83.550003,83.889999,82.779999,82.809998,7164100,82.340996
"2022-04-18",83,83.610001,81.059998,81.709999,6279100,81.247223
"2022-04-19",81.760002,82.099998,81.110001,81.830002,8104800,81.366547
"2022-04-20",83.029999,83.029999,81.32,81.510002,8457000,81.048363
"2022-04-21",80.32,81,75.980003,76.18,17712800,75.748543
"2022-04-22",76.169998,76.370003,73.879997,73.949997,15284800,73.531174
"2022-04-25",74,74.510002,71.589996,74.040001,15697900,73.620667
"2022-04-26",74.050003,74.970001,73.489998,73.57,10971600,73.153328
"2022-04-27",73.830002,75.139999,73.190002,73.269997,10989600,72.855019
"2022-04-28",73.5,73.910004,72.769997,73.489998,11325600,73.073776
"2022-04-29",72.879997,73.449997,70.879997,71.019997,14912900,70.617767
"2022-05-02",71.099998,71.510002,68.519997,69.870003,14338100,69.474281
"2022-05-03",70,71.529999,69.57,70.760002,10419900,70.359245
"2022-05-04",72,73.330002,70.730003,73.059998,10859600,72.64621
"2022-05-05",72.699997,72.970001,71.199997,71.839996,10382300,71.433121
"2022-05-06",71.260002,72.860001,71.089996,72.470001,9364900,72.059555
"2022-05-09",71.800003,72.080002,70.260002,70.709999,10442700,70.309525
"2022-05-10",71,71.739998,68.720001,69.989998,14731900,69.593597
"2022-05-11",69.650002,71.349998,69.540001,70.199997,11129000,69.802406
"2022-05-12",69.589996,70.489998,67.220001,68.510002,15364900,68.121986
"2022-05-13",69.43,70.190002,68.529999,69.800003,8010600,69.404678
"2022-05-16",69.639999,70.720001,69.400002,70.120003,7339500,69.72287
"2022-05-17",70.900002,72.029999,70.129997,72.019997,8889300,71.612099
"2022-05-18",71.790001,72.25,70.709999,71,10316800,70.597885
"2022-05-19",71.089996,71.089996,69.529999,70.459999,9593500,70.060936
"2022-05-20",70.900002,71.559998,69.980003,71.220001,9747800,70.816635
"2022-05-23",71.809998,72.589996,71.459999,72.550003,10378700,72.139107
"2022-05-24",72.610001,74.919998,72.169998,74.669998,11133500,74.247093
"2022-05-25",75.120003,75.150002,73.589996,74.790001,11192100,74.366417
"2022-05-26",75.050003,75.75,74.769997,75.040001,9431300,74.615005
"2022-05-27",74.489998,77.449997,74.169998,77.43,9435300,77.43
"2022-05-31",76.779999,76.940002,75.169998,75.690002,29712000,75.690002
"2022-06-01",75.760002,76.629997,75.330002,76.169998,7994100,76.169998
"2022-06-02",76.449997,78.650002,76,78.519997,9640600,78.519997
"2022-06-03",78.089996,78.940002,77.800003,78.690002,9293500,78.690002
"2022-06-06",81.190002,81.489998,80.07,80.190002,12716900,80.190002
"2022-06-07",79.760002,80.18,78.279999,79.779999,7405600,79.779999
"2022-06-08",78.980003,79.580002,78.239998,78.489998,5198000,78.489998
"2022-06-09",78.239998,78.860001,77.300003,77.339996,8354800,77.339996
"2022-06-10",76.550003,76.900002,75.769997,75.910004,8598500,75.910004
"2022-06-13",74.580002,74.760002,71.959999,72.410004,11882300,72.410004
"2022-06-14",72.309998,73.120003,70.269997,71.480003,11412500,71.480003
"2022-06-15",72.459999,75.550003,72.209999,74.190002,12085300,74.190002
"2022-06-16",72.709999,73.080002,70.120003,70.870003,12729200,70.870003
"2022-06-17",70.639999,72.75,70.639999,70.809998,15919000,70.809998
"2022-06-21",70.800003,73.400002,70.800003,72.730003,8466900,72.730003
"2022-06-22",72.199997,75.550003,71.849998,74.690002,12686500,74.690002
"2022-06-23",75.540001,77.410004,75.32,77.199997,12502500,77.199997
"2022-06-24",77.330002,78.129997,76.629997,78.019997,9320500,78.019997
"2022-06-27",77.730003,78.18,77.360001,77.889999,6557200,77.889999
"2022-06-28",77.910004,78.330002,76.230003,76.440002,6140200,76.440002
"2022-06-29",76.099998,76.540001,75.260002,76,7082200,76
