"","PFE.Open","PFE.High","PFE.Low","PFE.Close","PFE.Volume","PFE.Adjusted"
"2022-01-10",55.709999,56.259998,54.740002,56.240002,34044700,54.937847
"2022-01-11",56.75,57.43,55.810001,56.689999,33576600,55.377422
"2022-01-12",56.34,57.16,55.900002,56.650002,27608500,55.338352
"2022-01-13",56.529999,56.75,55.220001,55.540001,28117900,54.254055
"2022-01-14",54.98,55.380001,54.509998,54.950001,27072500,53.677715
"2022-01-18",54.5,54.549999,53.43,54.110001,35598000,52.857159
"2022-01-19",53.650002,54.490002,53.450001,53.540001,27300400,52.300362
"2022-01-20",53.959999,54.52,53.07,54.049999,35105300,52.79855
"2022-01-21",54.419998,54.869999,52.459999,52.790001,41059000,51.567726
"2022-01-24",51.75,52.060001,49.82,51.540001,59036400,50.346668
"2022-01-25",51.360001,52.84,51.240002,52.540001,43983200,51.323517
"2022-01-26",52.57,53.619999,52.459999,53.009998,39644800,51.782627
"2022-01-27",53.02,54.580002,53,53.369999,36957200,52.530678
"2022-01-28",53.77,54.669998,53.099998,54.330002,28590400,53.475582
"2022-01-31",54,54.139999,52.389999,52.689999,38644600,51.861374
"2022-02-01",52.740002,53.16,52.389999,53.07,27883300,52.235397
"2022-02-02",52.84,54.130001,52.450001,53.860001,32039300,53.012974
"2022-02-03",53.330002,53.889999,53.09,53.380001,22635800,52.540524
"2022-02-04",53.02,53.43,52.630001,53,24932200,52.1665
"2022-02-07",53.299999,53.580002,52.240002,53.209999,32358500,52.373196
"2022-02-08",50.639999,51.799999,49.689999,51.700001,67922000,50.886944
"2022-02-09",51.639999,51.720001,50.900002,51.470001,38522200,50.660561
"2022-02-10",51.040001,51.369999,50.389999,50.599998,34200600,49.804241
"2022-02-11",50.330002,51.240002,50.080002,50.779999,34997800,49.981411
"2022-02-14",49.82,50.5,48.48,49.799999,42973100,49.016823
"2022-02-15",49.799999,50.040001,49.209999,49.790001,29150000,49.006981
"2022-02-16",49.59,50.779999,49.43,49.68,27672600,48.898708
"2022-02-17",49.810001,49.959999,48.75,48.900002,21231700,48.130978
"2022-02-18",48.779999,49.52,48.200001,48.529999,26955300,47.766792
"2022-02-22",47.540001,48.310001,47.349998,47.529999,34814800,46.78252
"2022-02-23",47.59,48.16,46.779999,46.869999,25793000,46.1329
"2022-02-24",45.860001,46.759998,45.400002,45.959999,44227300,45.237213
"2022-02-25",45.810001,48.029999,45.740002,47.720001,31199200,46.969536
"2022-02-28",46.82,47.169998,46.34,46.939999,35296100,46.201801
"2022-03-01",46.689999,47.139999,45.439999,45.75,29854500,45.030514
"2022-03-02",46.110001,47.93,46,47.700001,36516200,46.949852
"2022-03-03",47.68,48.59,47.48,47.830002,30553300,47.077805
"2022-03-04",47.5,48.77,47.41,48.650002,33217300,47.884911
"2022-03-07",48.25,48.84,47.52,47.98,33171300,47.225445
"2022-03-08",47.580002,48.419998,46.470001,47.439999,32913300,46.693935
"2022-03-09",48.130001,49.220001,48,48.75,24718900,47.983334
"2022-03-10",48.310001,49.290001,48.049999,49.200001,24542300,48.426258
"2022-03-11",49.139999,50.900002,48.939999,50.27,33701900,49.479431
"2022-03-14",50.720001,52.91,50.389999,52.25,42314500,51.428295
"2022-03-15",52.619999,52.919998,51.18,52.209999,30172100,51.38892
"2022-03-16",52.540001,53.27,52.18,52.919998,29891400,52.087753
"2022-03-17",52.919998,54.25,52.790001,54.240002,30598600,53.387001
"2022-03-18",54.380001,55,53.709999,54.509998,51815000,53.652748
"2022-03-21",54.240002,55.299999,53.900002,54.189999,34592500,53.337784
"2022-03-22",54.200001,54.32,52.5,53.040001,32253600,52.205868
"2022-03-23",53.02,53.5,52.16,52.189999,29183700,51.369236
"2022-03-24",52.540001,52.849998,52.290001,52.59,25177500,51.762943
"2022-03-25",52.740002,53.25,52.509998,52.779999,17429600,51.949959
"2022-03-28",52.529999,53.560001,52.5,53.279999,21863700,52.442097
"2022-03-29",54,54.080002,52.619999,52.740002,39970000,51.910591
"2022-03-30",53.200001,53.720001,51.970001,52.439999,27599600,51.615303
"2022-03-31",52,52.880001,51.740002,51.77,26055200,50.955841
"2022-04-01",52.119999,52.16,51.099998,51.57,19073100,50.758987
"2022-04-04",51.779999,51.869999,50.369999,50.939999,20462800,50.138893
"2022-04-05",50.810001,52.150002,50.75,51.240002,21176700,50.434177
"2022-04-06",51.16,53.09,51.16,52.869999,31717500,52.03854
"2022-04-07",52.5,55.41,52.5,55.16,36305700,54.29253
"2022-04-08",54.849998,55.580002,54.459999,55.169998,24612200,54.302372
"2022-04-11",55.459999,56.32,53.779999,53.93,22054300,53.081875
"2022-04-12",53.299999,53.93,52.650002,53.110001,22810700,52.274769
"2022-04-13",53.130001,53.82,52.700001,53.099998,15777800,52.264923
"2022-04-14",53.400002,53.91,53.040001,53.119999,17240100,52.284611
"2022-04-18",52.830002,53.110001,51.630001,51.84,17065000,51.024738
"2022-04-19",51.66,51.880001,49.369999,50.18,33441500,49.390846
"2022-04-20",50,50.16,49.209999,49.75,24751800,48.967609
"2022-04-21",49.93,50.009998,48.919998,49.110001,19105600,48.337677
"2022-04-22",48.950001,49.099998,47.900002,48.130001,22156800,47.373089
"2022-04-25",47.849998,49.189999,47.119999,48.950001,27390600,48.180191
"2022-04-26",48.990002,50.25,48.919998,49.029999,25366500,48.25893
"2022-04-27",49.110001,49.91,48.209999,49.740002,25819200,48.957767
"2022-04-28",50.439999,50.77,49.490002,50.509998,28225400,49.715656
"2022-04-29",49.869999,50.34,49,49.07,28343300,48.298302
"2022-05-02",47.68,48.759998,47.459999,48.34,36228400,47.579784
"2022-05-03",48.869999,50.040001,47.700001,49.290001,33716900,48.514843
"2022-05-04",48.889999,49.869999,47.91,49.66,28613700,48.879025
"2022-05-05",49.459999,49.549999,47.549999,48.450001,28333000,47.688057
"2022-05-06",48.09,49.220001,48.040001,49.040001,19891400,48.268776
"2022-05-09",48.380001,49.169998,47.77,48.639999,25012300,47.875065
"2022-05-10",49.040001,49.900002,48.689999,49.490002,27335900,48.7117
"2022-05-11",49.07,50.240002,49.029999,49.450001,29699500,48.672325
"2022-05-12",49,50.43,48.720001,50.389999,33468400,50.00201
"2022-05-13",50.380001,50.790001,49.68,49.919998,22423700,49.535629
"2022-05-16",49.869999,51.049999,49.869999,50.669998,19435600,50.279854
"2022-05-17",50.950001,51.52,50.18,51.34,19918200,50.944695
"2022-05-18",51.220001,51.419998,50.16,50.400002,22276000,50.011936
"2022-05-19",50,50.889999,49.59,50.650002,19865500,50.26001
"2022-05-20",51.27,52.700001,51.130001,52.470001,31250400,52.065998
"2022-05-23",52.580002,53.700001,52.48,52.880001,24035800,52.472839
"2022-05-24",52.709999,53.610001,52.709999,53.41,26729800,52.998756
"2022-05-25",53.200001,54.049999,53.049999,53.709999,24003900,53.296448
"2022-05-26",54.060001,54.919998,53.880001,53.990002,23516300,53.574295
"2022-05-27",53.919998,54.41,53.52,53.91,21407500,53.494907
"2022-05-31",53.32,53.5,51.939999,53.040001,66058200,52.631607
"2022-06-01",53.25,53.279999,51.84,52.369999,17430600,51.966763
"2022-06-02",52.369999,52.740002,51.040001,52.68,21903400,52.27438
"2022-06-03",52.459999,53.529999,52.459999,53.200001,18125000,52.790375
"2022-06-06",53.189999,53.720001,53,53.259998,16544400,52.849911
"2022-06-07",53.279999,53.970001,53.009998,53.959999,15091200,53.544521
"2022-06-08",54.060001,54.560001,53.41,53.470001,12789800,53.058296
"2022-06-09",53.27,53.650002,51.700001,51.779999,17572700,51.381306
"2022-06-10",51.310001,51.369999,49.950001,49.970001,23826000,49.585247
"2022-06-13",48.82,49.279999,47.709999,47.91,26989000,47.541107
"2022-06-14",47.75,48.470001,47.220001,47.919998,23290300,47.551025
"2022-06-15",47.880001,48.98,47.18,48.509998,25748000,48.136486
"2022-06-16",47.689999,48,47.060001,47.48,20424500,47.114418
"2022-06-17",47.380001,48.029999,46.279999,46.529999,45047700,46.17173
"2022-06-21",47.32,48.439999,46.950001,48.110001,19622100,47.739567
"2022-06-22",48.029999,49.580002,47.77,49.07,20382900,48.692173
"2022-06-23",49.23,50.169998,48.98,50.09,20061700,49.704319
"2022-06-24",50.650002,51.639999,50.299999,51.59,24343200,51.192772
"2022-06-27",51.48,52.23,51.259998,51.880001,16154300,51.480537
"2022-06-28",51.830002,51.970001,50.41,50.66,16417900,50.269932
"2022-06-29",50.73,51.439999,50.66,50.939999,13925700,50.547775
