"","SNPS.Open","SNPS.High","SNPS.Low","SNPS.Close","SNPS.Volume","SNPS.Adjusted"
"2022-01-19",314.609985,319.98999,311.519989,312.140015,770300,312.140015
"2022-01-20",314.940002,322.690002,309.480011,309.959991,657000,309.959991
"2022-01-21",309.25,314.950012,303,303.309998,1152700,303.309998
"2022-01-24",299.970001,308.76001,287.309998,308.339996,1374800,308.339996
"2022-01-25",297.720001,303.5,290.350006,291.660004,913800,291.660004
"2022-01-26",298.920013,303.869995,282.859985,288.559998,1225200,288.559998
"2022-01-27",293.459991,294.869995,282.339996,285.359985,984100,285.359985
"2022-01-28",286.410004,296.869995,279.429993,296.350006,1108000,296.350006
"2022-01-31",296.359985,310.839996,295.98999,310.5,925700,310.5
"2022-02-01",311.839996,313.23999,305.820007,311.820007,822100,311.820007
"2022-02-02",314.910004,316.329987,310.019989,315.630005,690600,315.630005
"2022-02-03",308.649994,312.5,301.630005,303.51001,868200,303.51001
"2022-02-04",302.079987,311.970001,300.140015,308.890015,771500,308.890015
"2022-02-07",309.519989,313.540009,303.829987,305.140015,829800,305.140015
"2022-02-08",302.980011,310.940002,302.25,309.109985,607600,309.109985
"2022-02-09",314.070007,324.519989,312.679993,324.179993,832400,324.179993
"2022-02-10",314.019989,321.820007,308.279999,311.149994,878700,311.149994
"2022-02-11",311.910004,314.73999,293.170013,295.290009,963800,295.290009
"2022-02-14",293.700012,300.160004,290.869995,294.959991,826600,294.959991
"2022-02-15",299.98999,306.410004,298.769989,306.149994,819500,306.149994
"2022-02-16",302.660004,308.119995,297.869995,306.790009,995500,306.790009
"2022-02-17",318.589996,319.630005,292.359985,293.309998,1302600,293.309998
"2022-02-18",293.410004,294.440002,285.059998,287.630005,1077000,287.630005
"2022-02-22",287.149994,294.429993,283.98999,289.470001,1321100,289.470001
"2022-02-23",294.200012,298.25,285.130005,285.529999,1147900,285.529999
"2022-02-24",279.529999,309.459991,275,307.799988,1498300,307.799988
"2022-02-25",306.089996,312.179993,301.059998,311.149994,1040600,311.149994
"2022-02-28",307.700012,316.01001,304.299988,312.390015,1083500,312.390015
"2022-03-01",311.980011,314.48999,305.220001,307.709991,881800,307.709991
"2022-03-02",310.540009,317.529999,306.980011,315.320007,621400,315.320007
"2022-03-03",317.230011,318.609985,306.570007,308.839996,704900,308.839996
"2022-03-04",306.799988,311.769989,302.829987,309.059998,878400,309.059998
"2022-03-07",309.720001,311.070007,295.380005,295.459991,933500,295.459991
"2022-03-08",292.220001,305.790009,289.339996,296.350006,911100,296.350006
"2022-03-09",303.720001,309.709991,302.200012,307.790009,809800,307.790009
"2022-03-10",300.440002,303.839996,291.519989,300.839996,941800,300.839996
"2022-03-11",305,305.920013,293.149994,293.690002,953200,293.690002
"2022-03-14",292.070007,296.029999,277.160004,278.980011,1192000,278.980011
"2022-03-15",281.390015,287.140015,278.279999,285.5,2278200,285.5
"2022-03-16",291.559998,300.220001,285.48999,300.079987,1360200,300.079987
"2022-03-17",300.5,304.76001,297.209991,304.049988,1175200,304.049988
"2022-03-18",301.890015,320.630005,301.880005,318.209991,2386300,318.209991
"2022-03-21",315.359985,317.01001,307.190002,314.309998,835300,314.309998
"2022-03-22",313.859985,325.73999,311.290009,325.220001,1064700,325.220001
"2022-03-23",321.98999,324.109985,316.269989,316.440002,846700,316.440002
"2022-03-24",318.220001,325.570007,315.359985,325.559998,696500,325.559998
"2022-03-25",324.850006,326,314.790009,318.910004,719200,318.910004
"2022-03-28",318.279999,332.859985,318,332.380005,974700,332.380005
"2022-03-29",336.609985,342.589996,333.959991,341,981500,341
"2022-03-30",337.320007,339.670013,330.75,332.589996,706800,332.589996
"2022-03-31",334.149994,340.089996,331.079987,333.269989,1089800,333.269989
"2022-04-01",333.73999,338.100006,330.220001,334.980011,862600,334.980011
"2022-04-04",336.970001,341.160004,336,340.149994,654400,340.149994
"2022-04-05",339.269989,340.149994,325.600006,327.709991,813900,327.709991
"2022-04-06",323.299988,329.609985,318.5,324.850006,931300,324.850006
"2022-04-07",322.48999,329.929993,321.899994,326.369995,782600,326.369995
"2022-04-08",324.290009,325.350006,317.049988,319.829987,783100,319.829987
"2022-04-11",316.019989,317.380005,307.519989,309.769989,978300,309.769989
"2022-04-12",316.420013,320.769989,309.350006,310.829987,775900,310.829987
"2022-04-13",311.230011,322.079987,296.640015,306.720001,2916700,306.720001
"2022-04-14",306.309998,306.309998,293.179993,294.769989,1486400,294.769989
"2022-04-18",293.109985,300,292.179993,297.119995,757600,297.119995
"2022-04-19",294.73999,307.190002,294.73999,306.329987,679600,306.329987
"2022-04-20",308.100006,310.369995,304.269989,306.26001,775200,306.26001
"2022-04-21",308.820007,312.579987,293.850006,295.5,665800,295.5
"2022-04-22",294.970001,297.809998,284.540009,285,1062000,285
"2022-04-25",286.070007,291.480011,284.299988,290.920013,829900,290.920013
"2022-04-26",290.920013,292.940002,281.299988,282.899994,1022200,282.899994
"2022-04-27",283,293.829987,283,287.029999,1005400,287.029999
"2022-04-28",291.950012,305.059998,290.709991,301.859985,724100,301.859985
"2022-04-29",298.549988,302.369995,285.540009,286.790009,763100,286.790009
"2022-05-02",286.549988,291.230011,280.899994,290.709991,1028900,290.709991
"2022-05-03",290.450012,294.700012,287.700012,292.209991,705300,292.209991
"2022-05-04",293.380005,299.940002,282.839996,299.190002,1064200,299.190002
"2022-05-05",293.230011,294.859985,278.369995,282.339996,1145800,282.339996
"2022-05-06",279.839996,280.5,268.709991,274.709991,1119500,274.709991
"2022-05-09",269.23999,271.290009,260.410004,262.410004,1209400,262.410004
"2022-05-10",270.929993,275.100006,260.700012,270.51001,1068000,270.51001
"2022-05-11",266.869995,272.799988,259.890015,260.829987,817100,260.829987
"2022-05-12",257.940002,264.899994,255.020004,262.059998,855500,262.059998
"2022-05-13",267.380005,277.549988,266.769989,275.98999,917700,275.98999
"2022-05-16",273.420013,276.959991,270,273.730011,818000,273.730011
"2022-05-17",279.839996,284.5,276.029999,282.809998,8e+05,282.809998
"2022-05-18",277.630005,281.619995,270.73999,272.570007,1262500,272.570007
"2022-05-19",289,307,287.26001,300.519989,2361500,300.519989
"2022-05-20",303.859985,308.109985,293.329987,306.720001,1833300,306.720001
"2022-05-23",311.23999,311.23999,301.589996,306.980011,1022300,306.980011
"2022-05-24",302.299988,303.480011,294.25,296.369995,1181100,296.369995
"2022-05-25",295.769989,302.779999,292.519989,299.170013,967700,299.170013
"2022-05-26",299.720001,308.839996,297.019989,306.100006,859500,306.100006
"2022-05-27",311.440002,323.480011,309.23999,322.959991,1162600,322.959991
"2022-05-31",323.670013,324.5,314.380005,319.200012,1219300,319.200012
"2022-06-01",321.98999,324.660004,313.089996,316.859985,781600,316.859985
"2022-06-02",316.450012,331.220001,315.529999,330.809998,729400,330.809998
"2022-06-03",325.48999,328.76001,323.320007,327.679993,742200,327.679993
"2022-06-06",332.130005,335.290009,327.220001,328.790009,503800,328.790009
"2022-06-07",323.089996,330.709991,323.01001,329.529999,872900,329.529999
"2022-06-08",327.600006,328.190002,321.25,322.890015,688500,322.890015
"2022-06-09",321.679993,325.290009,317.070007,317.079987,565000,317.079987
"2022-06-10",310.049988,310.970001,303.929993,305.390015,711900,305.390015
"2022-06-13",293.600006,296.940002,288.670013,290.25,1202500,290.25
"2022-06-14",291.959991,298.350006,288.980011,295.160004,815300,295.160004
"2022-06-15",297.799988,309.089996,296.809998,303.23999,903300,303.23999
"2022-06-16",294.809998,297.630005,286.309998,289.48999,1094100,289.48999
"2022-06-17",289.369995,301.390015,289.369995,296.179993,1823000,296.179993
"2022-06-21",299.899994,306.26001,299.559998,302.220001,904000,302.220001
"2022-06-22",297.700012,305.149994,297.190002,301.23999,814200,301.23999
"2022-06-23",305.070007,309.929993,301.630005,309.25,815600,309.25
"2022-06-24",313.26001,318.579987,311.100006,317.470001,1946200,317.470001
"2022-06-27",313.790009,317.209991,310.230011,311.859985,750300,311.859985
"2022-06-28",312.019989,314.130005,302.23999,303.670013,795100,303.670013
"2022-06-29",304.420013,309.540009,303.399994,306.059998,855800,306.059998
