"","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
"2021-12-30",77.120003,77.610001,76.970001,77.139999,5859100,75.839195
"2021-12-31",77.139999,77.550003,76.620003,76.639999,6019500,75.347626
"2022-01-03",76.580002,76.940002,75.349998,76.870003,9441200,75.573753
"2022-01-04",76.400002,77.269997,75.889999,77.010002,11981700,75.711395
"2022-01-05",77.260002,79.809998,77.260002,78.879997,17447900,77.549858
"2022-01-06",78.790001,79.580002,77.949997,78.830002,11359200,77.500694
"2022-01-07",78.860001,80.529999,78.459999,80.300003,15212000,78.945915
"2022-01-10",80.540001,82.449997,79.669998,82.370003,19636800,80.98101
"2022-01-11",82.419998,82.559998,80.650002,81.669998,11585100,80.292801
"2022-01-12",81.080002,81.419998,80.669998,81.199997,13057000,79.830734
"2022-01-13",80.93,81.720001,80.330002,81.32,9678100,79.948708
"2022-01-14",81.599998,81.849998,80.769997,81.379997,9478000,80.007698
"2022-01-18",81.099998,82.160004,80.809998,81.540001,14493100,80.165001
"2022-01-19",80.980003,81.980003,80.480003,81.290001,11448200,79.91922
"2022-01-20",80.730003,81.860001,80.519997,80.75,12069600,79.388329
"2022-01-21",81.269997,81.519997,79.239998,79.980003,18461700,78.63131
"2022-01-24",79.769997,80.110001,76.650002,78.830002,17289000,77.500694
"2022-01-25",78.419998,79.779999,77.779999,79.459999,13662400,78.120071
"2022-01-26",79.389999,80.339996,78.730003,79.139999,13046600,77.805466
"2022-01-27",78.419998,81.599998,78.419998,80.580002,20187200,79.221191
"2022-01-28",79.540001,80.989998,79.18,80.900002,13915300,79.535789
"2022-01-31",81.019997,81.720001,80.800003,81.480003,13035000,80.106018
"2022-02-01",81.959999,82.120003,81.080002,81.919998,10803300,80.538597
"2022-02-02",81.800003,82.300003,81.260002,82.010002,13988200,80.627083
"2022-02-03",81.650002,81.800003,78.400002,79.010002,19181400,77.677666
"2022-02-04",78.510002,79.550003,78.199997,78.559998,10716200,77.235245
"2022-02-07",78.790001,78.919998,77.440002,77.580002,23615300,76.271782
"2022-02-08",77.099998,77.330002,75.82,76.910004,17486500,75.613075
"2022-02-09",77.169998,77.330002,76.410004,76.529999,15183100,75.239479
"2022-02-10",76.360001,76.769997,75.93,76.559998,12437600,75.268974
"2022-02-11",76.400002,77.900002,76.169998,76.639999,9342300,75.347626
"2022-02-14",76.629997,76.699997,75.110001,76.470001,9881100,75.180496
"2022-02-15",77.510002,78.190002,77.32,77.809998,11425600,76.497894
"2022-02-16",77.199997,77.800003,76.93,77.220001,9981300,75.917847
"2022-02-17",76.849998,76.93,76,76.360001,8889300,75.07235
"2022-02-18",76.32,76.860001,75.889999,76.370003,8780500,75.082184
"2022-02-22",76.459999,76.860001,75.610001,75.949997,9052500,74.669266
"2022-02-23",76.190002,76.440002,75.620003,75.839996,9659100,74.561119
"2022-02-24",75.099998,75.32,72.879997,73.510002,21135600,72.270409
"2022-02-25",74.199997,77.290001,74.169998,76.32,13665900,75.03302
"2022-02-28",75.830002,76.760002,74.779999,76.580002,14126100,75.288643
"2022-03-01",76.5,77.760002,75.949997,76.339996,9807300,75.052681
"2022-03-02",76.309998,77.220001,76.059998,76.669998,9697500,75.377121
"2022-03-03",76.769997,77.540001,76.410004,77.150002,8191100,75.84903
"2022-03-04",76.68,77.860001,76.019997,77.830002,12216300,76.517563
"2022-03-07",77.010002,78.290001,76.080002,77.730003,14008400,76.41925
"2022-03-08",77.25,78.089996,76.559998,76.949997,10184100,75.652397
"2022-03-09",77.620003,78.220001,77.050003,77.790001,9746000,76.478233
"2022-03-10",77.629997,78.199997,77.330002,77.889999,8972200,76.576553
"2022-03-11",78.32,79.629997,78.199997,78.260002,9424500,76.940315
"2022-03-14",77.900002,78.610001,77.309998,77.779999,10085400,77.148605
"2022-03-15",77.68,79.010002,77.400002,78.639999,11403000,78.001625
"2022-03-16",78.959999,79.110001,77.650002,78.120003,10944000,77.485847
"2022-03-17",78.150002,79.370003,78.059998,78.940002,10279400,78.299194
"2022-03-18",79.18,79.739998,78.629997,79.110001,21064800,78.467812
"2022-03-21",79.669998,80.449997,78.910004,79.059998,10478300,78.418213
"2022-03-22",79.269997,79.779999,78.769997,79.300003,10016600,78.656273
"2022-03-23",79.300003,80.580002,79.230003,79.730003,8470400,79.082779
"2022-03-24",80.040001,80.669998,79.720001,80.410004,7605000,79.757263
"2022-03-25",80.589996,81.379997,80.449997,81.339996,7125600,80.679703
"2022-03-28",81.370003,81.669998,80.730003,81.209999,7071900,80.550766
"2022-03-29",81.660004,81.760002,80.739998,81.57,7398700,80.907845
"2022-03-30",81.839996,82.699997,81.669998,82.400002,9326600,81.731102
"2022-03-31",82.900002,83.379997,81.940002,82.050003,12466800,81.383949
"2022-04-01",82.190002,83.580002,81.639999,83.519997,10086700,82.84201
"2022-04-04",83.5,83.889999,82.730003,83.489998,9039600,82.812256
"2022-04-05",83.660004,85.43,83.510002,83.720001,12040900,83.04039
"2022-04-06",84.360001,85.559998,84.120003,84.970001,13924300,84.280243
"2022-04-07",85.75,87.110001,84.959999,86.800003,13104300,86.09539
"2022-04-08",86.639999,87.839996,86.260002,87.68,11409300,86.968239
"2022-04-11",88.32,89.480003,86.18,86.629997,14381000,85.926765
"2022-04-12",86,86.550003,85.220001,85.629997,12543000,84.934883
"2022-04-13",85.800003,86.239998,84.830002,86.129997,12743800,85.430824
"2022-04-14",86.129997,87.510002,85.410004,86.910004,22096100,86.204498
"2022-04-18",86.419998,87.449997,85.68,86.07,7995100,85.371315
"2022-04-19",85.970001,86.089996,85.120003,85.790001,8494700,85.093582
"2022-04-20",85.519997,86.82,85.480003,86.459999,8719400,85.758148
"2022-04-21",86.410004,87.230003,85.389999,86.230003,8562400,85.530014
"2022-04-22",85.860001,86.139999,84.5,84.589996,7914000,83.90332
"2022-04-25",84.589996,85.809998,83.529999,85.440002,10573400,84.746429
"2022-04-26",85.760002,86.199997,84.389999,84.480003,9009600,83.79422
"2022-04-27",84.300003,85.129997,83.599998,84.410004,10781300,83.724792
"2022-04-28",85.75,89.370003,85,88.580002,21092300,87.860939
"2022-04-29",88.660004,90.010002,88.089996,88.690002,15914200,87.970047
"2022-05-02",88.720001,88.839996,86.629997,87.650002,12124900,86.938484
"2022-05-03",86.989998,88.239998,86.43,87.099998,8425600,86.392952
"2022-05-04",86.57,88.769997,86.360001,88.519997,10763500,87.801422
"2022-05-05",88.419998,88.660004,87.029999,88.010002,9548300,87.295563
"2022-05-06",87.739998,88.919998,87.480003,88.389999,12227400,87.672478
"2022-05-09",87.5,88.059998,86.910004,87.639999,11901500,86.928566
"2022-05-10",88.120003,89.290001,87.269997,87.809998,12370800,87.097183
"2022-05-11",87.419998,90.809998,87.419998,89.190002,16338600,88.465988
"2022-05-12",89.849998,90.849998,88.360001,90.830002,14210200,90.092674
"2022-05-13",90.699997,91.050003,89.260002,90.410004,10308100,89.676086
"2022-05-16",90.790001,92.870003,90.68,92.32,13999000,91.57058
"2022-05-17",92.309998,94.559998,91.510002,93,17582800,92.245056
"2022-05-18",92.559998,93.160004,91.769997,92.099998,12717600,91.352364
"2022-05-19",91.25,92.610001,90.879997,92.089996,11121600,91.342438
"2022-05-20",92.449997,94.080002,92.449997,93.550003,11757100,92.790596
"2022-05-23",93.589996,94.919998,93.400002,93.830002,9067000,93.068321
"2022-05-24",94.25,94.800003,93.57,94.639999,9021000,93.871742
"2022-05-25",94.360001,94.760002,93.139999,93.75,11177700,92.988968
"2022-05-26",94.239998,94.25,91,92.309998,17249500,91.560654
"2022-05-27",92.279999,93.110001,91.75,93.080002,9802000,92.324409
"2022-05-31",91.910004,92.620003,90.870003,92.029999,22860800,91.282928
"2022-06-01",91.669998,91.93,90.040001,91.139999,10492500,90.400154
"2022-06-02",91.129997,91.139999,88.739998,90,11066200,89.269409
"2022-06-03",89.739998,90.68,89.68,89.910004,7051600,89.180145
"2022-06-06",90.169998,90.660004,89.690002,89.839996,8336900,89.110703
"2022-06-07",90.150002,90.82,89.580002,90.480003,10243300,89.745514
"2022-06-08",90.580002,90.650002,89.269997,89.480003,10266000,88.753632
"2022-06-09",89.25,89.790001,87.919998,88,7381100,87.285645
"2022-06-10",87.169998,88.040001,86.709999,87.18,8861600,86.472298
"2022-06-13",85.709999,86.510002,84.629997,85,12016100,84.309998
"2022-06-14",84.769997,85.040001,83.870003,84.5,11226900,84.5
"2022-06-15",84.559998,85.370003,83.75,84.629997,11357100,84.629997
"2022-06-16",83.769997,85.190002,83.050003,84.889999,12925200,84.889999
"2022-06-17",84.639999,85.760002,83.389999,84.620003,32989100,84.620003
"2022-06-21",86.050003,88.360001,85.269997,88.029999,11778600,88.029999
"2022-06-22",88.040001,90.339996,88.029999,89.160004,11935400,89.160004
"2022-06-23",90,92.150002,89.559998,92,14718400,92
"2022-06-24",93.25,93.790001,91.699997,93.129997,25248400,93.129997
"2022-06-27",93.199997,95.720001,93.050003,94.410004,11949000,94.410004
"2022-06-28",94.110001,94.330002,91.470001,91.889999,13523300,91.889999
"2022-06-29",92.309998,92.980003,91.889999,92.510002,8657100,92.510002
