"","REGN.Open","REGN.High","REGN.Low","REGN.Close","REGN.Volume","REGN.Adjusted"
"2022-01-28",608.289978,625,601.890015,624.919983,736700,624.919983
"2022-01-31",623.150024,623.169983,602.51001,608.590027,922300,608.590027
"2022-02-01",607.830017,613.929993,600.219971,613.359985,738500,613.359985
"2022-02-02",613.359985,623.400024,596.900024,622.849976,1033300,622.849976
"2022-02-03",617.909973,625,613.960022,620.690002,962400,620.690002
"2022-02-04",610.01001,635,610.01001,622.960022,1205800,622.960022
"2022-02-07",620.72998,625.109985,613.320007,622.359985,905300,622.359985
"2022-02-08",620.01001,621.900024,612.039978,617.940002,846200,617.940002
"2022-02-09",620,620.960022,616.26001,619.77002,818500,619.77002
"2022-02-10",613.340027,624.549988,608.390015,618.219971,769500,618.219971
"2022-02-11",620.570007,645,617.5,638.409973,1111100,638.409973
"2022-02-14",638,639.200012,614.390015,623.530029,826900,623.530029
"2022-02-15",622,635.440002,620.719971,630.150024,675600,630.150024
"2022-02-16",630.630005,632.169983,624.25,630.900024,374000,630.900024
"2022-02-17",628.369995,632.210022,619.51001,626.719971,627800,626.719971
"2022-02-18",621.820007,632.76001,614.090027,615.130005,718900,615.130005
"2022-02-22",613.309998,618.960022,602.169983,602.890015,649200,602.890015
"2022-02-23",625,625,604.179993,608.97998,863000,608.97998
"2022-02-24",603.400024,610.559998,598.070007,609.780029,533500,609.780029
"2022-02-25",610.75,622.140015,608.330017,618.659973,427400,618.659973
"2022-02-28",611.539978,620.330017,607.73999,618.359985,518900,618.359985
"2022-03-01",615.390015,623.630005,603.119995,607.030029,617300,607.030029
"2022-03-02",604.880005,619.859985,604.219971,616.869995,339600,616.869995
"2022-03-03",618.580017,620,608.669983,611.150024,593100,611.150024
"2022-03-04",604.22998,624.619995,604.22998,620.409973,550500,620.409973
"2022-03-07",618.429993,636.359985,609.01001,618.590027,755300,618.590027
"2022-03-08",611.169983,627.340027,609.030029,614.73999,592200,614.73999
"2022-03-09",622.200012,626.679993,614.210022,623.429993,538900,623.429993
"2022-03-10",616.130005,632.679993,615.919983,630.359985,480600,630.359985
"2022-03-11",633.799988,652.27002,630.669983,642.580017,803200,642.580017
"2022-03-14",644.599976,665.97998,644.599976,656.409973,1018900,656.409973
"2022-03-15",660.26001,668.940002,654.5,665.929993,763800,665.929993
"2022-03-16",670.01001,678.679993,663.869995,677.97998,806200,677.97998
"2022-03-17",675.789978,689.98999,675.02002,685.22998,808200,685.22998
"2022-03-18",686.429993,688.840027,677.030029,685.940002,1170500,685.940002
"2022-03-21",687.73999,697.01001,685.619995,693.200012,731100,693.200012
"2022-03-22",695.049988,695.049988,683.679993,692.640015,576900,692.640015
"2022-03-23",693.039978,693.039978,667.880005,669.219971,608500,669.219971
"2022-03-24",667.309998,680.080017,666.349976,679.76001,402500,679.76001
"2022-03-25",679.900024,685.01001,676.140015,680.030029,366800,680.030029
"2022-03-28",676.289978,694.22998,676.289978,693.400024,625600,693.400024
"2022-03-29",692.559998,699,680.119995,698.429993,725000,698.429993
"2022-03-30",700.049988,703.030029,690.75,692.380005,848500,692.380005
"2022-03-31",695.77002,710.210022,691.77002,698.419983,1061500,698.419983
"2022-04-01",701.820007,701.950012,685.280029,694.830017,603500,694.830017
"2022-04-04",700,704.169983,692.5,698.409973,498600,698.409973
"2022-04-05",697.02002,710.409973,689.119995,691.469971,671800,691.469971
"2022-04-06",692,710.299988,690.01001,708.359985,683500,708.359985
"2022-04-07",706.23999,725.969971,706.210022,721.799988,828000,721.799988
"2022-04-08",725,747.419983,725,738.840027,1030100,738.840027
"2022-04-11",736.640015,741.849976,722.02002,722.369995,709000,722.369995
"2022-04-12",720.659973,726.330017,711.690002,715.789978,488800,715.789978
"2022-04-13",716.359985,732.97998,716.359985,731.890015,526200,731.890015
"2022-04-14",732.25,738.98999,730.940002,733.02002,795700,733.02002
"2022-04-18",726.809998,732,719.27002,723.200012,313300,723.200012
"2022-04-19",724.200012,725.809998,710.599976,716.219971,468000,716.219971
"2022-04-20",720.070007,721.719971,713.01001,719.619995,413700,719.619995
"2022-04-21",719,725.320007,705.099976,706.109985,535200,706.109985
"2022-04-22",701.530029,709.059998,686.26001,688.080017,609400,688.080017
"2022-04-25",684.700012,690.559998,673.099976,690.330017,514300,690.330017
"2022-04-26",683.01001,692.51001,673.890015,674.820007,538500,674.820007
"2022-04-27",680.109985,683.950012,672.099976,673.51001,406600,673.51001
"2022-04-28",673.51001,677.5,660.820007,675.580017,555600,675.580017
"2022-04-29",673.950012,676.640015,655.900024,659.109985,678300,659.109985
"2022-05-02",656.969971,658.25,641.169983,652.02002,737400,652.02002
"2022-05-03",658.099976,665.299988,650.22998,660.48999,538700,660.48999
"2022-05-04",661.299988,666.25,636.799988,660.859985,998100,660.859985
"2022-05-05",659.98999,660.869995,630.030029,639.369995,754700,639.369995
"2022-05-06",639.039978,639.039978,622.059998,623.049988,773800,623.049988
"2022-05-09",612.669983,616.48999,597.76001,599.77002,819400,599.77002
"2022-05-10",609.27002,627.890015,608.289978,615.090027,769500,615.090027
"2022-05-11",610.369995,624.830017,604.710022,613.049988,704000,613.049988
"2022-05-12",606.789978,634.190002,606.77002,633.960022,793100,633.960022
"2022-05-13",635.380005,648.47998,629.080017,645.52002,604500,645.52002
"2022-05-16",640.179993,656.450012,640.179993,655.01001,486900,655.01001
"2022-05-17",661.869995,670.960022,651.809998,667.559998,571800,667.559998
"2022-05-18",664.099976,672.539978,655.25,659.200012,560100,659.200012
"2022-05-19",660.349976,660.619995,650.820007,657.150024,607700,657.150024
"2022-05-20",661.289978,664.900024,647.539978,661.140015,544300,661.140015
"2022-05-23",671.609985,686.320007,668.5,681.909973,593200,681.909973
"2022-05-24",681.969971,686.330017,667.75,686.02002,465100,686.02002
"2022-05-25",689,699.630005,684.700012,690.880005,562100,690.880005
"2022-05-26",690.119995,697.01001,682.900024,683.440002,523500,683.440002
"2022-05-27",685.719971,693.809998,680,692.799988,558700,692.799988
"2022-05-31",692.799988,692.799988,656.710022,664.73999,1691600,664.73999
"2022-06-01",669.51001,672.349976,651.849976,658.919983,610000,658.919983
"2022-06-02",655.02002,655.02002,617.210022,630.700012,1276100,630.700012
"2022-06-03",628.679993,635.390015,625.51001,630.349976,666500,630.349976
"2022-06-06",625.47998,627.919983,599.679993,609.030029,941200,609.030029
"2022-06-07",605.450012,616.679993,603.22998,613.97998,515900,613.97998
"2022-06-08",617.98999,622.840027,605.330017,607.76001,566900,607.76001
"2022-06-09",605.109985,605.900024,575.390015,575.47998,939700,575.47998
"2022-06-10",570.960022,577.809998,566.77002,571.809998,837800,571.809998
"2022-06-13",554.659973,568.150024,547.549988,549.299988,1055000,549.299988
"2022-06-14",555.119995,557.619995,538.01001,548.349976,755000,548.349976
"2022-06-15",554.030029,570.460022,552.359985,561.190002,766600,561.190002
"2022-06-16",549.690002,559.309998,546.929993,556.75,796800,556.75
"2022-06-17",565.609985,585.52002,561.710022,580.950012,1967600,580.950012
"2022-06-21",583.440002,600.049988,583.440002,587.669983,716100,587.669983
"2022-06-22",580.719971,595.559998,580.719971,586.840027,539600,586.840027
"2022-06-23",589.97998,609.090027,589.97998,607.390015,681900,607.390015
"2022-06-24",612.059998,613.150024,602.52002,612.48999,818300,612.48999
"2022-06-27",608.76001,610.950012,601.22998,602.400024,580900,602.400024
"2022-06-28",600.669983,604.330017,593.630005,594.419983,534100,594.419983
"2022-06-29",597.559998,607.409973,590.01001,597.619995,533000,597.619995
