"","IPG.Open","IPG.High","IPG.Low","IPG.Close","IPG.Volume","IPG.Adjusted"
"2022-01-25",34.900002,35.610001,34.23,35.220001,3660700,34.629883
"2022-01-26",35.740002,36.259998,35.02,35.450001,4062500,34.85603
"2022-01-27",34.509998,35,33.48,33.669998,7097600,33.10585
"2022-01-28",33.810001,35.209999,33.349998,35.189999,4293200,34.600384
"2022-01-31",34.919998,35.900002,34.75,35.540001,7917900,34.944523
"2022-02-01",35.709999,36.330002,35.580002,36.200001,3433600,35.593464
"2022-02-02",36.200001,36.389999,35.639999,36.09,3184800,35.485306
"2022-02-03",35.880001,36.68,35.669998,36.549999,3309300,35.937599
"2022-02-04",36.490002,36.919998,36.18,36.32,3172100,35.711452
"2022-02-07",36.59,36.84,36.389999,36.549999,2966300,35.937599
"2022-02-08",36.689999,37.360001,36.549999,37.220001,3313200,36.596375
"2022-02-09",38.529999,39.98,38.240002,39.439999,7690100,38.779175
"2022-02-10",33.060001,37.990002,33.060001,35.98,10190700,35.377148
"2022-02-11",35.869999,36.290001,34.650002,34.939999,5736000,34.354572
"2022-02-14",34.919998,35.48,34.599998,35.080002,4935800,34.492229
"2022-02-15",35.689999,36.380001,35.689999,36.32,3907100,35.711452
"2022-02-16",35.91,36.849998,35.889999,36.599998,3786100,35.986759
"2022-02-17",36.099998,36.700001,35.880001,36.119999,2887300,35.514801
"2022-02-18",36.080002,36.57,35.889999,36.110001,3466600,35.504971
"2022-02-22",36.150002,36.82,35.91,36.389999,4018300,35.780277
"2022-02-23",36.650002,36.650002,35.700001,35.790001,3770400,35.190334
"2022-02-24",34.860001,36.310001,34.580002,36.18,4296000,35.573799
"2022-02-25",36.139999,37.610001,36.139999,37.48,4875200,36.852013
"2022-02-28",36.389999,37.169998,36.220001,36.799999,4734000,36.465561
"2022-03-01",36.5,36.799999,35.169998,35.470001,4554700,35.147648
"2022-03-02",35.889999,36.529999,35.689999,36.41,3736200,36.079105
"2022-03-03",36.389999,36.630001,35.32,35.849998,2905500,35.524193
"2022-03-04",35.310001,35.43,33.970001,34.200001,4112600,33.889191
"2022-03-07",34.060001,34.189999,32.169998,32.200001,5004500,31.907366
"2022-03-08",32.529999,33.549999,31.83,32.540001,5093200,32.244278
"2022-03-09",33.68,34.080002,33.349998,33.779999,2758500,33.473003
"2022-03-10",33.32,33.779999,33.049999,33.459999,3060600,33.155914
"2022-03-11",33.990002,34.029999,32.990002,32.990002,3082300,32.690186
"2022-03-14",33.34,34.549999,33.299999,34.169998,7577000,33.859459
"2022-03-15",34.279999,35,34.279999,34.84,4201500,34.523373
"2022-03-16",35.259998,36.43,35.240002,36.25,4995600,35.920559
"2022-03-17",35.779999,36.619999,35.779999,36.43,3761600,36.098923
"2022-03-18",36.240002,36.330002,35.439999,36.040001,13997000,35.712467
"2022-03-21",36.419998,36.919998,35.5,35.869999,4185800,35.54401
"2022-03-22",36.220001,36.779999,35.900002,36.400002,3047700,36.069199
"2022-03-23",36.099998,36.380001,35.07,35.130001,4139700,34.810738
"2022-03-24",35.43,36.380001,35.299999,35.970001,3654000,35.643105
"2022-03-25",36.110001,36.560001,35.950001,36.450001,3034200,36.11874
"2022-03-28",36.34,36.34,35.580002,36.009998,2489700,35.682739
"2022-03-29",36.32,37.369999,36.32,37.189999,4797000,36.852013
"2022-03-30",37,37.220001,36.459999,36.5,2499400,36.168285
"2022-03-31",36.360001,36.459999,35.450001,35.450001,3876500,35.127831
"2022-04-01",35.84,35.91,35.099998,35.459999,3163800,35.137737
"2022-04-04",35.200001,35.349998,34.580002,35.119999,2276500,34.800827
"2022-04-05",34.98,35.34,34.709999,34.77,2193100,34.45401
"2022-04-06",34.720001,35.209999,34.34,34.459999,4467500,34.146824
"2022-04-07",34.290001,34.389999,33.41,34.09,4590500,33.78019
"2022-04-08",34.07,34.84,33.82,34.139999,4674100,33.829735
"2022-04-11",33.990002,34.540001,33.700001,34.130001,3420600,33.819828
"2022-04-12",34.330002,34.619999,33.810001,33.869999,2360800,33.562187
"2022-04-13",33.84,34.389999,33.84,34.32,2604200,34.008099
"2022-04-14",34.419998,34.810001,34.419998,34.490002,2398600,34.176556
"2022-04-18",34.439999,34.849998,34.279999,34.490002,3339600,34.176556
"2022-04-19",34.689999,35.75,34.470001,35.549999,3599700,35.226921
"2022-04-20",35.860001,37.27,35.779999,36.970001,5355200,36.634018
"2022-04-21",37.150002,37.290001,35.799999,35.91,3000400,35.583649
"2022-04-22",35.799999,35.799999,34.98,35.049999,2395100,34.731464
"2022-04-25",35,35.130001,34.349998,35.080002,3099600,34.761192
"2022-04-26",35.060001,35.07,34.07,34.080002,3454800,33.770283
"2022-04-27",34.099998,34.689999,33.639999,34.009998,3798300,33.700912
"2022-04-28",34.75,35,33.529999,34.099998,3323800,33.790096
"2022-04-29",33.970001,33.990002,32.5,32.619999,3600800,32.323547
"2022-05-02",32.810001,32.939999,32.130001,32.75,2801400,32.452366
"2022-05-03",32.990002,33.439999,32.639999,33.220001,3153700,32.918095
"2022-05-04",33.360001,34.450001,33.119999,34.41,2794800,34.097279
"2022-05-05",34.029999,34.25,32.73,33.150002,2638800,32.848732
"2022-05-06",32.860001,33.290001,32.200001,32.779999,2658600,32.482094
"2022-05-09",32.119999,32.779999,32.040001,32.470001,3284200,32.174911
"2022-05-10",32.799999,33.119999,31.33,31.9,3181000,31.61009
"2022-05-11",31.860001,32.220001,30.85,30.959999,2961400,30.678633
"2022-05-12",30.959999,31.389999,30.52,31.290001,3851700,31.005636
"2022-05-13",31.610001,32.380001,31.51,32.119999,2819800,31.828091
"2022-05-16",32.189999,32.25,31.620001,31.889999,2016800,31.600182
"2022-05-17",32.52,32.869999,32.41,32.810001,2461700,32.511822
"2022-05-18",32.34,32.48,31.16,31.32,3158800,31.035362
"2022-05-19",30.9,31.33,30.23,30.709999,4406600,30.430906
"2022-05-20",31.1,31.450001,30.110001,30.67,3155200,30.39127
"2022-05-23",31.1,31.379999,30.559999,31.209999,3254300,30.926361
"2022-05-24",29.639999,29.98,27.67,29.67,8179000,29.400358
"2022-05-25",29.629999,30.940001,29.459999,30.84,3664800,30.559725
"2022-05-26",31.209999,31.799999,31.059999,31.620001,3257000,31.332638
"2022-05-27",31.809999,32.279999,31.73,32.279999,3645600,31.986637
"2022-05-31",32.16,32.419998,31.58,32.23,6451800,31.937092
"2022-06-01",32.5,32.669998,31.32,31.68,2624100,31.392092
"2022-06-02",31.65,31.950001,31.48,31.91,2152300,31.620001
"2022-06-03",31.549999,31.65,30.940001,31.08,2433400,31.08
"2022-06-06",31.309999,31.58,31.15,31.32,2510900,31.32
"2022-06-07",30.940001,31.639999,30.719999,31.610001,2482600,31.610001
"2022-06-08",31.43,31.43,30.67,30.75,2114400,30.75
"2022-06-09",30.59,30.860001,30.24,30.25,2347700,30.25
"2022-06-10",29.389999,29.58,28.610001,28.950001,4567000,28.950001
"2022-06-13",28.18,28.620001,27.700001,28.01,4271700,28.01
"2022-06-14",28.049999,28.219999,27.540001,27.780001,2888100,27.780001
"2022-06-15",28.120001,28.440001,27.629999,28.049999,3592400,28.049999
"2022-06-16",27.41,27.57,26.43,26.59,5627400,26.59
"2022-06-17",26.799999,27.280001,26.73,27.049999,5942800,27.049999
"2022-06-21",27.559999,27.799999,27.17,27.209999,2972100,27.209999
"2022-06-22",26.92,27.4,26.790001,27.23,4380400,27.23
"2022-06-23",26.93,27.209999,26.59,26.940001,4580400,26.940001
"2022-06-24",27.25,28.209999,27.15,27.98,5388800,27.98
"2022-06-27",28.16,28.190001,27.700001,28,3378900,28
"2022-06-28",28.35,28.440001,27.450001,27.48,2716500,27.48
"2022-06-29",27.360001,27.459999,26.809999,27.440001,6275100,27.440001
