"","PWR.Open","PWR.High","PWR.Low","PWR.Close","PWR.Volume","PWR.Adjusted"
"2022-01-14",105.650002,107.019997,105.129997,106.639999,581100,106.521301
"2022-01-18",105.050003,106.440002,104.07,105.599998,1089200,105.482452
"2022-01-19",106.269997,107.349998,102.099998,102.160004,1148100,102.046288
"2022-01-20",102.489998,104.099998,99.720001,99.980003,1145100,99.868713
"2022-01-21",99.980003,100.559998,97.860001,98.269997,3039000,98.160614
"2022-01-24",95.75,99.660004,93.910004,99.480003,1840200,99.36927
"2022-01-25",97.870003,98.169998,95.370003,97.059998,1456600,96.951965
"2022-01-26",99,101.25,95.940002,97.059998,1095100,96.951965
"2022-01-27",97.940002,99.699997,96.440002,96.889999,1165900,96.78215
"2022-01-28",96.879997,98.550003,94.910004,98.5,939300,98.390358
"2022-01-31",97.550003,102.720001,97.550003,102.720001,1471000,102.605667
"2022-02-01",103.089996,104.110001,101.029999,103.120003,1054200,103.005219
"2022-02-02",103.300003,104,101.470001,103.809998,1161600,103.694443
"2022-02-03",102.480003,103.809998,101.309998,101.470001,1049900,101.357056
"2022-02-04",101.190002,102.419998,99.919998,99.949997,853000,99.838737
"2022-02-07",100,100.82,98.43,98.870003,1241500,98.759949
"2022-02-08",99.25,102.629997,98.970001,102.25,1103800,102.136185
"2022-02-09",104.019997,106.419998,104.019997,106.269997,999600,106.151711
"2022-02-10",104.099998,106.849998,101.959999,102.870003,1325900,102.755493
"2022-02-11",102.82,103.830002,99.330002,99.910004,1394800,99.79879
"2022-02-14",100.040001,101.309998,98.519997,99.459999,879500,99.349289
"2022-02-15",101.300003,105.040001,101.300003,104.839996,1334700,104.723297
"2022-02-16",103.720001,107.720001,103.209999,106.980003,1156100,106.860916
"2022-02-17",105.809998,106.440002,102.699997,102.980003,1118900,102.865379
"2022-02-18",102.760002,103.93,101.839996,102.169998,901100,102.056274
"2022-02-22",101.389999,103.309998,100.120003,100.769997,1253400,100.657829
"2022-02-23",101.260002,101.660004,97.779999,98.32,1154700,98.210556
"2022-02-24",98,109.5,97,108.739998,2814000,108.618965
"2022-02-25",107.43,108.900002,104.089996,108.209999,2063600,108.089546
"2022-02-28",106.839996,109.989998,106.120003,108.940002,1398800,108.818741
"2022-03-01",109.519997,111.029999,107.940002,108.370003,1710200,108.249374
"2022-03-02",109.330002,110.879997,108.870003,110.239998,1192900,110.117294
"2022-03-03",110.889999,113.110001,110.889999,112.370003,1537400,112.244926
"2022-03-04",110.650002,111.330002,107.620003,109.169998,1056300,109.048485
"2022-03-07",108.800003,111.870003,107.779999,108.010002,1628400,107.889778
"2022-03-08",108.379997,117.709999,108.139999,116.830002,3089900,116.699959
"2022-03-09",117.82,121.150002,116.760002,118.720001,2264000,118.587852
"2022-03-10",116.989998,121.480003,116.639999,121.050003,1636100,120.91526
"2022-03-11",121.5,124.949997,121.5,123.32,1963100,123.182732
"2022-03-14",123.18,124.660004,121.279999,122.599998,1837100,122.463531
"2022-03-15",121.839996,123,119.480003,121.669998,1090600,121.534569
"2022-03-16",122.849998,124.440002,119.800003,122.839996,1172900,122.703262
"2022-03-17",121.769997,125.690002,121.75,125.660004,763300,125.520126
"2022-03-18",124.860001,127.150002,124,126.559998,1269200,126.419121
"2022-03-21",126.769997,128.940002,126.669998,128.220001,1257700,128.077271
"2022-03-22",128.589996,131.339996,128.570007,129.740005,1154500,129.595596
"2022-03-23",129.220001,129.949997,127.720001,129.210007,936100,129.066177
"2022-03-24",129.289993,132.860001,129.289993,132.570007,1059700,132.42244
"2022-03-25",132.570007,134.5,131.860001,134.300003,1206700,134.150513
"2022-03-28",134.169998,135.610001,133.479996,135.539993,1349000,135.38913
"2022-03-29",136.679993,137.720001,131.880005,134.460007,1443600,134.310333
"2022-03-30",136.259995,136.490005,130.910004,132.160004,1753400,132.012894
"2022-03-31",132.130005,135.470001,131.380005,131.610001,1288500,131.463501
"2022-04-01",132,133.759995,131.160004,131.619995,1087000,131.473495
"2022-04-04",131.619995,132.199997,129.809998,131.440002,1158200,131.293701
"2022-04-05",131.220001,133.100006,129.869995,130.100006,1573200,129.955185
"2022-04-06",128,130.610001,126.269997,129.410004,1984100,129.265945
"2022-04-07",129.580002,133.729996,128.729996,132.360001,1811700,132.212662
"2022-04-08",133,135.130005,131.669998,133.990005,1661100,133.911682
"2022-04-11",132.649994,135.130005,132.320007,133.029999,1832400,132.95224
"2022-04-12",133.699997,135.320007,132.779999,133.919998,1594600,133.841721
"2022-04-13",133.970001,135.369995,133.649994,134.740005,1079700,134.66124
"2022-04-14",134.869995,136.740005,134.589996,135.139999,1532700,135.061005
"2022-04-18",134.869995,137.289993,134.809998,136.369995,1014100,136.290283
"2022-04-19",136.520004,139.220001,135.850006,138.910004,1044700,138.828812
"2022-04-20",137.559998,140.039993,136.570007,137.839996,1480600,137.75943
"2022-04-21",139.169998,139.169998,124.379997,125.269997,3511800,125.19677
"2022-04-22",124.239998,124.879997,119.690002,120.540001,2619000,120.469543
"2022-04-25",119.18,121.010002,117.25,120.669998,1725100,120.599464
"2022-04-26",119.599998,120.059998,116.57,117.07,1385200,117.001564
"2022-04-27",117.580002,119.970001,117.43,117.800003,1831400,117.73114
"2022-04-28",118.559998,119.769997,115.120003,118.839996,1141100,118.770531
"2022-04-29",118,120.849998,115.480003,115.980003,1122900,115.912209
"2022-05-02",115.720001,116.75,112.889999,116.230003,1663700,116.162064
"2022-05-03",116.099998,119.889999,116.099998,119.010002,1271600,118.940437
"2022-05-04",119.5,121.550003,116.849998,121.279999,2059800,121.209106
"2022-05-05",123.190002,125.720001,118.620003,120.989998,2174400,120.919273
"2022-05-06",119.760002,120.699997,115.269997,117.589996,1620300,117.521263
"2022-05-09",115.5,116.669998,109.169998,109.830002,2095800,109.7658
"2022-05-10",110.730003,113.190002,108.709999,111.82,2108500,111.754639
"2022-05-11",111.089996,114.089996,108.529999,108.760002,2069100,108.696426
"2022-05-12",107.550003,110.059998,106.330002,108.93,1365600,108.866325
"2022-05-13",110.900002,114.709999,110.779999,112.57,1662100,112.504196
"2022-05-16",112.629997,113.580002,110.620003,112.190002,1288800,112.12442
"2022-05-17",113.860001,114.669998,111.059998,113.660004,1608400,113.593567
"2022-05-18",112.93,116.260002,110.019997,110.620003,1132000,110.555344
"2022-05-19",109.550003,115.290001,109.25,113.529999,1447900,113.463638
"2022-05-20",114.839996,115.330002,111.139999,113,1588800,112.933945
"2022-05-23",114.489998,117.940002,114.120003,116.43,1372700,116.361938
"2022-05-24",115.480003,116.370003,113.769997,115.910004,1307500,115.842247
"2022-05-25",116.379997,119.260002,115.75,118.360001,1243900,118.290817
"2022-05-26",120,122.620003,119.279999,120.629997,1764600,120.559486
"2022-05-27",121.919998,124.410004,121.610001,123.510002,1486000,123.437805
"2022-05-31",123.870003,123.980003,118.330002,119,10607300,118.930443
"2022-06-01",120.529999,121.75,117.690002,119.779999,1350900,119.709984
"2022-06-02",119.82,124.709999,119.010002,124.57,1189200,124.497185
"2022-06-03",123.720001,129.440002,123.18,129.119995,1746200,129.044525
"2022-06-06",134.570007,138.460007,130.880005,131.399994,2312900,131.323181
"2022-06-07",130.270004,134.160004,128.899994,133.740005,1402000,133.661835
"2022-06-08",133.179993,133.179993,129.149994,130.440002,1565600,130.363754
"2022-06-09",129.740005,132.710007,128.419998,130.759995,912700,130.683563
"2022-06-10",128.580002,129.070007,124.650002,126.599998,1411400,126.525993
"2022-06-13",125.360001,128.729996,123.089996,125.809998,2222700,125.736458
"2022-06-14",125.860001,126.489998,122.470001,123.550003,1504300,123.477783
"2022-06-15",123.800003,125.650002,120.93,124.120003,1631900,124.047447
"2022-06-16",121.190002,122.330002,113.870003,114.730003,2132700,114.662941
"2022-06-17",113.870003,116.830002,112.860001,113.849998,2049000,113.783447
"2022-06-21",116.190002,120.699997,115.480003,119.230003,1338300,119.160309
"2022-06-22",116.910004,120.169998,116.699997,118.860001,1119100,118.79052
"2022-06-23",119.169998,121.489998,116.559998,120.760002,1472000,120.689415
"2022-06-24",122,126.57,121.529999,125.980003,2702700,125.906364
"2022-06-27",126.910004,128.279999,125.18,127.910004,1214700,127.835236
"2022-06-28",128.449997,129.860001,123.790001,124.099998,888300,124.027458
"2022-06-29",124.330002,124.599998,117.959999,119.75,1727100,119.68
