"","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
"2022-01-03",335.350006,338,329.779999,334.75,28865100,333.28299
"2022-01-04",334.829987,335.200012,326.119995,329.01001,32674300,327.568176
"2022-01-05",325.859985,326.070007,315.980011,316.380005,40054300,314.99353
"2022-01-06",313.149994,318.700012,311.48999,313.880005,39646100,312.504456
"2022-01-07",314.149994,316.5,310.089996,314.040009,32720000,312.663757
"2022-01-10",309.48999,314.720001,304.690002,314.269989,44289500,312.892761
"2022-01-11",313.380005,316.609985,309.890015,314.980011,29386800,313.59967
"2022-01-12",319.670013,323.410004,317.079987,318.269989,34372200,316.875214
"2022-01-13",320.470001,320.880005,304,304.799988,45366000,303.464264
"2022-01-14",304.25,310.820007,303.75,310.200012,39846400,308.840607
"2022-01-18",304.070007,309.799988,301.73999,302.649994,42333200,301.323669
"2022-01-19",306.290009,313.910004,302.700012,303.329987,45933900,302.000702
"2022-01-20",309.070007,311.649994,301.140015,301.600006,35380700,300.27829
"2022-01-21",302.690002,304.109985,295.609985,296.029999,57984400,294.732697
"2022-01-24",292.200012,297.109985,276.049988,296.369995,85731500,295.071198
"2022-01-25",291.519989,294.98999,285.170013,288.48999,72848600,287.225739
"2022-01-26",307.98999,308.5,293.029999,296.709991,90428900,295.409729
"2022-01-27",302.660004,307.299988,297.929993,299.839996,53481300,298.52597
"2022-01-28",300.230011,308.480011,294.450012,308.26001,49743700,306.909088
"2022-01-31",308.950012,312.380005,306.369995,310.980011,46444500,309.617188
"2022-02-01",310.410004,310.630005,305.130005,308.76001,40950400,307.406921
"2022-02-02",309.630005,315.119995,308.880005,313.459991,36636000,312.086304
"2022-02-03",309.48999,311.230011,299.959991,301.25,43730000,299.92981
"2022-02-04",300.209991,308.799988,299.970001,305.940002,35096500,304.599274
"2022-02-07",306.170013,307.839996,299.899994,300.950012,28533300,299.631134
"2022-02-08",301.25,305.559998,299.950012,304.559998,32421200,303.225311
"2022-02-09",309.869995,311.929993,307.390015,311.209991,31284700,309.846161
"2022-02-10",304.040009,309.119995,300.700012,302.380005,45386200,301.054871
"2022-02-11",303.190002,304.290009,294.220001,295.040009,39175600,293.74704
"2022-02-14",293.769989,296.76001,291.350006,295,36359500,293.707214
"2022-02-15",300.01001,300.799988,297.019989,300.470001,27058300,299.153229
"2022-02-16",298.369995,300.869995,293.679993,299.5,29982100,298.804047
"2022-02-17",296.359985,296.799988,290,290.730011,32461600,290.054443
"2022-02-18",293.049988,293.859985,286.309998,287.929993,34264000,287.260925
"2022-02-22",285,291.540009,284.5,287.720001,41736100,287.051422
"2022-02-23",290.179993,291.700012,280.100006,280.269989,37811200,279.618744
"2022-02-24",272.51001,295.160004,271.519989,294.589996,56989700,293.905457
"2022-02-25",295.140015,297.630005,291.649994,297.309998,32546700,296.619141
"2022-02-28",294.309998,299.140015,293,298.790009,34627500,298.095703
"2022-03-01",296.399994,299.970001,292.149994,294.950012,31217800,294.264648
"2022-03-02",295.359985,301.470001,293.700012,300.190002,31873000,299.492462
"2022-03-03",302.890015,303.130005,294.049988,295.920013,27314500,295.232391
"2022-03-04",294.290009,295.660004,287.170013,289.859985,32356500,289.186432
"2022-03-07",288.529999,289.690002,278.529999,278.910004,43157200,278.261902
"2022-03-08",277.799988,283.959991,270,275.850006,48159500,275.209015
"2022-03-09",283.440002,289.600006,280.779999,288.5,35204500,287.82962
"2022-03-10",283.019989,286.600006,280.579987,285.589996,30628000,284.926361
"2022-03-11",287.959991,289.51001,279.429993,280.070007,27209300,279.41922
"2022-03-14",280.339996,285.399994,275.820007,276.440002,30660700,275.797638
"2022-03-15",280.350006,287.820007,278.730011,287.149994,34245100,286.482758
"2022-03-16",289.109985,294.570007,283.200012,294.390015,37826300,293.705933
"2022-03-17",293.290009,295.609985,289.369995,295.220001,30816600,294.533997
"2022-03-18",295.369995,301,292.730011,300.429993,43390600,299.731873
"2022-03-21",298.890015,300.140015,294.899994,299.160004,28351200,298.464844
"2022-03-22",299.799988,305,298.769989,304.059998,27599700,303.353455
"2022-03-23",300.51001,303.230011,297.720001,299.48999,25715400,298.794067
"2022-03-24",299.140015,304.200012,298.320007,304.100006,24484500,303.393372
"2022-03-25",305.230011,305.5,299.290009,303.679993,22566500,302.974335
"2022-03-28",304.329987,310.799988,304.329987,310.700012,29578200,309.978058
"2022-03-29",313.910004,315.820007,309.049988,315.410004,30393400,314.677094
"2022-03-30",313.76001,315.950012,311.579987,313.859985,28163600,313.130676
"2022-03-31",313.899994,315.140015,307.890015,308.309998,33422100,307.593567
"2022-04-01",309.369995,310.130005,305.540009,309.420013,27110500,308.701019
"2022-04-04",310.089996,315.109985,309.709991,314.970001,24289600,314.238098
"2022-04-05",313.269989,314.869995,309.869995,310.880005,23156700,310.157623
"2022-04-06",305.190002,307,296.709991,299.5,40110400,298.804047
"2022-04-07",296.660004,303.649994,296.350006,301.369995,31411200,300.669708
"2022-04-08",300.440002,301.119995,296.279999,296.970001,24361900,296.279938
"2022-04-11",291.790009,292.609985,285,285.26001,34569300,284.597168
"2022-04-12",289.23999,290.73999,280.48999,282.059998,30966700,281.404572
"2022-04-13",282.730011,288.579987,281.299988,287.619995,21907200,286.95166
"2022-04-14",288.089996,288.309998,279.320007,279.829987,28221600,279.179749
"2022-04-18",278.910004,282.459991,278.339996,280.519989,20778000,279.868134
"2022-04-19",279.380005,286.170013,278.410004,285.299988,22297700,284.637054
"2022-04-20",289.399994,289.700012,285.369995,286.359985,22906700,285.69458
"2022-04-21",288.579987,293.299988,280.059998,280.809998,29454600,280.157471
"2022-04-22",281.679993,283.200012,273.380005,274.029999,29405800,273.39325
"2022-04-25",273.290009,281.109985,270.769989,280.720001,35678900,280.067688
"2022-04-26",277.5,278.359985,270,270.220001,46518400,269.592102
"2022-04-27",282.100006,290.970001,279.160004,283.220001,63477700,282.56189
"2022-04-28",285.190002,290.980011,281.459991,289.630005,33646600,288.957001
"2022-04-29",288.609985,289.880005,276.5,277.519989,37073900,276.875122
"2022-05-02",277.709991,284.940002,276.220001,284.470001,35151100,283.80899
"2022-05-03",283.959991,284.130005,280.149994,281.779999,25978600,281.125244
"2022-05-04",282.589996,290.880005,276.730011,289.980011,33599300,289.306183
"2022-05-05",285.540009,286.350006,274.339996,277.350006,43260400,276.705536
"2022-05-06",274.809998,279.25,271.269989,274.730011,37780300,274.091614
"2022-05-09",270.059998,272.359985,263.320007,264.579987,47726000,263.965179
"2022-05-10",271.690002,273.75,265.070007,269.5,39336400,268.873779
"2022-05-11",265.679993,271.359985,259.299988,260.549988,48975900,259.94455
"2022-05-12",257.690002,259.880005,250.020004,255.350006,51033800,254.756653
"2022-05-13",257.350006,263.040009,255.350006,261.119995,34925100,260.513245
"2022-05-16",259.959991,265.820007,255.779999,261.5,32550900,260.892365
"2022-05-17",266.109985,268.329987,262.459991,266.820007,28828800,266.200012
"2022-05-18",263,263.600006,252.770004,254.080002,31356000,254.080002
"2022-05-19",253.899994,257.670013,251.880005,253.139999,32692300,253.139999
"2022-05-20",257.23999,258.540009,246.440002,252.559998,39199300,252.559998
"2022-05-23",255.490005,261.5,253.429993,260.649994,33175400,260.649994
"2022-05-24",257.890015,261.329987,253.5,259.619995,29043900,259.619995
"2022-05-25",258.140015,264.579987,257.130005,262.519989,28547900,262.519989
"2022-05-26",262.269989,267.109985,261.429993,265.899994,25002100,265.899994
"2022-05-27",268.480011,273.339996,267.559998,273.23999,26910800,273.23999
"2022-05-31",272.529999,274.769989,268.929993,271.869995,37827700,271.869995
"2022-06-01",275.200012,277.690002,270.040009,272.420013,25292200,272.420013
"2022-06-02",264.450012,274.649994,261.600006,274.579987,44008200,274.579987
"2022-06-03",270.309998,273.450012,268.410004,270.019989,28059000,270.019989
"2022-06-06",272.059998,274.179993,267.220001,268.75,22400300,268.75
"2022-06-07",266.640015,273.130005,265.940002,272.5,22860700,272.5
"2022-06-08",271.709991,273,269.609985,270.410004,17372300,270.410004
"2022-06-09",267.779999,272.709991,264.630005,264.790009,26439700,264.790009
"2022-06-10",260.579987,260.579987,252.529999,252.990005,31422800,252.990005
"2022-06-13",245.110001,249.020004,241.529999,242.259995,46135800,242.259995
"2022-06-14",243.860001,245.740005,241.509995,244.490005,28651500,244.490005
"2022-06-15",248.309998,255.300003,246.419998,251.759995,33111700,251.759995
"2022-06-16",245.979996,247.419998,243.020004,244.970001,33169200,244.970001
"2022-06-17",244.699997,250.5,244.029999,247.649994,43084800,247.649994
"2022-06-21",250.259995,254.75,249.509995,253.740005,29928300,253.740005
"2022-06-22",251.889999,257.170013,250.369995,253.130005,25939900,253.130005
"2022-06-23",255.570007,259.369995,253.630005,258.859985,25861400,258.859985
"2022-06-24",261.809998,267.980011,261.720001,267.700012,33923200,267.700012
"2022-06-27",268.209991,268.299988,263.279999,264.890015,24615100,264.890015
"2022-06-28",263.980011,266.910004,256.320007,256.480011,27295500,256.480011
"2022-06-29",257.589996,261.970001,255.759995,260.26001,20069800,260.26001
