"","AIG.Open","AIG.High","AIG.Low","AIG.Close","AIG.Volume","AIG.Adjusted"
"2022-01-19",61.18,61.599998,58.740002,58.84,6354800,58.15844
"2022-01-20",59.029999,60.84,58.59,58.84,5861700,58.15844
"2022-01-21",58.700001,58.869999,57.060001,57.32,6608800,56.656048
"2022-01-24",56.66,57.669998,54.389999,57.459999,7420100,56.794422
"2022-01-25",56.73,58.810001,55.34,58.209999,6163500,57.535736
"2022-01-26",58.860001,59.5,56.779999,57.630001,6090700,56.962456
"2022-01-27",58.279999,59.240002,56.209999,56.419998,5398600,55.766468
"2022-01-28",56,57.040001,55.57,56.959999,5248600,56.300217
"2022-01-31",56.5,57.810001,55.84,57.75,4187800,57.081066
"2022-02-01",57.830002,59.27,57.5,59.110001,3674700,58.425316
"2022-02-02",58.82,60.330002,58.779999,60.25,4796500,59.552109
"2022-02-03",60.290001,60.790001,59.349998,59.490002,3381600,58.800915
"2022-02-04",59.34,61.610001,59.34,60.990002,4165800,60.283539
"2022-02-07",61.119999,62.41,61.119999,61.790001,3968100,61.074272
"2022-02-08",62.5,63.110001,62.220001,62.700001,5242000,61.973728
"2022-02-09",62.849998,63.540001,62.349998,62.41,4460100,61.687088
"2022-02-10",61.549999,63.5,61.529999,62.220001,4926500,61.49929
"2022-02-11",62.220001,62.93,60.099998,60.740002,7241100,60.036434
"2022-02-14",60.73,61.080002,58.529999,58.990002,7294400,58.306705
"2022-02-15",59.740002,60.73,59.259998,60.380001,4189300,59.680607
"2022-02-16",59.790001,60.880001,59.790001,60.34,3416800,59.641068
"2022-02-17",59.950001,61.84,59.560001,61.380001,6154900,60.669022
"2022-02-18",60.380001,62.240002,60.380001,61.73,5488200,61.014965
"2022-02-22",62,62.880001,61.200001,61.610001,5749500,60.896355
"2022-02-23",62.130001,62.84,61.169998,61.540001,5102400,60.827168
"2022-02-24",59.349998,60.59,58.18,60.380001,6276600,59.680607
"2022-02-25",60.790001,63.169998,60.630001,63.16,8694700,62.428402
"2022-02-28",61.25,62.240002,60.700001,61.240002,7596600,60.530643
"2022-03-01",60.560001,60.669998,57.25,57.889999,6478100,57.219444
"2022-03-02",58.75,61.32,58.75,61.040001,6545000,60.332958
"2022-03-03",60.799999,61.490002,59.84,60.41,4260700,59.710255
"2022-03-04",59.009998,59.09,56.73,57.48,7364100,56.814194
"2022-03-07",56.66,57.099998,54.66,54.669998,7982000,54.036739
"2022-03-08",55.459999,57.419998,54.900002,55.459999,7034500,54.817589
"2022-03-09",57.990002,59.299999,57.869999,58.279999,5984800,57.604927
"2022-03-10",57.299999,58.369999,56.360001,56.98,5247400,56.319984
"2022-03-11",57.779999,58.470001,56.900002,57,3423600,56.339752
"2022-03-14",58.080002,59.02,57.130001,57.509998,3734300,56.843845
"2022-03-15",58.060001,58.91,57.25,58.549999,3901300,57.871799
"2022-03-16",59.09,60.360001,58.669998,59.779999,4346600,59.412262
"2022-03-17",59.09,60.950001,58.990002,60.939999,4991100,60.565125
"2022-03-18",60.68,61.110001,59.73,61.029999,6258900,60.654572
"2022-03-21",61.540001,62.049999,60.959999,61.740002,6074000,61.360207
"2022-03-22",62.389999,63.77,62.349998,62.68,4486500,62.294426
"2022-03-23",62.349998,62.889999,61.82,61.849998,3071200,61.469528
"2022-03-24",62.25,63.299999,61.98,63.16,3185800,62.771473
"2022-03-25",63.25,64.529999,63.169998,64.480003,3712200,64.083351
"2022-03-28",63.950001,64.160004,63.330002,63.73,3486500,63.337963
"2022-03-29",64.580002,64.900002,62.48,63.049999,4393200,62.662148
"2022-03-30",63.02,64.07,63.02,63.490002,4424500,63.099442
"2022-03-31",63.240002,64.120003,62.77,62.77,4589800,62.383869
"2022-04-01",63.32,64.129997,63.049999,63.790001,3802800,63.397598
"2022-04-04",63.439999,63.66,62.220001,62.540001,2960800,62.155285
"2022-04-05",62.34,63.459999,62.34,62.450001,2906300,62.065838
"2022-04-06",62.310001,63.040001,61.669998,61.810001,3528000,61.429779
"2022-04-07",61.549999,61.970001,60.68,61.66,3506800,61.280697
"2022-04-08",62.299999,63.470001,61.990002,63.139999,3140900,62.751595
"2022-04-11",63.139999,64.290001,62.470001,62.580002,3398200,62.195042
"2022-04-12",62.830002,63.619999,62.16,62.450001,3518300,62.065838
"2022-04-13",62.209999,63.049999,61.799999,62.98,3386400,62.592579
"2022-04-14",62.919998,63.919998,62.799999,63.029999,4399900,62.642269
"2022-04-18",62.709999,64.110001,62.709999,63.900002,2088700,63.50692
"2022-04-19",64.139999,64.629997,63.189999,63.610001,5089100,63.218704
"2022-04-20",63.950001,65.160004,63.939999,64.410004,3432500,64.013786
"2022-04-21",65.050003,65.730003,63.040001,63.130001,4244300,62.741657
"2022-04-22",63,63,60.34,60.439999,4865200,60.068203
"2022-04-25",60.009998,60.009998,57.900002,59.68,6587500,59.312878
"2022-04-26",58.84,59.630001,57.619999,57.66,4261100,57.305305
"2022-04-27",57.869999,59.490002,57.459999,59.119999,4989600,58.756321
"2022-04-28",59.77,60.450001,58.490002,60.040001,4623700,59.670666
"2022-04-29",59.740002,60.130001,58.330002,58.509998,5789500,58.150074
"2022-05-02",58.970001,59.450001,57.669998,59.060001,4276900,58.696693
"2022-05-03",59.560001,60.290001,58.330002,59.529999,8013100,59.163799
"2022-05-04",60.080002,64.050003,59.799999,63.939999,7814600,63.546673
"2022-05-05",62.93,63.720001,61.439999,62.119999,6021000,61.737869
"2022-05-06",62.110001,62.52,61.189999,62.23,5885500,61.847191
"2022-05-09",61.610001,62.330002,59.259998,59.610001,6605600,59.243309
"2022-05-10",60.23,61.450001,57.619999,58.689999,6476600,58.328968
"2022-05-11",58.73,60.77,58.509998,58.610001,4809500,58.249462
"2022-05-12",58.41,59.040001,57.240002,58.41,4914400,58.05069
"2022-05-13",59.02,59.549999,58.209999,58.560001,6119400,58.199768
"2022-05-16",58.669998,59.169998,57.869999,58.639999,4838900,58.279274
"2022-05-17",59.900002,60.5,59.5,60.279999,3910900,59.909187
"2022-05-18",59.73,60.139999,58.080002,58.299999,5678800,57.941368
"2022-05-19",57.5,58.849998,57.450001,57.900002,4576300,57.543831
"2022-05-20",58.139999,58.529999,53.830002,55.619999,8977100,55.277851
"2022-05-23",56.560001,57.549999,56.080002,56.93,7948900,56.579796
"2022-05-24",56.689999,56.810001,54.700001,56.509998,5889400,56.162376
"2022-05-25",56.32,57.630001,56.169998,56.669998,5805900,56.321392
"2022-05-26",57.580002,58.16,57.119999,57.73,6122600,57.374874
"2022-05-27",57.849998,59,57.630001,59,3891100,58.637062
"2022-05-31",58.650002,59.759998,58.169998,58.68,5639200,58.319031
"2022-06-01",58.939999,59.18,57.09,57.84,6103000,57.484196
"2022-06-02",57.919998,58.200001,57.110001,58.169998,3987500,57.812164
"2022-06-03",57.759998,58.240002,57.09,57.290001,4809200,56.93758
"2022-06-06",57.810001,59.369999,57.400002,58.990002,4094300,58.627125
"2022-06-07",58.57,59.709999,58.060001,59.41,4555900,59.04454
"2022-06-08",58.970001,59.220001,57.540001,57.740002,3908000,57.384815
"2022-06-09",57.740002,57.740002,55.869999,55.880001,6573800,55.536255
"2022-06-10",54.290001,54.720001,53.41,53.43,7237800,53.101326
"2022-06-13",52.459999,53.040001,51.209999,51.630001,6091700,51.312401
"2022-06-14",52.07,53,51.610001,52.02,5894300,51.700001
"2022-06-15",52.52,52.91,51.040001,52.049999,6844700,52.049999
"2022-06-16",50.869999,50.950001,49.080002,49.970001,7600300,49.970001
"2022-06-17",50.099998,51.700001,49.990002,51.459999,17311400,51.459999
"2022-06-21",52.990002,53.119999,51.689999,52.150002,4745100,52.150002
"2022-06-22",51.09,52.330002,51.02,51.380001,5491100,51.380001
"2022-06-23",51.200001,51.5,49.380001,49.599998,6695000,49.599998
"2022-06-24",50.130001,52.919998,50.02,52.77,7883300,52.77
"2022-06-27",52.619999,53.09,51.5,51.919998,4527500,51.919998
"2022-06-28",52.689999,53.41,51.77,51.810001,3495500,51.810001
"2022-06-29",52.16,52.25,50.73,50.799999,4804700,50.799999
