"","INTU.Open","INTU.High","INTU.Low","INTU.Close","INTU.Volume","INTU.Adjusted"
"2022-01-10",553.52002,570.890015,543.859985,570.190002,2956700,568.464233
"2022-01-11",566.200012,579.609985,558.52002,578.719971,1696500,576.968384
"2022-01-12",584.809998,589.570007,575.799988,577.26001,1433700,575.512878
"2022-01-13",580.890015,582.530029,551.700012,552.919983,1633400,551.246521
"2022-01-14",551.330017,557.340027,543.400024,550.789978,1722600,549.122986
"2022-01-18",539.320007,548.900024,536.109985,537.820007,1888100,536.1922
"2022-01-19",542.109985,558.570007,540.809998,545.349976,1904500,543.699402
"2022-01-20",552.099976,566.47998,543.77002,544.619995,1924000,542.97168
"2022-01-21",546.98999,552.76001,527.820007,528.549988,2574900,526.950317
"2022-01-24",526,535.72998,500.359985,534.679993,2850100,533.061707
"2022-01-25",516.909973,528.849976,509.019989,515.98999,2418200,514.428284
"2022-01-26",532.039978,536.849976,499.75,507.480011,2503100,505.944061
"2022-01-27",516.409973,526,513.289978,517.219971,2485400,515.654541
"2022-01-28",520.159973,536.22998,506.170013,534.820007,1760600,533.201355
"2022-01-31",535.849976,556.640015,532.039978,555.22998,2209400,553.5495
"2022-02-01",556.400024,561.849976,548.190002,560.830017,1706300,559.132568
"2022-02-02",562.76001,564.869995,554.400024,562.299988,1245500,560.598083
"2022-02-03",543.869995,552.77002,533.580017,535.590027,1372400,533.969055
"2022-02-04",531.030029,550.280029,531.030029,544.02002,1504500,542.373474
"2022-02-07",544.400024,555.900024,542.5,545.280029,1411600,543.6297
"2022-02-08",539.280029,556.400024,538.409973,554.22998,915500,552.552551
"2022-02-09",566.099976,579.960022,565,579.400024,1670700,577.646423
"2022-02-10",562.619995,575.909973,552.330017,557.580017,1594200,555.892395
"2022-02-11",559.799988,561.700012,532.669983,535.809998,1250400,534.188354
"2022-02-14",536.140015,538.320007,524.150024,529.049988,1165400,527.44873
"2022-02-15",537.73999,539.330017,515.77002,527.780029,2170300,526.182678
"2022-02-16",525.969971,530.419983,511.709991,528.150024,1318400,526.551575
"2022-02-17",523.280029,525.900024,494.720001,496.179993,2145400,494.678253
"2022-02-18",497.700012,498.670013,478.75,481.200012,2323300,479.743591
"2022-02-22",479.929993,494.369995,476.869995,483.25,2282900,481.787384
"2022-02-23",491.910004,491.910004,465.549988,467,1799500,465.586578
"2022-02-24",458,498.299988,450.26001,497.130005,2683700,495.625366
"2022-02-25",489.029999,492.130005,474.609985,487.179993,2846500,485.705505
"2022-02-28",478.839996,484.459991,463.390015,474.369995,2525400,472.934265
"2022-03-01",476.130005,484.559998,465.850006,468.579987,2176700,467.161774
"2022-03-02",472.109985,489.339996,468,486,2083000,484.529083
"2022-03-03",490.149994,492.869995,468.98999,472.700012,1640400,471.269318
"2022-03-04",470.809998,474.630005,460.959991,464.950012,1611900,463.542816
"2022-03-07",464.220001,466.73999,436.51001,437.390015,2312700,436.066223
"2022-03-08",438.429993,455.25,432.149994,442.209991,2669000,440.871582
"2022-03-09",456.480011,469.959991,452,464.73999,1950400,463.333405
"2022-03-10",460.149994,460.149994,443.339996,452.369995,1756200,451.000854
"2022-03-11",457.570007,461.899994,438.51001,439.320007,2303200,437.990356
"2022-03-14",439.920013,445.279999,423.029999,424.630005,2353900,423.344818
"2022-03-15",427.799988,441.48999,425.540009,439.679993,1953400,438.349243
"2022-03-16",445,457.899994,437.98999,457.899994,2487400,456.514099
"2022-03-17",454.829987,475,453.230011,473.75,2680700,472.316162
"2022-03-18",475.690002,483.320007,467.859985,479.869995,3112900,478.417633
"2022-03-21",473.070007,476.5,463.559998,466.5,2044600,465.088104
"2022-03-22",466.459991,478.709991,465.980011,475.98999,1979900,474.549347
"2022-03-23",471.170013,471.980011,459.75,461.440002,1718700,460.043396
"2022-03-24",464.160004,467.220001,453.040009,465.630005,1567200,464.220734
"2022-03-25",467.519989,469.040009,452.820007,459.350006,1312200,457.959747
"2022-03-28",460.540009,481.709991,458.200012,480.5,2085000,479.045715
"2022-03-29",488.130005,490.089996,475.799988,485.359985,1918000,483.890991
"2022-03-30",480.959991,481.519989,468.220001,471.950012,1747800,470.521606
"2022-03-31",477.670013,488.859985,473.570007,480.839996,2647900,479.384674
"2022-04-01",480.640015,487.48999,477.070007,483.929993,1316200,482.465332
"2022-04-04",485.380005,507.709991,485,505.649994,2326700,504.119598
"2022-04-05",501.910004,506.359985,491,496.049988,1632600,494.548645
"2022-04-06",485.269989,493.589996,482.079987,490.209991,2041300,488.726318
"2022-04-07",484.619995,498.450012,484.230011,495.01001,1568200,493.51181
"2022-04-08",493.320007,493.320007,481.51001,482.839996,1717500,482.040833
"2022-04-11",478.369995,478.630005,464.73999,473.339996,1595600,472.556549
"2022-04-12",479.890015,484.48999,461.170013,461.619995,1509700,460.855927
"2022-04-13",464.350006,473.23999,460,470.420013,1477800,469.641388
"2022-04-14",467.700012,469.279999,459.880005,465.109985,1646100,464.340149
"2022-04-18",461.679993,474.170013,460.600006,469.040009,989300,468.263672
"2022-04-19",466.299988,485.660004,464.910004,485.070007,1184300,484.267151
"2022-04-20",487.579987,492.369995,481.23999,481.950012,1184600,481.152313
"2022-04-21",484.829987,491.630005,463.559998,465.649994,1426600,464.879272
"2022-04-22",466.26001,468.019989,442.779999,443.290009,1699300,442.556305
"2022-04-25",441.589996,447.429993,433.600006,446.929993,2094000,446.190247
"2022-04-26",444.549988,445.269989,421.109985,421.350006,2218200,420.652618
"2022-04-27",421.170013,428.820007,416.160004,418.25,1927900,417.557739
"2022-04-28",423.98999,448.01001,421.790009,444.579987,1791000,443.844147
"2022-04-29",441.570007,442.5,417.630005,418.75,1898500,418.056915
"2022-05-02",420.079987,427.899994,413.230011,427.01001,1778700,426.303253
"2022-05-03",429.619995,433.540009,425.660004,430.839996,1324300,430.126892
"2022-05-04",432,448.350006,418.160004,447.920013,1599300,447.178619
"2022-05-05",437.869995,439.75,404.769989,409.859985,2110600,409.18161
"2022-05-06",406.179993,406.540009,390.809998,395.709991,1989700,395.055023
"2022-05-09",386.829987,390.929993,363.769989,367.01001,3485200,366.402557
"2022-05-10",381.670013,383.470001,364.51001,371.190002,2271000,370.575623
"2022-05-11",366.850006,376.429993,354.519989,356.170013,2563400,355.580505
"2022-05-12",342.570007,355.470001,339.359985,353.890015,3268000,353.30426
"2022-05-13",362.100006,376.950012,360.609985,371.76001,1894200,371.144684
"2022-05-16",370.100006,370.329987,356.390015,359.589996,1554800,358.994812
"2022-05-17",369.100006,373.730011,359.220001,371.869995,1643100,371.254486
"2022-05-18",364.149994,368.839996,351.899994,353.309998,1721100,352.72522
"2022-05-19",355.559998,369.119995,354.660004,362.329987,2102900,361.730286
"2022-05-20",367.820007,371.790009,356.269989,367.779999,1921600,367.171265
"2022-05-23",371.149994,372,363,371.369995,1799400,370.75531
"2022-05-24",363.109985,365.709991,355.73999,358.970001,2877700,358.375854
"2022-05-25",372.790009,395.579987,363.5,388.450012,5277100,387.807068
"2022-05-26",386.290009,414,385.850006,406.420013,3508100,405.747314
"2022-05-27",411,422.829987,410.690002,422.480011,2932400,421.780731
"2022-05-31",419.820007,425,412.570007,414.459991,4297700,413.773987
"2022-06-01",420.209991,424.589996,406.359985,408.369995,1598400,407.694092
"2022-06-02",409.359985,427.25,408.480011,426.859985,1453400,426.153473
"2022-06-03",416.700012,420.679993,405.380005,408.950012,1519000,408.273132
"2022-06-06",416.579987,419.859985,406.75,408.970001,859900,408.293091
"2022-06-07",404.109985,418.75,403.149994,416.649994,1218100,415.960358
"2022-06-08",415.339996,420.179993,412.359985,414.459991,1335100,413.773987
"2022-06-09",409.549988,414.420013,400.109985,400.549988,1186300,399.887024
"2022-06-10",390.399994,393.399994,378.839996,381.220001,2197200,380.58902
"2022-06-13",368.290009,372.98999,361.76001,363.98999,2191200,363.387543
"2022-06-14",366.809998,371.109985,359.839996,364.779999,1401500,364.176239
"2022-06-15",370.390015,386.790009,368.470001,378.540009,1830300,377.913452
"2022-06-16",365.459991,370.399994,355.220001,359.630005,2106100,359.03476
"2022-06-17",363.049988,375.160004,362.540009,369.709991,2776200,369.098053
"2022-06-21",377.040009,383.029999,374.399994,377.429993,2019000,376.805298
"2022-06-22",371.769989,391.149994,371.559998,380.839996,1773500,380.209656
"2022-06-23",387.309998,401.480011,380.799988,400.75,2111700,400.0867
"2022-06-24",407.769989,419.679993,407.329987,417.619995,2632900,416.928772
"2022-06-27",415.359985,420,402.820007,404.720001,1783800,404.05011
"2022-06-28",405.75,409.769989,384.48999,386.290009,1631100,385.650635
"2022-06-29",389.380005,392.549988,382.73999,389.660004,1066300,389.015045
