"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2022-01-04",225.759995,228.800003,224.25,227.839996,2491700,224.102524
"2022-01-05",227.039993,229.869995,224.520004,225.139999,2806000,221.446823
"2022-01-06",225.139999,226.660004,223.690002,225.169998,2198300,221.476334
"2022-01-07",223.539993,228.190002,223.539993,227.289993,2343000,223.561554
"2022-01-10",229.25,230.639999,226,230.369995,3191900,226.591034
"2022-01-11",230.470001,232.509995,228.110001,232.380005,2317900,228.568069
"2022-01-12",232.380005,232.610001,228.520004,231.759995,1885800,227.958221
"2022-01-13",232.050003,233.229996,230.330002,230.850006,2152900,227.063156
"2022-01-14",230.690002,235.800003,229.990005,235.360001,3012000,231.499176
"2022-01-18",233.520004,234.770004,231.699997,233.830002,3720400,229.994263
"2022-01-19",233.800003,234.330002,230.699997,231.300003,2061200,227.505768
"2022-01-20",233.729996,233.729996,228.809998,228.899994,2093700,225.145142
"2022-01-21",230.600006,231.460007,227.309998,227.720001,3534800,223.984497
"2022-01-24",227.479996,229.139999,219.979996,226.080002,4419100,222.371414
"2022-01-25",223.679993,227.5,222.270004,225.039993,2769900,221.34845
"2022-01-26",221.619995,226.929993,221.119995,222.539993,2861600,218.889465
"2022-01-27",222.399994,228.039993,222.309998,224,2744000,220.325516
"2022-01-28",224.050003,229.149994,222.25,229.139999,2502100,225.381195
"2022-01-31",226.979996,227.940002,225.520004,227.139999,4504300,223.414017
"2022-02-01",227.139999,229.199997,225.520004,228.679993,2498200,224.928757
"2022-02-02",228.139999,229.139999,225.740005,228.929993,2397800,225.174637
"2022-02-03",228.660004,229,223.75,224.039993,3002400,220.364853
"2022-02-04",222.119995,224.759995,220.970001,222.110001,3162000,218.466522
"2022-02-07",222.089996,224.759995,220.630005,223.529999,3596400,219.863235
"2022-02-08",232.940002,244.710007,232.210007,241.009995,8394800,237.056488
"2022-02-09",241.039993,241.039993,235.320007,237.190002,5075200,233.299149
"2022-02-10",235,236.139999,227.710007,228.820007,5035000,225.066452
"2022-02-11",228.520004,231.470001,228.149994,228.199997,3557700,224.456619
"2022-02-14",226.610001,226.929993,220.860001,224.270004,3931500,222.482483
"2022-02-15",225,226.160004,221.220001,223.940002,2474500,222.155106
"2022-02-16",223.470001,225.100006,221.039993,222.660004,2369000,220.885315
"2022-02-17",221.479996,223.289993,219.429993,221.679993,2157000,219.913116
"2022-02-18",220.970001,223.979996,219.789993,220.770004,2795800,219.010376
"2022-02-22",220.759995,222.899994,219.300003,221.410004,2835900,219.645279
"2022-02-23",222.679993,223.75,220.619995,221,2994800,219.238541
"2022-02-24",218.929993,219.899994,214.389999,219.270004,3746700,217.522339
"2022-02-25",222.490005,228.139999,221.960007,227.029999,3557100,225.220474
"2022-02-28",224.029999,226.75,222.529999,226.479996,4738100,224.674866
"2022-03-01",225.279999,227.789993,223.740005,225.210007,4573500,223.414993
"2022-03-02",225.039993,230.399994,224.649994,228.589996,3387200,226.768051
"2022-03-03",230.880005,234.270004,230.009995,232.639999,3638400,230.785767
"2022-03-04",230.699997,235.740005,230.139999,232.910004,3764400,231.053619
"2022-03-07",231.289993,239.660004,231.229996,234.360001,3713200,232.492065
"2022-03-08",233.860001,236.880005,230.559998,231.100006,2974900,229.258041
"2022-03-09",234.229996,234.529999,230.429993,231.460007,2640900,229.615173
"2022-03-10",229.660004,230.419998,226.080002,226.949997,3957200,225.141113
"2022-03-11",228.110001,230.029999,226.770004,228.850006,2667000,227.025986
"2022-03-14",231.080002,232.449997,228.919998,229.210007,2902700,227.383118
"2022-03-15",231.380005,233.059998,228.110001,231.559998,3178200,229.714371
"2022-03-16",232.520004,232.520004,228.449997,231.669998,4220300,229.823502
"2022-03-17",231.720001,236.570007,231.220001,235.860001,3262300,233.980103
"2022-03-18",234.910004,236.399994,232.75,236.25,7617100,234.366989
"2022-03-21",237.070007,240.320007,234.729996,236.320007,2385200,234.436447
"2022-03-22",236.320007,237.520004,234.539993,236.470001,2212200,234.585236
"2022-03-23",237.289993,239.380005,234.039993,234.179993,2533100,232.313492
"2022-03-24",235.800003,237.850006,234,236.869995,2349000,234.982056
"2022-03-25",236.869995,239.490005,236.210007,238.789993,1424500,236.886749
"2022-03-28",238.820007,240.570007,237.979996,240.470001,2045300,238.55336
"2022-03-29",241.660004,242.610001,238.610001,241.539993,2230600,239.614822
"2022-03-30",243.570007,244.729996,242.020004,242.570007,2593300,240.636627
"2022-03-31",244.179993,245.479996,241.679993,241.820007,3102800,239.892609
"2022-04-01",243.029999,243.949997,240.729996,243.119995,1883900,241.182236
"2022-04-04",242.839996,246.449997,242.649994,244.869995,3518800,242.918289
"2022-04-05",243.740005,248.75,243.740005,244.559998,2180800,242.610764
"2022-04-06",244.850006,251.460007,244.850006,249.929993,3869000,247.937958
"2022-04-07",249.199997,252.729996,249.020004,251.639999,2674400,249.634323
"2022-04-08",251.529999,253.889999,250.539993,252.020004,2745800,250.011307
"2022-04-11",253.600006,258.450012,250.149994,250.869995,2975200,248.870468
"2022-04-12",250.970001,252.550003,246.770004,250.039993,2261100,248.047073
"2022-04-13",251.139999,253.970001,249.770004,253.509995,2402800,251.489426
"2022-04-14",254.399994,257.570007,253.649994,254.020004,2861800,251.995361
"2022-04-18",252.490005,255.389999,251.149994,251.929993,3615500,249.922012
"2022-04-19",252.490005,255.729996,250.350006,253.369995,2355100,251.35054
"2022-04-20",254.070007,256.899994,253.5,255.380005,1888100,253.344528
"2022-04-21",256.410004,258.390015,254.949997,255.460007,2117300,253.423889
"2022-04-22",254.100006,255.899994,250.059998,250.350006,2617800,248.354614
"2022-04-25",251.009995,252.649994,247.910004,252.169998,2271000,250.16011
"2022-04-26",250.300003,253,249.720001,249.869995,3306000,247.878433
"2022-04-27",249.039993,252.020004,246.440002,248.789993,2973500,246.807037
"2022-04-28",235.729996,242.910004,231.149994,238.130005,6609500,236.23201
"2022-04-29",236.5,240.479996,232.740005,233.190002,4029300,231.33139
"2022-05-02",233.369995,234.050003,227.320007,230.919998,4154800,229.079468
"2022-05-03",233.75,234.190002,229.600006,232.190002,2443800,230.339355
"2022-05-04",232.570007,237.110001,231.399994,236.100006,2494900,234.218201
"2022-05-05",235.5,238.839996,232.240005,234.350006,3357100,232.482147
"2022-05-06",231.759995,237.460007,231.75,236.5,4682100,234.615005
"2022-05-09",236.580002,242.779999,234.539993,239.240005,4376300,237.333176
"2022-05-10",242.210007,244.410004,240.470001,240.710007,4234800,238.791458
"2022-05-11",240.360001,243.380005,239.210007,240.639999,3411700,238.722
"2022-05-12",240.059998,244.839996,239.050003,244.720001,3733300,242.769485
"2022-05-13",244.639999,245,241.289993,243.399994,2631900,241.460007
"2022-05-16",241.240005,245.110001,241.160004,243.869995,2414500,243.869995
"2022-05-17",245.139999,246.220001,239.259995,245.350006,2344100,245.350006
"2022-05-18",246.490005,247.289993,243,243.960007,3376800,243.960007
"2022-05-19",242.350006,245.860001,241.860001,244.770004,2414200,244.770004
"2022-05-20",244.059998,247.660004,242.960007,247.5,3860500,247.5
"2022-05-23",249.679993,251.050003,247.880005,249.039993,2272600,249.039993
"2022-05-24",248.669998,252.399994,248.330002,251.889999,2667300,251.889999
"2022-05-25",253,254.809998,250.029999,253.009995,3538400,253.009995
"2022-05-26",253.389999,255.610001,252.080002,253.050003,2222300,253.050003
"2022-05-27",253.5,256.230011,250.919998,255.259995,2678900,255.259995
"2022-05-31",255,257.26001,251.009995,256.73999,6737500,256.73999
"2022-06-01",257.880005,257.970001,251.350006,253.419998,2664600,253.419998
"2022-06-02",252.619995,252.729996,243.850006,248.279999,3916200,248.279999
"2022-06-03",248.300003,250.690002,247.720001,248.449997,2086500,248.449997
"2022-06-06",248.330002,248.830002,243.610001,245.440002,2413700,245.440002
"2022-06-07",244.649994,246.800003,243.369995,246.410004,2693800,246.410004
"2022-06-08",246.660004,246.880005,243.580002,245.479996,2353900,245.479996
"2022-06-09",244.720001,246.720001,241.440002,241.75,2695200,241.75
"2022-06-10",240.020004,242.080002,237.399994,240.009995,2910900,240.009995
"2022-06-13",237.940002,239.050003,235.990005,236.770004,4462300,236.770004
"2022-06-14",236.970001,238.699997,233.440002,235.699997,3020800,235.699997
"2022-06-15",236.529999,237.259995,231.979996,235.580002,3076700,235.580002
"2022-06-16",233.600006,234.539993,229.589996,230.710007,4102700,230.710007
"2022-06-17",230.130005,238.25,229.490005,234.720001,13114500,234.720001
"2022-06-21",236.839996,238.860001,233.929993,238.410004,3882200,238.410004
"2022-06-22",237.169998,242.339996,236.899994,240.139999,4172900,240.139999
"2022-06-23",241.720001,244.020004,240.910004,243.089996,3229600,243.089996
"2022-06-24",244,246,242.880005,245.369995,4527700,245.369995
"2022-06-27",245.169998,246.289993,244.029999,244.850006,2767500,244.850006
"2022-06-28",245.929993,247.580002,243.389999,243.509995,2430100,243.509995
"2022-06-29",246.259995,247.100006,243.720001,245.429993,2610400,245.429993
