"","UDR.Open","UDR.High","UDR.Low","UDR.Close","UDR.Volume","UDR.Adjusted"
"2022-01-14",58.889999,58.900002,57.98,58.580002,876100,57.718868
"2022-01-18",58.450001,58.810001,57.689999,58.419998,1689500,57.561218
"2022-01-19",58.959999,59.029999,57.43,57.459999,948100,56.61533
"2022-01-20",57.75,58.099998,56.650002,56.689999,986800,55.856647
"2022-01-21",56.860001,57.360001,56.25,56.330002,1329300,55.501945
"2022-01-24",56.130001,56.400002,54.32,56.189999,1412100,55.363998
"2022-01-25",55.470001,56.459999,54.779999,56,1309300,55.176792
"2022-01-26",56,57.119999,55.32,55.689999,1011600,54.871349
"2022-01-27",56.25,56.580002,54.580002,54.610001,1500400,53.807228
"2022-01-28",54.709999,56.41,53.98,56.400002,1517900,55.570915
"2022-01-31",56.150002,56.91,55.779999,56.84,1626100,56.004448
"2022-02-01",56.619999,57.009998,56.009998,56.349998,1088300,55.521645
"2022-02-02",56.290001,58.049999,56.220001,57.959999,1759600,57.107979
"2022-02-03",57.75,58.18,57.310001,57.529999,1432300,56.684303
"2022-02-04",57.040001,57.630001,56.259998,57,1063300,56.16209
"2022-02-07",56.939999,57.209999,56.09,56.32,1828200,55.492092
"2022-02-08",56.41,56.549999,55.490002,55.700001,1320300,54.881207
"2022-02-09",56.959999,57.279999,56.400002,57.009998,2529800,56.171947
"2022-02-10",56.110001,57.209999,54.790001,55.099998,2970500,54.29002
"2022-02-11",55.189999,55.919998,54.400002,55.259998,2263500,54.44767
"2022-02-14",55.389999,55.919998,54.419998,54.610001,1955900,53.807228
"2022-02-15",54.849998,55.380001,54.450001,54.759998,1418700,53.955017
"2022-02-16",54.82,55.169998,54.279999,55.07,1376700,54.260464
"2022-02-17",54.919998,55.040001,53.959999,54.23,1528700,53.432812
"2022-02-18",54.23,54.970001,54.150002,54.240002,3814600,53.442665
"2022-02-22",54.5,54.970001,54.009998,54.580002,2172100,53.777668
"2022-02-23",54.860001,55.32,53.810001,53.849998,1257000,53.058399
"2022-02-24",53.16,54.529999,52.669998,54.32,1357500,53.521488
"2022-02-25",54.709999,56.060001,54.43,56.040001,1624600,55.216206
"2022-02-28",55.25,56.040001,54.470001,54.869999,3119200,54.0634
"2022-03-01",55.009998,55.34,53.84,54.310001,1960900,53.511639
"2022-03-02",54.990002,56.099998,54.849998,55.790001,1496100,54.969879
"2022-03-03",56.009998,56.48,55.68,56.279999,1049700,55.452675
"2022-03-04",55.830002,58.139999,55.720001,58.049999,1660700,57.196659
"2022-03-07",58.049999,58.889999,57.580002,57.599998,1364400,56.753273
"2022-03-08",57.540001,57.740002,56.439999,56.580002,1408500,55.748268
"2022-03-09",57.310001,58.09,57.139999,57.27,1346800,56.428123
"2022-03-10",56.689999,57.369999,56.57,57.299999,942100,56.457684
"2022-03-11",57.709999,57.869999,56.360001,56.639999,1354500,55.807384
"2022-03-14",56.919998,57.130001,55.619999,56.02,1654900,55.196499
"2022-03-15",57.009998,57.240002,56.18,56.900002,1646200,56.063564
"2022-03-16",56.919998,57.720001,55.759998,57,2073800,56.16209
"2022-03-17",56.869999,57.759998,56.639999,57.470001,1581500,56.625187
"2022-03-18",57.509998,57.959999,56.669998,57.220001,5202600,56.37886
"2022-03-21",57.259998,57.610001,56.580002,56.77,1768800,55.935474
"2022-03-22",57.09,57.41,56.130001,56.25,1906600,55.423119
"2022-03-23",56.169998,56.41,55.650002,55.759998,2321500,54.940319
"2022-03-24",55.740002,56.599998,55.669998,56.560001,1658400,55.728565
"2022-03-25",56.860001,57.549999,56.639999,57.400002,2106400,56.556213
"2022-03-28",57.509998,58.080002,57.34,57.689999,1340800,56.841946
"2022-03-29",58.27,59.689999,58.110001,59.52,2154500,58.64505
"2022-03-30",57.849998,58.169998,57.560001,58.02,4439800,57.167099
"2022-03-31",58.330002,58.59,57.360001,57.369999,2572700,56.526653
"2022-04-01",57.669998,59.009998,57.450001,58.98,2195900,58.112988
"2022-04-04",59.099998,59.279999,57.619999,58.060001,1326400,57.206512
"2022-04-05",57.959999,59.189999,57.869999,58.16,1308400,57.305042
"2022-04-06",58.279999,59.669998,57.689999,59.57,1419400,58.694313
"2022-04-07",59.189999,59.5,58.59,59.119999,2060700,58.250927
"2022-04-08",58.919998,59.139999,58.490002,58.740002,2061000,58.250931
"2022-04-11",58.740002,59,57.330002,57.5,2180700,57.021252
"2022-04-12",57.439999,58.18,57.139999,57.66,1057700,57.17992
"2022-04-13",57.650002,58.139999,57.439999,57.700001,1008200,57.219589
"2022-04-14",57.919998,58.23,57.529999,57.580002,1085700,57.100586
"2022-04-18",57.509998,57.900002,56.700001,57.130001,1822800,56.654335
"2022-04-19",57.560001,58.25,57.560001,58,889600,57.51709
"2022-04-20",58.119999,59.369999,58.09,59.060001,2426800,58.568264
"2022-04-21",59.360001,60.009998,59.119999,59.450001,1278200,58.955017
"2022-04-22",59.34,59.369999,58.189999,58.25,1117000,57.765007
"2022-04-25",58.18,58.439999,56.77,57.799999,1570600,57.318752
"2022-04-26",57.689999,58.049999,56.82,56.82,1717600,56.346912
"2022-04-27",56.66,57.419998,55.82,55.959999,2435000,55.494072
"2022-04-28",56.009998,56.529999,55.290001,56.18,1252800,55.712242
"2022-04-29",55.740002,56.07,52.970001,53.209999,2958300,52.766972
"2022-05-02",53.5,53.799999,50.580002,51.759998,1768500,51.329041
"2022-05-03",52.02,52.419998,51.43,51.830002,1616700,51.398464
"2022-05-04",51.810001,52.119999,50.360001,52.060001,1117500,51.626549
"2022-05-05",51.93,52.209999,50.200001,50.610001,1578100,50.188618
"2022-05-06",50.18,50.43,49.349998,50.049999,1599200,49.633282
"2022-05-09",49.599998,49.669998,47.52,47.689999,1741500,47.292931
"2022-05-10",48.240002,48.400002,46.310001,46.540001,2173700,46.152508
"2022-05-11",46.75,48.189999,46.560001,47.439999,1939200,47.04501
"2022-05-12",47.509998,48.07,47.400002,47.939999,2244500,47.540848
"2022-05-13",48.400002,48.84,47.669998,48.779999,1283600,48.373856
"2022-05-16",48.880001,49.16,48.150002,48.220001,1635000,47.81852
"2022-05-17",48.779999,48.779999,47.889999,48.560001,2412900,48.155689
"2022-05-18",48.490002,48.759998,46.450001,46.740002,2260600,46.350842
"2022-05-19",46.380001,46.799999,46,46.279999,1526000,45.894669
"2022-05-20",46.68,46.849998,45.970001,46.580002,2081800,46.192173
"2022-05-23",47.049999,47.860001,46.330002,47.790001,1829300,47.392097
"2022-05-24",47.75,47.880001,46.630001,47.799999,1644200,47.402016
"2022-05-25",47.549999,47.860001,47.049999,47.66,1608500,47.26318
"2022-05-26",48.080002,48.419998,47.560001,47.59,1509200,47.193764
"2022-05-27",47.849998,48.779999,47.610001,48.59,2442400,48.185436
"2022-05-31",48.099998,48.240002,47.419998,47.799999,3582800,47.402016
"2022-06-01",47.889999,48.189999,47,47.919998,2393400,47.521015
"2022-06-02",48,48.43,47.130001,48,2803900,47.600349
"2022-06-03",47.759998,48.209999,47.389999,47.799999,2398000,47.402016
"2022-06-06",48.080002,48.080002,46.34,46.41,1687900,46.023586
"2022-06-07",46.299999,47.41,46.16,47.310001,2078500,46.916096
"2022-06-08",47,47.16,46.189999,46.349998,1941500,45.964085
"2022-06-09",46.189999,46.470001,45.150002,45.209999,1854800,44.83358
"2022-06-10",44.720001,45.16,44.119999,44.759998,3138500,44.387325
"2022-06-13",43.93,44.130001,42.16,42.41,2766200,42.056892
"2022-06-14",42.540001,42.950001,42.009998,42.32,2104600,41.96764
"2022-06-15",42.669998,43.720001,42.310001,42.939999,3047500,42.582478
"2022-06-16",42.060001,43.049999,42,42.77,2373200,42.413895
"2022-06-17",42.98,43.939999,42.939999,43.529999,4280100,43.167564
"2022-06-21",43.799999,44.98,43.700001,44.099998,2764700,43.732819
"2022-06-22",43.73,45.139999,43.669998,44.48,2079900,44.109657
"2022-06-23",45.060001,45.860001,44.779999,45.700001,2449600,45.3195
"2022-06-24",45.900002,46.259998,45.669998,46.150002,3293300,45.765755
"2022-06-27",45.939999,47.310001,45.830002,46.68,1472700,46.29134
"2022-06-28",46.93,47.349998,46.139999,46.25,2127200,45.864922
"2022-06-29",45.959999,46.380001,45.759998,46.290001,1425100,45.904587
