"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2021-12-20",48.279999,48.59,47.5,48.110001,1955400,46.933697
"2021-12-21",48.59,49.650002,48.59,49.220001,1694000,48.016552
"2021-12-22",49.330002,49.549999,48.900002,49.080002,1181000,47.879982
"2021-12-23",49.25,49.450001,48.990002,49.200001,1282000,47.997044
"2021-12-27",49.049999,49.889999,48.560001,49.869999,1051500,48.650661
"2021-12-28",49.82,50.240002,49.540001,50.119999,1168900,48.894547
"2021-12-29",50.330002,50.970001,49.57,50.669998,1504700,49.431103
"2021-12-30",50.630001,51.689999,50.619999,51.360001,1759100,50.104233
"2021-12-31",50.869999,51.52,50.790001,51.119999,1522000,50.310905
"2022-01-03",51.34,52.049999,50.91,51.93,2270800,51.108089
"2022-01-04",52.18,54.009998,52.040001,53.279999,2480600,52.436718
