"","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"2022-01-05",269.299988,270.279999,266.899994,267.190002,2473000,264.247345
"2022-01-06",268.119995,270.76001,267.799988,269.690002,2908400,266.719849
"2022-01-07",268.559998,270.170013,267,267.059998,2209100,264.118805
"2022-01-10",266.709991,266.720001,262.01001,264.410004,3122400,261.497986
"2022-01-11",263.48999,263.950012,260.320007,262.119995,3206200,259.233185
"2022-01-12",263.369995,263.950012,260.279999,260.920013,3044000,258.046417
"2022-01-13",261.410004,263.850006,260.589996,261.410004,2371300,258.531006
"2022-01-14",261.140015,261.23999,257.160004,257.709991,3460100,254.87175
"2022-01-18",256.959991,257.100006,254.309998,256.480011,3076500,253.655319
"2022-01-19",257.549988,257.950012,255.080002,255.220001,2304700,252.409195
"2022-01-20",256.619995,258.109985,252.899994,253.130005,2602200,250.342209
"2022-01-21",254.039993,258.459991,253.690002,254.589996,3738100,251.786118
"2022-01-24",252.380005,253.919998,247.779999,253.610001,5153100,250.81691
"2022-01-25",250.830002,252.529999,247.070007,250.679993,3908600,247.919189
"2022-01-26",253,254.210007,247.860001,249.850006,3839000,247.098328
"2022-01-27",249.600006,252.460007,245.25,248.740005,5199000,246.000549
"2022-01-28",250,256.350006,247.160004,256.089996,3833200,253.269592
"2022-01-31",255.020004,259.5,254.440002,259.450012,3174200,256.592621
"2022-02-01",259.75,259.899994,255.580002,258.98999,2496500,256.137665
"2022-02-02",258.829987,262.609985,258.48999,262.279999,2371500,259.391449
"2022-02-03",262,262.799988,260.070007,260.640015,2242200,257.769501
"2022-02-04",259.869995,261.730011,257.790009,260.059998,1989700,257.195892
"2022-02-07",261,261.579987,259.170013,259.850006,1959300,256.98822
"2022-02-08",260.5,262.380005,259.100006,260.079987,2920000,257.215637
"2022-02-09",261.98999,262.880005,259.410004,259.859985,2379300,256.998077
"2022-02-10",258.600006,260.440002,255.970001,256.869995,3246600,254.041016
"2022-02-11",256.869995,258.76001,254.729996,255.160004,3592700,252.349838
"2022-02-14",255.910004,256.25,251.679993,253.389999,2825800,250.59935
"2022-02-15",254.820007,256.920013,253.559998,253.809998,2171500,251.014709
"2022-02-16",253.770004,254.600006,251.199997,253.089996,2941800,250.302643
"2022-02-17",251.479996,252.880005,250,250.929993,2831900,248.166428
"2022-02-18",250.339996,252.289993,250.009995,250.600006,2813500,247.840088
"2022-02-22",250.009995,254.699997,249.600006,252.699997,3980500,249.916931
"2022-02-23",253.529999,253.850006,247.080002,247.789993,3497200,245.06102
"2022-02-24",242.929993,245.580002,239.610001,245.029999,4856000,242.331406
"2022-02-25",246,249.529999,243.630005,249.449997,4549700,246.702728
"2022-02-28",244.440002,245.720001,242.360001,244.770004,4410400,243.420914
"2022-03-01",242.300003,243.600006,238.300003,239.630005,3910700,238.30925
"2022-03-02",240.850006,242.740005,239.610001,240.940002,4482000,239.61203
"2022-03-03",241.009995,242.339996,235.679993,236.649994,4707400,235.345657
"2022-03-04",234.619995,236.389999,231.639999,235.809998,4184100,234.5103
"2022-03-07",234.309998,234.309998,224.190002,224.330002,5425000,223.093582
"2022-03-08",224.330002,229.740005,222.199997,222.789993,5258800,221.562057
"2022-03-09",226.789993,227.25,222.009995,222.470001,5630500,221.24382
"2022-03-10",220.199997,222.050003,217.679993,222,5444900,220.776413
"2022-03-11",224.740005,229.110001,224.199997,226.869995,6126300,225.619568
"2022-03-14",226.779999,228.440002,223.160004,226.179993,4436100,224.933365
"2022-03-15",227.979996,234.570007,227.979996,232.570007,5087400,231.288162
"2022-03-16",234.869995,238.210007,234.360001,238.139999,4173200,236.827454
"2022-03-17",236.440002,237.470001,234.539993,237.470001,3752800,236.161148
"2022-03-18",237.229996,239.190002,235.990005,238.919998,5336500,237.603149
"2022-03-21",239.580002,240.089996,234.070007,235.320007,3704000,234.02301
"2022-03-22",237.039993,238.440002,236.470001,238.119995,2938100,236.807556
"2022-03-23",237.130005,238.009995,235.949997,236.119995,2200500,234.818588
"2022-03-24",237.559998,241.039993,236.470001,240.259995,2337500,238.93576
"2022-03-25",240.539993,241.850006,239.429993,241.580002,2134800,240.248505
"2022-03-28",241.910004,242.949997,239.860001,242.940002,2041800,241.600998
"2022-03-29",246.350006,248.649994,244.770004,248.169998,2657400,246.80217
"2022-03-30",247.509995,250.5,247.509995,249.029999,2227300,247.65744
"2022-03-31",249.720001,251.350006,247.279999,247.279999,3803400,245.917084
"2022-04-01",248.119995,249.429993,246.179993,249.25,2023000,247.876221
"2022-04-04",246.789993,247.270004,242.380005,246.830002,2500700,245.469559
"2022-04-05",246.100006,249.740005,245.429993,248.509995,2532500,247.140289
"2022-04-06",247.639999,252.380005,245.979996,251.460007,2886000,250.074051
"2022-04-07",250.789993,255.479996,249.539993,254.360001,4041800,252.958054
"2022-04-08",253.039993,255.070007,250.919998,251.460007,2551000,250.074051
"2022-04-11",251.25,252.940002,249.929993,250.449997,2326700,249.069611
"2022-04-12",250.729996,252.289993,248.800003,249.169998,2724900,247.796661
"2022-04-13",249.360001,251.660004,249.020004,251.330002,2133800,249.944763
"2022-04-14",251.330002,253.729996,250.429993,250.509995,2105900,249.129272
"2022-04-18",249.630005,252.490005,249.130005,251.059998,1426600,249.676239
"2022-04-19",250.039993,255.960007,250.039993,255.399994,2324500,253.992325
"2022-04-20",256,257.790009,254.820007,255.850006,2278700,254.43985
"2022-04-21",257.649994,259.609985,254.880005,255.25,2476900,253.843155
"2022-04-22",255,255,249.940002,250.169998,2643600,248.791153
"2022-04-25",249.449997,253.130005,247.929993,252.880005,2523000,251.486221
"2022-04-26",250.130005,252.410004,248.330002,248.580002,2948500,247.209915
"2022-04-27",247.979996,250.970001,247.050003,247.139999,2706500,245.777847
"2022-04-28",249.940002,256.380005,248.080002,254.190002,3547400,252.789001
"2022-04-29",254.279999,254.850006,248.800003,249.160004,3388000,247.786728
"2022-05-02",250.860001,251.550003,242.259995,246.639999,3418700,245.280609
"2022-05-03",247.389999,247.839996,242.279999,245.869995,2562000,244.514847
"2022-05-04",246.160004,254.779999,246.160004,254.320007,3289300,252.918289
"2022-05-05",252.889999,254.490005,246.779999,248.919998,2925900,247.548035
"2022-05-06",248.190002,252.449997,247.699997,250.779999,2964500,249.397797
"2022-05-09",247,249.899994,246.789993,247.490005,2918900,246.125931
"2022-05-10",248.990005,250.880005,244.929993,245.679993,3070800,244.325897
"2022-05-11",245.270004,246.789993,243.210007,244.429993,2833200,243.082779
"2022-05-12",245.320007,246.380005,241.119995,244.190002,2861000,242.844116
"2022-05-13",247.149994,247.179993,242.279999,245.039993,3255200,243.689423
"2022-05-16",244.460007,245.479996,240.729996,244.039993,2147100,242.694931
"2022-05-17",246,247,239.460007,241.630005,3204900,240.298233
"2022-05-18",239.460007,240.080002,230.369995,231.050003,3946100,229.776535
"2022-05-19",229.5,232.149994,228.339996,229,3518300,227.737839
"2022-05-20",231.380005,234.059998,228.589996,233.910004,3208200,232.620773
"2022-05-23",235.759995,238.889999,233.5,238,3053500,236.688232
"2022-05-24",237.5,245.800003,237.449997,244.520004,5258200,243.172302
"2022-05-25",242.580002,245.699997,241.589996,244.009995,2641700,242.6651
"2022-05-26",246,249.330002,245.600006,248.089996,1972300,246.72261
"2022-05-27",249.5,251.869995,248.779999,251.869995,2063800,250.481781
"2022-05-31",250,254.279999,248.630005,252.210007,3924700,250.819916
"2022-06-01",253.190002,253.419998,248.190002,249.279999,2264100,247.906052
"2022-06-02",249.600006,250.440002,246.220001,250.380005,2089700,249
"2022-06-03",248.429993,250.270004,248.169998,248.360001,1838900,248.360001
"2022-06-06",249.080002,249.529999,247.330002,248.070007,1569300,248.070007
"2022-06-07",246,249.789993,245.529999,248.940002,2782000,248.940002
"2022-06-08",247.899994,248.479996,244.889999,245.610001,2101300,245.610001
"2022-06-09",243.619995,246,242.029999,242.160004,2682600,242.160004
"2022-06-10",239.179993,239.509995,237.160004,237.380005,1992300,237.380005
"2022-06-13",232.789993,240.100006,232.679993,238.470001,4697000,238.470001
"2022-06-14",239.960007,242.899994,238.619995,238.759995,3564800,238.759995
"2022-06-15",239.860001,241.580002,236.119995,238.899994,3152100,238.899994
"2022-06-16",236.080002,237.320007,233.820007,235.190002,3272000,235.190002
"2022-06-17",234.220001,235.490005,232.169998,234.380005,7236300,234.380005
"2022-06-21",236.220001,240.100006,234.139999,239.589996,3263500,239.589996
"2022-06-22",238.789993,244.550003,238.360001,243.059998,3054300,243.059998
"2022-06-23",243.699997,245.089996,240.460007,243.580002,1937000,243.580002
"2022-06-24",245.259995,248,244.490005,247.899994,3104800,247.899994
"2022-06-27",247.899994,248.770004,246.570007,247.029999,2059200,247.029999
"2022-06-28",247.059998,249.960007,242.520004,242.830002,2381700,242.830002
"2022-06-29",246.139999,248.869995,245.110001,247.740005,2997200,247.740005
