"","CVS.Open","CVS.High","CVS.Low","CVS.Close","CVS.Volume","CVS.Adjusted"
"2022-01-06",105.370003,105.739998,102.410004,102.589996,9847600,100.931465
"2022-01-07",102.449997,104.790001,101.330002,104.190002,6862200,102.5056
"2022-01-10",104.209999,105.220001,103.190002,105.059998,6105500,103.361534
"2022-01-11",106.07,107.260002,105.260002,106.040001,8694200,104.325691
"2022-01-12",105.470001,106.449997,105.089996,105.779999,4933700,104.069893
"2022-01-13",105.25,105.970001,104.18,105.339996,6511000,103.637009
"2022-01-14",105.709999,106.470001,105.029999,106.220001,6706700,104.502777
"2022-01-18",105.800003,106.139999,104.019997,104.510002,8109300,102.820427
"2022-01-19",104.949997,105.760002,103.419998,103.449997,7286600,101.777565
"2022-01-20",102.660004,103.889999,102.239998,102.389999,6694700,101.273125
"2022-01-21",102.93,103.419998,101,101.559998,7822800,100.452179
"2022-01-24",100.900002,104.07,99.690002,103.510002,13768700,102.380905
"2022-01-25",102.470001,103.410004,100.900002,103.099998,7472300,101.97538
"2022-01-26",103.599998,105.32,103.239998,104.860001,10827900,103.716187
"2022-01-27",105.379997,107.610001,105,106.790001,12385100,105.62513
"2022-01-28",106.68,109.339996,106.160004,109.269997,10339500,108.078079
"2022-01-31",108.220001,108.5,105.43,106.510002,8540100,105.348183
"2022-02-01",106.269997,107.18,105.209999,106.269997,7040200,105.110802
"2022-02-02",105.82,109.07,105.629997,108.900002,8771800,107.712112
"2022-02-03",109.949997,110.150002,108.220001,108.720001,6612800,107.534073
"2022-02-04",107.580002,109.519997,107.150002,108.489998,5473000,107.306587
"2022-02-07",108.989998,109.82,107.910004,109.410004,5450500,108.216553
"2022-02-08",108.889999,111.25,108.879997,110.830002,7793400,109.621063
"2022-02-09",106.459999,108.269997,104.120003,104.790001,15269800,103.646942
"2022-02-10",104.599998,106.639999,104.459999,105.32,8605700,104.171165
"2022-02-11",105.489998,106.139999,104.080002,104.239998,5923100,103.102943
"2022-02-14",104.07,104.150002,102.029999,103,7663400,101.876465
"2022-02-15",103.860001,104.519997,102.529999,102.970001,4441300,101.846794
"2022-02-16",103.050003,104.239998,102.830002,103.940002,5623900,102.806221
"2022-02-17",103.650002,103.940002,102.059998,102.300003,4635600,101.184105
"2022-02-18",102.550003,102.989998,101.220001,102.129997,4850700,101.015953
"2022-02-22",102.160004,102.779999,101.029999,101.919998,4776700,100.80825
"2022-02-23",102.540001,103.480003,101.970001,102.239998,4947700,101.124756
"2022-02-24",100.260002,100.949997,98.459999,100.769997,7055300,99.670792
"2022-02-25",101.400002,104.860001,101.190002,104.300003,6573400,103.162292
"2022-02-28",101.290001,103.730003,101.290001,103.650002,6678100,102.519386
"2022-03-01",103.209999,103.5,100.959999,102.050003,5642900,100.936836
"2022-03-02",103.010002,105.029999,101.949997,104.43,5031700,103.290878
"2022-03-03",104.489998,105.709999,103.480003,104.540001,5741900,103.399673
"2022-03-04",102.709999,105.279999,102.07,105.190002,5347300,104.042587
"2022-03-07",104.489998,106.809998,103.739998,104.559998,6424200,103.419456
"2022-03-08",105.07,105.870003,102.25,102.360001,6801100,101.243454
"2022-03-09",104.540001,104.93,102.370003,103.599998,4936900,102.469925
"2022-03-10",103.099998,104.260002,102.57,104.080002,3595000,102.944687
"2022-03-11",104.169998,105.18,103.389999,103.470001,4799000,102.341339
"2022-03-14",103.93,104.589996,101.089996,104.489998,5750300,103.350212
"2022-03-15",105,107.449997,104.589996,106.980003,6845100,105.813065
"2022-03-16",107,107.32,105.5,107.110001,5183000,105.941643
"2022-03-17",106.650002,108.639999,105.720001,108.559998,5583100,107.375824
"2022-03-18",108.5,108.620003,106.550003,107.300003,7129700,106.129562
"2022-03-21",107.779999,109.690002,106.870003,107.389999,4673800,106.21859
"2022-03-22",108,108.199997,106.330002,107.230003,3305700,106.060333
"2022-03-23",107.480003,107.769997,106.150002,106.199997,3182400,105.041565
"2022-03-24",106.400002,108.07,106.059998,108.050003,3618100,106.871384
"2022-03-25",107.75,108.870003,107.339996,108.559998,3788800,107.375824
"2022-03-28",108,108.25,106.919998,108.040001,3774400,106.861496
"2022-03-29",106.790001,107.290001,103.910004,104.68,8510700,103.538147
"2022-03-30",104.099998,105.360001,102.32,103.550003,7971600,102.420471
"2022-03-31",102,102.769997,101.18,101.209999,8521100,100.105995
"2022-04-01",101.209999,102.190002,100.300003,101.089996,6344300,99.987297
"2022-04-04",100.489998,100.540001,98.660004,100,6951500,98.909195
"2022-04-05",99.339996,101.279999,99.18,99.459999,7124900,98.375084
"2022-04-06",99.970001,102.290001,99.690002,102.059998,6590200,100.946724
"2022-04-07",101.959999,103.989998,101.269997,103.610001,5731600,102.47982
"2022-04-08",104.400002,107.519997,103.559998,106.610001,7756100,105.447098
"2022-04-11",106.360001,107.730003,104.169998,104.449997,6368600,103.310654
"2022-04-12",104.400002,105.029999,103.760002,104.639999,4127900,103.498581
"2022-04-13",104.400002,105.800003,103.199997,104.980003,3768300,103.834877
"2022-04-14",105.309998,105.75,103.610001,103.68,5134800,102.549057
"2022-04-18",103.379997,104.489998,102.980003,103.419998,3003400,102.291885
"2022-04-19",103.599998,104.410004,102.949997,103.860001,3615300,102.727089
"2022-04-20",104.900002,107.599998,104.580002,106.639999,5629800,105.476768
"2022-04-21",106.099998,106.400002,104.870003,105.18,3386100,104.572021
"2022-04-22",104.269997,104.309998,101.57,101.68,5779200,101.092255
"2022-04-25",101.839996,102.389999,99.209999,101.769997,4957500,101.181732
"2022-04-26",101.110001,102.910004,101.040001,101.43,3929000,100.843704
"2022-04-27",101.209999,102.330002,99.739998,100.849998,4730800,100.267052
"2022-04-28",101.739998,102.599998,100.370003,100.849998,5907500,100.267052
"2022-04-29",100.279999,100.440002,95.889999,96.129997,8778300,95.574333
"2022-05-02",96.449997,97.32,95.019997,96.5,6520200,95.9422
"2022-05-03",97.110001,97.730003,95.93,95.980003,5894400,95.425209
"2022-05-04",96.779999,101.209999,95.529999,100.57,9361200,99.98867
"2022-05-05",100.610001,100.610001,96.5,97.730003,8236300,97.165092
"2022-05-06",97.309998,100.93,97.190002,100.690002,8220400,100.107979
"2022-05-09",99.580002,100.150002,98.370003,98.860001,7147000,98.288559
"2022-05-10",99.410004,100.099998,97.720001,98.160004,5221800,97.592606
"2022-05-11",98.239998,99.870003,97.879997,97.989998,4667200,97.423584
"2022-05-12",97.440002,98.260002,96.290001,98.25,4919400,97.682083
"2022-05-13",98.410004,98.620003,96.580002,97.480003,4502300,96.916534
"2022-05-16",98,99.349998,97.080002,98.550003,3438600,97.980354
"2022-05-17",98.889999,99.529999,97.919998,99.379997,4160200,98.80555
"2022-05-18",98.43,98.43,92.93,94.019997,8246800,93.476532
"2022-05-19",93.029999,93.68,91.470001,93.139999,7e+06,92.601616
"2022-05-20",93.279999,95.230003,92.739998,94.93,5194200,94.381271
"2022-05-23",96,97.07,94.980003,95.57,6136200,95.01757
"2022-05-24",96.099998,97.010002,94.790001,96.449997,3959200,95.892487
"2022-05-25",97.050003,98.040001,96.529999,97.150002,3603600,96.58844
"2022-05-26",97.839996,98.870003,97.629997,97.800003,4779100,97.234688
"2022-05-27",96.449997,98.099998,95.760002,98.050003,4318000,97.483238
"2022-05-31",97.5,98.160004,96.419998,96.75,9286800,96.19075
"2022-06-01",97.379997,97.769997,95.169998,96.540001,4410400,95.981964
"2022-06-02",96.620003,97.279999,94.529999,97.230003,4175600,96.667984
"2022-06-03",96.919998,97.139999,94.709999,94.900002,4312700,94.351448
"2022-06-06",95.309998,96.309998,94.610001,95.720001,3925100,95.16671
"2022-06-07",94.669998,96.139999,94.209999,95.919998,4852400,95.365547
"2022-06-08",95.269997,95.290001,93.5,93.879997,3778300,93.337341
"2022-06-09",93.830002,94.669998,92.720001,92.739998,4153500,92.203926
"2022-06-10",91.519997,94.010002,91.349998,93.169998,4488600,92.631447
"2022-06-13",91.68,92.889999,90.440002,90.889999,4756900,90.364624
"2022-06-14",91.099998,91.949997,89.949997,90.639999,4789100,90.116066
"2022-06-15",90.910004,92.239998,90.139999,91.449997,4177100,90.921387
"2022-06-16",90.040001,90.599998,89.089996,89.849998,5914400,89.330635
"2022-06-17",90.25,91.080002,88.419998,88.660004,8393800,88.147522
"2022-06-21",90.440002,91.739998,89.389999,91.080002,4998500,90.553528
"2022-06-22",90.620003,92.879997,90.300003,91.290001,4658600,90.762314
"2022-06-23",91.519997,92.970001,91.309998,92.370003,4665400,91.836075
"2022-06-24",93.040001,94.779999,92.309998,94.519997,6106200,93.97364
"2022-06-27",94.5,94.989998,94.099998,94.540001,4687200,93.99353
"2022-06-28",94.93,95.949997,92.940002,93.199997,4900100,92.66127
"2022-06-29",93.489998,94.25,93.110001,93.349998,3562400,92.810402
