"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2022-01-12",368.940002,372.119995,367.070007,367.309998,5783100,366.239594
"2022-01-13",368.609985,377.679993,367.880005,369.519989,3892900,368.443146
"2022-01-14",364.320007,374.779999,364.149994,372.140015,4029900,371.055542
"2022-01-18",370.790009,372.140015,365.200012,366.299988,4933900,365.232513
"2022-01-19",362.410004,369.299988,359.709991,360.730011,4464800,359.678772
"2022-01-20",361.829987,373.070007,361.670013,364,5043200,362.939209
"2022-01-21",362.5,368.130005,354.109985,355.079987,4867100,354.045197
"2022-01-24",342.570007,350.100006,330.589996,349.420013,7472800,348.401703
"2022-01-25",343.320007,347.040009,333.390015,338.76001,6994400,337.772797
"2022-01-26",343.359985,354.769989,341.25,344.660004,7438600,343.655609
"2022-01-27",349.079987,359.630005,334.329987,350.529999,8416100,349.508484
"2022-01-28",359.049988,382.769989,355.380005,382.51001,8813400,381.395294
"2022-01-31",378.679993,386.549988,376.290009,386.380005,6345200,385.254028
"2022-02-01",385.76001,395.5,382.420013,392.059998,5841100,390.91745
"2022-02-02",389.290009,399.920013,382.75,396.75,6115000,395.593781
"2022-02-03",388.540009,392.940002,386.48999,390.070007,4209200,388.933258
"2022-02-04",387.570007,388.149994,376.410004,382.200012,6045400,381.086212
"2022-02-07",382.200012,382.399994,373.309998,376.130005,4767500,375.033875
"2022-02-08",377.540009,379.769989,370.540009,374.369995,5825300,373.278992
"2022-02-09",385.600006,388.450012,380.600006,381.369995,5492800,380.258575
"2022-02-10",371.720001,380,370.559998,374.390015,3995000,373.29895
"2022-02-11",377.859985,380.899994,367.640015,369.769989,4345600,368.692383
"2022-02-14",368.820007,377.290009,366.76001,374.160004,3678400,373.069611
"2022-02-15",374.579987,383.070007,373.399994,381.540009,5800400,380.428131
"2022-02-16",379.959991,385,376.779999,382.929993,3424800,381.814056
"2022-02-17",378.600006,381.290009,372.170013,373.700012,3972500,372.610992
"2022-02-18",374.51001,374.809998,369,369.950012,4083800,368.871887
"2022-02-22",365,374.320007,363.799988,368.290009,3897900,367.216705
"2022-02-23",371.970001,373.559998,360.130005,361.230011,3802500,360.177307
"2022-02-24",345.940002,370.540009,341.309998,369.380005,7425000,368.303558
"2022-02-25",367.220001,372.589996,361.700012,369.089996,3817900,368.014374
"2022-02-28",362.190002,365.359985,355.660004,360.820007,4952400,359.768524
"2022-03-01",357.850006,361.579987,341.220001,344.480011,5894200,343.476135
"2022-03-02",342.959991,348.320007,338.690002,344.089996,4997900,343.087219
"2022-03-03",347.630005,349.5,340.700012,340.98999,3975900,339.996277
"2022-03-04",336.899994,338.829987,324,330.76001,4670900,329.796112
"2022-03-07",329.579987,329.799988,312.109985,312.920013,6874300,312.008087
"2022-03-08",311.390015,324.730011,305.609985,314.329987,5048200,313.413971
"2022-03-09",323.149994,329.450012,321.109985,328.130005,4015900,327.173767
"2022-03-10",321.940002,326.119995,319.75,324.589996,3771300,323.644073
"2022-03-11",330.029999,330.970001,324.029999,324.790009,2987700,323.843506
"2022-03-14",329.100006,336.880005,327.26001,328.589996,4122700,327.632416
"2022-03-15",332.420013,338.380005,331.209991,335,3738900,334.023743
"2022-03-16",341.98999,350.940002,336.679993,344.679993,4340800,343.675537
"2022-03-17",341.600006,346.880005,339.75,346.440002,3244200,345.43042
"2022-03-18",346.700012,352.73999,342.48999,350.089996,6790800,349.069763
"2022-03-21",346.019989,350,342.48999,345.579987,6053800,344.572906
"2022-03-22",346.779999,353.929993,345.51001,349.529999,4669900,348.511383
"2022-03-23",343.399994,346.730011,341.75,342.179993,2527800,341.1828
"2022-03-24",342.25,349.450012,340.700012,349.350006,2482700,348.33194
"2022-03-25",350.410004,351.540009,345.649994,349.019989,2173800,348.002869
"2022-03-28",348.51001,350.559998,343.529999,350.48999,3134600,349.468597
"2022-03-29",358.720001,370.76001,357.100006,367.549988,5512400,366.478851
"2022-03-30",364.01001,368.279999,359.619995,362.23999,2614200,361.184326
"2022-03-31",359.579987,364.119995,357.359985,357.380005,4095700,356.338531
"2022-04-01",359.220001,367.890015,358.170013,363.970001,3806800,362.909332
"2022-04-04",364.25,369.76001,363.149994,366.910004,3027200,365.840759
"2022-04-05",363.309998,367.630005,361.929993,363.320007,2215900,362.2612
"2022-04-06",356.470001,357.089996,349.579987,353.549988,3864500,352.519684
"2022-04-07",351.179993,352.899994,345.809998,349.549988,2848500,349.015045
"2022-04-08",347.299988,355.890015,345.649994,352.269989,2235100,351.730865
"2022-04-11",350.640015,351.5,345.820007,347.369995,1809200,346.838379
"2022-04-12",350,354.480011,344.480011,345.799988,4038500,345.270782
"2022-04-13",344.410004,357,342.869995,355.140015,3048500,354.596497
"2022-04-14",357.179993,362.950012,356.869995,357.820007,3358900,357.2724
"2022-04-18",353.98999,360.76001,353.220001,356.799988,1871400,356.253937
"2022-04-19",356.809998,364.670013,356.070007,363.869995,2999300,363.31311
"2022-04-20",366.660004,371.890015,363.869995,365.290009,3377300,364.730957
"2022-04-21",369.480011,375.220001,363.459991,364.440002,3605300,363.882263
"2022-04-22",360.5,362.100006,350.609985,351.179993,2968800,350.642548
"2022-04-25",349.279999,355.059998,347.149994,354.600006,3380400,354.057312
"2022-04-26",347.940002,350.059998,343.579987,344.109985,3116400,343.583344
"2022-04-27",357,373.73999,356,361.570007,5702300,361.016663
"2022-04-28",369.130005,381.970001,368.790009,378.829987,6843300,378.250214
"2022-04-29",372.049988,377.119995,361.75,363.380005,4741800,362.823883
"2022-05-02",363,364.929993,350.589996,359.040009,3903800,358.49054
"2022-05-03",361.589996,363.440002,353.440002,357.790009,2686900,357.242432
"2022-05-04",359.369995,369.23999,353.660004,368.519989,3346600,367.955994
"2022-05-05",362.100006,367.769989,349.029999,353.369995,3424800,352.829193
"2022-05-06",346.25,351.26001,340.779999,347.119995,3635200,346.588745
"2022-05-09",341,342.390015,324.890015,327.98999,5777400,327.488037
"2022-05-10",332.309998,333.679993,323.049988,325.329987,5003500,324.832092
"2022-05-11",325.480011,331,318.549988,325.869995,4263900,325.371277
"2022-05-12",321.769989,325.579987,312.769989,321.23999,3891500,320.748352
"2022-05-13",327.670013,335.230011,326.089996,332.799988,3536000,332.29068
"2022-05-16",328.540009,333.549988,325.029999,329.730011,2062300,329.225403
"2022-05-17",340.109985,341.179993,332.529999,338.859985,2802300,338.3414
"2022-05-18",333.619995,341.600006,333.559998,335.899994,4521400,335.385925
"2022-05-19",330,336.209991,324.429993,332.220001,4380700,331.711578
"2022-05-20",335.700012,339.609985,327.690002,336.179993,3428700,335.665497
"2022-05-23",339.029999,351.299988,338.959991,348.429993,3420800,347.896759
"2022-05-24",343.890015,344,335.980011,340.690002,2561500,340.16861
"2022-05-25",340.579987,347.73999,339.209991,344.76001,3033400,344.232391
"2022-05-26",348,353.25,346.01001,349.890015,2817400,349.354553
"2022-05-27",353.390015,357.790009,352.109985,357.779999,2658700,357.232452
"2022-05-31",353.089996,360.970001,351.140015,357.869995,3873800,357.322296
"2022-06-01",358.200012,364.440002,354.850006,357.059998,2190000,356.51355
"2022-06-02",360.48999,365.049988,357.76001,363.079987,2484200,362.524323
"2022-06-03",359.480011,360.950012,355.769989,357.820007,2076100,357.2724
"2022-06-06",362,368.309998,358.529999,360.140015,2196100,359.588867
"2022-06-07",356.929993,364.480011,356.329987,364.019989,2158800,363.462891
"2022-06-08",365,367.119995,360.980011,362.329987,1709600,361.775482
"2022-06-09",359.76001,362.209991,348.940002,349,2250600,348.465881
"2022-06-10",341.329987,344.309998,334.600006,334.75,3300500,334.237701
"2022-06-13",322,330.899994,317.920013,319.73999,4825100,319.250671
"2022-06-14",320.100006,324,319.660004,322.140015,2788400,321.647003
"2022-06-15",327.410004,330.630005,319.429993,325.390015,2357800,324.892029
"2022-06-16",316.089996,316.450012,305.079987,308.779999,4528500,308.307434
"2022-06-17",307,314.140015,303.649994,310.690002,6235300,310.214508
"2022-06-21",316.049988,320.230011,314.880005,317.399994,3193700,316.914246
"2022-06-22",313.470001,319.040009,311.359985,316.149994,2671500,315.666168
"2022-06-23",318.899994,319.980011,313.540009,316.76001,2387600,316.275238
"2022-06-24",319.220001,330.809998,319.220001,330.5,4318100,329.994202
"2022-06-27",331.970001,331.970001,327.119995,328.829987,2810800,328.326752
"2022-06-28",332.700012,337.149994,318.119995,318.290009,3394200,317.802887
"2022-06-29",319.109985,326.109985,318.410004,322.589996,3779500,322.096313
