"","EMR.Open","EMR.High","EMR.Low","EMR.Close","EMR.Volume","EMR.Adjusted"
"2022-01-06",95.910004,96.889999,95.269997,96.230003,2477000,95.133423
"2022-01-07",96.550003,96.970001,95.610001,95.690002,2863600,94.599579
"2022-01-10",95.209999,95.610001,94.190002,95.300003,2840000,94.214027
"2022-01-11",95.75,96.589996,94.639999,96.379997,2144300,95.281708
"2022-01-12",97.290001,97.730003,96.260002,96.919998,2191200,95.815559
"2022-01-13",97.209999,98.300003,96.93,97.279999,2131900,96.171455
"2022-01-14",96.400002,97.580002,95.690002,97.470001,2624400,96.359291
"2022-01-18",96.769997,97.139999,95.650002,96.370003,2777100,95.271828
"2022-01-19",96.559998,96.940002,94.839996,94.919998,2145000,93.838348
"2022-01-20",95.199997,96.300003,93.449997,93.650002,2417700,92.582817
"2022-01-21",93.839996,94.709999,92.669998,93.199997,3253500,92.137947
"2022-01-24",92.010002,93.419998,89.660004,93.040001,4210100,91.979774
"2022-01-25",91.410004,92.050003,89.809998,91.209999,3723000,90.170624
"2022-01-26",92.370003,92.860001,89.93,90.580002,4230000,89.547806
"2022-01-27",91.43,92.739998,89.940002,90.629997,2470700,89.597237
"2022-01-28",90.129997,90.769997,88.650002,90.709999,2937100,89.676323
"2022-01-31",90.699997,92.089996,89.849998,91.949997,3710300,90.902191
"2022-02-01",91.949997,92.559998,91.099998,92.480003,4371700,91.426155
"2022-02-02",94.260002,97.760002,94.25,97.559998,4920800,96.448265
"2022-02-03",96.419998,98.480003,96.279999,96.589996,3306500,95.489319
"2022-02-04",96.57,97.129997,94.099998,95.379997,4979300,94.293106
"2022-02-07",95.690002,96.360001,94.559998,95.730003,4505600,94.639122
"2022-02-08",96.120003,97.669998,95.720001,97.120003,4809400,96.013275
"2022-02-09",98.099998,98.629997,97.639999,98.419998,3700500,97.298462
"2022-02-10",96.989998,98.839996,96.489998,96.870003,4274400,96.269882
"2022-02-11",97.050003,97.910004,94.209999,94.739998,3620200,94.153069
"2022-02-14",95.07,95.07,92.949997,93.970001,2698400,93.387848
"2022-02-15",94.849998,95.610001,94.309998,94.879997,3251900,94.292206
"2022-02-16",94.690002,96.239998,94.639999,95.870003,3059800,95.276077
"2022-02-17",95.080002,95.339996,92.779999,93.190002,2689800,92.612679
"2022-02-18",93.099998,93.959999,92.279999,92.769997,2413300,92.195274
"2022-02-22",92.440002,93.470001,91.839996,92.739998,2891700,92.165459
"2022-02-23",93.07,93.099998,90.610001,90.910004,2687100,90.346802
"2022-02-24",89.389999,90.389999,87.949997,90,4244300,89.442436
"2022-02-25",90.07,93.25,90.07,92.82,2864900,92.244965
"2022-02-28",91.769997,93.510002,91.449997,92.919998,3874100,92.344345
"2022-03-01",92.879997,93.330002,89.050003,89.510002,3558100,88.955475
"2022-03-02",90.120003,93.769997,90.089996,93.230003,3281400,92.652435
"2022-03-03",93.980003,94.279999,92.209999,93.220001,2510000,92.642494
"2022-03-04",91.639999,92.129997,90.800003,91.580002,3063600,91.01265
"2022-03-07",91.730003,93.5,90.879997,91.639999,3546900,91.072281
"2022-03-08",92.190002,96.900002,92.139999,93.699997,4872400,93.119514
"2022-03-09",97.370003,97.389999,94.110001,94.389999,4150400,93.805244
"2022-03-10",94.120003,95,93.610001,94.739998,3302200,94.153069
"2022-03-11",95.389999,96.459999,92.860001,93,3239600,92.423851
"2022-03-14",93.559998,94.129997,91.279999,92.32,3629000,91.748062
"2022-03-15",92.860001,93.050003,91.059998,92.650002,3984100,92.076019
"2022-03-16",93.110001,94.529999,91.550003,93.760002,4378800,93.179146
"2022-03-17",93.470001,95.610001,93.110001,95.489998,3643300,94.898422
"2022-03-18",95.349998,97.279999,93.870003,97,16105100,96.399071
"2022-03-21",97.839996,98.919998,97.290001,98.199997,3708100,97.591637
"2022-03-22",98.650002,98.980003,97.209999,98.019997,3266600,97.41275
"2022-03-23",97.660004,98.18,97.169998,97.290001,2299600,96.687279
"2022-03-24",98.449997,98.699997,97.419998,97.769997,2122800,97.164299
"2022-03-25",97.760002,98.580002,97.470001,98.510002,2136000,97.899719
"2022-03-28",97.620003,98.239998,96.830002,98.220001,2184300,97.611519
"2022-03-29",98.739998,99.349998,96.550003,99.059998,2913400,98.446312
"2022-03-30",98.690002,99.949997,98.589996,98.980003,1596100,98.366806
"2022-03-31",98.790001,100,98,98.050003,2786700,97.442574
"2022-04-01",99.080002,99.379997,97.709999,98.419998,2413900,97.810272
"2022-04-04",98.080002,98.699997,97.150002,98.300003,2633400,97.691025
"2022-04-05",98.209999,98.589996,96.139999,96.559998,2741900,95.9618
"2022-04-06",95.400002,96.760002,94.839996,96.18,2839200,95.584152
"2022-04-07",95.559998,96.190002,94.839996,95.889999,2853100,95.295952
"2022-04-08",96.129997,96.220001,94.050003,94.57,3660300,93.984123
"2022-04-11",94.650002,94.919998,92.959999,93.18,2798200,92.602737
"2022-04-12",93.589996,94.440002,92.400002,92.82,2193300,92.244965
"2022-04-13",92.860001,93.709999,92.459999,93.309998,2020200,92.731934
"2022-04-14",93.589996,93.959999,92.660004,92.860001,5320000,92.284721
"2022-04-18",92.629997,94.529999,92.629997,93.970001,2051900,93.387848
"2022-04-19",94.639999,95.879997,94.169998,95.690002,2314800,95.097191
"2022-04-20",96.519997,97.57,96.510002,97.139999,2055400,96.538208
"2022-04-21",97.980003,99.029999,96.459999,96.709999,2217600,96.11087
"2022-04-22",96.040001,96.330002,93.470001,93.599998,2565500,93.020134
"2022-04-25",92.910004,93,89.599998,92.209999,2635500,91.638748
"2022-04-26",91.599998,92.43,89.650002,89.669998,2508900,89.114479
"2022-04-27",89.839996,91.5,89.529999,90.610001,1992000,90.04866
"2022-04-28",91.279999,92.559998,90.150002,92.309998,2320500,91.738129
"2022-04-29",91.989998,92.529999,89.989998,90.18,2975000,89.621323
"2022-05-02",89.769997,91.449997,88.400002,90.43,3409900,89.869774
"2022-05-03",89.830002,91.050003,88.900002,90.480003,3330500,89.919472
"2022-05-04",85.760002,91.739998,83.419998,91.339996,5737200,90.774132
"2022-05-05",91.260002,91.830002,88.199997,89.230003,2973100,88.677216
"2022-05-06",88.889999,88.889999,86.690002,88.010002,3262300,87.464767
"2022-05-09",86.559998,86.75,83.93,84.410004,4179300,83.88707
"2022-05-10",85.160004,85.559998,83.120003,83.610001,3286500,83.092026
"2022-05-11",83.959999,85.330002,82.959999,83.129997,3788900,82.614998
"2022-05-12",82.419998,83.059998,81.010002,82.75,3683000,82.75
"2022-05-13",83.199997,84.349998,82.519997,83.68,3580400,83.68
"2022-05-16",83.57,85.029999,82.849998,84.449997,3454800,84.449997
"2022-05-17",86.290001,87.269997,85.769997,86.389999,4136200,86.389999
"2022-05-18",86.040001,86.279999,83.209999,83.559998,3346400,83.559998
"2022-05-19",82.75,84.370003,82.269997,83.300003,2834100,83.300003
"2022-05-20",83.800003,84.260002,81.639999,83.639999,3120900,83.639999
"2022-05-23",84.129997,85.190002,83.690002,84.970001,2822300,84.970001
"2022-05-24",84.290001,84.709999,82.419998,83.889999,3318300,83.889999
"2022-05-25",83.75,84.480003,82.959999,84.230003,2781600,84.230003
"2022-05-26",85.269997,87.150002,85.110001,86.599998,3062100,86.599998
"2022-05-27",86.809998,88.440002,86.809998,88.400002,2004800,88.400002
"2022-05-31",87.459999,89.540001,86.849998,88.660004,4198500,88.660004
"2022-06-01",89.089996,89.459999,87.629997,88.57,2797300,88.57
"2022-06-02",89.540001,90.349998,87.989998,89.879997,3016900,89.879997
"2022-06-03",89.290001,90.370003,89.230003,90.279999,2541900,90.279999
"2022-06-06",91.099998,91.389999,90.059998,90.25,1675700,90.25
"2022-06-07",89.410004,91.68,89.209999,91.529999,2007600,91.529999
"2022-06-08",91.669998,92.220001,90.900002,91.150002,1704100,91.150002
"2022-06-09",90.220001,91.269997,89.839996,89.940002,2195100,89.940002
"2022-06-10",88.809998,88.809998,86.769997,87.059998,2982400,87.059998
"2022-06-13",85,86.370003,84.339996,85.279999,3161400,85.279999
"2022-06-14",85.410004,86.169998,83.970001,84.699997,2091200,84.699997
"2022-06-15",85.389999,86.639999,84.220001,85.459999,2630800,85.459999
"2022-06-16",83.300003,83.790001,80.75,81,4639300,81
"2022-06-17",80.480003,81.389999,78.540001,78.650002,6444800,78.650002
"2022-06-21",79.849998,81.209999,79.150002,80.220001,3034100,80.220001
"2022-06-22",78.480003,79.5,77.730003,78.470001,3985100,78.470001
"2022-06-23",78.589996,79.019997,76.769997,77.790001,4619100,77.790001
"2022-06-24",78.720001,82.089996,78.470001,82.029999,5699700,82.029999
"2022-06-27",82.57,82.800003,81.580002,82.489998,2643800,82.489998
"2022-06-28",83.089996,84.110001,81.389999,81.519997,2934900,81.519997
"2022-06-29",81.580002,81.639999,79.839996,80.510002,2032600,80.510002
