"","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"2022-01-14",125.040001,125.870003,123.690002,125.080002,770100,122.823753
"2022-01-18",125.010002,125.540001,122.809998,123.43,814500,121.203514
"2022-01-19",124.139999,124.220001,119.940002,120.040001,712600,117.874664
"2022-01-20",119.730003,121.43,116.43,116.629997,730700,114.526169
"2022-01-21",116.889999,116.919998,113.629997,114.440002,989600,112.375679
"2022-01-24",111.849998,115.510002,109.529999,115.029999,1412100,112.955032
"2022-01-25",113.809998,115.07,112.059998,114.25,1071400,112.189102
"2022-01-26",115.300003,118.699997,113.459999,114.639999,1221600,112.572067
"2022-01-27",116.07,116.720001,109.639999,110.470001,1371200,108.477287
"2022-01-28",110.209999,113.330002,107.690002,113.300003,1204900,111.256241
"2022-01-31",111.980003,112.739998,110.43,112.080002,3015300,110.058243
"2022-02-01",111.599998,116.139999,111.220001,115.480003,1318800,113.396919
"2022-02-02",115.75,117.389999,115.019997,115.529999,892500,113.446014
"2022-02-03",115.32,115.459999,113.18,113.660004,547100,111.609749
"2022-02-04",113,114.160004,111.220001,112.699997,686200,110.667061
"2022-02-07",112.800003,114.610001,112.5,113.849998,820900,111.796318
"2022-02-08",114.690002,115.080002,113.050003,113.769997,1052900,111.717758
"2022-02-09",114.980003,116.599998,114.650002,116.529999,1068800,114.427979
"2022-02-10",115.900002,118.830002,114.790001,115.580002,902800,113.495117
"2022-02-11",115.709999,118.849998,115.550003,117.669998,1901900,115.547409
"2022-02-14",118.139999,118.739998,116.720001,116.949997,1234300,114.840393
"2022-02-15",118.080002,120.57,117.43,119.900002,1002700,117.737183
"2022-02-16",120.029999,122.669998,120.029999,122.580002,1182400,120.368843
"2022-02-17",121.970001,123.169998,121.220001,122.019997,874900,119.818939
"2022-02-18",121.790001,123.400002,120.940002,121.199997,1098600,119.013733
"2022-02-22",121.07,121.839996,118.93,121.209999,1148000,119.023552
"2022-02-23",122.190002,122.879997,118.360001,118.400002,1030000,116.264252
"2022-02-24",115.839996,120.419998,114.589996,120.010002,1458600,117.845207
"2022-02-25",120.980003,123.669998,120.620003,123.459999,855500,121.232964
"2022-02-28",121.010002,123.400002,120.620003,122.309998,1073400,120.103714
"2022-03-01",122.139999,123.050003,119.480003,120.839996,622500,118.660225
"2022-03-02",121.779999,123.300003,121.580002,122.900002,663500,120.683067
"2022-03-03",122.480003,123.160004,120.800003,122.510002,627800,120.300102
"2022-03-04",120.559998,123.230003,120.160004,123.160004,640600,120.938385
"2022-03-07",122.800003,123.82,120.610001,121.110001,617300,118.925362
"2022-03-08",121.879997,124.029999,120.440002,122.050003,921600,119.848404
"2022-03-09",124.129997,125.199997,123.540001,124.019997,967000,121.78286
"2022-03-10",122.650002,125.190002,121.449997,124.970001,494900,122.715729
"2022-03-11",125.760002,126.419998,123.349998,123.440002,730500,121.213326
"2022-03-14",124.669998,125.68,122.239998,122.800003,876800,120.584877
"2022-03-15",123.470001,124.239998,121.419998,122.660004,674000,120.447403
"2022-03-16",124.120003,125,121.410004,123.779999,760000,121.547195
"2022-03-17",123.269997,124.75,122.879997,124.739998,536200,122.489883
"2022-03-18",124.339996,124.690002,122.589996,124.550003,1226100,122.303314
"2022-03-21",125.099998,126.360001,124.349998,125.510002,457800,123.245987
"2022-03-22",126.529999,127.150002,125.160004,125.419998,667900,123.157616
"2022-03-23",125.68,125.800003,122.959999,123.279999,581000,121.056213
"2022-03-24",123.260002,126.209999,123.160004,126.120003,720600,123.844986
"2022-03-25",126.529999,129.889999,126.529999,129.779999,765600,127.438965
"2022-03-28",129.539993,129.899994,128.429993,129.75,558100,127.409508
"2022-03-29",130,133.110001,129.75,132.509995,777500,130.119705
"2022-03-30",131.199997,132.419998,129.949997,130.860001,606100,129.456909
"2022-03-31",130.960007,131.910004,128.729996,128.800003,828000,127.418999
"2022-04-01",129.839996,130.270004,127.879997,130.240005,528900,128.843552
"2022-04-04",130.460007,130.479996,127.059998,128.320007,389200,126.944145
"2022-04-05",128.039993,129.820007,125.470001,125.800003,659000,124.451164
"2022-04-06",125.540001,125.889999,123.940002,125.080002,981000,123.738884
"2022-04-07",124.720001,124.720001,120.529999,122.370003,917800,121.057938
"2022-04-08",122.629997,123.330002,121.139999,122.699997,560200,121.384392
"2022-04-11",123.129997,124.110001,121.959999,123.110001,608200,121.790001
"2022-04-12",122.900002,124.419998,122.400002,123.440002,574300,122.116463
"2022-04-13",123.889999,124.989998,123.080002,124.839996,519900,123.50145
"2022-04-14",125.32,126.389999,124.519997,124.589996,323100,123.254128
"2022-04-18",124.889999,125.599998,123.050003,123.769997,562500,122.442924
"2022-04-19",124.43,126.690002,123.879997,126.209999,481800,124.856766
"2022-04-20",126.330002,128.350006,126.330002,127.690002,497600,126.3209
"2022-04-21",128.929993,128.979996,126.860001,127.129997,468200,125.766899
"2022-04-22",128.309998,128.309998,125.57,125.690002,629000,124.342339
"2022-04-25",125.209999,126.150002,122.709999,125.82,548400,124.470947
"2022-04-26",125.029999,126.269997,124.080002,124.139999,523900,122.80896
"2022-04-27",124.43,124.43,122.029999,122.239998,670200,120.929329
"2022-04-28",122.739998,123.989998,121.519997,123.529999,701200,122.205498
"2022-04-29",122.300003,122.769997,117.25,117.599998,1248400,116.339081
"2022-05-02",117.989998,119.120003,114.57,117.239998,1273700,115.982941
"2022-05-03",121.449997,122.910004,117.059998,121.379997,1175700,120.078552
"2022-05-04",120.889999,123.43,119.279999,122.93,1057600,121.611931
"2022-05-05",122.629997,122.889999,118.690002,119.669998,806500,118.386887
"2022-05-06",119.25,120.230003,117.839996,119.120003,957400,117.842789
"2022-05-09",118,118.269997,113.589996,114.010002,1114100,112.787575
"2022-05-10",114.800003,115.830002,109.25,110.269997,946200,109.087669
"2022-05-11",110.290001,112.919998,108.900002,109.160004,787900,107.989578
"2022-05-12",109.080002,111.330002,108.480003,111.099998,772200,109.908775
"2022-05-13",112.25,113.150002,110.650002,112.709999,1001200,111.501511
"2022-05-16",112.940002,113.589996,111.260002,112.43,713800,111.224518
"2022-05-17",113.330002,114.790001,112.839996,114.779999,1002000,113.549316
"2022-05-18",114.339996,114.339996,109.449997,109.800003,797900,108.622719
"2022-05-19",108.739998,110.25,105.040001,105.080002,1460000,103.953323
"2022-05-20",106.099998,106.099998,103.830002,105.230003,1104800,104.101715
"2022-05-23",106.910004,107.110001,104.949997,106.07,1054400,104.932709
"2022-05-24",105.510002,105.900002,102.489998,105.580002,977600,104.44796
"2022-05-25",104.910004,108.550003,104.389999,107.82,766500,106.66394
"2022-05-26",108.669998,110.330002,107.900002,109.660004,939500,108.484215
"2022-05-27",110.059998,112.720001,110.059998,112.68,758600,111.471832
"2022-05-31",112.209999,112.370003,110.839996,111.18,1157100,109.987915
"2022-06-01",111.620003,111.620003,106.940002,108.169998,453200,107.010185
"2022-06-02",107.580002,109.089996,106.629997,109.07,700500,107.900543
"2022-06-03",108.5,108.559998,106.059998,106.419998,619100,105.278954
"2022-06-06",106.889999,107,104.82,105.290001,641300,104.161072
"2022-06-07",104.57,107.720001,103.93,107.440002,679000,106.288017
"2022-06-08",106.330002,106.760002,102.839996,103.139999,712000,102.034119
"2022-06-09",102.830002,102.830002,98.519997,98.57,799400,97.513123
"2022-06-10",96.910004,97.629997,96.559998,96.919998,1614200,95.880814
"2022-06-13",94.739998,95.419998,90.860001,91.209999,1049900,90.232033
"2022-06-14",91.25,92.129997,89.940002,90.639999,1139200,89.668152
"2022-06-15",91.720001,93.639999,90.769997,92.040001,1037000,91.053139
"2022-06-16",89.809998,90.370003,88.120003,88.550003,1317300,87.600563
"2022-06-17",90.25,91.050003,89.010002,90.330002,1711600,89.361473
"2022-06-21",91.410004,91.860001,89.980003,90,920800,89.035011
"2022-06-22",88.650002,90.459999,88.019997,89.099998,1583800,88.144661
"2022-06-23",89.5,90.379997,88.870003,90,1246300,89.035011
"2022-06-24",90.900002,92.900002,90.419998,92,2230700,91.013565
"2022-06-27",92,92.730003,90.790001,91.970001,1902900,90.983887
"2022-06-28",93.529999,94.790001,91.25,91.400002,1072000,90.419998
"2022-06-29",90.120003,90.599998,89.169998,90.010002,741600,90.010002
