"","GPN.Open","GPN.High","GPN.Low","GPN.Close","GPN.Volume","GPN.Adjusted"
"2022-01-06",148.029999,153.570007,147.529999,151.259995,4486800,150.669327
"2022-01-07",150.059998,153.759995,149.860001,150.199997,2698000,149.61348
"2022-01-10",150.779999,151.380005,143.360001,147.009995,2505400,146.435928
"2022-01-11",147.5,149.880005,145.759995,149.100006,2396100,148.517761
"2022-01-12",148.729996,149.869995,144.949997,148.729996,1678700,148.149216
"2022-01-13",148.75,151.789993,148.649994,149.240005,1565300,148.657211
"2022-01-14",147.800003,150.669998,147.539993,150.550003,2064700,149.962112
"2022-01-18",149.539993,151,145.429993,147.100006,2243600,146.525574
"2022-01-19",147.080002,148.929993,145.740005,145.860001,1843600,145.290421
"2022-01-20",146,149.380005,144.580002,144.860001,1737700,144.294327
"2022-01-21",146.330002,146.330002,140.619995,140.770004,2420400,140.220306
"2022-01-24",138,141.100006,134.800003,140.809998,3157400,140.260147
"2022-01-25",138.520004,141.050003,135.149994,139.5,2059300,138.955246
"2022-01-26",141.770004,144.520004,139.339996,140.479996,2492000,139.931427
"2022-01-27",141.880005,144.589996,139.369995,141.029999,2578300,140.479263
"2022-01-28",141.160004,147.330002,141.070007,147.330002,2942100,146.754684
"2022-01-31",145.380005,149.949997,144.960007,149.880005,2411300,149.294724
"2022-02-01",149.169998,152.279999,148.160004,151.619995,1769600,151.027924
"2022-02-02",152,152.960007,149.520004,150.830002,2046600,150.241013
"2022-02-03",148.630005,149.440002,144.320007,144.529999,2325400,143.965607
"2022-02-04",143.089996,146.770004,142.389999,145.789993,2327100,145.220688
"2022-02-07",146.389999,148.289993,144.369995,146.869995,1919600,146.296478
"2022-02-08",144.389999,144.539993,140.300003,144.020004,3110800,143.457611
"2022-02-09",146.270004,148.139999,145.259995,146.369995,2496000,145.798431
"2022-02-10",142.539993,152.990005,142.029999,145.529999,2917800,144.9617
"2022-02-11",146.470001,150.139999,145.919998,146.699997,2151400,146.127136
"2022-02-14",146.720001,148.529999,145.619995,146.960007,1830400,146.386124
"2022-02-15",145.830002,147.360001,142.889999,143.940002,3163600,143.377914
"2022-02-16",143.600006,144.960007,142.429993,144.289993,2156500,143.726547
"2022-02-17",142.460007,142.970001,137.649994,137.809998,2332600,137.271851
"2022-02-18",137.75,138.550003,135.300003,136.619995,2104900,136.086502
"2022-02-22",135.289993,137.380005,134.380005,136.020004,2353100,135.488846
"2022-02-23",136.300003,137.009995,133.199997,133.520004,1899800,132.998611
"2022-02-24",129.800003,135.690002,128.5,135.470001,3697900,134.940994
"2022-02-25",135.479996,138.419998,134.029999,137.589996,1733200,137.052704
"2022-02-28",134.960007,136.050003,131.470001,133.380005,3116300,132.859161
"2022-03-01",132.630005,134.190002,127.739998,128.919998,2284000,128.416565
"2022-03-02",128.690002,136.339996,128.690002,135.820007,2806000,135.289627
"2022-03-03",136.429993,136.720001,129.729996,130.479996,2081100,129.970474
"2022-03-04",129.779999,130.75,125.410004,128.029999,2906900,127.530037
"2022-03-07",127.709999,127.959999,122.589996,122.650002,2636900,122.171059
"2022-03-08",121.720001,127.07,120.980003,123.209999,2031200,122.728867
"2022-03-09",126.900002,128.600006,126.239998,128.100006,1379900,127.59977
"2022-03-10",124.739998,127.510002,124.739998,127.120003,1145900,126.871201
"2022-03-11",128.880005,128.880005,126.610001,126.989998,1131000,126.741447
"2022-03-14",127.57,129.660004,126.209999,127.089996,1197100,126.841248
"2022-03-15",127.989998,129.5,126.150002,128.5,1530600,128.248489
"2022-03-16",130.660004,133.589996,129.889999,133.550003,1509100,133.28862
"2022-03-17",131.520004,133.479996,130.330002,133.429993,1674000,133.168839
"2022-03-18",132.990005,135.169998,132.270004,135,3192200,134.735779
"2022-03-21",134.990005,135.350006,133.240005,134.399994,1787400,134.136948
"2022-03-22",135.309998,138.389999,135.089996,136.949997,1752800,136.681946
"2022-03-23",135.619995,136.529999,133.770004,134.240005,1605600,133.977264
"2022-03-24",134.179993,135.410004,133.580002,134.929993,1117700,134.665909
"2022-03-25",135.630005,136.350006,134.729996,136.190002,1746000,135.923447
"2022-03-28",136.070007,136.350006,133.410004,135.509995,1410200,135.244766
"2022-03-29",138.75,141.570007,138,140.389999,2033600,140.115219
"2022-03-30",139.600006,140.259995,136.020004,137.520004,1937900,137.250839
"2022-03-31",136.789993,139.080002,135.800003,136.839996,1799400,136.572174
"2022-04-01",137.880005,139.929993,136.580002,139.779999,1546400,139.506409
"2022-04-04",139.789993,141.589996,139.740005,140.5,1676300,140.225006
"2022-04-05",140.789993,141.440002,138.850006,139.389999,1654900,139.117188
"2022-04-06",138.169998,139.699997,136.410004,138.899994,2153000,138.628128
"2022-04-07",138.100006,138.110001,132.460007,134.610001,2330400,134.346542
"2022-04-08",134.050003,136.25,133.039993,134.910004,1502300,134.64595
"2022-04-11",134,137.199997,133.660004,136.210007,1202400,135.943405
"2022-04-12",136.570007,137.669998,134.089996,135.070007,1400700,134.805649
"2022-04-13",133.479996,138.570007,133.479996,138.059998,1324000,137.78978
"2022-04-14",138.630005,142,138.490005,139.949997,1819800,139.676086
"2022-04-18",139.979996,143.080002,139.149994,140.210007,1269000,139.935577
"2022-04-19",140.710007,145.179993,140.399994,144.600006,1547900,144.316986
"2022-04-20",145.729996,146.710007,143.410004,143.509995,1461900,143.229111
"2022-04-21",145.100006,145.850006,141.399994,142,1282300,141.722076
"2022-04-22",141.130005,141.210007,134.100006,134.440002,1887300,134.176865
"2022-04-25",133.660004,136.039993,130.360001,135.729996,1707700,135.46434
"2022-04-26",133.949997,134.630005,130.509995,131.050003,1267700,130.793503
"2022-04-27",131.320007,137.490005,131.320007,136.179993,2342200,135.913452
"2022-04-28",138.309998,143.910004,138.309998,143.889999,2805500,143.608368
"2022-04-29",141.979996,143.690002,136.419998,136.979996,2685400,136.711899
"2022-05-02",133.369995,133.5,118.760002,124.360001,7150000,124.1166
"2022-05-03",122.209999,130.809998,122.209999,128.070007,3425600,127.819344
"2022-05-04",128.570007,134.240005,126.849998,133.679993,2107900,133.41835
"2022-05-05",131.190002,132.320007,124.470001,125.889999,2298800,125.6436
"2022-05-06",124.709999,124.989998,120.559998,121,2114000,120.763176
"2022-05-09",118.900002,120.57,116.900002,118.379997,2553500,118.1483
"2022-05-10",120.650002,121.860001,115.419998,118.93,2445900,118.697227
"2022-05-11",118.019997,121.190002,116.220001,117.239998,1542400,117.010529
"2022-05-12",115.769997,118.669998,114.800003,117.82,1784600,117.589401
"2022-05-13",119.349998,123.849998,119.059998,122.199997,1501800,121.960823
"2022-05-16",121.139999,122.440002,118.839996,119.919998,1371700,119.685287
"2022-05-17",123.330002,124.029999,120.5,123.989998,1352700,123.747322
"2022-05-18",121.419998,122.610001,119.110001,119.669998,1729700,119.435776
"2022-05-19",118.010002,122.169998,117.580002,120.470001,1208700,120.234215
"2022-05-20",122.150002,122.510002,118.660004,122.099998,1105000,121.861023
"2022-05-23",123.919998,125.129997,120.779999,125,1534800,124.755348
"2022-05-24",123.239998,123.82,120.330002,122.860001,1123800,122.619537
"2022-05-25",121.699997,126.699997,121.550003,125.489998,1218100,125.244385
"2022-05-26",126.730003,129.149994,126.730003,128.649994,949000,128.398193
"2022-05-27",129.130005,132.270004,129.070007,132.25,993000,131.99115
"2022-05-31",131.050003,131.940002,129.729996,131.039993,1782100,130.783524
"2022-06-01",131.190002,131.710007,126.349998,127.510002,1420200,127.260437
"2022-06-02",127.980003,131.570007,127.410004,131.550003,1072500,131.292526
"2022-06-03",129.970001,130.639999,128.679993,129.679993,1614700,129.426178
"2022-06-06",131.789993,131.960007,128.360001,129.169998,1126900,128.917175
"2022-06-07",127.089996,129.149994,126.650002,128.880005,1247800,128.627762
"2022-06-08",127.900002,128.960007,127.25,127.730003,653300,127.480003
"2022-06-09",126.230003,126.440002,122.019997,122.089996,913400,122.089996
"2022-06-10",119.389999,119.940002,116.839996,117.440002,2033800,117.440002
"2022-06-13",114.080002,114.620003,109.330002,110.150002,1974000,110.150002
"2022-06-14",110.050003,112.760002,109.68,112.150002,1470700,112.150002
"2022-06-15",113.93,115.059998,110.760002,112.849998,1670400,112.849998
"2022-06-16",109.239998,109.239998,105.519997,106.980003,1828500,106.980003
"2022-06-17",107.379997,110.980003,107.330002,110.25,2759300,110.25
"2022-06-21",112.339996,113.790001,110.93,111.519997,1464800,111.519997
"2022-06-22",109.919998,112.440002,109.440002,111.300003,1125400,111.300003
"2022-06-23",111.910004,113.699997,111.059998,112.900002,1181000,112.900002
"2022-06-24",114.589996,119.449997,114.230003,118.860001,5806900,118.860001
"2022-06-27",118.220001,118.470001,114.949997,117.019997,1592800,117.019997
"2022-06-28",118.099998,119.800003,113.129997,113.349998,1296400,113.349998
"2022-06-29",113.519997,113.529999,111.32,112.769997,1024900,112.769997
