"","BBY.Open","BBY.High","BBY.Low","BBY.Close","BBY.Volume","BBY.Adjusted"
"2022-01-10",101.739998,102.959999,98.220001,102.75,5354100,100.605011
"2022-01-11",102.599998,104.900002,101.959999,104.089996,2524400,101.917038
"2022-01-12",104.120003,105.129997,100.830002,102.68,3008900,100.536469
"2022-01-13",102.209999,104.040001,101.599998,102.599998,2298100,100.458138
"2022-01-14",101.110001,103,98.910004,100.040001,3728100,97.951584
"2022-01-18",98.809998,98.889999,96.339996,98.639999,3696000,96.580811
"2022-01-19",99.230003,101.769997,98.800003,99.349998,2609600,97.275993
"2022-01-20",100.029999,101.080002,94.68,94.900002,3846100,92.918892
"2022-01-21",94.730003,98.260002,94.419998,96.449997,3406500,94.436523
"2022-01-24",94.809998,101.480003,92.93,101.379997,5150200,99.263611
"2022-01-25",98.639999,99.650002,95.57,98.029999,3751400,95.983543
"2022-01-26",99.059998,100.330002,96.260002,96.919998,2788500,94.896713
"2022-01-27",98.889999,99.93,95.550003,96.099998,2213600,94.093834
"2022-01-28",96.32,97.669998,94.459999,97.639999,1904300,95.601685
"2022-01-31",96.970001,99.400002,96.959999,99.279999,2362400,97.207451
"2022-02-01",99.300003,100.68,97.739998,100.449997,1763700,98.35302
"2022-02-02",100.239998,100.5,97.110001,99.050003,2408000,96.982254
"2022-02-03",98.32,99.25,96.779999,97.099998,1878600,95.072952
"2022-02-04",97.260002,97.93,95.230003,96.830002,2132900,94.808594
"2022-02-07",97.699997,98.160004,96,97.580002,1474000,95.542946
"2022-02-08",97.839996,100.139999,97.25,99.459999,1780800,97.38369
"2022-02-09",100.639999,102.360001,100.169998,102.220001,1761700,100.086075
"2022-02-10",100.839996,102.760002,100.089996,100.470001,2283100,98.372604
"2022-02-11",100.290001,103.089996,99.360001,100.57,3467000,98.47052
"2022-02-14",100.059998,101.989998,98.849998,100.639999,2315300,98.539055
"2022-02-15",101.989998,102.889999,101.440002,102.190002,1660100,100.056709
"2022-02-16",101.510002,101.510002,98.099998,99.629997,2288900,97.55014
"2022-02-17",98.760002,100.190002,98.099998,98.629997,1407900,96.571022
"2022-02-18",98.239998,99.279999,96.540001,97.709999,1853100,95.670219
"2022-02-22",96.440002,96.800003,89.440002,90.550003,5404500,88.659698
"2022-02-23",91.440002,91.440002,87.839996,88.629997,3589000,86.779778
"2022-02-24",85.989998,91.849998,85.580002,91.580002,2908700,89.668198
"2022-02-25",92.620003,96.040001,91.440002,95.830002,2929400,93.829475
"2022-02-28",94.129997,97.099998,94.129997,96.639999,3390600,94.622559
"2022-03-01",95.730003,98.559998,95.449997,97.18,2629100,95.151291
"2022-03-02",96.830002,101.940002,96.559998,100.839996,6182700,98.734879
"2022-03-03",106,112.959999,104.860001,110.139999,18352700,107.840736
"2022-03-04",107.919998,109.279999,101.620003,106.099998,7695200,103.885078
"2022-03-07",105.540001,109.129997,103.279999,104.709999,4679500,102.524094
"2022-03-08",103.940002,105.949997,101.059998,101.129997,3764300,99.018829
"2022-03-09",103.129997,103.760002,100.620003,101.739998,2980600,99.616096
"2022-03-10",101.150002,101.150002,97.580002,98.660004,2966500,96.600395
"2022-03-11",99,99.809998,94.5,94.589996,3159100,92.615356
"2022-03-14",94.660004,97.150002,93.190002,94.639999,2350400,92.664314
"2022-03-15",95.010002,99.580002,94.860001,99.059998,2971500,96.992035
"2022-03-16",99.779999,100.870003,95.489998,98.839996,2438700,96.776634
"2022-03-17",98.690002,99.949997,97.779999,99.290001,1990600,97.217239
"2022-03-18",98.230003,102.370003,97.910004,101.839996,4606200,99.714005
"2022-03-21",101.82,103.230003,97.889999,99.040001,2393400,96.972458
"2022-03-22",99.959999,100.519997,98.019997,99.300003,2957000,97.227036
"2022-03-23",97.889999,98.480003,95.720001,96.589996,1747500,95.419212
"2022-03-24",96.839996,97.580002,95.260002,96.709999,1849000,95.537758
"2022-03-25",97.199997,97.379997,94.879997,96.300003,1679500,95.132729
"2022-03-28",96.459999,96.93,95.18,96.730003,2027000,95.557518
"2022-03-29",98.209999,100.93,97.370003,100.75,2565200,99.528786
"2022-03-30",99.290001,99.639999,96.099998,96.43,2160900,95.261154
"2022-03-31",92.889999,93.150002,89.559998,90.900002,5580800,89.798187
"2022-04-01",92.32,92.43,89.650002,90.379997,2939700,89.284485
"2022-04-04",91.260002,94.589996,90.75,94.339996,2633500,93.19648
"2022-04-05",94.040001,94.769997,92.050003,92.519997,2381700,91.398544
"2022-04-06",90.989998,91.57,88.510002,91.059998,2647800,89.956238
"2022-04-07",91.029999,92.809998,90.139999,92.07,2398100,90.954002
"2022-04-08",89.790001,95.910004,89,93.360001,3967300,92.228363
"2022-04-11",92.720001,95.93,92.639999,94.160004,1988000,93.018669
"2022-04-12",95.769997,97.620003,92.949997,93.230003,3146800,92.099945
"2022-04-13",92.949997,95.75,92.269997,95.230003,1874100,94.075699
"2022-04-14",95.5,96.769997,93.5,93.839996,2019600,92.702545
"2022-04-18",93.690002,94.510002,91.959999,93.480003,1628000,92.346916
"2022-04-19",93.309998,96.129997,92.779999,95.57,1809200,94.411575
"2022-04-20",96.029999,96.18,93.970001,94.400002,1340200,93.25576
"2022-04-21",95.790001,96.75,93.230003,93.639999,1643100,92.504967
"2022-04-22",93.150002,93.239998,90.559998,91.279999,1955900,90.173576
"2022-04-25",90.550003,93.25,89.300003,93.07,1648700,91.941879
"2022-04-26",92.779999,94.540001,91.43,92.830002,2719300,91.704788
"2022-04-27",93.370003,94.800003,91.400002,93.029999,2296100,91.902367
"2022-04-28",93.580002,94.410004,91.75,93.580002,1441900,92.445702
"2022-04-29",93.050003,93.57,89.629997,89.93,2125700,88.839943
"2022-05-02",90,93.889999,88.879997,93.809998,2066700,92.672905
"2022-05-03",93.389999,95.599998,92.559998,94.650002,2029400,93.502731
"2022-05-04",94.260002,98.18,93.910004,97.790001,2336400,96.604668
"2022-05-05",96.279999,96.279999,91.010002,92.209999,2258800,91.0923
"2022-05-06",91.690002,93.599998,89.010002,91.410004,1976800,90.302002
"2022-05-09",89.82,92.150002,89.620003,91.080002,2681500,89.976006
"2022-05-10",91.650002,92.760002,87.290001,88.739998,2847600,87.66436
"2022-05-11",88.980003,89.970001,83.379997,83.790001,3045400,82.774368
"2022-05-12",83.889999,89.580002,83.889999,87.360001,3235700,86.301094
"2022-05-13",87.080002,88.32,85.089996,86.360001,3076300,85.313217
"2022-05-16",85.699997,86.449997,82.019997,84.769997,3024600,83.742485
"2022-05-17",86,86.82,81.790001,84.5,4333100,83.475761
"2022-05-18",78.739998,79.57,74.050003,75.620003,9389000,74.7034
"2022-05-19",73.989998,76.419998,72.360001,73.32,5333300,72.431274
"2022-05-20",74,74.07,69.07,72.360001,4858600,71.48291
"2022-05-23",72.360001,73.139999,69.360001,72.589996,7655000,71.710121
"2022-05-24",72.980003,75.900002,71.480003,73.470001,14827800,72.57946
"2022-05-25",71.010002,80.68,70.830002,80.059998,10136600,79.089577
"2022-05-26",81.239998,84.400002,81.120003,82.050003,4552300,81.055458
"2022-05-27",82.230003,84.860001,82.18,83.989998,3316700,82.971939
"2022-05-31",83.769997,85.300003,81.400002,82.059998,4923000,81.065331
"2022-06-01",82.629997,82.910004,79.620003,80.080002,3363800,79.109337
"2022-06-02",80.559998,81.300003,79.199997,81.260002,2228400,80.275032
"2022-06-03",80.519997,81.620003,80.160004,80.389999,2296000,79.415573
"2022-06-06",80.629997,80.629997,79.010002,79.269997,2568600,78.309151
"2022-06-07",76.669998,78.610001,75.599998,78.349998,3447100,77.400299
"2022-06-08",77.779999,78.959999,76.199997,77.120003,2775400,76.185219
"2022-06-09",76.629997,77.410004,74.93,74.93,3137600,74.021759
"2022-06-10",73.32,74.410004,72.029999,72.599998,3738600,71.720001
"2022-06-13",70.410004,70.910004,68.620003,69.449997,4405200,69.449997
"2022-06-14",70,71.559998,69.400002,70.589996,4571600,70.589996
"2022-06-15",70.839996,72.68,70.379997,71.760002,3347800,71.760002
"2022-06-16",69.550003,70.25,67.660004,68.480003,3848700,68.480003
"2022-06-17",68.019997,71.419998,68,70.510002,8384600,70.510002
"2022-06-21",72.07,72.279999,70.089996,70.470001,3271600,70.470001
"2022-06-22",70.32,71.080002,69.519997,69.879997,2728900,69.879997
"2022-06-23",70.120003,71.790001,70.029999,71.290001,2421800,71.290001
"2022-06-24",72.099998,74.739998,71.419998,74.690002,5060700,74.690002
"2022-06-27",74.980003,75.449997,71.839996,72.139999,2562400,72.139999
"2022-06-28",71.720001,72,68.669998,68.849998,2590700,68.849998
"2022-06-29",68.290001,68.610001,66.599998,67.150002,3337200,67.150002
