"","EXPD.Open","EXPD.High","EXPD.Low","EXPD.Close","EXPD.Volume","EXPD.Adjusted"
"2022-01-12",125.470001,127.389999,124.519997,125.239998,1107400,124.481651
"2022-01-13",125.5,127.639999,123.43,123.879997,1166700,123.12989
"2022-01-14",122.68,123.790001,119.470001,121.690002,1471600,120.953156
"2022-01-18",120.029999,120.910004,118.089996,120.389999,1479100,119.661026
"2022-01-19",120.879997,121.940002,118.730003,119.019997,1469200,118.299316
"2022-01-20",120.010002,121.400002,116.940002,117.050003,1424600,116.341255
"2022-01-21",117.099998,119.269997,115.82,116.18,3419700,115.476517
"2022-01-24",115.360001,118.75,113.830002,118.269997,2013900,117.553856
"2022-01-25",116.129997,116.889999,113.5,114.769997,1036500,114.07505
"2022-01-26",115.43,116.660004,111.449997,112.410004,1247700,111.729347
"2022-01-27",114,114.860001,110.019997,110.75,1142700,110.079399
"2022-01-28",110.720001,113.199997,110.209999,113.099998,873000,112.415161
"2022-01-31",112.779999,114.790001,111.970001,114.480003,1672800,113.786812
"2022-02-01",114.68,116.389999,113.57,114.449997,1034200,113.756989
"2022-02-02",114.440002,115.470001,112.93,114.279999,1449700,113.58802
"2022-02-03",113.709999,113.860001,110.900002,111.07,1498500,110.397461
"2022-02-04",110.5,111.290001,107.690002,109.739998,1557500,109.075508
"2022-02-07",109.800003,110.459999,109.199997,109.550003,959400,108.886665
"2022-02-08",109.910004,110.610001,109.160004,109.580002,1217600,108.916481
"2022-02-09",110.830002,111.800003,110.529999,111.599998,858000,110.924248
"2022-02-10",110.470001,112.089996,109.389999,109.839996,1179600,109.174904
"2022-02-11",110.389999,111.610001,106.889999,107.220001,1344000,106.57077
"2022-02-14",107.760002,108.459999,106.239998,107.010002,1165000,106.362045
"2022-02-15",108,108.889999,107.07,107.440002,1047900,106.789444
"2022-02-16",107.169998,107.849998,105.629997,107.379997,943900,106.729797
"2022-02-17",107.120003,107.25,105.860001,106.059998,1272700,105.417793
"2022-02-18",106.290001,107.040001,105.160004,106.220001,2598900,105.576828
"2022-02-22",106.639999,107.110001,100.849998,103.720001,2431900,103.091965
"2022-02-23",104.190002,104.940002,101.470001,101.800003,1412900,101.183594
"2022-02-24",100.690002,105.220001,99.849998,105.029999,1421800,104.394028
"2022-02-25",105.139999,106.160004,104.169998,105.349998,1378100,104.71209
"2022-02-28",104.239998,104.870003,102.470001,103.360001,1889300,102.734146
"2022-03-01",103.32,103.989998,100.800003,101.510002,2214300,100.895348
"2022-03-02",101.849998,104.379997,100.730003,103.209999,1452700,102.585052
"2022-03-03",104.129997,104.510002,101.199997,101.410004,1298900,100.795952
"2022-03-04",101,101.190002,98.760002,99.519997,1818400,98.917389
"2022-03-07",99.309998,100.389999,97.370003,99.790001,1966800,99.18576
"2022-03-08",99.459999,102.389999,98.989998,100.129997,1971700,99.523697
"2022-03-09",102.510002,103.699997,99.470001,100.82,1273200,100.209526
"2022-03-10",100.300003,101.449997,99.040001,100.599998,1076900,99.990852
"2022-03-11",101.419998,101.779999,99.480003,99.559998,1022200,98.957153
"2022-03-14",100.110001,100.5,97.489998,98.18,1037300,97.58551
"2022-03-15",99.190002,99.940002,97.879997,99.489998,1128800,98.887573
"2022-03-16",100.540001,102.970001,100.480003,102.959999,1292700,102.336563
"2022-03-17",102.32,106.019997,101.959999,105.870003,1493700,105.228951
"2022-03-18",105.720001,106.870003,104.260002,106.779999,2238500,106.13343
"2022-03-21",105.900002,107.769997,105.160004,106.139999,1238800,105.497307
"2022-03-22",106.370003,107.07,105.809998,106.489998,1076800,105.845192
"2022-03-23",106.5,106.529999,102.279999,102.370003,1159700,101.750137
"2022-03-24",102.860001,104.040001,102.449997,103.870003,706000,103.241058
"2022-03-25",104.07,104.239998,101.699997,102.910004,880200,102.286873
"2022-03-28",102.980003,105.25,102.82,105,1026500,104.364212
"2022-03-29",106,107.529999,104.440002,105.330002,1016100,104.692215
"2022-03-30",105.160004,106.029999,104.32,105.129997,899300,104.493423
"2022-03-31",105.120003,105.75,103.099998,103.160004,2065600,102.535355
"2022-04-01",103.730003,104.629997,98.510002,100.019997,1648900,99.414368
"2022-04-04",99.510002,101.080002,99.07,100.459999,1103900,99.8517
"2022-04-05",99.940002,100.809998,97.150002,97.410004,1537300,96.820175
"2022-04-06",96.889999,97.620003,95.550003,96.339996,1385500,95.756645
"2022-04-07",96.290001,97.93,94.949997,97.720001,1527900,97.128296
"2022-04-08",98,98.489998,96.839996,97.839996,1662500,97.247566
"2022-04-11",97.550003,98.910004,96.540001,96.919998,1216000,96.333138
"2022-04-12",97.349998,99.510002,96.449997,96.739998,1429000,96.154228
"2022-04-13",97.019997,97.980003,96.529999,97.370003,1527000,96.780418
"2022-04-14",97.860001,97.989998,96.309998,96.690002,3645300,96.10453
"2022-04-18",96.459999,97.139999,96.059998,96.75,791300,96.164169
"2022-04-19",97.269997,99.120003,97.010002,98.690002,1384900,98.092422
"2022-04-20",99.480003,100.050003,98.339996,99.559998,1069000,98.957153
"2022-04-21",100.5,101.639999,99.129997,99.529999,1110200,98.92733
"2022-04-22",99.040001,100.639999,99.019997,99.43,1529200,98.827942
"2022-04-25",98.809998,100.790001,97.900002,100.699997,1468900,100.090248
"2022-04-26",100.489998,101.580002,98.339996,98.400002,1448100,97.804176
"2022-04-27",98.220001,101.300003,98.220001,100.519997,1331400,99.911339
"2022-04-28",101.279999,102.580002,100.669998,102.370003,1504200,101.750137
"2022-04-29",102.110001,103.620003,98.870003,99.07,2976200,98.470116
"2022-05-02",99.040001,100.849998,98.150002,100.010002,2033500,99.404427
"2022-05-03",98,103.589996,97.989998,102.650002,1925600,102.028442
"2022-05-04",103.639999,110.949997,103.370003,110.809998,2378000,110.13903
"2022-05-05",109.970001,111.550003,108.599998,109.059998,1959500,108.399628
"2022-05-06",108.809998,110.129997,106.839996,108.050003,1749900,107.395744
"2022-05-09",107.480003,111.57,106.980003,109.760002,3009300,109.09539
"2022-05-10",109.599998,110.559998,106.379997,109.029999,1962800,108.369812
"2022-05-11",108.870003,109.870003,107.260002,107.989998,1749200,107.336105
"2022-05-12",107.989998,111.199997,107.639999,111.139999,2120900,110.467033
"2022-05-13",111.379997,114.910004,111.010002,111.589996,1881900,110.914307
"2022-05-16",111.5,112.139999,109.139999,111.25,1424100,110.57637
"2022-05-17",111.660004,115.099998,111.370003,114.830002,1559300,114.134689
"2022-05-18",113.489998,113.989998,104.160004,104.559998,1521800,103.926872
"2022-05-19",104.559998,105.989998,102.080002,103.690002,1998800,103.062149
"2022-05-20",104.730003,105.550003,102.57,105.440002,1402300,104.801552
"2022-05-23",106.160004,106.510002,104.639999,105.620003,1171800,104.980461
"2022-05-24",104.949997,105.879997,102.980003,105.290001,848800,104.652458
"2022-05-25",105.120003,107.400002,104.080002,106.129997,1257700,105.487366
"2022-05-26",106.849998,109.129997,106.440002,108.709999,821200,108.05175
"2022-05-27",108.660004,110.889999,108.639999,110.650002,870900,109.980003
"2022-05-31",109.629997,109.639999,107.230003,108.839996,2355400,108.839996
"2022-06-01",109.040001,109.720001,107.589996,107.839996,870900,107.839996
"2022-06-02",107.959999,108.989998,107.050003,108.970001,821300,108.970001
"2022-06-03",108.449997,110.519997,108.120003,109.940002,911900,109.940002
"2022-06-06",110.330002,110.650002,109.43,109.620003,1120700,109.620003
"2022-06-07",108.169998,109.830002,106.300003,109.309998,1219800,109.309998
"2022-06-08",107.830002,108.199997,103,103.099998,1819100,103.099998
"2022-06-09",102.610001,104.559998,101.150002,101.199997,1471100,101.199997
"2022-06-10",100.139999,101.349998,98.400002,98.459999,1199200,98.459999
"2022-06-13",96.980003,98.25,96.010002,96.480003,1414600,96.480003
"2022-06-14",97.830002,102.160004,97.690002,98.599998,1566400,98.599998
"2022-06-15",99.230003,100.980003,97.129997,97.949997,1355700,97.949997
"2022-06-16",96.489998,97.110001,94.730003,96.300003,1472000,96.300003
"2022-06-17",96.089996,96.879997,93.769997,94.220001,1974800,94.220001
"2022-06-21",95.239998,96.349998,93.989998,95.809998,1175500,95.809998
"2022-06-22",94.769997,95.93,94.559998,95.559998,927500,95.559998
"2022-06-23",95.870003,96.82,94.559998,96.43,881000,96.43
"2022-06-24",96.5,100.580002,96.5,100.489998,2554800,100.489998
"2022-06-27",100.769997,101.900002,99.989998,100.529999,803400,100.529999
"2022-06-28",100.470001,101.760002,97.150002,97.830002,983100,97.830002
"2022-06-29",97.980003,98.660004,96.529999,98.050003,863800,98.050003
