"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"2022-01-05",168.270004,169,164.330002,164.369995,1656700,164.0681
"2022-01-06",165.300003,166.460007,164.229996,165.220001,1421600,164.91655
"2022-01-07",166,168.75,164.690002,166.660004,1508800,166.353912
"2022-01-10",167.25,167.880005,160.130005,162.050003,2228400,161.752365
"2022-01-11",161.970001,165.649994,160.070007,165.199997,2141100,164.896576
"2022-01-12",166.350006,166.869995,162.660004,164.860001,1606400,164.557205
"2022-01-13",164.940002,167.300003,164.100006,164.509995,1619700,164.20784
"2022-01-14",163.889999,164.419998,159.720001,162.800003,1886400,162.500992
"2022-01-18",160.119995,161.110001,157.679993,159.509995,2087600,159.217026
"2022-01-19",159.929993,159.979996,154.110001,154.199997,2396300,153.916779
"2022-01-20",155.550003,161.690002,155.369995,156.699997,2160400,156.412186
"2022-01-21",156.699997,160.199997,154.5,156.990005,4745500,156.701675
"2022-01-24",154,156.5,150.929993,155.740005,3537700,155.453964
"2022-01-25",153.949997,158.25,150.350006,157.029999,2197200,156.741592
"2022-01-26",158.039993,164,156.690002,158.729996,2345800,158.438461
"2022-01-27",159.630005,160.860001,152.130005,153.710007,2184100,153.427689
"2022-01-28",154,159.509995,152.75,159.380005,1930400,159.08728
"2022-01-31",158.539993,161.289993,157.240005,161.119995,1972100,160.824066
"2022-02-01",161.119995,163.679993,160.330002,163.020004,1755100,162.720596
"2022-02-02",163.339996,163.639999,160.110001,160.869995,3912500,160.574539
"2022-02-03",160,164.490005,160,162.009995,2920000,161.712433
"2022-02-04",161.009995,163.710007,158.919998,162.740005,2204700,162.441101
"2022-02-07",163.119995,167.240005,162.75,166.039993,2003300,165.735031
"2022-02-08",167.059998,172.039993,165.300003,171.550003,2553000,171.234924
"2022-02-09",172.559998,176.520004,172.029999,173.529999,2100300,173.211288
"2022-02-10",170.889999,176.479996,170.009995,174.679993,2122100,174.359161
"2022-02-11",175.160004,177.229996,168.679993,169.880005,2819100,169.567993
"2022-02-14",170.550003,174.399994,169.419998,171.330002,2675200,171.01532
"2022-02-15",175.899994,181.339996,174.539993,181.199997,4264300,180.867188
"2022-02-16",178.309998,184.990005,178,183.259995,3263800,182.923416
"2022-02-17",180.169998,181.779999,177.710007,178.169998,3356300,177.842758
"2022-02-18",177.580002,179.539993,174.720001,174.919998,2882400,174.598724
"2022-02-22",174.619995,175.820007,169.809998,173.119995,2744000,172.802032
"2022-02-23",174.139999,174.550003,167.369995,167.970001,3494800,167.661499
"2022-02-24",163.059998,169.550003,162.949997,168.75,4332700,168.440063
"2022-02-25",170.529999,174.600006,168.429993,174.369995,2805800,174.049744
"2022-02-28",170.389999,172.490005,167.529999,170.139999,2574400,169.827515
"2022-03-01",168.699997,170.009995,163.880005,164.910004,2886100,164.607117
"2022-03-02",167.580002,171.009995,166.910004,168.229996,2159600,167.921021
"2022-03-03",169.740005,171.529999,164.449997,165.470001,2444900,165.166092
"2022-03-04",163,163.929993,156.759995,159.279999,2858200,158.987457
"2022-03-07",159.220001,159.220001,147.929993,148.059998,3769100,147.788055
"2022-03-08",148.919998,159.110001,146.070007,152.789993,4939400,152.509369
"2022-03-09",158.199997,162.559998,157.740005,159.470001,3509600,159.177109
"2022-03-10",156.550003,164.220001,156.050003,162.559998,2573300,162.261429
"2022-03-11",164.350006,165.529999,161.300003,161.639999,2316300,161.343124
"2022-03-14",162.270004,164.130005,160.110001,161.759995,1917600,161.462891
"2022-03-15",163.929993,167.330002,163.649994,166.399994,2297300,166.094376
"2022-03-16",168.190002,172.5,167.029999,172.289993,2300300,171.973557
"2022-03-17",170.330002,171.25,168.130005,171.240005,1582300,170.925491
"2022-03-18",170.259995,173.440002,167.649994,171.190002,3542300,170.87558
"2022-03-21",169.949997,170.220001,167.850006,169.949997,1770400,169.637863
"2022-03-22",171.669998,172.880005,169.979996,170.570007,2004100,170.256729
"2022-03-23",169.410004,170.979996,167.199997,167.649994,2709100,167.342072
"2022-03-24",169,171.990005,167.199997,171.979996,1795800,171.664124
"2022-03-25",172,173.690002,170.75,171.520004,1427600,171.204987
"2022-03-28",172.100006,172.570007,169.139999,171.559998,1215600,171.244904
"2022-03-29",174.240005,178.970001,174.100006,178.320007,2200900,177.992493
"2022-03-30",177.539993,179.119995,175.399994,176.449997,2285200,176.125916
"2022-03-31",177.190002,179.300003,175.720001,175.75,2368900,175.4272
"2022-04-01",176.919998,178.380005,172.610001,173.679993,1900400,173.361008
"2022-04-04",173.369995,175.039993,171.619995,174.649994,1394900,174.329224
"2022-04-05",174.410004,176.610001,172,174,1545100,173.68042
"2022-04-06",171.759995,171.759995,165.619995,166.169998,2180100,165.864807
"2022-04-07",165.580002,166.619995,162.360001,164.660004,2608600,164.357574
"2022-04-08",163.610001,165.309998,162.399994,163.860001,1522400,163.559052
"2022-04-11",161.960007,165.559998,161.660004,162.449997,1402500,162.151627
"2022-04-12",164.630005,165.960007,162.279999,163.240005,1549700,162.940186
"2022-04-13",164.160004,176.25,164.009995,175.539993,3343800,175.21759
"2022-04-14",176.199997,181.520004,176.199997,180.509995,3631700,180.178467
"2022-04-18",179.229996,184.949997,179.229996,183.149994,2961100,182.813614
"2022-04-19",182.279999,189.550003,182.050003,188.779999,2775100,188.433273
"2022-04-20",189,193.789993,188.779999,190.300003,3500700,189.950485
"2022-04-21",193.539993,195.899994,183.699997,184.169998,2905600,183.831741
"2022-04-22",183.759995,184.169998,178.940002,179.490005,1872900,179.160339
"2022-04-25",178.869995,182.690002,177.009995,182.479996,2368300,182.144836
"2022-04-26",181,183.179993,176.820007,177.25,2085100,176.924454
"2022-04-27",177.929993,181.830002,175.910004,180.199997,1808900,179.869034
"2022-04-28",181.720001,186.169998,180.070007,184.559998,2335500,184.221024
"2022-04-29",182.970001,185.130005,176.960007,177.520004,2605500,177.193954
"2022-05-02",178.949997,180.320007,173.279999,178.139999,2590000,177.81282
"2022-05-03",178.649994,178.690002,170.789993,173.039993,4135800,172.722183
"2022-05-04",176,181.570007,172.320007,181.240005,4283900,180.907135
"2022-05-05",179.690002,183.509995,175.179993,177.660004,3174400,177.33371
"2022-05-06",178.179993,178.539993,169.279999,172.520004,2764100,172.20314
"2022-05-09",170.979996,170.979996,162.100006,163.850006,4058300,163.549072
"2022-05-10",168.059998,170.240005,164.929993,168.089996,2594500,167.781265
"2022-05-11",167.619995,172.490005,165.789993,166.960007,2973800,166.653351
"2022-05-12",165.470001,167.309998,159.960007,163.339996,2619600,163.039993
"2022-05-13",166,167.479996,163.75,166.399994,2772300,166.399994
"2022-05-16",165.699997,166.389999,161.399994,162.330002,2367900,162.330002
"2022-05-17",166.330002,167.320007,162.5,164.860001,2302300,164.860001
"2022-05-18",162.729996,164.380005,153.009995,154.020004,3748400,154.020004
"2022-05-19",153.289993,159.589996,152.25,156.940002,2228000,156.940002
"2022-05-20",159.419998,159.630005,151.429993,155.229996,2105800,155.229996
"2022-05-23",156.470001,159.160004,153.320007,157.960007,1832300,157.960007
"2022-05-24",155.679993,156.690002,149.759995,152.639999,2303600,152.639999
"2022-05-25",151.389999,160.350006,150.770004,159.550003,3079800,159.550003
"2022-05-26",160.350006,171.690002,160.350006,170.169998,3693100,170.169998
"2022-05-27",170.449997,177,170.449997,172.559998,2387200,172.559998
"2022-05-31",171.050003,172.889999,168.330002,171.580002,2224800,171.580002
"2022-06-01",172.539993,174,167.860001,170.589996,1729700,170.589996
"2022-06-02",170.75,174.580002,170.380005,174.419998,1749800,174.419998
"2022-06-03",172.789993,175.399994,171.850006,174.649994,1370300,174.649994
"2022-06-06",177,179.240005,175.300003,177.610001,1394700,177.610001
"2022-06-07",175.770004,177.830002,173.669998,177.179993,1336400,177.179993
"2022-06-08",175.270004,175.679993,171.770004,173.190002,1693500,173.190002
"2022-06-09",173.080002,173.080002,167.639999,167.649994,1449300,167.649994
"2022-06-10",165.029999,167.020004,159.759995,159.869995,2736300,159.869995
"2022-06-13",154,154.570007,149.869995,152.100006,4029800,152.100006
"2022-06-14",153.860001,154.729996,150.279999,152.220001,2667200,152.220001
"2022-06-15",154.759995,157.160004,153.119995,154.800003,2051200,154.800003
"2022-06-16",149.850006,150.800003,144.589996,145.160004,2610900,145.160004
"2022-06-17",145.839996,147.639999,142.800003,145.229996,3277500,145.229996
"2022-06-21",147.830002,147.990005,141.169998,141.580002,3357100,141.580002
"2022-06-22",139.440002,141.580002,135.990005,136.460007,4112900,136.460007
"2022-06-23",137.669998,137.699997,131.009995,133.059998,3285700,133.059998
"2022-06-24",135,141.070007,133.259995,139.389999,3075900,139.389999
"2022-06-27",139.600006,141.089996,138.339996,140.190002,2056500,140.190002
"2022-06-28",142.729996,146.059998,138.509995,138.690002,2241100,138.690002
"2022-06-29",138.690002,139.619995,135.720001,137.729996,2621600,137.729996
