"","CFG.Open","CFG.High","CFG.Low","CFG.Close","CFG.Volume","CFG.Adjusted"
"2022-01-19",56.07,56.150002,53.935001,54.360001,7090200,53.416695
"2022-01-20",54.25,54.48,52.07,52.16,7638100,51.254871
"2022-01-21",51.810001,51.810001,50.380001,50.619999,6136300,49.741596
"2022-01-24",49.57,51.220001,48.860001,51.099998,6589800,50.213264
"2022-01-25",50.52,52.035,49.355,51.610001,6679500,50.714417
"2022-01-26",52.360001,53.240002,51.310001,52.130001,6728700,51.225395
"2022-01-27",53.220001,53.52,51.389999,51.799999,6317000,50.901119
"2022-01-28",51.18,51.724998,50.41,51.700001,5145900,51.188248
"2022-01-31",51.09,51.700001,50.200001,51.470001,7200900,50.960526
"2022-02-01",51.700001,53.060001,51.32,52.950001,6745100,52.425877
"2022-02-02",52.900002,53.380001,52.41,53.139999,5846100,52.613995
"2022-02-03",54.150002,54.240002,52.855,52.970001,4627500,52.445679
"2022-02-04",53.09,54.5,53.02,54.049999,4123600,53.514988
"2022-02-07",54.080002,54.650002,53.68,54.23,3403800,53.693203
"2022-02-08",55.150002,55.580002,54.779999,55.369999,4185800,54.821918
"2022-02-09",55.43,55.674999,55.02,55.310001,3655700,54.762516
"2022-02-10",55.240002,56.110001,54.740002,55,4169700,54.455582
"2022-02-11",54.419998,55.994999,54.060001,54.470001,4407100,53.930832
"2022-02-14",54.639999,55.07,53.259998,53.66,4276400,53.128849
"2022-02-15",54.275002,55.209999,54.240002,55.150002,3479500,54.604099
"2022-02-16",54.400002,55.669998,54.32,55.23,3221600,54.683308
"2022-02-17",54.43,54.669998,52.845001,53.09,3690100,52.564491
"2022-02-18",53,53.830002,52.889999,53.25,3803800,52.722904
"2022-02-22",53.470001,53.740002,52.560001,53.130001,3560400,52.604095
"2022-02-23",53.5,53.779999,51.619999,51.849998,3486200,51.336761
"2022-02-24",49.98,50.639999,48.630001,50.48,5760400,49.980324
"2022-02-25",51.16,53.09,50.880001,52.98,4297100,52.455578
"2022-02-28",51.099998,52.66,51.099998,52.419998,4510000,51.901119
"2022-03-01",51.650002,51.965,48.075001,48.560001,6732300,48.07933
"2022-03-02",49.27,51.290001,49.27,50.700001,4999000,50.198147
"2022-03-03",50.779999,51.080002,49.805,50.189999,4866200,49.693195
"2022-03-04",48.599998,48.98,47.305,48.169998,4990700,47.693188
"2022-03-07",47.700001,48,45.419998,45.43,6619700,44.980312
"2022-03-08",46.389999,47.150002,45.099998,45.630001,5535800,45.178333
"2022-03-09",47.790001,48.349998,47.34,47.849998,5649500,47.376354
"2022-03-10",46.950001,47.98,46.68,47.279999,5558000,46.812
"2022-03-11",47.84,48.560001,46.84,46.880001,4996700,46.415958
"2022-03-14",48.110001,49.455002,47.709999,48.77,6143300,48.287251
"2022-03-15",49.209999,49.759998,48.150002,48.689999,4708300,48.208042
"2022-03-16",49.32,50.939999,49.143002,50.34,5226400,49.841709
"2022-03-17",49.360001,49.790001,48.439999,49.740002,4743100,49.24765
"2022-03-18",49.689999,49.740002,48.369999,49.25,12258500,48.762501
"2022-03-21",49.490002,49.959999,48.575001,49.080002,4394900,48.594185
"2022-03-22",50.049999,50.799999,49.560001,49.959999,4667100,49.465469
"2022-03-23",49.450001,49.849998,47.98,48.130001,4726000,47.653587
"2022-03-24",48.709999,48.970001,47.98,48.639999,4625700,48.158539
"2022-03-25",48.540001,49.205002,48.369999,48.700001,6003500,48.217945
"2022-03-28",48.189999,48.639999,46.91,47.689999,5769200,47.217941
"2022-03-29",48.650002,48.98,47.98,48.639999,5044000,48.158539
"2022-03-30",48.459999,48.610001,46.43,46.799999,5538000,46.33675
"2022-03-31",46.52,47.029999,45.330002,45.330002,4670100,44.881302
"2022-04-01",45.790001,46.099998,43.845001,44.189999,7549900,43.752586
"2022-04-04",43.790001,43.98,42.830002,43.549999,6811200,43.118919
"2022-04-05",42.889999,43.990002,42.529999,43.040001,10930200,42.613972
"2022-04-06",42.580002,42.919998,41.580002,42.080002,35936500,41.663475
"2022-04-07",42.060001,42.389999,40.880001,41.650002,11504500,41.237728
"2022-04-08",41.880001,42.169998,41.43,41.830002,7917200,41.415947
"2022-04-11",41.639999,42.654999,41.349998,41.82,7766400,41.406044
"2022-04-12",41.57,42.009998,40.345001,40.900002,9963600,40.495155
"2022-04-13",40.400002,41.25,40.240002,41.23,5783500,40.821884
"2022-04-14",41.18,41.52,40.529999,40.869999,5478600,40.465446
"2022-04-18",40.68,41.34,40.599998,41.23,7482100,40.821884
"2022-04-19",43.75,44.93,43.41,44.040001,8730400,43.604073
"2022-04-20",44.709999,45.34,44.264999,44.32,6872200,43.881298
"2022-04-21",44.889999,45.169998,42.830002,43.029999,6600200,42.604069
"2022-04-22",43,43.18,41.790001,41.84,6988100,41.425846
"2022-04-25",41.5,41.860001,40.415001,41.68,7412600,41.267433
"2022-04-26",40.810001,41.400002,39.970001,39.970001,8904400,39.57436
"2022-04-27",39.93,40.240002,39.509998,39.709999,10561500,39.316929
"2022-04-28",40.27,40.650002,39.349998,40.299999,6822500,39.901089
"2022-04-29",40.330002,40.634998,39.310001,39.400002,7054300,39.010002
"2022-05-02",39.549999,39.73,38.419998,39.400002,6186900,39.400002
"2022-05-03",39.75,40.525002,39.439999,40.169998,5830000,40.169998
"2022-05-04",40.029999,41.555,39.799999,41.490002,8011500,41.490002
"2022-05-05",40.759998,41.18,39.709999,40.59,6161100,40.59
"2022-05-06",40.619999,40.720001,39.259998,40.009998,6960800,40.009998
"2022-05-09",39.490002,39.779999,38.759998,39.419998,7839100,39.419998
"2022-05-10",39.82,40.189999,38.040001,39.040001,6612600,39.040001
"2022-05-11",39.189999,39.904999,37.974998,38.029999,5713100,38.029999
"2022-05-12",37.720001,38.240002,36.830002,37.790001,6076700,37.790001
"2022-05-13",38.23,38.611,37.630001,37.939999,4843400,37.939999
"2022-05-16",38.669998,39.02,37.849998,37.990002,6559700,37.990002
"2022-05-17",38.799999,39.544998,38.650002,39.41,4708700,39.41
"2022-05-18",38.880001,39,37.59,38,6143100,38
"2022-05-19",37.43,38.099998,37.349998,37.700001,5379900,37.700001
"2022-05-20",38.259998,38.555,36.759998,37.75,5551800,37.75
"2022-05-23",38.860001,39.435001,38.290001,39.049999,5378700,39.049999
"2022-05-24",38.849998,39.029999,37.77,38.709999,5420800,38.709999
"2022-05-25",38.639999,39.880001,38.634998,39.599998,5310200,39.599998
"2022-05-26",39.970001,40.599998,39.915001,40.299999,4997000,40.299999
"2022-05-27",40.299999,41.040001,40.23,40.869999,3577600,40.869999
"2022-05-31",40.34,41.665001,40.220001,41.380001,9257900,41.380001
"2022-06-01",41.34,41.5,39.630001,40.040001,5284800,40.040001
"2022-06-02",40.02,41.110001,39.91,41.09,3804000,41.09
"2022-06-03",40.650002,40.889999,40.279999,40.470001,3142800,40.470001
"2022-06-06",40.900002,41.389999,40.529999,40.610001,3087700,40.610001
"2022-06-07",40.110001,41.099998,39.950001,41.060001,3724700,41.060001
"2022-06-08",40.700001,40.75,40.060001,40.380001,3914600,40.380001
"2022-06-09",40.27,40.34,38.860001,38.869999,3950500,38.869999
"2022-06-10",37.799999,38.105,36.5,36.59,5222000,36.59
"2022-06-13",35.509998,36.040001,35.110001,35.419998,7045600,35.419998
"2022-06-14",35.66,36.240002,35.169998,35.66,6833400,35.66
"2022-06-15",36.130001,36.84,35.700001,36.290001,6990700,36.290001
"2022-06-16",35.48,35.576,34.5,35.040001,6169000,35.040001
"2022-06-17",35.099998,35.869999,34.830002,35.619999,11754500,35.619999
"2022-06-21",36.59,36.860001,35.709999,36.169998,5090400,36.169998
"2022-06-22",35.790001,36.514999,35.669998,36.349998,5361800,36.349998
"2022-06-23",36.130001,36.27,34.790001,35.150002,6535600,35.150002
"2022-06-24",35.27,37.095001,35.110001,37.029999,6903300,37.029999
"2022-06-27",37.279999,37.43,36.169998,36.389999,4973300,36.389999
"2022-06-28",37.419998,38.077999,36.625,36.740002,4750300,36.740002
"2022-06-29",36.830002,36.900002,35.945,36.130001,3085200,36.130001
