"","TFC.Open","TFC.High","TFC.Low","TFC.Close","TFC.Volume","TFC.Adjusted"
"2022-01-14",65.620003,67.610001,65.129997,67.410004,6997900,66.230423
"2022-01-18",67.25,68.949997,66.769997,67.169998,8638700,65.994614
"2022-01-19",67.690002,67.830002,64.480003,64.580002,7110500,63.44994
"2022-01-20",64.279999,64.949997,63.029999,63.119999,5876200,62.015488
"2022-01-21",63,63.080002,61.139999,61.470001,6636000,60.39436
"2022-01-24",61.049999,62.400002,59.380001,62.299999,10083000,61.209835
"2022-01-25",61.84,63.610001,60.610001,63.029999,8014700,61.927059
"2022-01-26",63.689999,64.18,61.880001,62.869999,8914400,61.769859
"2022-01-27",63.810001,64.559998,61.52,61.91,9684300,60.82666
"2022-01-28",61.73,62.639999,60.900002,62.580002,5973000,61.48494
"2022-01-31",61.91,63.259998,61.040001,62.82,6712600,61.720737
"2022-02-01",62.759998,64.160004,62.299999,64.019997,5492800,62.899734
"2022-02-02",63.669998,64.650002,63.380001,64.57,5164300,63.440109
"2022-02-03",65,65,63.139999,63.310001,5370100,62.202164
"2022-02-04",63.389999,64.470001,63.34,63.98,9017100,62.860435
"2022-02-07",64.379997,64.730003,63.549999,64.209999,4799300,63.086414
"2022-02-08",65.339996,66.099998,65.07,65.849998,6527200,64.697716
"2022-02-09",65.690002,66.050003,65.330002,65.5,3711100,64.353836
"2022-02-10",64.889999,65.839996,64.309998,64.620003,5761200,63.957943
"2022-02-11",64.150002,65.199997,63.119999,63.580002,6068600,62.928596
"2022-02-14",63.860001,64.309998,62.240002,63,6146900,62.354538
"2022-02-15",63.66,64.870003,63.57,64.800003,5054300,64.136101
"2022-02-16",64.059998,65.360001,64.059998,64.709999,3877400,64.04702
"2022-02-17",63.860001,64.169998,62.419998,62.549999,4675100,61.909145
"2022-02-18",62.52,63.23,62.080002,62.32,4008400,61.681503
"2022-02-22",62.880001,62.889999,61.560001,62.18,4939600,61.542938
"2022-02-23",62.259998,62.779999,60.400002,60.599998,5640300,59.979126
"2022-02-24",58.549999,59.439999,57.169998,59.209999,10624400,58.603367
"2022-02-25",60.18,63.080002,60.02,62.970001,8405100,62.324844
"2022-02-28",60.490002,62.529999,59.950001,62.220001,8099400,61.582531
"2022-03-01",61.279999,61.5,57.470001,58.150002,8964000,57.55423
"2022-03-02",59.060001,61.240002,58.849998,60.689999,6482900,60.068203
"2022-03-03",60.990002,61.27,59.720001,60.549999,4755600,59.929638
"2022-03-04",58.849998,59.220001,58.34,58.959999,8031300,58.355927
"2022-03-07",58.540001,58.849998,56.189999,56.23,8460000,55.6539
"2022-03-08",57.400002,58.700001,56.259998,56.849998,6575800,56.267544
"2022-03-09",58.900002,59.619999,58.119999,58.52,6243100,57.920437
"2022-03-10",57.709999,58.310001,56.950001,57.650002,4919800,57.059353
"2022-03-11",58.16,58.810001,57.09,57.139999,5046500,56.554573
"2022-03-14",58.049999,58.959999,57.5,57.889999,5249900,57.29689
"2022-03-15",58.369999,58.860001,57.209999,58.02,6405500,57.42556
"2022-03-16",58.849998,59.970001,58.68,59.709999,9414800,59.098244
"2022-03-17",58.779999,58.849998,57.580002,58.84,9084400,58.23716
"2022-03-18",58.830002,58.860001,57.009998,58.560001,16014800,57.96003
"2022-03-21",59.099998,59.610001,58.009998,58.619999,6689900,58.019413
"2022-03-22",59.549999,60.279999,59.139999,59.709999,5183600,59.098244
"2022-03-23",59.200001,59.5,57.98,58.18,4964500,57.58392
"2022-03-24",58.470001,58.799999,57.889999,58.790001,5929100,58.187672
"2022-03-25",58.93,60.200001,58.630001,60.110001,7369200,59.494148
"2022-03-28",59.23,59.59,58.07,59.560001,8356600,58.949783
"2022-03-29",60.700001,61.099998,60.060001,60.560001,7414300,59.939537
"2022-03-30",60.560001,60.650002,58.369999,58.740002,4995600,58.138184
"2022-03-31",58.470001,59.07,56.700001,56.700001,7429000,56.119083
"2022-04-01",57,57.5,55.040001,55.330002,6637200,54.763123
"2022-04-04",54.900002,55.630001,54.049999,55.27,5407100,54.703735
"2022-04-05",55.049999,56,54.82,55.360001,5845500,54.792812
"2022-04-06",54.849998,55.279999,54.450001,54.740002,5755500,54.179165
"2022-04-07",54.880001,55.07,53.18,53.880001,5393500,53.327976
"2022-04-08",53.830002,54.5,53.41,53.869999,4688400,53.318077
"2022-04-11",53.41,54.689999,53.110001,53.639999,4734800,53.090435
"2022-04-12",53.5,54.169998,52.400002,52.689999,5413100,52.150166
"2022-04-13",52.169998,52.639999,51.66,52,10198500,51.467236
"2022-04-14",52.040001,52.799999,51.68,52.139999,8406900,51.605801
"2022-04-18",51.98,52.939999,51.900002,52.66,8065500,52.120476
"2022-04-19",52,52.369999,50.290001,52.009998,10759600,51.477135
"2022-04-20",52.200001,53.490002,52.110001,52.57,8541400,52.031395
"2022-04-21",53.080002,53.630001,51.889999,52.110001,6896100,51.576111
"2022-04-22",52.290001,52.360001,50.790001,50.889999,7083000,50.36861
"2022-04-25",50.25,50.91,48.919998,50.84,12589400,50.319122
"2022-04-26",50.130001,51.25,49.91,50.529999,10290100,50.012295
"2022-04-27",50.580002,51.060001,50.209999,50.529999,7917800,50.012295
"2022-04-28",50.139999,50.580002,49.509998,50.25,13012500,49.735165
"2022-04-29",50.310001,50.639999,48.220001,48.349998,10699000,47.85463
"2022-05-02",49.200001,49.279999,47.98,48.939999,11638100,48.438587
"2022-05-03",49.48,50.200001,49.259998,49.610001,11034600,49.101723
"2022-05-04",49.560001,50.779999,49.16,50.759998,16563600,50.239941
"2022-05-05",50.040001,50.189999,48.549999,49.450001,8162500,48.943363
"2022-05-06",49.470001,49.529999,48.169998,49.060001,9088600,48.557362
"2022-05-09",48.779999,49.189999,48.150002,48.57,8961000,48.07238
"2022-05-10",49,49.25,46.860001,47.459999,9444300,46.973751
"2022-05-11",47.580002,48.84,46.779999,46.849998,7184500,46.369999
"2022-05-12",46.27,46.740002,45.509998,46.470001,7684600,46.470001
"2022-05-13",46.880001,47,45.869999,46.310001,8455800,46.310001
"2022-05-16",46.349998,46.630001,45.52,46.119999,7753400,46.119999
"2022-05-17",47.099998,48.02,46.869999,47.889999,10602800,47.889999
"2022-05-18",47.389999,47.540001,46.220001,46.360001,7114800,46.360001
"2022-05-19",45.91,46.619999,45.740002,46.119999,7637100,46.119999
"2022-05-20",46.369999,46.720001,44.849998,45.68,9730300,45.68
"2022-05-23",46.700001,47.77,46.389999,47.27,6484700,47.27
"2022-05-24",47.18,47.369999,45.75,46.810001,6402400,46.810001
"2022-05-25",46.639999,47.93,46.639999,47.619999,7800000,47.619999
"2022-05-26",47.990002,48.790001,47.950001,48.41,5331500,48.41
"2022-05-27",48.439999,49.139999,48.34,49.130001,5361600,49.130001
"2022-05-31",48.5,50.080002,48.330002,49.740002,9984100,49.740002
"2022-06-01",49.900002,50.009998,48.32,48.919998,7190400,48.919998
"2022-06-02",48.880001,49.779999,48.580002,49.75,5355100,49.75
"2022-06-03",49.369999,49.82,49.02,49.09,5701000,49.09
"2022-06-06",49.700001,50.400002,49.32,49.5,4415800,49.5
"2022-06-07",48.990002,49.889999,48.740002,49.759998,3970300,49.759998
"2022-06-08",49.200001,49.450001,48.59,49.049999,4064600,49.049999
"2022-06-09",48.900002,49.009998,47.68,47.709999,5481000,47.709999
"2022-06-10",46.669998,47.09,45.77,45.950001,6902900,45.950001
"2022-06-13",44.970001,47.27,44.75,46.639999,15682700,46.639999
"2022-06-14",46.759998,47.650002,45.75,46.240002,9928400,46.240002
"2022-06-15",46.779999,47.279999,45.990002,46.580002,7075800,46.580002
"2022-06-16",45.830002,46.110001,45.130001,45.84,7801200,45.84
"2022-06-17",46.02,46.880001,45.720001,46.290001,13955600,46.290001
"2022-06-21",47.299999,47.669998,46.630001,47.049999,5355100,47.049999
"2022-06-22",46.59,47.380001,46.400002,47.23,6129800,47.23
"2022-06-23",46.970001,47.310001,46.110001,46.860001,5791500,46.860001
"2022-06-24",47.07,49.279999,47.07,49.220001,6054000,49.220001
"2022-06-27",49.32,49.5,48.09,48.57,8440600,48.57
"2022-06-28",48.900002,49.689999,48.18,48.369999,4886900,48.369999
"2022-06-29",48.450001,48.59,47.349998,47.400002,5353000,47.400002
