"","SPGI.Open","SPGI.High","SPGI.Low","SPGI.Close","SPGI.Volume","SPGI.Adjusted"
"2022-01-11",435.390015,441.170013,430.899994,441.019989,1497300,439.094391
"2022-01-12",443.529999,450.589996,442.570007,447.839996,1910400,445.884583
"2022-01-13",447.829987,450.070007,434.700012,436.269989,1158000,434.365112
"2022-01-14",433.140015,434.5,427.279999,432.359985,1400700,430.472168
"2022-01-18",426.209991,427.700012,420.640015,424.149994,1483100,422.298035
"2022-01-19",427.429993,434.779999,422.470001,422.950012,1535300,421.103302
"2022-01-20",425.290009,431.440002,416.420013,417.980011,1284200,416.154968
"2022-01-21",419.040009,425.209991,414.350006,416.929993,1634100,415.109589
"2022-01-24",409.480011,418.850006,400.690002,417.950012,1861400,416.125122
"2022-01-25",410.559998,413.109985,399.019989,399.529999,2498500,397.785553
"2022-01-26",403.140015,407.51001,394.209991,397.540009,2119700,395.80423
"2022-01-27",403.720001,410.049988,393.089996,395.079987,1716700,393.35495
"2022-01-28",395.230011,406.720001,390.950012,406.619995,1701100,404.844604
"2022-01-31",406.649994,415.51001,405.470001,415.220001,1788200,413.407043
"2022-02-01",418.450012,419.399994,409.220001,417.459991,1457400,415.637238
"2022-02-02",421.299988,423.410004,417.5,422.070007,1640600,420.227142
"2022-02-03",418,419.829987,412.200012,413.149994,1226800,411.346069
"2022-02-04",409.399994,420.01001,408.339996,414.390015,1370800,412.580658
"2022-02-07",414.089996,417.649994,403.899994,405.25,1471300,403.48056
"2022-02-08",401.339996,403.079987,391.75,399.779999,2887800,398.034454
"2022-02-09",402.769989,410.100006,401.279999,407.290009,2351300,406.29422
"2022-02-10",399.329987,406.690002,394.119995,396.450012,2420500,395.480713
"2022-02-11",395,397.390015,386.25,387.660004,2731700,386.712219
"2022-02-14",386.5,388.980011,375.450012,380.709991,3156700,379.779175
"2022-02-15",387.26001,390,382.809998,385.369995,1425500,384.427795
"2022-02-16",384.410004,389.290009,380.609985,386.549988,1813100,385.604889
"2022-02-17",386.820007,388.019989,380.910004,381.48999,1224800,380.557281
"2022-02-18",382.48999,383.48999,376.470001,378.670013,1253600,377.744202
"2022-02-22",376.369995,384.299988,376.049988,380.25,1648500,379.320313
"2022-02-23",383.920013,384.76001,372.76001,373.369995,1766800,372.457123
"2022-02-24",364.269989,383.720001,363.540009,381.679993,1895400,380.746826
"2022-02-25",377.869995,384.48999,371,380.890015,8122200,379.958771
"2022-02-28",379,389.480011,372.130005,375.700012,5249900,374.781464
"2022-03-01",378,396.279999,376.179993,390.579987,9770400,389.625061
"2022-03-02",394,406.559998,391.980011,399.119995,5798500,398.144165
"2022-03-03",398.76001,408.799988,391.149994,400.5,4359800,399.520813
"2022-03-04",399.880005,408.369995,397.26001,407.549988,3523900,406.553558
"2022-03-07",406.829987,407.98999,384.679993,385.640015,4222000,384.697144
"2022-03-08",384.160004,395.779999,380.480011,388.130005,3693900,387.181061
"2022-03-09",401.399994,402.109985,390.980011,391.51001,3034100,390.552795
"2022-03-10",381.279999,385.73999,373.839996,382.75,2767300,381.814209
"2022-03-11",385,388.649994,379.279999,379.679993,2252100,378.751709
"2022-03-14",383.529999,386.339996,373.179993,377,2558100,376.078278
"2022-03-15",380.959991,388.359985,375.420013,387.390015,1977200,386.442871
"2022-03-16",389.920013,396.390015,384.070007,392.230011,2092100,391.271027
"2022-03-17",391.5,402.970001,391.5,402.660004,2393500,401.675537
"2022-03-18",404.170013,412,403.450012,409.940002,2858200,408.937744
"2022-03-21",405.589996,407.98999,401.859985,404.76001,2207900,403.770416
"2022-03-22",406.459991,416.529999,405.540009,414.279999,2336400,413.26712
"2022-03-23",411.660004,412.869995,404.829987,405.709991,2145200,404.718048
"2022-03-24",409.609985,410.619995,405.98999,407.670013,2066800,406.673279
"2022-03-25",408.950012,413.850006,407.890015,413.470001,2033300,412.459106
"2022-03-28",414.350006,417.609985,410.230011,414.5,2529900,413.486572
"2022-03-29",419.799988,420.820007,414.970001,417.450012,1527000,416.429382
"2022-03-30",416.390015,419.420013,415.670013,418.950012,2096100,417.92572
"2022-03-31",422.5,423.549988,410.170013,410.179993,2414900,409.177124
"2022-04-01",409.980011,412.200012,405.640015,407.880005,1721900,406.882782
"2022-04-04",409.970001,417.369995,408.059998,414.299988,1620600,413.287048
"2022-04-05",411.929993,415.980011,410.160004,411.880005,1263700,410.872986
"2022-04-06",407.529999,413,406.25,410.880005,1558200,409.875427
"2022-04-07",409.299988,416.359985,408.079987,414.98999,2172700,413.975372
"2022-04-08",414.040009,415.820007,410.769989,413.089996,1061900,412.080017
"2022-04-11",411.230011,412.429993,401.470001,405.609985,1466400,404.618286
"2022-04-12",405.959991,406.929993,396.089996,397.309998,2226200,396.338593
"2022-04-13",396,398.899994,390.76001,396.309998,2458200,395.341064
"2022-04-14",398.209991,400.170013,387,387.589996,2404900,386.642365
"2022-04-18",386.48999,391.589996,385.869995,390.559998,1212500,389.605103
"2022-04-19",391.329987,397.109985,389.799988,395.350006,1869600,394.383392
"2022-04-20",397.799988,402.769989,396.73999,397.25,1768600,396.278748
"2022-04-21",399.230011,403.480011,389.23999,390.829987,1537900,389.874451
"2022-04-22",388.519989,389.519989,379.320007,379.660004,1749200,378.73175
"2022-04-25",377.25,381.399994,373.679993,381.220001,2197600,380.287933
"2022-04-26",380.25,384.209991,374.709991,375.5,1688500,374.58194
"2022-04-27",376.76001,384.730011,376.76001,380.640015,1930700,379.709381
"2022-04-28",384.649994,389.200012,379.809998,386.549988,1690100,385.604889
"2022-04-29",382.329987,387.26001,375.369995,376.5,2103100,375.579498
"2022-05-02",364,371.640015,360.269989,367.320007,3850000,366.421936
"2022-05-03",367.049988,372.01001,356.950012,359.630005,2767100,358.750732
"2022-05-04",356.799988,364.970001,347.670013,364.320007,3722300,363.42926
"2022-05-05",360.220001,360.410004,343.980011,346.899994,4252200,346.051849
"2022-05-06",346.820007,346.820007,337.970001,345.76001,3353700,344.914642
"2022-05-09",337.399994,342.519989,327.920013,328.769989,4154900,327.966187
"2022-05-10",333.730011,336.350006,322.670013,327.98999,2959600,327.18808
"2022-05-11",324.720001,334.160004,323.070007,325.809998,2987900,325.013428
"2022-05-12",322.970001,332.269989,322.200012,329.660004,3251300,328.854004
"2022-05-13",335.299988,341.070007,332.559998,336.850006,2811700,336.026428
"2022-05-16",333.339996,337.579987,330.910004,335.359985,2588100,334.54007
"2022-05-17",342.200012,342.720001,335.730011,339.279999,2149300,338.4505
"2022-05-18",332.410004,335.589996,329.390015,330.119995,2527700,329.312866
"2022-05-19",326.459991,335.179993,324.859985,332.070007,2581700,331.258118
"2022-05-20",336.529999,342.869995,334.029999,342.420013,3425800,341.582825
"2022-05-23",343.559998,353.350006,342.279999,350.519989,2753300,349.662994
"2022-05-24",346.950012,352.25,345.329987,350.869995,2049300,350.012146
"2022-05-25",349.829987,352.339996,345.890015,347.660004,2830000,346.809998
"2022-05-26",349.640015,354.369995,347.519989,352.470001,2048000,352.470001
"2022-05-27",354.25,361.23999,354.25,360.640015,2177600,360.640015
"2022-05-31",356.470001,358.160004,348.790009,349.480011,9048900,349.480011
"2022-06-01",313.01001,346.589996,311.869995,332.01001,7792600,332.01001
"2022-06-02",331.089996,343.23999,331.089996,343.040009,2609600,343.040009
"2022-06-03",336.429993,338.730011,331.829987,335.929993,2276000,335.929993
"2022-06-06",336.820007,344.390015,336.820007,338.640015,1815800,338.640015
"2022-06-07",339.140015,345.600006,338.170013,344.459991,1904700,344.459991
"2022-06-08",341.709991,345.230011,337.790009,338.690002,1620800,338.690002
"2022-06-09",338.429993,342.640015,336.279999,336.429993,1759400,336.429993
"2022-06-10",331.070007,336.529999,328.519989,332.76001,2505100,332.76001
"2022-06-13",326.160004,329.109985,321.459991,322.359985,3357300,322.359985
"2022-06-14",319.920013,322.51001,314.089996,317.429993,2849000,317.429993
"2022-06-15",319.940002,326.450012,317.559998,321.339996,2489600,321.339996
"2022-06-16",313.450012,316.850006,312.26001,316.029999,2692500,316.029999
"2022-06-17",313.450012,323.570007,313.450012,319.929993,4856100,319.929993
"2022-06-21",322.839996,326.660004,318.390015,320.019989,3614500,320.019989
"2022-06-22",317.690002,328.540009,316.619995,325.170013,2001300,325.170013
"2022-06-23",327.170013,334.570007,326.76001,333.73999,2082900,333.73999
"2022-06-24",336.290009,342.140015,333.75,341.660004,4890200,341.660004
"2022-06-27",342.450012,343.26001,337.26001,340.470001,1728600,340.470001
"2022-06-28",340.269989,344,331.519989,332.700012,1913900,332.700012
"2022-06-29",332.709991,338.359985,332.359985,334.75,1745100,334.75
