"","CI.Open","CI.High","CI.Low","CI.Close","CI.Volume","CI.Adjusted"
"2022-01-06",232.820007,235.149994,226.080002,227.539993,2258300,225.486649
"2022-01-07",227.139999,234.089996,225.199997,233.179993,2049800,231.075745
"2022-01-10",234.089996,236,230.130005,233.690002,1675100,231.581146
"2022-01-11",235.729996,241.190002,232.600006,240.139999,1926500,237.972961
"2022-01-12",240.089996,240.839996,236.080002,238.779999,1352600,236.625229
"2022-01-13",237.929993,242.210007,237.389999,240.550003,1139000,238.379257
"2022-01-14",239.619995,242.350006,238.889999,242.169998,1327700,239.984634
"2022-01-18",241.330002,241.75,236.889999,239.979996,1445700,237.814392
"2022-01-19",240.809998,244.169998,238.490005,238.800003,1452300,236.645035
"2022-01-20",238.399994,244.679993,237.740005,240.389999,1429100,238.220688
"2022-01-21",240.610001,242.179993,235.669998,236.25,1782000,234.118057
"2022-01-24",233.869995,236.830002,228.339996,236.419998,1980300,234.28653
"2022-01-25",233.910004,236.119995,228.009995,234.740005,1557800,232.621689
"2022-01-26",235.360001,238.960007,230.75,234.020004,1761800,231.908173
"2022-01-27",231.039993,232.639999,224.410004,227.429993,2338800,225.37764
"2022-01-28",227.660004,234.460007,226.020004,233.449997,2682700,231.343307
"2022-01-31",230.729996,232.970001,227.649994,230.460007,2622200,228.38031
"2022-02-01",229.460007,229.910004,223.490005,225.910004,2318800,223.871368
"2022-02-02",225.910004,230.610001,225.320007,230.020004,2044200,227.944275
"2022-02-03",225,225,217.270004,217.559998,3029400,215.596725
"2022-02-04",213.339996,223.039993,213.160004,221.369995,2036700,219.37233
"2022-02-07",218.160004,226.600006,218.009995,224.479996,1473200,222.454254
"2022-02-08",226.570007,232.410004,224.559998,231.770004,1613900,229.678482
"2022-02-09",232.729996,233.899994,230.440002,232.380005,1112600,230.282974
"2022-02-10",230.059998,235.5,229.300003,230.270004,1358000,228.192017
"2022-02-11",230,233.440002,226.779999,227.5,1215500,225.447006
"2022-02-14",228.710007,229.160004,223.539993,225.240005,1472000,223.207413
"2022-02-15",226.929993,229.740005,226.160004,228.410004,1683400,226.348816
"2022-02-16",227.809998,229.919998,227.059998,229,1241900,226.933487
"2022-02-17",227.490005,229.869995,226.119995,227.110001,1222800,225.060532
"2022-02-18",226.990005,230.800003,225.050003,228.649994,1339800,226.586624
"2022-02-22",227.350006,229.339996,225.399994,227.729996,1598300,225.674942
"2022-02-23",228.580002,229.179993,224.860001,225.089996,1596100,223.058762
"2022-02-24",220.940002,224.880005,218.520004,224.429993,3009900,222.404709
"2022-02-25",225.509995,234.119995,225.149994,232.839996,1863600,230.738831
"2022-02-28",228.699997,239.130005,228.110001,237.779999,3367700,235.634247
"2022-03-01",237.089996,239.350006,233.600006,237.100006,1546300,234.960388
"2022-03-02",239,241.949997,237.869995,240.509995,1462200,238.3396
"2022-03-03",241.210007,241.990005,236.119995,237.809998,1285600,235.663986
"2022-03-04",234.320007,241.940002,232.479996,241.630005,1345600,239.449509
"2022-03-07",241.130005,241.940002,236.860001,237.850006,1733900,235.703613
"2022-03-08",235.080002,236.720001,229,229.100006,1816100,228.106689
"2022-03-09",233.130005,233.690002,230.110001,231.259995,1298100,230.257324
"2022-03-10",229.020004,230.039993,225.490005,229.460007,2156200,228.465134
"2022-03-11",231,232,226.440002,226.860001,1757100,225.876404
"2022-03-14",229.570007,229.570007,224.220001,226.199997,1984000,225.219269
"2022-03-15",228.210007,234.25,227.940002,233.080002,1683900,232.069443
"2022-03-16",234.5,238.199997,233.300003,237.5,1536100,236.470276
"2022-03-17",234.889999,242.880005,234.889999,242.389999,2136500,241.339066
"2022-03-18",241.710007,243.710007,239.160004,241.160004,3473700,240.11441
"2022-03-21",240.479996,245.990005,240.169998,243.509995,1519700,242.454208
"2022-03-22",244.740005,246.779999,243.440002,243.529999,1561600,242.474121
"2022-03-23",242.449997,243.600006,238.479996,238.5,1530300,237.465942
"2022-03-24",238.970001,242.919998,238.5,242.100006,1120700,241.050339
"2022-03-25",242.800003,243.960007,241.350006,243.580002,1327300,242.523911
"2022-03-28",244,244,241.369995,243.660004,1470800,242.603561
"2022-03-29",245.429993,245.550003,240.139999,243.339996,1238100,242.284943
"2022-03-30",243.880005,246.070007,243.139999,245.830002,943400,244.76416
"2022-03-31",243.080002,244.899994,239.5,239.610001,1784200,238.571121
"2022-04-01",242.199997,247.839996,240.779999,246.25,1584700,245.182327
"2022-04-04",244.949997,246.190002,241.360001,242.259995,1405100,241.209625
"2022-04-05",240.770004,248.970001,240.770004,245.089996,1433100,244.027359
"2022-04-06",243.690002,250.320007,243.039993,249.610001,1372900,248.527771
"2022-04-07",249.479996,256.170013,248.660004,255.130005,1648000,254.023834
"2022-04-08",256.290009,259.299988,254.789993,257.899994,1493000,256.78183
"2022-04-11",257.940002,259.450012,253.460007,254.119995,1172700,253.018204
"2022-04-12",254.369995,257.450012,253.410004,254.820007,1102500,253.715179
"2022-04-13",255.899994,259.369995,254.800003,258.98999,1500600,257.867096
"2022-04-14",260,265.220001,258.869995,259.209991,1381000,258.086121
"2022-04-18",258.100006,261.529999,257.799988,258.959991,1157000,257.837219
"2022-04-19",260.130005,262.309998,258.660004,261.029999,1501700,259.898254
"2022-04-20",262.470001,269.839996,261.459991,268.869995,1463000,267.704254
"2022-04-21",269.140015,269.970001,264.350006,264.609985,1132000,263.462708
"2022-04-22",263,263,254.710007,255.059998,1262100,253.954132
"2022-04-25",255.169998,255.169998,246.779999,254.360001,1402200,253.257172
"2022-04-26",252.199997,256.410004,252.160004,252.600006,889100,251.504807
"2022-04-27",252.669998,255.25,248.639999,250.770004,1208100,249.682739
"2022-04-28",252.899994,254.740005,249.759995,254.240005,917600,253.137695
"2022-04-29",252.589996,253.679993,246.059998,246.779999,1423800,245.710037
"2022-05-02",247.210007,249.479996,241.610001,246.110001,1497500,245.042938
"2022-05-03",246.740005,250.649994,246.320007,247.289993,1115900,246.217819
"2022-05-04",248.139999,256.709991,245.899994,255.669998,1130700,254.561493
"2022-05-05",253.899994,255.809998,249.789993,252.080002,1628500,250.987061
"2022-05-06",255.800003,267.51001,255.039993,266.899994,2208100,265.742798
"2022-05-09",266.799988,268.470001,259.720001,261.410004,2228400,260.276611
"2022-05-10",262.019989,264.440002,258.630005,260.649994,1612900,259.519897
"2022-05-11",260.109985,267.529999,259.690002,260.200012,1410700,259.071869
"2022-05-12",259.429993,260.730011,254.270004,260.029999,1675400,258.902588
"2022-05-13",261.049988,261.980011,258.029999,259.190002,1520100,258.066223
"2022-05-16",265.459991,269.440002,262.309998,266.48999,1542700,265.334564
"2022-05-17",268.570007,271.709991,267.51001,271.350006,1436300,270.173523
"2022-05-18",269.570007,270,255.929993,257.570007,2537200,256.453247
"2022-05-19",255.460007,259.149994,253.130005,256.880005,1692000,255.766251
"2022-05-20",256.76001,261.869995,254.419998,259.48999,1623700,258.364929
"2022-05-23",262.269989,265.76001,261.359985,263.369995,1092300,262.228088
"2022-05-24",264.23999,266.649994,261.410004,264.959991,1383100,263.811218
"2022-05-25",265.350006,266.540009,263.440002,265.75,1097500,264.597778
"2022-05-26",269.290009,271,267.709991,268.880005,1695800,267.714233
"2022-05-27",268.109985,272.970001,266.290009,272.399994,1248100,271.218964
"2022-05-31",270.220001,273.579987,267.329987,268.290009,3557100,267.12677
"2022-06-01",271.290009,271.579987,262.149994,264.579987,2622900,263.432861
"2022-06-02",265.209991,265.209991,257.589996,263.429993,1656300,262.287842
"2022-06-03",262.820007,263.309998,253.690002,253.970001,2331300,252.868866
"2022-06-06",256.190002,259.73999,254.520004,258.320007,1615000,257.200012
"2022-06-07",257.179993,262.820007,255.149994,262.279999,1792300,262.279999
"2022-06-08",259.519989,262.600006,258.890015,260.779999,1235600,260.779999
"2022-06-09",260.200012,262.540009,257.450012,257.579987,1101600,257.579987
"2022-06-10",253.240005,256.089996,251.880005,253.289993,1403000,253.289993
"2022-06-13",248.880005,249.800003,241.149994,242.229996,2242000,242.229996
"2022-06-14",242.149994,246.369995,240.110001,245.710007,2205400,245.710007
"2022-06-15",247.050003,249.710007,243.960007,247.100006,1643400,247.100006
"2022-06-16",247.289993,248.520004,240.179993,248.300003,1904200,248.300003
"2022-06-17",250.169998,251.820007,241.539993,244.520004,3822900,244.520004
"2022-06-21",249.800003,254.789993,244.850006,252.179993,2324600,252.179993
"2022-06-22",252.830002,259.019989,250.25,255.899994,1506200,255.899994
"2022-06-23",257.290009,260.279999,254.919998,259.679993,1774200,259.679993
"2022-06-24",261.470001,265.799988,255.910004,265.130005,3406200,265.130005
"2022-06-27",264.339996,269.149994,262.309998,267.880005,1637100,267.880005
"2022-06-28",268.459991,271.399994,264.76001,266.209991,1494900,266.209991
"2022-06-29",268.190002,269.880005,264.839996,267.339996,1439600,267.339996
