"","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"2022-01-19",128.330002,129.479996,126.779999,127.510002,1921800,125.607018
"2022-01-20",127.190002,128.139999,122.110001,122.169998,1875200,120.34671
"2022-01-21",122.230003,123.220001,119.82,120.089996,1074600,118.297752
"2022-01-24",117.129997,119.889999,115.75,119.239998,1667200,117.460442
"2022-01-25",117.639999,119.860001,115,118.800003,1229500,117.027016
"2022-01-26",120.169998,121.540001,118.110001,119.110001,1648900,117.332382
"2022-01-27",121,122.5,117.790001,118.540001,1582300,116.770889
"2022-01-28",118,120.800003,114.830002,118.18,2129200,116.41626
"2022-01-31",117.379997,119.089996,115.470001,118.93,1330600,117.155067
"2022-02-01",119.339996,120.419998,117.910004,119.830002,1342000,118.041641
"2022-02-02",119.879997,121.440002,119.279999,121.089996,876100,119.282829
"2022-02-03",120.809998,122.809998,120.139999,121.110001,711300,119.302536
"2022-02-04",120,122.019997,118.93,119.220001,1097000,117.440742
"2022-02-07",119.910004,120.339996,118.139999,118.43,1241800,116.662537
"2022-02-08",119.059998,121.669998,118.959999,121.529999,592100,119.716263
"2022-02-09",122.389999,123.760002,122.160004,122.75,565400,120.918053
"2022-02-10",122.099998,124.459999,122.099998,122.610001,743600,120.780144
"2022-02-11",121.900002,124.440002,121.230003,121.93,882500,120.110298
"2022-02-14",121.879997,122.629997,120.160004,120.690002,774600,118.888809
"2022-02-15",121.25,123.889999,120.769997,123.650002,844300,121.804626
"2022-02-16",123.220001,124.849998,123.099998,124.269997,890700,122.415367
"2022-02-17",123.099998,123.360001,121.239998,121.82,751400,120.001938
"2022-02-18",121.360001,123.599998,120.980003,121.279999,908000,119.469994
"2022-02-22",121.620003,122.75,119.900002,121.099998,830100,119.292679
"2022-02-23",122.309998,122.309998,118.720001,119.029999,879600,117.253571
"2022-02-24",116.519997,118.360001,114.940002,117.769997,1326200,116.012375
"2022-02-25",118.550003,121.349998,118.389999,120.800003,878000,118.997169
"2022-02-28",118.169998,119.449997,117.230003,118.470001,1305400,116.701935
"2022-03-01",118.260002,118.739998,113.639999,114.599998,1684500,112.889694
"2022-03-02",116.010002,118.209999,114.809998,117.25,984500,115.500137
"2022-03-03",117.919998,119.419998,116.260002,117.519997,1052100,115.766106
"2022-03-04",114.970001,115.800003,113.82,114.860001,1028800,113.145813
"2022-03-07",114.389999,114.519997,105.25,105.269997,2009100,103.698929
"2022-03-08",105.970001,108.129997,104.110001,105.040001,1985000,103.472366
"2022-03-09",107.809998,109.629997,107.349998,108.709999,2445400,107.087593
"2022-03-10",107.580002,107.889999,105.760002,106.889999,1750700,105.294754
"2022-03-11",107.440002,107.660004,105.389999,105.419998,1610800,103.846695
"2022-03-14",105.839996,107.209999,104.370003,106.080002,1504800,105.255661
"2022-03-15",106.709999,107.199997,104.540001,106,1208900,105.176277
"2022-03-16",107.790001,108.93,105.699997,107.099998,1572800,106.267731
"2022-03-17",105.989998,108.050003,105.529999,107.290001,2012500,106.456253
"2022-03-18",107.040001,107.970001,105.029999,107.900002,2921300,107.061516
"2022-03-21",108.620003,110.349998,108.230003,109.709999,1228000,108.857445
"2022-03-22",110.980003,111.82,110,110.459999,1408900,109.601616
"2022-03-23",109.919998,110.989998,109.309998,109.360001,1294400,108.51017
"2022-03-24",110.089996,110.900002,109.389999,110.639999,985400,109.78022
"2022-03-25",110.360001,110.75,109.129997,110.690002,877800,109.829834
"2022-03-28",110.050003,110.32,108.639999,110.279999,737000,109.423019
"2022-03-29",111.510002,113.669998,111.32,113.660004,1202400,112.776756
"2022-03-30",113.400002,114.970001,113.059998,114.300003,1365500,113.411781
"2022-03-31",113.839996,114.779999,112.029999,112.059998,945600,111.189186
"2022-04-01",112.800003,113.639999,109.68,111.379997,1240100,110.514465
"2022-04-04",111.010002,112.279999,110.330002,111.610001,845300,110.742683
"2022-04-05",111.040001,112.010002,109.970001,109.980003,1526000,109.125351
"2022-04-06",109.5,109.900002,108.089996,108.269997,1205400,107.428635
"2022-04-07",108.150002,108.720001,105.139999,106.959999,1360900,106.128815
"2022-04-08",107.529999,109.620003,107.080002,108.190002,1011300,107.349266
"2022-04-11",107.400002,110.32,107.160004,107.510002,810600,106.674545
"2022-04-12",107.959999,109.870003,107.190002,107.489998,1140200,106.654701
"2022-04-13",106.940002,108.699997,106.879997,108.389999,880700,107.547707
"2022-04-14",108.800003,109.959999,107.849998,107.910004,896700,107.071442
"2022-04-18",107.959999,109.769997,107.809998,108.82,910400,107.974365
"2022-04-19",106.620003,110.599998,106.239998,109.57,1246200,108.718536
"2022-04-20",110.199997,112.410004,109.849998,111,1253600,110.137421
"2022-04-21",112.400002,113.339996,110.360001,110.459999,1008500,109.601616
"2022-04-22",109.169998,109.989998,106.209999,106.419998,1014000,105.59301
"2022-04-25",105.419998,106.330002,103.050003,105.860001,1042300,105.037369
"2022-04-26",105.550003,106.830002,103.93,103.959999,890400,103.15213
"2022-04-27",105.040001,106.059998,104.050003,105.129997,665800,104.313034
"2022-04-28",106.120003,107.470001,103.919998,107.389999,1423600,106.555473
"2022-04-29",107.010002,108.489998,102.470001,102.669998,1773600,101.872154
"2022-05-02",103.68,104.610001,99.660004,101.860001,1202400,101.068451
"2022-05-03",102.260002,105.550003,102.010002,104.949997,1058500,104.134438
"2022-05-04",104.949997,108.339996,104,108.050003,943800,107.21035
"2022-05-05",106.669998,107.980003,104.32,105.669998,881800,104.848839
"2022-05-06",105.620003,106.599998,104.120003,105.889999,1309600,105.067131
"2022-05-09",104.010002,105.519997,103.010002,103.419998,1060200,102.616325
"2022-05-10",104.760002,105.029999,100.190002,102.139999,923200,101.346275
"2022-05-11",102.779999,104.639999,101.730003,101.860001,827000,101.068451
"2022-05-12",101.389999,102.410004,99.139999,101.029999,938500,100.244896
"2022-05-13",101.739998,104.120003,101.610001,103.050003,731800,102.249207
"2022-05-16",102.800003,104.169998,101.440002,103.349998,791000,102.546867
"2022-05-17",105.470001,107.739998,104.559998,106.900002,999000,106.06929
"2022-05-18",106.190002,106.760002,103.639999,104.220001,1162000,103.41011
"2022-05-19",102.800003,104.779999,102.480003,103.190002,754200,102.388115
"2022-05-20",104.230003,104.599998,99.699997,101.959999,1044500,101.167671
"2022-05-23",103.290001,103.769997,102,103.269997,786100,102.467491
"2022-05-24",103,103.839996,100.610001,103.669998,799800,102.86438
"2022-05-25",103.440002,105.510002,103.260002,104.730003,642000,103.916153
"2022-05-26",105.620003,108.470001,105.580002,107.970001,690100,107.130974
"2022-05-27",108.480003,109.839996,108.360001,109.629997,816000,108.778069
"2022-05-31",109.300003,111.110001,108.510002,110.160004,1617200,109.303955
"2022-06-01",111.010002,111.540001,108.150002,109.639999,1133700,108.787994
"2022-06-02",110.089996,111.550003,109.470001,111.410004,769800,110.544243
"2022-06-03",110.400002,111.110001,109.400002,110.220001,655100,109.363487
"2022-06-06",110.589996,112.779999,109.949997,111.379997,752500,110.514465
"2022-06-07",110.559998,112.519997,110.050003,112.290001,664300,111.417397
"2022-06-08",111.129997,111.970001,108.860001,109.260002,888800,108.41095
"2022-06-09",109.010002,111.18,108.370003,108.510002,1061200,107.666779
"2022-06-10",105.68,106.400002,102.099998,102.190002,1338800,101.395889
"2022-06-13",99.519997,100.379997,97.230003,97.800003,1295400,97.040001
"2022-06-14",96.82,97.839996,95.220001,96.239998,959600,96.239998
"2022-06-15",97.279999,97.709999,93.470001,95.050003,1235100,95.050003
"2022-06-16",91.830002,91.949997,86.919998,87.449997,2321800,87.449997
"2022-06-17",87.07,88.93,85.940002,87.669998,2209700,87.669998
"2022-06-21",89.93,90.529999,87.93,90.300003,1459300,90.300003
"2022-06-22",87.68,89.93,87.68,89.040001,1487200,89.040001
"2022-06-23",88.57,89.809998,86.089996,86.400002,1686900,86.400002
"2022-06-24",86.970001,92.540001,86.949997,92.449997,1789500,92.449997
"2022-06-27",92.860001,93.059998,91.709999,92.349998,1111100,92.349998
"2022-06-28",93.019997,93.870003,91.050003,91.660004,1805700,91.660004
"2022-06-29",91.720001,92.059998,89.220001,91.209999,1532800,91.209999
