"","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
"2022-01-07",199.360001,200,196.949997,199.070007,3230400,190.579651
"2022-01-10",197.600006,199.690002,194.779999,199.119995,3722500,190.627518
"2022-01-11",201,204.619995,197.149994,204,2246700,195.299393
"2022-01-12",204.509995,205.660004,202.229996,204.910004,2298000,196.170578
"2022-01-13",205.130005,208.080002,203.5,207.300003,2517500,198.458633
"2022-01-14",207.960007,216.039993,207.960007,215.699997,2823900,206.500366
"2022-01-18",217.75,218.110001,212.039993,216.089996,2843300,206.873749
"2022-01-19",218.050003,219.570007,215.020004,219.059998,3090200,209.717072
"2022-01-20",216.270004,222.039993,214.089996,215,2851400,205.830231
"2022-01-21",213.75,213.75,204.919998,206.910004,2873100,198.085281
"2022-01-24",200.699997,206.960007,194.539993,206,3197900,197.214081
"2022-01-25",206.139999,213.720001,199.720001,213.139999,2657900,204.049561
"2022-01-26",216.009995,218.899994,211.25,212.449997,2908600,203.388977
"2022-01-27",217.399994,218.520004,209.929993,213.850006,2524200,204.729294
"2022-01-28",213.710007,215.850006,210.919998,215.369995,2037200,206.184448
"2022-01-31",214.619995,219.679993,209.979996,218.889999,2287400,209.554321
"2022-02-01",215.190002,224.690002,214.880005,224.220001,2619100,214.657013
"2022-02-02",223.110001,224,218.020004,223.479996,1672600,213.948563
"2022-02-03",222.399994,224.679993,220.279999,222.759995,1319000,213.259262
"2022-02-04",225.949997,232.839996,225.619995,227.850006,2588800,218.132187
"2022-02-07",227.5,228.309998,223.570007,226.479996,2072600,216.820602
"2022-02-08",225.130005,226,218.070007,220.830002,1924400,211.411591
"2022-02-09",222,224.289993,220.149994,221.820007,1381800,212.359375
"2022-02-10",220,227.860001,220,222.119995,1841500,212.646561
"2022-02-11",224.139999,231.279999,222.699997,230.880005,2970200,221.032959
"2022-02-14",230.139999,230.149994,220.429993,224.050003,2766500,214.494247
"2022-02-15",217.119995,219.860001,211.619995,219.179993,2985200,209.831955
"2022-02-16",221,226.100006,220.529999,222.479996,2268000,212.991211
"2022-02-17",224.350006,230.690002,220.740005,230.130005,4147800,220.314941
"2022-02-18",226.779999,237.559998,226.600006,233.380005,3595200,223.426331
"2022-02-22",239.690002,240.970001,218.649994,223.199997,3543500,213.680511
"2022-02-23",225.369995,229.990005,224.089996,225.270004,2343400,215.662216
"2022-02-24",230.899994,231.990005,218.240005,225.899994,3558800,216.26535
"2022-02-25",222.809998,231.729996,222,229.279999,2630000,223.236618
"2022-02-28",229.830002,240.029999,228.199997,239.600006,4133700,233.284607
"2022-03-01",238.220001,242.190002,237.039993,240.470001,3839600,234.131683
"2022-03-02",243.5,245.710007,240.649994,242.25,2987900,235.864761
"2022-03-03",239.960007,243.229996,236.130005,238.080002,2700100,231.804672
"2022-03-04",238.710007,241.710007,235.820007,241.160004,3524100,234.803497
"2022-03-07",242.440002,246.490005,233.860001,236.630005,3916100,230.392899
"2022-03-08",241.059998,243.479996,223.300003,237.369995,5049100,231.113388
"2022-03-09",233.820007,233.970001,223.75,230.399994,4261700,224.327103
"2022-03-10",234.300003,238.580002,229.970001,237.75,3069200,231.483368
"2022-03-11",234.559998,238.160004,232.059998,232.490005,2264500,226.362015
"2022-03-14",231.330002,233.059998,221.699997,229.339996,2679000,223.295044
"2022-03-15",220.009995,229.25,218.600006,227.789993,2967400,221.785889
"2022-03-16",227.559998,231.529999,226.529999,230.309998,2803600,224.239471
"2022-03-17",233,242.270004,233,241.389999,2596400,235.02742
"2022-03-18",242.059998,244.360001,239.300003,239.860001,4826100,233.53775
"2022-03-21",244.5,251.410004,244.039993,251.179993,3069700,244.559372
"2022-03-22",251.270004,252.470001,246.75,251.320007,2732100,244.695694
"2022-03-23",255,257.25,254.110001,254.820007,2521000,248.103439
"2022-03-24",255.300003,255.869995,249.820007,251.259995,2857300,244.637268
"2022-03-25",250.259995,257.309998,250.169998,256.709991,1980100,249.943619
"2022-03-28",251.449997,253.130005,249.270004,253,2030300,246.331406
"2022-03-29",246.490005,253.630005,244.639999,253.410004,1821400,246.730606
"2022-03-30",256.880005,260,254.639999,257.929993,1934700,251.131454
"2022-03-31",254.809998,259.5,249.860001,250.029999,2008300,243.439697
"2022-04-01",250,254.600006,249.839996,253.149994,1257100,246.477448
"2022-04-04",253.149994,255.029999,250.020004,252.75,1181200,246.087997
"2022-04-05",252.789993,255.779999,244.229996,244.479996,1150900,238.03598
"2022-04-06",247.869995,249.5,240.059998,241.979996,1874600,235.601868
"2022-04-07",243.360001,244.830002,237.369995,244.389999,1944700,237.948349
"2022-04-08",245.630005,254.960007,245.630005,254.110001,2111300,247.412155
"2022-04-11",252.660004,252.660004,245.100006,246.490005,1523100,239.993011
"2022-04-12",252.570007,257.649994,251.960007,252.529999,1694000,245.873795
"2022-04-13",256.829987,257.48999,252.220001,255.419998,2124100,248.687622
"2022-04-14",255.050003,257.070007,254.179993,254.75,1551900,248.035278
"2022-04-18",256.130005,258.799988,252.610001,256.670013,1522200,249.904694
"2022-04-19",256.390015,256.390015,248.669998,250.820007,1639700,244.208878
"2022-04-20",252.509995,254.029999,248.919998,253.339996,2007000,246.662445
"2022-04-21",254.990005,255.350006,242.580002,243,1730300,236.594986
"2022-04-22",242,245.860001,235.979996,236.240005,1701500,230.013168
"2022-04-25",228.380005,231.580002,219.699997,231.139999,3374300,225.047592
"2022-04-26",232,235.539993,228.490005,228.690002,1701400,222.66217
"2022-04-27",230.380005,233.75,223.449997,231.630005,1664900,225.524689
"2022-04-28",233.089996,237.5,226.369995,234.979996,1982600,228.786377
"2022-04-29",234.990005,238.550003,229.509995,232.470001,2218400,226.342545
"2022-05-02",228.990005,236,228.039993,235.839996,2214900,229.623703
"2022-05-03",236.619995,244.009995,235.649994,243.699997,2008700,237.276535
"2022-05-04",249.270004,253.559998,242.740005,252.779999,2251800,246.117203
"2022-05-05",256.940002,259.859985,249.729996,256.480011,3162900,249.719696
"2022-05-06",264.369995,272.470001,259.920013,270.179993,4255400,263.058563
"2022-05-09",264.160004,265.809998,243.639999,244.389999,3557000,237.948349
"2022-05-10",248.830002,257.899994,244.770004,250.539993,2885700,243.936249
"2022-05-11",253.75,261.369995,249.240005,249.729996,2281700,243.147598
"2022-05-12",248.490005,252.339996,241.949997,252,2197300,245.357773
"2022-05-13",256.769989,263.179993,256.769989,261.890015,2361000,254.987106
"2022-05-16",264.230011,271.01001,264.220001,268.779999,1885400,261.695465
"2022-05-17",273.25,278.589996,271.5,276.529999,2053100,269.241211
"2022-05-18",279,279.980011,266.329987,271.079987,2492800,263.934845
"2022-05-19",263.700012,270.200012,256.899994,265.420013,3159500,258.424042
"2022-05-20",267.769989,271.5,261.640015,266.480011,1664500,259.456116
"2022-05-23",270,273.640015,266.029999,272,1815900,264.830597
"2022-05-24",269.359985,273.350006,264.179993,271.25,1849300,264.100372
"2022-05-25",274.420013,278.720001,272.100006,277.859985,1755100,270.536133
"2022-05-26",278.679993,282.100006,276.230011,279.98999,2693300,272.609985
"2022-05-27",271.279999,280.399994,269.470001,280,2522400,280
"2022-05-31",284.5,288.459991,276.859985,277.940002,4314900,277.940002
"2022-06-01",281,283.679993,274.549988,277.820007,2392400,277.820007
"2022-06-02",273.619995,278.809998,271.769989,275.290009,2215400,275.290009
"2022-06-03",275.299988,280.380005,274.190002,279.470001,2085200,279.470001
"2022-06-06",283.160004,283.179993,277.950012,278.73999,2118700,278.73999
"2022-06-07",277.5,285.380005,277.329987,285.279999,2523000,285.279999
"2022-06-08",286.48999,287.559998,282.309998,283.890015,1827600,283.890015
"2022-06-09",281.73999,283,276.649994,276.779999,1766400,276.779999
"2022-06-10",274.859985,278.399994,266.799988,270.869995,2872000,270.869995
"2022-06-13",263,266.920013,253.300003,261.369995,3497300,261.369995
"2022-06-14",266.540009,272.899994,260.440002,264.549988,2997500,264.549988
"2022-06-15",263.220001,264.220001,253.25,258.209991,3480300,258.209991
"2022-06-16",252.100006,253.990005,237.970001,241.5,5425700,241.5
"2022-06-17",239.619995,240.679993,220.240005,221.770004,9491300,221.770004
"2022-06-21",232.649994,238,229.720001,237.550003,4030800,237.550003
"2022-06-22",222.699997,233.270004,222.600006,228.809998,4698700,228.809998
"2022-06-23",231.75,232.5,221.169998,223.669998,4211700,223.669998
"2022-06-24",227.509995,228.360001,222.639999,223.479996,7106500,223.479996
"2022-06-27",227.710007,232.779999,226.190002,230.169998,2336400,230.169998
"2022-06-28",236.75,238.539993,231.179993,235.330002,2781900,235.330002
"2022-06-29",239,240.820007,225.619995,226.179993,1930000,226.179993
