"","AMT.Open","AMT.High","AMT.Low","AMT.Close","AMT.Volume","AMT.Adjusted"
"2022-01-06",263.910004,265.380005,256.769989,264.890015,2473100,261.920837
"2022-01-07",264.029999,269.23999,261,266.579987,2244300,263.591827
"2022-01-10",267.350006,267.350006,258.609985,264.410004,2113500,261.446167
"2022-01-11",259.410004,261.609985,256.100006,260.48999,1884300,257.570099
"2022-01-12",259.880005,264.5,258.850006,259.390015,1876900,256.482483
"2022-01-13",260,260.230011,255.059998,255.440002,1728000,252.576736
"2022-01-14",253.639999,254.199997,246.089996,250.619995,2549900,247.81076
"2022-01-18",248.630005,250.970001,247.779999,250.229996,2523600,247.42514
"2022-01-19",251.210007,253.259995,248.080002,249,2200000,246.208908
"2022-01-20",249.889999,252.860001,245.539993,245.940002,2120900,243.183212
"2022-01-21",249.729996,250.779999,243.759995,244.759995,3504900,242.016449
"2022-01-24",241.309998,249.330002,239,248.399994,2708800,245.615631
"2022-01-25",245.789993,252.399994,245.389999,250.529999,2065700,247.721771
"2022-01-26",250.630005,254.369995,240.399994,242.600006,2325000,239.880661
"2022-01-27",241.550003,245.050003,235.220001,236.429993,2722300,233.7798
"2022-01-28",237.570007,246.850006,233.669998,246.770004,2106700,244.003922
"2022-01-31",245.910004,251.679993,244.979996,251.5,2665000,248.680893
"2022-02-01",251.070007,252.449997,247.589996,250.149994,1665800,247.346008
"2022-02-02",251.880005,254.470001,251.550003,252.339996,1446000,249.511475
"2022-02-03",250.899994,252.690002,249.860001,250.699997,1367300,247.889862
"2022-02-04",248.160004,250,245.050003,246.429993,1275900,243.667725
"2022-02-07",245.770004,248.360001,244.5,246.259995,1171600,243.499634
"2022-02-08",245.589996,247.330002,243.070007,245.320007,1303800,242.570175
"2022-02-09",248.149994,250.460007,246.729996,249.889999,1824700,247.088943
"2022-02-10",246.630005,249.460007,241.179993,242.509995,1453100,239.791672
"2022-02-11",242.960007,244.949997,235.490005,236.899994,2379600,234.244537
"2022-02-14",237.899994,238.559998,232.75,234.289993,1810100,231.663803
"2022-02-15",237.059998,237.149994,232.279999,233.389999,1696300,230.77388
"2022-02-16",233.399994,233.75,229.75,232.330002,1275700,229.725784
"2022-02-17",232.009995,232.509995,227.759995,228.669998,1721100,226.106796
"2022-02-18",228.820007,231.300003,226.710007,228.440002,2705400,225.879379
"2022-02-22",228.240005,230.899994,224.529999,228.369995,2521600,225.810165
"2022-02-23",229.889999,231.449997,226.729996,227.449997,1934000,224.900467
"2022-02-24",221.809998,232.619995,220,231.75,2699700,229.152283
"2022-02-25",231.699997,234.449997,226.789993,233.660004,2309500,231.040863
"2022-02-28",231.149994,231.399994,223.399994,226.869995,3690400,224.326965
"2022-03-01",228,230.919998,226.679993,228.550003,2467300,225.988144
"2022-03-02",228.309998,232.770004,227.740005,231,2160300,228.410675
"2022-03-03",233.479996,236.800003,231.520004,235.240005,2702600,232.603165
"2022-03-04",233.970001,239.229996,233.970001,238.279999,2396600,235.609085
"2022-03-07",237.119995,237.869995,231.029999,232.020004,1499200,229.41925
"2022-03-08",232.520004,236.649994,227.509995,227.970001,2058000,225.414642
"2022-03-09",231.649994,236.470001,231.25,233.110001,1481200,230.497025
"2022-03-10",230.929993,233.479996,227.100006,232.800003,1300300,230.190506
"2022-03-11",235.309998,238.029999,234.679993,234.839996,1889000,232.207626
"2022-03-14",235.970001,237.160004,232.449997,234.929993,1652400,232.296631
"2022-03-15",236.630005,238.360001,234.080002,236.210007,1422300,233.562286
"2022-03-16",237.820007,240.419998,235.669998,239.630005,1902000,236.943954
"2022-03-17",238.490005,245.240005,238.490005,245.139999,1876100,242.392181
"2022-03-18",247.169998,248.460007,241.800003,242.529999,3668100,239.811447
"2022-03-21",241.809998,245,240.029999,241.639999,1601400,238.931427
"2022-03-22",242.229996,243.289993,239.110001,239.669998,1909800,236.98349
"2022-03-23",239.070007,240.220001,233.710007,234,1968600,231.37706
"2022-03-24",233.600006,235.559998,230.669998,235.490005,2081200,232.850357
"2022-03-25",237.419998,241.330002,236.539993,240.690002,1530200,237.992065
"2022-03-28",241.75,245.190002,241,245.029999,1382800,242.283417
"2022-03-29",247.639999,251.229996,247.270004,250.550003,1917500,247.741547
"2022-03-30",249.149994,250.919998,247.369995,250.869995,1385400,248.057953
"2022-03-31",251.910004,254.070007,250.699997,251.220001,3315600,248.404037
"2022-04-01",251.220001,257.390015,250.100006,256.950012,1636200,254.069824
"2022-04-04",256.980011,259.369995,256.130005,257.829987,1989800,254.939941
"2022-04-05",257.549988,265.359985,257.040009,262.920013,1956200,259.9729
"2022-04-06",261.190002,269.140015,260.51001,268.619995,2749700,265.609009
"2022-04-07",265.959991,267.850006,264.019989,265.730011,1752400,262.751404
"2022-04-08",266.160004,268.48999,264.029999,266.410004,1559100,263.423767
"2022-04-11",266.589996,267.73999,262.589996,263.309998,2158500,260.358521
"2022-04-12",258.880005,260.149994,255.630005,257.179993,1518100,255.656525
"2022-04-13",258.070007,258.230011,254.940002,257.160004,1317800,255.636658
"2022-04-14",257.940002,258.350006,255,255.539993,2312200,254.026245
"2022-04-18",254.139999,257.380005,252.149994,253.910004,1072500,252.405899
"2022-04-19",254.850006,259.549988,254.779999,258.769989,1308500,257.237091
"2022-04-20",259.75,267.950012,259.140015,267.589996,1807500,266.004852
"2022-04-21",268.890015,271.529999,266.160004,266.75,1712400,265.16983
"2022-04-22",267.130005,267.130005,261.850006,261.899994,1664500,260.348572
"2022-04-25",262.100006,263,255.110001,259.519989,1656800,257.982666
"2022-04-26",258.829987,261.209991,254.440002,254.820007,1883300,253.310516
"2022-04-27",256.01001,258,251.550003,252.850006,2049600,251.352188
"2022-04-28",252.619995,253.860001,245.210007,252.179993,2417400,250.686142
"2022-04-29",250.309998,251.309998,240.679993,241.020004,2151900,239.59227
"2022-05-02",241.380005,245.279999,232.729996,236.949997,2127600,235.546371
"2022-05-03",236.949997,243,235.320007,241.009995,1367100,239.582306
"2022-05-04",240.630005,246.039993,238.669998,245.639999,1098500,244.184891
"2022-05-05",244.979996,246.470001,239.699997,241.479996,1375900,240.04953
"2022-05-06",239.25,245.119995,238.800003,244.070007,1843000,242.624191
"2022-05-09",242.130005,242.130005,229.960007,231.089996,2423300,229.721085
"2022-05-10",232.630005,234.139999,222.330002,224.75,2411700,223.41864
"2022-05-11",226.449997,229.380005,223.929993,224.720001,2104200,223.388809
"2022-05-12",224.669998,226.570007,222.020004,225.5,2193700,224.1642
"2022-05-13",227.179993,232.889999,226.190002,232.660004,2229500,231.281784
"2022-05-16",232.610001,234.889999,230.029999,230.220001,1203100,228.856232
"2022-05-17",233.199997,233.630005,229.399994,233,1728500,231.619766
"2022-05-18",232.570007,233.300003,229.509995,230.630005,1623800,229.263809
"2022-05-19",230,236.190002,229.210007,233.25,1825900,231.868286
"2022-05-20",235.449997,245.169998,234.309998,244.279999,2853900,242.832947
"2022-05-23",245.589996,249.720001,243.539993,249.419998,1697400,247.94249
"2022-05-24",249.490005,259.309998,248.690002,258.519989,2174400,256.988586
"2022-05-25",256.790009,261.190002,252.580002,260.290009,2392900,258.748108
"2022-05-26",260.720001,262.269989,253.960007,254.690002,1487200,253.18129
"2022-05-27",256.519989,262.559998,254.830002,260.959991,1786300,259.414124
"2022-05-31",257.76001,259.040009,255.229996,256.130005,2829600,254.612762
"2022-06-01",256.130005,256.130005,250.850006,252.559998,1418000,251.063889
"2022-06-02",246.059998,263.190002,245.679993,262.359985,2781800,260.805817
"2022-06-03",261.820007,269.5,260.75,266.730011,7332200,265.149963
"2022-06-06",269.790009,271.089996,266.170013,267.359985,4197100,265.776215
"2022-06-07",266.179993,266.98999,259.160004,266.149994,2135100,264.573395
"2022-06-08",265.640015,269.040009,263.320007,264.459991,1550400,262.893402
"2022-06-09",261.170013,267.730011,260.019989,260.200012,2050700,258.658661
"2022-06-10",257.01001,257.839996,250.110001,251.009995,2188200,249.523071
"2022-06-13",245,247.149994,238.970001,240.029999,2272900,238.608124
"2022-06-14",239.179993,240.479996,232.660004,234.490005,2584900,233.100952
"2022-06-15",235.399994,244.5,235.009995,241.399994,2076700,239.970001
"2022-06-16",234.779999,236.990005,232.309998,234.179993,1668500,234.179993
"2022-06-17",233.699997,238.270004,232.119995,236.169998,4291800,236.169998
"2022-06-21",242,248.539993,241.889999,246.850006,2502000,246.850006
"2022-06-22",242.320007,258.820007,242.25,252.009995,3130200,252.009995
"2022-06-23",253.059998,259.799988,252.729996,258.309998,2553100,258.309998
"2022-06-24",260.76001,262.130005,256.579987,261.649994,3131500,261.649994
"2022-06-27",262.230011,264.089996,258.140015,259.329987,2018900,259.329987
"2022-06-28",260,260.480011,252.119995,252.929993,1601700,252.929993
"2022-06-29",250.029999,253.929993,247.149994,253.160004,1863700,253.160004
