"","DHI.Open","DHI.High","DHI.Low","DHI.Close","DHI.Volume","DHI.Adjusted"
"2022-01-07",101.599998,101.599998,95.089996,95.239998,6611200,94.686951
"2022-01-10",93.639999,95.849998,92.300003,95.720001,4182700,95.164162
"2022-01-11",95.639999,99.419998,94.919998,98.730003,4071800,98.156685
"2022-01-12",98.690002,100.540001,98.269997,99.43,2734300,98.852615
"2022-01-13",103.660004,104.160004,98.82,99.760002,3804900,99.180702
"2022-01-14",98.839996,99.879997,97.059998,98.529999,2722200,97.95784
"2022-01-18",96.900002,97.470001,93.110001,93.419998,3853600,92.87751
"2022-01-19",91.889999,92.809998,90.019997,90.330002,4176700,89.805458
"2022-01-20",91.550003,91.980003,88.050003,88.360001,3698500,87.846893
"2022-01-21",88.589996,90.900002,87.309998,87.870003,4592000,87.359749
"2022-01-24",85.959999,91.169998,85.110001,91.089996,4396700,90.561043
"2022-01-25",88.739998,90.300003,87.019997,89.449997,5022500,88.930573
"2022-01-26",90.900002,91.839996,84.720001,85.849998,6232900,85.351471
"2022-01-27",86.010002,87.870003,83.309998,84.019997,4310000,83.532097
"2022-01-28",84.269997,86.120003,80.650002,86.050003,4537500,85.550316
"2022-01-31",86.029999,89.349998,85.849998,89.220001,3565200,88.701904
"2022-02-01",89.830002,90.150002,86.309998,89.449997,3906800,88.930573
"2022-02-02",90,91.150002,87.839996,90.849998,3939200,90.322433
"2022-02-03",89.879997,90.089996,88.07,88.18,3719200,87.667946
"2022-02-04",87.300003,87.300003,83.730003,84.019997,5525000,83.532097
"2022-02-07",84.779999,86.419998,84.32,85.339996,4058000,84.844429
"2022-02-08",85,87.010002,84.330002,86.849998,3911300,86.345665
"2022-02-09",87.989998,90.010002,87.910004,88.75,3573400,88.234634
"2022-02-10",86.230003,88.260002,84.68,85.029999,5476300,84.53624
"2022-02-11",85.519997,86.519997,83.629997,84.239998,2912700,83.750816
"2022-02-14",83.82,85.089996,82.610001,82.949997,3526400,82.468315
"2022-02-15",84.029999,85.019997,83.589996,84.809998,2547500,84.317513
"2022-02-16",84.309998,85.790001,83.019997,85.300003,2716400,85.030258
"2022-02-17",85.029999,85.370003,82.470001,82.75,3864200,82.488319
"2022-02-18",82.949997,83.919998,81.660004,83.440002,3498200,83.17614
"2022-02-22",81.870003,82.870003,79.849998,80.400002,4959400,80.145752
"2022-02-23",81.07,81.300003,77.910004,78.150002,4945200,77.902863
"2022-02-24",76.029999,82.760002,75.529999,82.309998,6751100,82.049706
"2022-02-25",81.910004,86.849998,81.599998,86.019997,6750900,85.747971
"2022-02-28",84.690002,86.18,84.379997,85.400002,3274500,85.129936
"2022-03-01",85.129997,86.949997,84.910004,85.830002,3140100,85.558578
"2022-03-02",86.470001,88.169998,85.75,87.580002,2883900,87.303047
"2022-03-03",88.660004,88.660004,85.760002,86.510002,2072900,86.236427
"2022-03-04",86.510002,86.510002,84.260002,85.400002,2603600,85.129936
"2022-03-07",85.830002,86.139999,79.720001,80.089996,4082200,79.836723
"2022-03-08",79.900002,83.5,78.860001,80.360001,2898400,80.105873
"2022-03-09",82.639999,84.279999,82.25,82.650002,2179900,82.388634
"2022-03-10",80.699997,82.480003,79.709999,82.400002,1788400,82.139427
"2022-03-11",82.879997,83.099998,80.849998,80.959999,1657500,80.703979
"2022-03-14",80.75,81.169998,76.32,77.379997,3975100,77.1353
"2022-03-15",78.489998,80.669998,77.43,80.410004,2853800,80.155724
"2022-03-16",81.110001,82.940002,78.089996,81.739998,3474000,81.481506
"2022-03-17",81.620003,83.279999,80.669998,83.199997,2694300,82.93689
"2022-03-18",82.190002,86.089996,81.959999,85.739998,6669200,85.468857
"2022-03-21",85.300003,85.410004,81.940002,82.919998,3707300,82.657776
"2022-03-22",83.559998,84.849998,81.540001,82.790001,2938200,82.528191
"2022-03-23",82.379997,82.790001,78.330002,78.540001,4896200,78.291634
"2022-03-24",78.440002,79.120003,76.389999,78.830002,4272300,78.580719
"2022-03-25",78.970001,79.5,77.419998,77.760002,4083800,77.514099
"2022-03-28",77.599998,78.769997,77.110001,78.269997,3432200,78.022484
"2022-03-29",79.620003,81.900002,79.540001,80.809998,4185600,80.554451
"2022-03-30",80.379997,80.870003,78.269997,78.889999,2703100,78.640526
"2022-03-31",78.099998,78.760002,74.470001,74.510002,7737000,74.274376
"2022-04-01",75.639999,76.709999,75,76.18,3626000,75.939095
"2022-04-04",76.739998,77.279999,76.199997,76.660004,2866100,76.41758
"2022-04-05",76.25,77.120003,73.650002,74.050003,3546900,73.815834
"2022-04-06",72.529999,72.860001,70.580002,71.129997,8550500,70.90506
"2022-04-07",70.910004,71.970001,68.790001,70.389999,6300700,70.167404
"2022-04-08",70.290001,72.68,69.599998,70.830002,4444100,70.606018
"2022-04-11",70.440002,72.620003,70.25,72.169998,5018800,71.941772
"2022-04-12",73.959999,75.050003,70.839996,71.660004,4737000,71.433388
"2022-04-13",71.639999,74.769997,71.639999,74.099998,3654200,73.865669
"2022-04-14",74.300003,75.290001,72.349998,72.510002,2517400,72.280701
"2022-04-18",71.550003,73.330002,70.860001,71.349998,2401500,71.124367
"2022-04-19",71.599998,74.43,71.599998,74.120003,2551700,73.885612
"2022-04-20",74.610001,76.349998,74.260002,74.589996,2618500,74.354118
"2022-04-21",76.150002,76.510002,72.839996,73.260002,2432600,73.028328
"2022-04-22",73.129997,73.129997,71.099998,71.349998,2627600,71.124367
"2022-04-25",71.309998,74.519997,70.160004,74.190002,4799400,73.955391
"2022-04-26",73.660004,76.150002,72.190002,72.209999,4913300,71.981651
"2022-04-27",73.07,73.120003,69.830002,70.089996,3766100,69.868347
"2022-04-28",71.879997,73.879997,69.370003,72.860001,4773000,72.629593
"2022-04-29",72,73.080002,69.300003,69.589996,3573200,69.369926
"2022-05-02",69.309998,70.910004,68.029999,70.760002,3554400,70.53624
"2022-05-03",70.760002,71.980003,69.879997,71.720001,2301000,71.493202
"2022-05-04",71.760002,76,70.080002,75.57,3984800,75.331024
"2022-05-05",72.809998,74.199997,69.970001,71.150002,4573800,70.925003
"2022-05-06",70.050003,70.669998,67.849998,70.019997,3513600,70.019997
"2022-05-09",68.800003,71.360001,68.410004,69.93,3783100,69.93
"2022-05-10",71.5,71.910004,67.919998,68.209999,3744300,68.209999
"2022-05-11",67.809998,68.580002,64.480003,64.860001,5053300,64.860001
"2022-05-12",64.129997,68.959999,64.129997,67.559998,4624800,67.559998
"2022-05-13",69.07,69.470001,67.559998,68.529999,3286500,68.529999
"2022-05-16",68.230003,69.110001,65.470001,68.370003,2887500,68.370003
"2022-05-17",70,70.660004,68.150002,70.459999,2993100,70.459999
"2022-05-18",69.410004,69.769997,65.480003,65.709999,3306100,65.709999
"2022-05-19",65.470001,68.190002,65.470001,66.519997,3067600,66.519997
"2022-05-20",67.830002,68.82,66.139999,68.75,2841700,68.75
"2022-05-23",69.540001,69.779999,66.970001,67.440002,1941200,67.440002
"2022-05-24",67,67.300003,64.129997,65.629997,3646100,65.629997
"2022-05-25",66.040001,69.150002,65.419998,69,3171200,69
"2022-05-26",69.709999,73.129997,69.269997,72.860001,4970500,72.860001
"2022-05-27",73.339996,74.839996,72.900002,74.779999,2780400,74.779999
"2022-05-31",73.870003,75.540001,72.690002,75.150002,4823200,75.150002
"2022-06-01",75.339996,75.580002,74.349998,75.07,5268100,75.07
"2022-06-02",75.330002,76.32,74.650002,76.279999,3915400,76.279999
"2022-06-03",75.059998,76.879997,74.510002,76,3482000,76
"2022-06-06",76.18,77.139999,75.209999,75.599998,3641600,75.599998
"2022-06-07",74.080002,76.150002,73.139999,75.489998,3398000,75.489998
"2022-06-08",73.989998,74.699997,72.059998,73,3892000,73
"2022-06-09",72.419998,74.440002,72.389999,73.449997,3614900,73.449997
"2022-06-10",72.300003,72.580002,69.970001,70.389999,4146100,70.389999
"2022-06-13",68.010002,69.139999,65.660004,66.5,8434000,66.5
"2022-06-14",66.059998,67.529999,65.690002,65.720001,4241100,65.720001
"2022-06-15",66.32,67.099998,63.68,65.440002,4831800,65.440002
"2022-06-16",63.27,63.959999,60.880001,61.299999,6222500,61.299999
"2022-06-17",60.18,61.650002,59.25,60.560001,7493200,60.560001
"2022-06-21",61.610001,63.09,60,61.299999,3526900,61.299999
"2022-06-22",60.66,65.019997,60.240002,64.080002,6520100,64.080002
"2022-06-23",65.25,67.610001,65,67.400002,5310400,67.400002
"2022-06-24",68,68.669998,66.959999,67.690002,4677300,67.690002
"2022-06-27",67.769997,68.68,66.540001,67.970001,2790300,67.970001
"2022-06-28",68.169998,68.660004,65.849998,65.879997,3083800,65.879997
"2022-06-29",65.690002,66.610001,64.629997,66.010002,3304600,66.010002
