"","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
"2022-01-06",135.729996,137.169998,134.830002,136.160004,1676600,134.129044
"2022-01-07",136.160004,139.429993,134.899994,138.210007,1784600,136.148468
"2022-01-10",138.5,138.899994,137,137.699997,1603200,135.646072
"2022-01-11",137.360001,137.880005,134.960007,135.839996,1409200,133.813797
"2022-01-12",135.75,136.570007,135.309998,136.220001,1126700,134.188141
"2022-01-13",135.960007,137.160004,135.960007,136.880005,1589500,134.838303
"2022-01-14",136.419998,138.320007,135.369995,137.960007,1527200,135.902191
"2022-01-18",137.070007,137.899994,135.279999,135.720001,2183700,133.695602
"2022-01-19",136.020004,137.899994,135.699997,135.869995,1533200,133.843353
"2022-01-20",135.960007,137.100006,134.669998,134.880005,1382800,132.868134
"2022-01-21",135.610001,136.899994,134.570007,134.899994,1759700,132.887833
"2022-01-24",134.320007,134.800003,129.940002,131.649994,3326000,129.686295
"2022-01-25",130.940002,134.740005,129.690002,133.919998,1972600,131.92244
"2022-01-26",134.020004,136.369995,133.179993,134.639999,1845900,132.631699
"2022-01-27",136.369995,137.440002,134.869995,135.960007,1848500,133.932022
"2022-01-28",135.5,136.979996,134.119995,136.860001,1779200,134.818588
"2022-01-31",135.759995,138.289993,135.490005,138.160004,4273900,136.099197
"2022-02-01",137.789993,138.75,135.789993,136.119995,2204200,134.089615
"2022-02-02",136.229996,138.619995,135.759995,138.199997,1746500,136.138596
"2022-02-03",138.059998,138.289993,136.789993,137.020004,1157800,134.976212
"2022-02-04",136,137.860001,135.660004,136.270004,1527700,134.237396
"2022-02-07",136.339996,137.710007,136.050003,137,918500,134.956497
"2022-02-08",137.800003,138.550003,137.210007,137.910004,1036900,135.852936
"2022-02-09",138.699997,139,136.759995,137.75,1183800,135.695313
"2022-02-10",136.899994,138.179993,135.169998,135.559998,1479800,133.537979
"2022-02-11",136.419998,137.110001,135.320007,135.979996,1104900,133.951706
"2022-02-14",136.440002,136.610001,133.679993,135.130005,1461300,133.114395
"2022-02-15",135.860001,136.490005,133.940002,134.600006,889200,132.592316
"2022-02-16",134.820007,135.880005,134.309998,135.229996,944000,133.212891
"2022-02-17",134.960007,135.860001,133.880005,135.389999,1033100,133.370514
"2022-02-18",134.960007,136.300003,134.509995,135.509995,1370200,133.488724
"2022-02-22",136.699997,136.699997,134.320007,135.509995,1232000,133.488724
"2022-02-23",135.860001,136.460007,133.580002,133.639999,1285100,131.646622
"2022-02-24",132.899994,134.660004,131.009995,134.229996,2032500,132.227814
"2022-02-25",136.910004,141.949997,136.169998,141.440002,2165600,139.330276
"2022-02-28",142.419998,145.699997,140.839996,144.220001,3274300,142.068817
"2022-03-01",144.25,146.25,143.229996,145.169998,2274700,143.004639
"2022-03-02",145.539993,149.240005,145.179993,148.369995,2759500,146.156906
"2022-03-03",148.369995,150.460007,148.169998,149.610001,2311700,147.378418
"2022-03-04",149.080002,151.990005,148.75,151.919998,1875300,149.653946
"2022-03-07",151.229996,153.289993,149.839996,152.839996,2287400,150.560226
"2022-03-08",154.119995,155.229996,152.070007,153.389999,1949100,151.10202
"2022-03-09",154.110001,154.75,152.110001,152.300003,1613800,150.028305
"2022-03-10",152.759995,155.369995,151.789993,155.279999,1600100,152.963837
"2022-03-11",155.190002,157.070007,153.919998,154.210007,1677200,151.909805
"2022-03-14",155.929993,155.949997,151.949997,153.970001,2362700,151.67337
"2022-03-15",156.470001,157.149994,153.679993,155.009995,1808200,152.697861
"2022-03-16",155,155.479996,152.580002,154.369995,1678000,152.067413
"2022-03-17",154.690002,156.330002,153.820007,155.830002,2223000,153.505646
"2022-03-18",155.589996,156.979996,154.809998,156.289993,4325000,153.958755
"2022-03-21",156.979996,159.5,156.770004,159.25,2203900,156.874619
"2022-03-22",158.529999,159.029999,156.970001,158.130005,3406800,155.771332
"2022-03-23",157.839996,160.300003,157.149994,159.419998,2522400,157.042084
"2022-03-24",157.770004,159.110001,157.460007,158.860001,1310100,157.622528
"2022-03-25",158.940002,162.570007,158.869995,162.460007,1425900,161.194504
"2022-03-28",161.850006,163.119995,160.880005,163.119995,1476300,161.84935
"2022-03-29",163.160004,164.979996,161.910004,164.940002,1805900,163.655167
"2022-03-30",165.210007,167.899994,165,167.619995,1564000,166.314285
"2022-03-31",167,169.550003,166.550003,168.119995,1750900,166.810394
"2022-04-01",167.520004,170.589996,166.869995,170.339996,1049100,169.013107
"2022-04-04",169.600006,169.600006,165.309998,166.759995,1580600,165.460983
"2022-04-05",166.960007,169.860001,164.210007,165.029999,2616200,163.744476
"2022-04-06",165.899994,168.570007,165.119995,168.330002,2112600,167.018768
"2022-04-07",168.229996,168.470001,165.839996,168.050003,1692800,166.740952
"2022-04-08",168.550003,170.770004,168.220001,169.789993,1235600,168.467392
"2022-04-11",170.009995,170.539993,167.779999,168.25,1205100,166.939392
"2022-04-12",167.679993,170.199997,167.429993,169.630005,1266500,168.30864
"2022-04-13",171.029999,171.029999,168.169998,170.419998,1173300,169.092484
"2022-04-14",171.25,172.380005,170.75,171.25,1098400,169.916016
"2022-04-18",171.929993,172.839996,170.559998,171.119995,1187500,169.787033
"2022-04-19",171.690002,172.220001,170.100006,170.270004,1720300,168.943649
"2022-04-20",171.970001,173.279999,170.990005,172.669998,959000,171.324951
"2022-04-21",172.240005,173.160004,170.339996,170.429993,1231400,169.102402
"2022-04-22",170.5,170.529999,168.210007,168.240005,1639400,166.929474
"2022-04-25",168.570007,168.570007,163.509995,165.380005,3096700,164.091751
"2022-04-26",165.770004,167.509995,164.289993,164.440002,1295800,163.159073
"2022-04-27",164.600006,165.720001,162.360001,163.690002,1490400,162.414917
"2022-04-28",164.369995,166.460007,163.5,165.5,1395100,164.210815
"2022-04-29",164.770004,164.779999,161.050003,161.360001,1721200,160.103058
"2022-05-02",161.899994,162.789993,158.259995,159.660004,1456100,158.416306
"2022-05-03",160.949997,162.929993,159.699997,160.690002,1648500,159.438278
"2022-05-04",162.399994,164.800003,161.429993,164.509995,1505100,163.228516
"2022-05-05",161.25,164.100006,159.940002,161.119995,1587400,159.864929
"2022-05-06",160.029999,165.669998,160.029999,164.899994,1645300,163.615479
"2022-05-09",163.75,164.720001,161.449997,162.029999,1508300,160.767838
"2022-05-10",162.660004,164.160004,156.979996,158.539993,1453700,157.305023
"2022-05-11",159.089996,162.399994,158.279999,158.820007,2133800,157.582855
"2022-05-12",158.949997,159.649994,155.729996,157.960007,1862000,156.729553
"2022-05-13",159.580002,161.589996,157.940002,161.059998,1241900,159.805389
"2022-05-16",161.839996,162.399994,160.020004,161.509995,1168200,160.251892
"2022-05-17",162.190002,163.910004,160.25,163.850006,1212500,162.573669
"2022-05-18",164.350006,165.300003,162.320007,162.779999,1482500,161.511993
"2022-05-19",162.419998,163.160004,159.600006,161.889999,1121000,160.628937
"2022-05-20",162.759995,162.860001,159.070007,160.110001,1568300,158.862793
"2022-05-23",162.389999,164.270004,161.270004,163.789993,1183200,162.51413
"2022-05-24",163.820007,166.729996,162.979996,166.110001,1679700,164.816055
"2022-05-25",166.919998,167.490005,165.399994,166.740005,1330000,165.441162
"2022-05-26",167.460007,168.059998,164.550003,164.850006,1262400,163.565872
"2022-05-27",164.779999,167.110001,164.259995,166.649994,1427600,165.351852
"2022-05-31",165.839996,165.839996,163.449997,163.860001,2884100,162.583588
"2022-06-01",164.539993,164.539993,162.429993,163.520004,1240700,162.246231
"2022-06-02",164.160004,164.160004,159.919998,162.910004,1231100,161.640991
"2022-06-03",162.419998,162.800003,160,160.25,1273500,159.001709
"2022-06-06",160.770004,162.100006,160.389999,161.169998,857200,159.914536
"2022-06-07",160.830002,163.789993,159.880005,163.699997,1319300,162.424835
"2022-06-08",162.979996,162.979996,158.880005,159.449997,1237600,158.207932
"2022-06-09",159.259995,159.259995,154.710007,155.160004,1807800,153.951355
"2022-06-10",153.850006,156.029999,153.020004,154.660004,1542200,153.455246
"2022-06-13",152.619995,152.630005,146.940002,147.160004,1919100,146.013672
"2022-06-14",148.449997,148.449997,142.300003,144.820007,1751800,143.69191
"2022-06-15",146.029999,146.889999,142.929993,144.740005,1405000,143.612534
"2022-06-16",142.550003,142.789993,140.220001,141.960007,1816800,140.854187
"2022-06-17",142.089996,142.630005,136.809998,139.490005,5900400,138.403427
"2022-06-21",141.279999,143.809998,140.580002,142.820007,1485400,141.707489
"2022-06-22",141.520004,144.809998,141.520004,143.440002,1591300,142.322647
"2022-06-23",144.169998,146.410004,143.600006,146.350006,1627800,145.209991
"2022-06-24",147.149994,149.919998,146.779999,149.440002,2228900,148.275909
"2022-06-27",149.279999,151.330002,148.589996,150.669998,1145200,149.496323
"2022-06-28",151.759995,153.720001,150.949997,151.210007,1578700,150.032135
"2022-06-29",151.789993,152.179993,149,150.309998,1151600,149.13913
