"","NTAP.Open","NTAP.High","NTAP.Low","NTAP.Close","NTAP.Volume","NTAP.Adjusted"
"2022-01-11",93.5,95.089996,93.160004,95.019997,1883500,93.679207
"2022-01-12",95.129997,96.610001,94.449997,94.699997,1759900,93.363724
"2022-01-13",95.25,96.309998,94.440002,95.480003,2413200,94.132729
"2022-01-14",96.660004,96.82,94.459999,95.410004,1659500,94.063713
"2022-01-18",94.910004,95.459999,92.940002,93.32,1292100,92.003197
"2022-01-19",93.349998,94.400002,89.290001,89.410004,1921200,88.148376
"2022-01-20",90.400002,90.870003,87.629997,87.800003,2587100,86.561096
"2022-01-21",87.040001,88.080002,83.82,84.279999,2927300,83.090759
"2022-01-24",83.57,86.620003,82.489998,86.519997,2951800,85.299149
"2022-01-25",85.559998,87.32,83.279999,85.720001,2214200,84.510445
"2022-01-26",87.290001,87.720001,83.68,84.639999,2354800,83.445679
"2022-01-27",85.540001,87.260002,83.410004,83.830002,2222400,82.64711
"2022-01-28",83.82,86.419998,83,86.370003,1504400,85.151268
"2022-01-31",86.029999,86.889999,85.410004,86.510002,2136000,85.289291
"2022-02-01",86.68,87.580002,85.959999,87.010002,3235700,85.782242
"2022-02-02",87.25,88.949997,86.480003,88.660004,2469900,87.408958
"2022-02-03",87.839996,89.68,87.720001,87.959999,1107000,86.718834
"2022-02-04",87.839996,88.459999,86.349998,87.629997,853800,86.393486
"2022-02-07",88,88.080002,87.029999,87.330002,1301600,86.097725
"2022-02-08",87.589996,89.279999,87.230003,89.110001,952600,87.8526
"2022-02-09",89.449997,92.059998,89.449997,91.699997,1395000,90.406059
"2022-02-10",90.129997,91.989998,89.589996,90.050003,1321400,88.77935
"2022-02-11",90.300003,91.080002,88.449997,89.080002,1408200,87.823029
"2022-02-14",89.349998,89.559998,86.900002,87.790001,1404000,86.551231
"2022-02-15",89.239998,90.550003,89,90.470001,1249000,89.19342
"2022-02-16",90.400002,91.870003,89.879997,91.550003,1154800,90.258179
"2022-02-17",90.589996,91.980003,90.370003,91.07,1483200,89.78495
"2022-02-18",91.5,92.400002,90.040001,90.900002,1969700,89.617355
"2022-02-22",90.550003,91.139999,85.760002,86.120003,2857700,84.9048
"2022-02-23",86.779999,86.980003,83.599998,84.089996,2663600,82.903442
"2022-02-24",72.809998,79.360001,72.040001,79.290001,6421900,78.171173
"2022-02-25",79.510002,81.699997,79.029999,80.139999,2516400,79.009178
"2022-02-28",78.870003,79.150002,76.739998,78.379997,2399200,77.27401
"2022-03-01",78.290001,79.110001,76.589996,77.330002,1860600,76.238831
"2022-03-02",78.169998,81.800003,78.169998,81.099998,1739200,79.955635
"2022-03-03",81.43,82.360001,80.230003,80.760002,1341200,79.62043
"2022-03-04",80.010002,81.25,79.010002,80.349998,1185100,79.216217
"2022-03-07",79.889999,80.160004,78.139999,78.620003,1678500,77.510628
"2022-03-08",78.720001,80.389999,78.400002,78.919998,1883800,77.806389
"2022-03-09",80.610001,81.690002,80.089996,80.779999,1053100,79.640152
"2022-03-10",80.739998,82.849998,80.529999,82.620003,1932300,81.454185
"2022-03-11",82.900002,84.370003,82.5,84.099998,1991900,82.9133
"2022-03-14",83.720001,84.5,79.739998,80.389999,3206500,79.255653
"2022-03-15",80.790001,82.489998,80.220001,82.099998,1549800,80.941521
"2022-03-16",82.440002,85.410004,82.309998,84.860001,2042800,83.662575
"2022-03-17",84.419998,86.449997,83.889999,86.410004,1740600,85.190712
"2022-03-18",86.650002,89.900002,85.860001,89.690002,5351500,88.424423
"2022-03-21",89.860001,90.199997,87.790001,88.5,1903300,87.251213
"2022-03-22",88.620003,89.699997,85.459999,87.610001,3273300,86.373772
"2022-03-23",88.239998,89.339996,86.629997,87.220001,1635200,85.989273
"2022-03-24",85.779999,86.400002,84.269997,86.300003,1711000,85.08226
"2022-03-25",86.660004,86.660004,85.209999,85.690002,1291700,84.480865
"2022-03-28",85.279999,86.260002,84.580002,86.139999,953400,84.924515
"2022-03-29",86.599998,88.389999,86.599998,88.129997,873400,86.886429
"2022-03-30",88.129997,88.529999,86.239998,86.57,905000,85.348442
"2022-03-31",86.040001,86.290001,82.93,83,2216000,81.828827
"2022-04-01",83.559998,83.669998,80.809998,82.199997,2023700,81.040108
"2022-04-04",82.309998,83.900002,82.040001,83.650002,1455600,82.46965
"2022-04-05",83.339996,83.75,81.010002,81.150002,1381300,80.004929
"2022-04-06",81,81,79.68,79.809998,2125300,78.68383
"2022-04-07",79.809998,80.790001,78.25,78.809998,2242300,78.187782
"2022-04-08",78.959999,79.25,77.769997,78.099998,1882900,77.483383
"2022-04-11",77.720001,77.879997,76.699997,77.120003,1738300,76.511124
"2022-04-12",76.120003,78.739998,76.050003,76.389999,2523600,75.786888
"2022-04-13",76.389999,77.620003,76.260002,77.279999,1292200,76.669861
"2022-04-14",77.279999,77.800003,75.459999,75.5,937000,74.903915
"2022-04-18",75.5,76.5,75.449997,76.150002,1229000,75.548782
"2022-04-19",76.07,77.5,75.830002,77.110001,1834600,76.501205
"2022-04-20",77.989998,79.900002,77.690002,78.75,1826900,78.128258
"2022-04-21",79.370003,79.690002,77.580002,77.980003,1275000,77.364334
"2022-04-22",77.489998,77.720001,75.93,76.010002,1180600,75.409889
"2022-04-25",75.980003,77.440002,74.870003,77.400002,1790000,76.788918
"2022-04-26",77.019997,77.290001,75.370003,75.510002,1204100,74.913841
"2022-04-27",75.25,75.379997,73.07,74.559998,2205400,73.971336
"2022-04-28",75.5,76.059998,74.379997,75,3966300,74.40786
"2022-04-29",74.949997,76.120003,73.199997,73.25,2635600,72.671677
"2022-05-02",73.470001,74.199997,72.419998,74,2475300,73.415756
"2022-05-03",74.400002,74.489998,73.230003,74.059998,2355400,73.475281
"2022-05-04",74.230003,76.730003,73.620003,76.699997,2003200,76.094437
"2022-05-05",75.379997,76.230003,72.43,73.110001,2008800,72.532784
"2022-05-06",72.980003,74.18,72.040001,72.989998,1674900,72.413727
"2022-05-09",71.75,72.389999,70.860001,71.32,1624700,70.75692
"2022-05-10",72.739998,74.110001,71.370003,73.019997,2276700,72.443489
"2022-05-11",72.599998,73.690002,69.68,69.739998,2091100,69.189392
"2022-05-12",69.559998,70.730003,68.230003,69.68,1951400,69.129868
"2022-05-13",70.849998,71.440002,69.709999,71.209999,1993400,70.647781
"2022-05-16",71.330002,72.040001,70.5,71.5,1225200,70.935493
"2022-05-17",72.82,73.980003,72.610001,73.900002,1269800,73.316551
"2022-05-18",73.120003,73.300003,70.309998,70.730003,1318000,70.171577
"2022-05-19",69.419998,69.790001,66.099998,68.260002,3338000,67.721077
"2022-05-20",68.830002,69.019997,64.580002,66.639999,2464800,66.113869
"2022-05-23",66.949997,69.239998,66.940002,68.510002,2069500,67.969101
"2022-05-24",68.199997,68.459999,65.620003,67.400002,1653300,66.867867
"2022-05-25",67.400002,70.269997,67.150002,69.440002,1395400,68.891762
"2022-05-26",68.919998,70.889999,68.739998,70.489998,2088800,69.933464
"2022-05-27",71.68,73.059998,71.389999,73.050003,1904400,72.473259
"2022-05-31",72.300003,72.790001,71.629997,71.949997,2918700,71.381943
"2022-06-01",71.599998,73.699997,71.269997,72.510002,2725500,71.937523
"2022-06-02",72.199997,73.669998,70.110001,72.900002,3853500,72.32444
"2022-06-03",71.660004,73.089996,71,71.110001,1625900,70.548576
"2022-06-06",71.959999,72.410004,70.730003,70.870003,1279900,70.310471
"2022-06-07",70.629997,71.559998,69.980003,71.459999,1353500,70.895813
"2022-06-08",71.290001,71.410004,69.949997,70.080002,1273800,69.526711
"2022-06-09",69.940002,70.150002,67.739998,67.769997,1151800,67.23494
"2022-06-10",66.989998,67.629997,66.160004,66.809998,1718800,66.282524
"2022-06-13",65.269997,66.389999,64.330002,64.470001,1635500,63.960999
"2022-06-14",65.300003,65.339996,63.709999,64.32,1747600,63.812183
"2022-06-15",64.760002,66.389999,64.43,65.43,2371900,64.913422
"2022-06-16",64.209999,64.209999,62.91,63.290001,2143000,62.790314
"2022-06-17",63.450001,64.730003,62.779999,63.759998,3596800,63.256603
"2022-06-21",65.040001,65.830002,64.489998,64.5,2022700,63.990761
"2022-06-22",63.939999,65.519997,63.779999,64.699997,2509600,64.189178
"2022-06-23",65.019997,65.389999,64.080002,64.849998,1952100,64.337997
"2022-06-24",65.690002,67.730003,65.260002,66.809998,4509300,66.282524
"2022-06-27",67.199997,67.980003,66.68,67.269997,1452800,66.738892
"2022-06-28",67.470001,68.089996,65.410004,65.639999,1378900,65.121758
"2022-06-29",65.870003,65.870003,64.980003,65.360001,1104300,64.843971
