"","NCLH.Open","NCLH.High","NCLH.Low","NCLH.Close","NCLH.Volume","NCLH.Adjusted"
"2022-02-11",22.57,23,21.32,21.440001,31136800,21.440001
"2022-02-14",21.559999,22.200001,20.91,21.09,23969000,21.09
"2022-02-15",21.9,22.57,21.68,22.549999,20260400,22.549999
"2022-02-16",22.360001,23.190001,22.23,22.75,19524100,22.75
"2022-02-17",22.360001,22.59,21.5,21.77,20797400,21.77
"2022-02-18",21.620001,22.02,20.950001,21.200001,21514500,21.200001
"2022-02-22",20.6,21.32,20.139999,20.360001,23438300,20.360001
"2022-02-23",20.799999,20.9,19.25,19.290001,25647800,19.290001
"2022-02-24",17.530001,19.42,17.309999,19.370001,41221200,19.370001
"2022-02-25",19.530001,20.059999,18.809999,19.65,24223600,19.65
"2022-02-28",19.27,19.860001,18.57,19.49,25338100,19.49
"2022-03-01",19.190001,19.25,18.219999,18.48,30581700,18.48
"2022-03-02",18.75,19.4,18.549999,19.059999,24528900,19.059999
"2022-03-03",19.360001,19.690001,18.18,18.559999,27768300,18.559999
"2022-03-04",18.15,18.42,17.17,17.389999,31316600,17.389999
"2022-03-07",17.17,17.379999,15.36,15.38,39304900,15.38
"2022-03-08",15.43,16.700001,14.9,15.96,37827400,15.96
"2022-03-09",16.889999,17.76,16.6,17.309999,30921500,17.309999
"2022-03-10",16.9,18.190001,16.780001,17.799999,24584000,17.799999
"2022-03-11",18.1,18.27,17.459999,17.49,17589200,17.49
"2022-03-14",17.49,17.9,16.790001,17.059999,22425000,17.059999
"2022-03-15",17.370001,18.32,17.360001,18.25,23557800,18.25
"2022-03-16",18.51,19.42,18.26,19.32,29394000,19.32
"2022-03-17",18.879999,19.73,18.76,19.690001,23871100,19.690001
"2022-03-18",19.4,20.15,19.200001,19.9,31726400,19.9
"2022-03-21",19.530001,19.83,19.17,19.629999,21808500,19.629999
"2022-03-22",19.700001,20.209999,19.48,19.91,19404400,19.91
"2022-03-23",19.690001,19.950001,19.370001,19.4,14109100,19.4
"2022-03-24",19.49,19.76,19.02,19.75,14237000,19.75
"2022-03-25",19.700001,20.219999,19.639999,19.860001,19502800,19.860001
"2022-03-28",19.940001,20.549999,19.940001,20.540001,18492100,20.540001
"2022-03-29",21.24,21.469999,20.879999,21.18,18392700,21.18
"2022-03-30",21.110001,21.450001,20.91,21.219999,13073400,21.219999
"2022-03-31",21.379999,22.209999,21.27,21.879999,20881700,21.879999
"2022-04-01",21.959999,22.1,21.48,21.82,13642000,21.82
"2022-04-04",21.799999,22.07,21.52,21.969999,12151600,21.969999
"2022-04-05",22.83,23.43,21.950001,22.190001,28781500,22.190001
"2022-04-06",21.65,21.68,20.4,20.68,27149300,20.68
"2022-04-07",20.58,20.68,19.51,20.33,21030400,20.33
"2022-04-08",20.200001,20.42,19.639999,19.940001,15336000,19.940001
"2022-04-11",19.65,20.59,19.459999,20.26,13861300,20.26
"2022-04-12",20.360001,20.780001,20.09,20.200001,14620900,20.200001
"2022-04-13",20.610001,21.559999,20.610001,21.450001,16672700,21.450001
"2022-04-14",21.639999,22.139999,21.52,21.639999,12774700,21.639999
"2022-04-18",21.4,21.690001,21.049999,21.209999,10501800,21.209999
"2022-04-19",21.389999,22.4,21.32,22.18,16309900,22.18
"2022-04-20",22.299999,22.620001,21.93,22.02,12739900,22.02
"2022-04-21",22.959999,23.110001,21.68,21.84,21912000,21.84
"2022-04-22",21.860001,22.01,21.02,21.129999,14578100,21.129999
"2022-04-25",20.870001,21.27,20.43,21.24,15786200,21.24
"2022-04-26",21.049999,21.129999,19.780001,19.82,20188000,19.82
"2022-04-27",19.65,20.280001,19.469999,19.91,16996200,19.91
"2022-04-28",20.200001,20.77,19.700001,20.620001,14133000,20.620001
"2022-04-29",20.65,21.049999,19.959999,20.030001,11933500,20.030001
"2022-05-02",20,20.23,19.17,19.860001,18821600,19.860001
"2022-05-03",19.950001,20.299999,19.450001,20.030001,18322700,20.030001
"2022-05-04",20,20.389999,19.1,20.370001,17776500,20.370001
"2022-05-05",19.940001,20.32,18.690001,18.959999,20426700,18.959999
"2022-05-06",18.84,18.889999,17.85,18.27,18982100,18.27
"2022-05-09",17.879999,17.889999,15.91,15.95,28288100,15.95
"2022-05-10",17.299999,17.530001,15.75,16.209999,25063800,16.209999
"2022-05-11",16.110001,16.889999,15.37,15.42,24475200,15.42
"2022-05-12",15.03,15.58,14.3,14.77,31179200,14.77
"2022-05-13",15.05,16.41,15.02,16.219999,27121900,16.219999
"2022-05-16",16.23,16.59,16.049999,16.09,17024400,16.09
"2022-05-17",16.540001,17.08,16.26,16.969999,17406700,16.969999
"2022-05-18",16.58,16.879999,15.51,15.9,25811700,15.9
"2022-05-19",15.7,16.24,15.58,15.95,25579000,15.95
"2022-05-20",16.23,16.469999,14.79,15.3,27108400,15.3
"2022-05-23",15.29,15.49,14.6,15.1,18345600,15.1
"2022-05-24",15.11,15.14,13.16,13.29,32302100,13.29
"2022-05-25",13.18,13.92,13,13.73,21353100,13.73
"2022-05-26",14.07,15.68,14.02,15.39,30591400,15.39
"2022-05-27",15.48,16.209999,15.47,16.200001,20752600,16.200001
"2022-05-31",16.08,16.34,15.81,16.01,18485400,16.01
"2022-06-01",16.129999,16.309999,14.91,15.29,22150300,15.29
"2022-06-02",15.26,16.09,15.12,16.08,20521500,16.08
"2022-06-03",15.65,15.89,15.32,15.63,14885800,15.63
"2022-06-06",15.81,16.01,15.44,15.75,11256600,15.75
"2022-06-07",15.42,15.95,15.26,15.89,11933800,15.89
"2022-06-08",15.52,15.84,15.05,15.15,15889600,15.15
"2022-06-09",15.14,15.2,13.75,13.76,28134100,13.76
"2022-06-10",13.5,14.22,13.08,13.16,31502100,13.16
"2022-06-13",12.45,12.47,11.45,11.55,36508000,11.55
"2022-06-14",11.83,11.99,10.96,11.12,28928800,11.12
"2022-06-15",11.26,11.94,11.18,11.73,30654100,11.73
"2022-06-16",11.21,11.3,10.31,10.38,33393600,10.38
"2022-06-17",10.46,11.45,10.34,11.43,33625300,11.43
"2022-06-21",11.49,11.8,11.23,11.47,19908300,11.47
"2022-06-22",11.36,11.79,11.2,11.47,16029000,11.47
"2022-06-23",11.45,11.7,10.95,11.46,17451000,11.46
"2022-06-24",11.63,13.27,11.47,13.22,35778900,13.22
"2022-06-27",13.21,13.21,12.43,12.87,18773700,12.87
"2022-06-28",13,13.58,12.72,12.76,16365200,12.76
"2022-06-29",12.2,12.21,11.3,11.57,26259700,11.57
