"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2022-01-11",228.800003,236.350006,226.559998,234.839996,7635300,234.839996
"2022-01-12",237,239.279999,235.759995,237.830002,6718900,237.830002
"2022-01-13",237.5,238.789993,227.919998,228.630005,6680300,228.630005
"2022-01-14",228.029999,233.289993,227.610001,231.229996,5805100,231.229996
"2022-01-18",228.449997,230.729996,225.300003,226.059998,6032000,226.059998
"2022-01-19",227.470001,232.210007,226.169998,226.270004,5332600,226.270004
"2022-01-20",229.070007,231.399994,222.490005,222.940002,5663700,222.940002
"2022-01-21",223.059998,224.770004,218.25,218.630005,9128400,218.630005
"2022-01-24",212.389999,223.380005,207.509995,223.029999,11664300,223.029999
"2022-01-25",221,223.899994,214.669998,215.389999,9092700,215.389999
"2022-01-26",219.610001,221.460007,209.070007,211,10029600,211
"2022-01-27",214.080002,223.149994,212.059998,212.740005,9462100,212.740005
"2022-01-28",214.300003,222.289993,210.880005,222.130005,8254900,222.130005
"2022-01-31",222.949997,232.910004,222.259995,232.630005,7084200,232.630005
"2022-02-01",232.369995,232.779999,226.320007,232.119995,6387100,232.119995
"2022-02-02",233.740005,234.490005,223.020004,225.009995,9378900,225.009995
"2022-02-03",218.070007,220.789993,210.399994,212.770004,12826600,212.770004
"2022-02-04",214.990005,221.669998,213.190002,219.229996,6176500,219.229996
"2022-02-07",219,221.440002,216.660004,216.970001,3922300,216.970001
"2022-02-08",215.600006,217.940002,212.149994,217.429993,5628700,217.429993
"2022-02-09",221.139999,222.190002,215.570007,222.039993,6107700,222.039993
"2022-02-10",217.699997,221.990005,215.809998,217.669998,5312600,217.669998
"2022-02-11",217.619995,219.929993,206.110001,207.899994,8165600,207.899994
"2022-02-14",205.800003,209.899994,204.630005,206.399994,7005900,206.399994
"2022-02-15",209.75,214.570007,208.520004,214.25,6353000,214.25
"2022-02-16",211,212.419998,208.210007,211.740005,7072700,211.740005
"2022-02-17",208.330002,209.75,199.5,200.029999,8820100,200.029999
"2022-02-18",200.399994,202.600006,195.789993,196.839996,6691800,196.839996
"2022-02-22",195.529999,201.460007,193.529999,195.130005,8434800,195.130005
"2022-02-23",196.350006,199,190.130005,190.539993,7784300,190.539993
"2022-02-24",184.740005,204.899994,184.440002,204.289993,11792600,204.289993
"2022-02-25",204.720001,208.470001,201.610001,208.089996,5853600,208.089996
"2022-02-28",207.789993,211.669998,206.949997,210.529999,7904700,210.529999
"2022-03-01",213.399994,214.389999,208.460007,208.889999,12587300,208.889999
"2022-03-02",216.100006,217.309998,201.149994,210.389999,16670100,210.389999
"2022-03-03",210.389999,211.630005,204.220001,204.75,6559900,204.75
"2022-03-04",204.699997,206.380005,199.259995,203.009995,6813600,203.009995
"2022-03-07",203.449997,204.929993,196.039993,196.229996,7043500,196.229996
"2022-03-08",194.279999,197.199997,189.199997,192.080002,8229000,192.080002
"2022-03-09",198.350006,205.229996,197.220001,203.160004,6881300,203.160004
"2022-03-10",199.100006,201.199997,197.529999,200.149994,5604200,200.149994
"2022-03-11",204.770004,204.770004,197.630005,197.899994,5196900,197.899994
"2022-03-14",198.240005,200.160004,191.820007,193.119995,5665500,193.119995
"2022-03-15",198.529999,199.960007,192.740005,196.139999,5276300,196.139999
"2022-03-16",198.660004,205.899994,197.330002,205.570007,6043400,205.570007
"2022-03-17",204.619995,210.679993,202.559998,210.410004,5842600,210.410004
"2022-03-18",209.229996,219.580002,208.309998,218.800003,12220600,218.800003
"2022-03-21",218.190002,219.100006,210.610001,213.720001,6448700,213.720001
"2022-03-22",213.720001,221.850006,212.619995,218.210007,7018800,218.210007
"2022-03-23",213.869995,213.929993,208.309998,211.110001,8404700,211.110001
"2022-03-24",212.350006,214.110001,209.869995,213.979996,4150300,213.979996
"2022-03-25",214.270004,215.860001,208.479996,211.029999,3656500,211.029999
"2022-03-28",210.380005,215.380005,209.300003,215.279999,4290900,215.279999
"2022-03-29",218.619995,222.160004,216.770004,221.289993,5370400,221.289993
"2022-03-30",219.710007,219.850006,213.399994,214.940002,4951200,214.940002
"2022-03-31",214.5,216.789993,211.789993,212.320007,7141300,212.320007
"2022-04-01",212.479996,214.029999,210.039993,212.25,6007900,212.25
"2022-04-04",214.630005,221,214.100006,218.850006,7843600,218.850006
"2022-04-05",218,218.270004,208.669998,210.139999,7304600,210.139999
"2022-04-06",205.210007,205.470001,198.080002,200.820007,7171300,200.820007
"2022-04-07",199.119995,202.720001,198.190002,200.160004,5246000,200.160004
"2022-04-08",198.639999,200.139999,196.619995,197.169998,3897700,197.169998
"2022-04-11",194.210007,197.100006,192.160004,195.449997,5173800,195.449997
"2022-04-12",199.75,201.119995,194.580002,194.809998,4832200,194.809998
"2022-04-13",191.990005,197.100006,189.320007,195.720001,8733000,195.720001
"2022-04-14",196.320007,196.449997,189.220001,189.410004,5126700,189.410004
"2022-04-18",188.300003,189.350006,185.529999,187.009995,4899500,187.009995
"2022-04-19",187.240005,192.199997,185.520004,191.389999,6120400,191.389999
"2022-04-20",192.889999,193.300003,186.080002,186.229996,6015400,186.229996
"2022-04-21",188.779999,190.169998,176.740005,177.229996,9119500,177.229996
"2022-04-22",177.699997,179.050003,171.100006,171.429993,8843900,171.429993
"2022-04-25",169.690002,174.759995,169.229996,174.570007,7988900,174.570007
"2022-04-26",172.619995,173.720001,167.550003,170.080002,8073300,170.080002
"2022-04-27",171,177.229996,170.630005,174.679993,9644600,174.679993
"2022-04-28",181.410004,186.929993,178.979996,185.740005,10614800,185.740005
"2022-04-29",182.570007,185.360001,175.300003,175.940002,7110800,175.940002
"2022-05-02",175.089996,177.779999,173.119995,177.570007,6278400,177.570007
"2022-05-03",176.949997,180.389999,176.130005,178.360001,5047700,178.360001
"2022-05-04",179.710007,185.979996,174.740005,185.479996,7563100,185.479996
"2022-05-05",180.490005,182.240005,169.820007,172.300003,8379400,172.300003
"2022-05-06",169.490005,172.429993,165.580002,169.699997,7232700,169.699997
"2022-05-09",166.720001,170.289993,162.130005,163.600006,9997800,163.600006
"2022-05-10",167.419998,171.259995,163.279999,167.149994,8598700,167.149994
"2022-05-11",165.5,169.979996,160.830002,161.270004,7220100,161.270004
"2022-05-12",156.929993,166.850006,154.639999,160.419998,10187500,160.419998
"2022-05-13",163.550003,168.679993,162.009995,166.910004,6499700,166.910004
"2022-05-16",164.740005,166.110001,161.880005,164.119995,5065800,164.119995
"2022-05-17",167.330002,169.100006,158.270004,163.729996,7317700,163.729996
"2022-05-18",162.820007,164.520004,156.190002,157.330002,7454400,157.330002
"2022-05-19",155.229996,159.25,154.729996,155.600006,8382200,155.600006
"2022-05-20",158.740005,160.729996,154.550003,159.649994,9068700,159.649994
"2022-05-23",159.839996,160.729996,155.910004,160.320007,6148800,160.320007
"2022-05-24",157.770004,158.389999,154.550003,156.929993,6928400,156.929993
"2022-05-25",155.320007,161.889999,155.320007,159.649994,7436800,159.649994
"2022-05-26",159.690002,163.690002,157.570007,162.460007,6697700,162.460007
"2022-05-27",160.669998,165.229996,160.25,165.100006,7883600,165.100006
"2022-05-31",166.960007,167.279999,159.350006,160.240005,18114600,160.240005
"2022-06-01",178.009995,184.419998,174.369995,176.070007,37037400,176.070007
"2022-06-02",175,190.130005,174.699997,188.399994,19231200,188.399994
"2022-06-03",185,189.639999,183.800003,184.910004,9222200,184.910004
"2022-06-06",188.929993,190.419998,181.699997,182.869995,5811700,182.869995
"2022-06-07",181.710007,188.600006,181.710007,187.149994,6331100,187.149994
"2022-06-08",187,190.559998,185.389999,189.190002,6226200,189.190002
"2022-06-09",188.529999,192.679993,186.610001,187.110001,8467700,187.110001
"2022-06-10",183.630005,183.949997,177.199997,178.449997,7855800,178.449997
"2022-06-13",170.550003,172.679993,165.059998,166.029999,10726200,166.029999
"2022-06-14",168.729996,169.630005,162.149994,164.449997,8576200,164.449997
"2022-06-15",166.729996,171.5,164.679993,168.550003,7740700,168.550003
"2022-06-16",163.729996,166.899994,158.619995,159.850006,8090900,159.850006
"2022-06-17",158.559998,166.229996,158.169998,163.259995,13021700,163.259995
"2022-06-21",165.050003,169.350006,164.899994,166.830002,6736800,166.830002
"2022-06-22",164.699997,170.449997,164.210007,167.449997,5864500,167.449997
"2022-06-23",169.089996,173.389999,167.119995,173.050003,7258000,173.050003
"2022-06-24",177.720001,186.410004,176.550003,185.919998,12105100,185.919998
"2022-06-27",186.110001,186.580002,180.470001,181.309998,6170600,181.309998
"2022-06-28",180.289993,182.330002,171.440002,171.460007,6668600,171.460007
"2022-06-29",172.5,173.779999,168.059998,170.610001,5430400,170.610001
