"","LNT.Open","LNT.High","LNT.Low","LNT.Close","LNT.Volume","LNT.Adjusted"
"2022-01-21",60.189999,60.77,59.57,59.759998,988900,58.478889
"2022-01-24",59.57,59.880001,57.169998,58.75,1893600,57.490543
"2022-01-25",58.369999,58.779999,57.830002,58.310001,1275900,57.059978
"2022-01-26",58.209999,59.18,57.619999,58.099998,1197400,56.854477
"2022-01-27",58.400002,59.369999,58.099998,58.91,1163100,57.647114
"2022-01-28",58.509998,59.360001,57.75,59.310001,1011800,58.463295
"2022-01-31",58.93,59.919998,58.689999,59.860001,910800,59.005444
"2022-02-01",59.700001,59.950001,58.040001,58.66,1369500,57.822575
"2022-02-02",58.59,59.98,58.470001,59.860001,1712200,59.005444
"2022-02-03",59.669998,60.240002,59.540001,59.860001,683700,59.005444
"2022-02-04",59.509998,59.790001,58.459999,59.130001,857500,58.285866
"2022-02-07",59,59.619999,58.580002,59.099998,725200,58.25629
"2022-02-08",59.48,59.77,59.16,59.470001,997100,58.62101
"2022-02-09",59.630001,60.07,58.93,59.119999,720800,58.276005
"2022-02-10",58.619999,58.830002,57.09,57.23,862000,56.412991
"2022-02-11",57.23,57.860001,57.18,57.450001,1066900,56.629848
"2022-02-14",57.740002,57.810001,56.150002,56.869999,1028300,56.058128
"2022-02-15",57.060001,57.48,56.119999,56.349998,802500,55.545551
"2022-02-16",56.439999,56.59,55.77,56.330002,795100,55.525841
"2022-02-17",56.200001,56.740002,55.720001,56.619999,1001100,55.811699
"2022-02-18",56.490002,57.59,55.950001,57.099998,1565300,56.284843
"2022-02-22",57.119999,57.310001,56.299999,56.700001,1029800,55.890556
"2022-02-23",56.759998,56.959999,55.919998,55.959999,1005600,55.161118
"2022-02-24",55.810001,56.029999,54.799999,55.93,1351400,55.131546
"2022-02-25",56.240002,57.900002,56.240002,57.869999,1209700,57.043854
"2022-02-28",57.630001,58.540001,57.459999,58.400002,2403200,57.566288
"2022-03-01",58.130001,59,56.799999,57.27,1265800,56.452415
"2022-03-02",57.490002,58.07,57.16,57.639999,1096600,56.817135
"2022-03-03",57.98,59.34,57.919998,59.07,1441300,58.226719
"2022-03-04",58.91,60.639999,58.810001,60.59,1038800,59.725021
"2022-03-07",60.59,61.02,59.98,60.759998,930800,59.892593
"2022-03-08",61.040001,61.389999,59.990002,60.490002,1702300,59.626453
"2022-03-09",60.830002,60.93,59.52,59.75,1150500,58.897015
"2022-03-10",59.34,60.279999,59.119999,60.139999,839500,59.281448
"2022-03-11",60.25,60.860001,59.919998,60.23,1044800,59.370163
"2022-03-14",60.450001,61,59.869999,60.330002,922000,59.468739
"2022-03-15",60.700001,61.349998,60.209999,61.279999,1068000,60.40517
"2022-03-16",61.130001,61.209999,59.880001,60.860001,1280600,59.991169
"2022-03-17",60.75,61.5,60.560001,60.98,1011500,60.109451
"2022-03-18",61.189999,61.220001,60.029999,60.310001,2835200,59.44902
"2022-03-21",60.310001,61.43,60.310001,60.939999,944500,60.070023
"2022-03-22",61.009998,61.099998,59.75,59.91,1558800,59.054729
"2022-03-23",59.900002,60.740002,59.59,60.41,982900,59.547592
"2022-03-24",60.41,60.950001,60.32,60.560001,800100,59.69545
"2022-03-25",60.77,61.84,60.610001,61.830002,710600,60.947323
"2022-03-28",61.950001,62.130001,61.360001,62,530600,61.114891
"2022-03-29",61.75,62.290001,61.369999,62.200001,1202800,61.312038
"2022-03-30",62.209999,62.880001,61.91,62.880001,784400,61.98233
"2022-03-31",63.080002,63.240002,62.41,62.48,1622000,61.588039
"2022-04-01",62.59,63.299999,62.07,63.290001,1312200,62.386478
"2022-04-04",62.939999,63.110001,61.91,62.689999,767800,61.79504
"2022-04-05",62.700001,64.019997,62.700001,63.279999,1004600,62.376617
"2022-04-06",63.580002,65.220001,63.380001,65.160004,1438300,64.229782
"2022-04-07",65.239998,65.239998,64.160004,64.330002,1345700,63.411629
"2022-04-08",64.610001,65.169998,64.07,64.82,1003700,63.894634
"2022-04-11",65.089996,65.370003,64.269997,64.349998,866600,63.431343
"2022-04-12",63.950001,64.900002,63.68,64.629997,1521800,63.707348
"2022-04-13",64.779999,64.889999,63.349998,63.59,1216600,62.682198
"2022-04-14",63.869999,64,63.299999,63.389999,1382700,62.48505
"2022-04-18",63.349998,63.91,62.529999,62.709999,1134800,61.814754
"2022-04-19",62.990002,63.93,62.720001,63.880001,984100,62.968052
"2022-04-20",64.419998,65.239998,64.199997,65.110001,1148700,64.180496
"2022-04-21",64.849998,65.260002,64.370003,64.449997,969700,63.529915
"2022-04-22",64.379997,64.470001,63.029999,63.119999,1427700,62.218903
"2022-04-25",63.419998,63.66,61,62.07,1753000,61.183891
"2022-04-26",62.09,62.849998,61.57,61.630001,1219100,60.750175
"2022-04-27",61.779999,62.02,60.709999,60.82,1465000,59.951736
"2022-04-28",60.380001,61.360001,60.290001,61.23,1738100,60.78363
"2022-04-29",61.470001,61.560001,58.650002,58.810001,2526300,58.381271
"2022-05-02",58.93,59.349998,57.169998,57.849998,2629600,57.428268
"2022-05-03",58.240002,58.740002,57.459999,57.799999,1922500,57.378632
"2022-05-04",57.93,59.27,57.799999,59.209999,1920600,58.778355
"2022-05-05",59.16,59.919998,58.349998,58.860001,1712400,58.430908
"2022-05-06",58.810001,59.23,58.040001,58.740002,1579000,58.311783
"2022-05-09",58.68,59.279999,57.810001,58.720001,1238000,58.291927
"2022-05-10",58.990002,59.790001,57.720001,58.029999,1745700,57.606956
"2022-05-11",57.880001,59.369999,57.880001,58.209999,1976600,57.785645
"2022-05-12",58.330002,58.700001,57.169998,58.02,1461100,57.597031
"2022-05-13",58.189999,58.580002,57.169998,58.439999,1621800,58.013966
"2022-05-16",58.529999,59.060001,58.060001,58.860001,1742700,58.430908
"2022-05-17",59.490002,59.849998,58.560001,59.75,1669700,59.314419
"2022-05-18",60.25,60.529999,58.77,58.939999,1601000,58.510323
"2022-05-19",58.810001,58.950001,57.889999,58.5,1752800,58.073532
"2022-05-20",58.5,59.369999,57.91,58.669998,3017200,58.24229
"2022-05-23",59.09,59.369999,58.209999,59,1806900,58.569885
"2022-05-24",59.27,61.41,59.02,61.32,2805900,60.872974
"2022-05-25",61.18,61.419998,60.66,61.25,2783800,60.803482
"2022-05-26",61.48,62.860001,61.27,62.459999,3348200,62.004662
"2022-05-27",62.27,63.790001,61.860001,63.779999,2763700,63.315037
"2022-05-31",63.209999,63.889999,62.369999,63.82,10778100,63.354748
"2022-06-01",63.889999,63.889999,62.619999,63.189999,2392100,62.72934
"2022-06-02",63.470001,63.619999,61.419998,62.400002,1533600,61.945103
"2022-06-03",62.27,62.75,62.07,62.110001,1227900,61.657215
"2022-06-06",62.48,63.43,62.400002,62.529999,1493800,62.07415
"2022-06-07",62.639999,63.189999,62.27,63.169998,1967100,62.709484
"2022-06-08",62.869999,62.889999,61.02,61.119999,1301600,60.674431
"2022-06-09",60.990002,61.57,59.599998,59.630001,1120100,59.195293
"2022-06-10",58.82,59.84,58.400002,59.32,1364100,58.887554
"2022-06-13",58.66,58.830002,57.09,57.380001,1478400,56.961697
"2022-06-14",57.68,57.849998,55.09,55.610001,1092600,55.204601
"2022-06-15",56.009998,56.959999,54.970001,55.740002,2053500,55.333652
"2022-06-16",55.16,55.41,54.290001,54.970001,1645900,54.569267
"2022-06-17",54.830002,55.630001,54.200001,54.75,2712400,54.350868
"2022-06-21",54.91,55.470001,54.580002,55.220001,1516000,54.817444
"2022-06-22",54.98,55.959999,54.98,55.52,1479600,55.115257
"2022-06-23",55.619999,56.709999,55.509998,56.529999,1482300,56.117893
"2022-06-24",56.709999,57.490002,56.459999,57.32,2422000,56.902134
"2022-06-27",57.119999,57.959999,56.970001,57.93,1496700,57.507687
"2022-06-28",58.150002,58.68,57.98,58.029999,1237900,57.606956
"2022-06-29",57.990002,58.73,57.82,57.970001,1201600,57.547398
