"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2022-01-24",779.559998,788.409973,754.049988,786.820007,1688700,776.05896
"2022-01-25",774.01001,805.700012,763.869995,798.549988,1220000,787.62854
"2022-01-26",811,819.969971,784.090027,795.469971,942700,784.590576
"2022-01-27",807.659973,814.570007,783.690002,787.960022,696600,777.18335
"2022-01-28",784.75,808.590027,772.650024,808.140015,602800,797.087402
"2022-01-31",805.210022,823.669983,805.01001,822.940002,611200,811.684937
"2022-02-01",827.909973,831.320007,820.570007,825.950012,631900,814.653748
"2022-02-02",830.049988,830.159973,815.530029,822.51001,1030400,811.260803
"2022-02-03",816.5,823.72998,802.48999,805.77002,582600,794.749817
"2022-02-04",802,817.440002,797.299988,809.820007,667400,798.744385
"2022-02-07",810,824.76001,803.73999,816.919983,568500,805.747253
"2022-02-08",815.97998,817.880005,801.280029,807.390015,971600,796.347595
"2022-02-09",819.25,824.869995,812.969971,813,1197800,801.88092
"2022-02-10",803.72998,810.049988,770.210022,778.190002,2082100,767.546997
"2022-02-11",783.179993,784.98999,768.26001,772.48999,1271900,761.924927
"2022-02-14",765,773.869995,752.950012,760.309998,951400,749.911499
"2022-02-15",776.200012,784.25,774.450012,781.190002,550400,770.505981
"2022-02-16",777.169983,787.75,776.549988,783.419983,627200,772.705444
"2022-02-17",773.809998,777.609985,760.929993,762.5,497600,752.071533
"2022-02-18",760.599976,765.48999,752.450012,756.02002,494300,745.680176
"2022-02-22",750,758.400024,736.75,745.47998,690100,735.284363
"2022-02-23",751,757.450012,731.169983,732.48999,814100,722.471985
"2022-02-24",710.280029,734.669983,705.369995,731.789978,1173900,721.781555
"2022-02-25",736.049988,750.969971,733.400024,750.869995,676400,740.600647
"2022-02-28",740.080017,747.73999,735.419983,743.890015,795800,733.716125
"2022-03-01",740.349976,741.710022,711.679993,714.809998,863400,705.033813
"2022-03-02",720,745.799988,718.02002,738.039978,948200,727.946045
"2022-03-03",746.969971,752.5,729.570007,737.710022,694400,727.620667
"2022-03-04",722,725.409973,695.51001,696.590027,2160700,691.638245
"2022-03-07",696,701.75,674.840027,677.070007,1154400,672.256958
"2022-03-08",675,678.299988,660.150024,662.869995,1180200,658.157898
"2022-03-09",686.950012,702.380005,680,693.25,1432500,688.32196
"2022-03-10",681.539978,705.820007,681.380005,697.200012,1007800,692.243896
"2022-03-11",700.369995,704.97998,686.200012,687.039978,814600,682.156067
"2022-03-14",695.890015,710.390015,694.359985,697.530029,758700,692.571533
"2022-03-15",702.580017,715,700.359985,707.669983,639400,702.639404
"2022-03-16",722.76001,731.960022,711.48999,731.109985,1162300,725.912781
"2022-03-17",721.059998,743.030029,721.059998,740.929993,544800,735.663025
"2022-03-18",742.450012,742.450012,729.380005,738.590027,1227100,733.339661
"2022-03-21",739.880005,743.97998,727.929993,733.830017,589300,728.613464
"2022-03-22",740.23999,749.130005,737.390015,746.869995,565600,741.560791
"2022-03-23",746.840027,746.840027,729.669983,736.460022,761300,731.224792
"2022-03-24",740.039978,743.400024,734.330017,738.280029,463000,733.03186
"2022-03-25",739.960022,743.960022,735.320007,741.039978,419800,735.772217
"2022-03-28",744.5,752.320007,740,749.880005,448900,744.549377
"2022-03-29",765.780029,776.76001,762.159973,773.23999,795100,767.743286
"2022-03-30",776.549988,783.070007,773.210022,777.359985,791800,771.834045
"2022-03-31",783.640015,784.47998,764.169983,764.169983,931600,758.737793
"2022-04-01",768,774.830017,764.559998,769.76001,683300,764.288086
"2022-04-04",771.5,788.650024,769.700012,782.22998,882000,776.669373
"2022-04-05",779.72998,781.26001,762.190002,764.429993,754100,758.995972
"2022-04-06",752.25,758.080017,737.080017,745.22998,845600,739.932434
"2022-04-07",745.22998,753.23999,736.109985,748.890015,475500,743.566406
"2022-04-08",747,747,734.200012,736.099976,820900,730.86731
"2022-04-11",732.549988,737.580017,727.289978,728.380005,591700,723.202209
"2022-04-12",728.400024,735.820007,711.440002,716.830017,955300,711.734314
"2022-04-13",717,727.059998,711.080017,715.73999,908700,710.652039
"2022-04-14",716.01001,719.309998,688.140015,688.169983,1103900,683.278015
"2022-04-18",687,691.48999,677.460022,680,834100,675.166138
"2022-04-19",681.5,704.659973,681.5,701.570007,998200,696.582825
"2022-04-20",707.710022,710.789978,697.530029,699,928200,694.031067
"2022-04-21",708.969971,709.099976,679.669983,681.460022,804900,676.615784
"2022-04-22",681,683.820007,662.530029,662.940002,797000,658.227417
"2022-04-25",660.299988,669.080017,648,668.280029,1138200,663.52948
"2022-04-26",662.659973,668.830017,646.859985,647.049988,806200,642.450378
"2022-04-27",646.140015,655.549988,641.76001,643.02002,631800,638.449036
"2022-04-28",650,654.400024,639.320007,650.969971,1127300,646.342468
"2022-04-29",649.039978,651.280029,623.219971,624.679993,1011600,620.23938
"2022-05-02",629.710022,630.75,610,624.799988,1537000,620.358521
"2022-05-03",630.51001,641.700012,625.159973,631.059998,887200,626.574036
"2022-05-04",632.320007,666.48999,630,665.22998,1038100,660.501099
"2022-05-05",651.289978,656.900024,626.630005,633.809998,889500,629.304504
"2022-05-06",631.299988,637.099976,616.960022,628.619995,725700,624.151367
"2022-05-09",616.719971,624.349976,603.440002,605.559998,1079400,601.25531
"2022-05-10",615.5,625.27002,595.830017,610.22998,1179800,605.89209
"2022-05-11",604.76001,621.390015,599.640015,600.349976,1170600,596.082336
"2022-05-12",593,604.840027,586.049988,600.400024,1117500,596.132019
"2022-05-13",606.669983,623.400024,603.090027,615.330017,1684400,610.955872
"2022-05-16",600,605.159973,583.049988,598.599976,2287300,594.344727
"2022-05-17",615.710022,625.369995,598.349976,611.719971,1564500,607.37146
"2022-05-18",604.890015,606.400024,587.409973,591.859985,967300,587.652649
"2022-05-19",585.5,599.369995,582.580017,593.080017,1301100,588.864014
"2022-05-20",596.849976,607.179993,587.150024,600.440002,1200800,596.171692
"2022-05-23",609.72998,615.369995,599.840027,611.51001,918600,607.163025
"2022-05-24",608.23999,622.219971,594.530029,618.349976,1133600,613.954346
"2022-05-25",615,633.559998,615,626.599976,959300,622.145691
"2022-05-26",631.320007,652.940002,631.210022,652.440002,1651200,647.802063
"2022-05-27",656.849976,672.719971,656.140015,666.530029,980700,661.791931
"2022-05-31",659.669983,672.190002,654.390015,669.080017,2519000,664.323792
"2022-06-01",672.679993,676.5,658.840027,660.51001,919900,655.814697
"2022-06-02",662.409973,689.200012,661.51001,686.48999,955500,681.609985
"2022-06-03",673.539978,677.419983,667.880005,671.73999,788500,671.73999
"2022-06-06",680.590027,687.950012,674.109985,675.340027,605300,675.340027
"2022-06-07",667.070007,680.070007,666.849976,679.609985,545100,679.609985
"2022-06-08",674.140015,677.419983,662.280029,662.409973,481900,662.409973
"2022-06-09",660.77002,670.27002,659.460022,659.849976,969000,659.849976
"2022-06-10",642.679993,648.599976,617.669983,617.669983,1149800,617.669983
"2022-06-13",600.099976,606.609985,587.880005,598.719971,1226200,598.719971
"2022-06-14",596.710022,604.51001,587.26001,591.22998,750400,591.22998
"2022-06-15",598.419983,610.710022,589.780029,599.900024,922800,599.900024
"2022-06-16",581.309998,586.820007,575.599976,585.77002,1005900,585.77002
"2022-06-17",587.429993,594.849976,579.099976,582.26001,1436700,582.26001
"2022-06-21",596.75,616.859985,595.75,614.539978,1130200,614.539978
"2022-06-22",605.289978,621.919983,603.119995,609.280029,942900,609.280029
"2022-06-23",613.409973,628.690002,609.330017,624.710022,849900,624.710022
"2022-06-24",632.440002,648.340027,632.169983,647.780029,1013800,647.780029
"2022-06-27",650,652.75,633.859985,636.919983,637200,636.919983
"2022-06-28",642.400024,648,626.5,629.119995,518300,629.119995
"2022-06-29",627.609985,629.710022,613.789978,617.960022,535200,617.960022
