"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2022-01-06",72.970001,73.410004,70.75,71.860001,2800100,70.453972
"2022-01-07",71.339996,73,71.199997,72.489998,2962800,71.071648
"2022-01-10",71.709999,71.800003,69.610001,71.040001,2729200,69.650017
"2022-01-11",71.290001,72.099998,70.349998,71.849998,2045800,70.444168
"2022-01-12",72.379997,72.809998,71,71.809998,1536100,70.404945
"2022-01-13",72.260002,72.919998,71.82,72.239998,1525500,70.82653
"2022-01-14",71.25,72.290001,69.769997,72.25,1825900,70.836342
"2022-01-18",71.360001,72.209999,70.519997,71.110001,2494000,69.718651
"2022-01-19",71.529999,72.309998,70.309998,70.410004,2438200,69.032349
"2022-01-20",69.5,70.080002,66.519997,66.629997,6370000,65.326302
"2022-01-21",66.5,68.980003,65.5,68,5209200,66.669502
"2022-01-24",66.580002,68.75,65.779999,68,6291500,66.669502
"2022-01-25",66.470001,67.190002,65.440002,66.510002,6260800,65.208656
"2022-01-26",67.620003,68.519997,65.739998,66.5,3690200,65.198853
"2022-01-27",68.480003,69.480003,66.720001,67.349998,4738600,66.032211
"2022-01-28",65.18,65.5,61.490002,62.959999,8682100,61.728115
"2022-01-31",62.009998,65.360001,61.98,65.209999,5066200,63.93409
"2022-02-01",65.410004,66.239998,64.849998,65.970001,4125100,64.679222
"2022-02-02",66.540001,66.959999,64.150002,65.339996,4370300,64.061539
"2022-02-03",64.300003,65.190002,63.580002,63.66,3118100,62.414417
"2022-02-04",63.349998,63.66,62.549999,63.119999,3340300,61.884983
"2022-02-07",64.389999,64.68,62.5,62.810001,3107300,61.581047
"2022-02-08",62.689999,63.299999,62.310001,62.990002,2864800,61.75753
"2022-02-09",63.57,64.739998,63.509998,64.370003,3098800,63.110527
"2022-02-10",63.5,64.32,62.400002,62.580002,3998400,61.355553
"2022-02-11",62.360001,62.669998,60.529999,60.740002,3481800,59.551548
"2022-02-14",60.66,61.220001,59.82,59.889999,3601700,58.718182
"2022-02-15",60.939999,62.049999,60.75,61.57,3320000,60.365307
"2022-02-16",61.380001,61.799999,60.709999,60.950001,2606200,59.757442
"2022-02-17",60.630001,61.130001,59.130001,59.150002,2430300,57.992661
"2022-02-18",59.279999,59.869999,58.759998,59.169998,2913400,58.012268
"2022-02-22",58.740002,59.380001,57.93,58.16,2831800,57.022034
"2022-02-23",58.459999,58.630001,57.02,57.119999,2521100,56.002377
"2022-02-24",55.759998,57.68,55.709999,57.639999,3446900,56.512203
"2022-02-25",57.970001,59.09,57.610001,58.639999,2830100,57.492641
"2022-02-28",57.799999,58.650002,57.27,58.02,3822900,56.884769
"2022-03-01",57.779999,57.93,55.310001,55.509998,3999500,54.423882
"2022-03-02",55.720001,57.450001,55.48,57.18,2842400,56.061203
"2022-03-03",57.200001,57.419998,55.73,56.189999,2777800,55.090576
"2022-03-04",55.709999,55.93,53.5,54.93,4016300,53.855228
"2022-03-07",55.630001,55.919998,51.759998,51.779999,5211100,50.766861
"2022-03-08",52.080002,54.099998,51.02,51.950001,5024200,50.933537
"2022-03-09",53.110001,54.060001,52.810001,53.490002,4174500,52.95306
"2022-03-10",52.560001,53.540001,52.360001,53.419998,2721100,52.883762
"2022-03-11",54.099998,54.75,53.18,53.5,4160500,52.962959
"2022-03-14",53.990002,55.080002,53.57,53.91,4380500,53.368843
"2022-03-15",54.27,55.220001,54.07,55.029999,3458300,54.4776
"2022-03-16",55.98,57.810001,55.380001,56.650002,4384200,56.081341
"2022-03-17",55.970001,57.470001,55.880001,57.23,3951100,56.655518
"2022-03-18",56.900002,57.639999,56.09,57.490002,6411100,56.91291
"2022-03-21",57.5,57.619999,56.189999,56.459999,4193400,55.893246
"2022-03-22",57.189999,57.779999,56.400002,56.709999,3852600,56.140736
"2022-03-23",56.349998,56.740002,55.560001,55.639999,3012200,55.081478
"2022-03-24",56.23,56.560001,55.799999,56.240002,1671600,55.675457
"2022-03-25",56.490002,57.610001,56.48,57.369999,2429400,56.794109
"2022-03-28",57.240002,57.57,56.830002,57.439999,2051300,56.863407
"2022-03-29",58.919998,60.09,58.689999,59.619999,2395500,59.021526
"2022-03-30",59.5,59.84,58.09,58.41,2221400,57.823673
"2022-03-31",57.939999,58.310001,56.849998,56.860001,2806400,56.28923
"2022-04-01",57.18,57.400002,55.650002,56.540001,2480300,55.972446
"2022-04-04",56.580002,57.369999,56.029999,56.93,2135700,56.358528
"2022-04-05",56.080002,56.68,54.82,55.740002,3095500,55.180477
"2022-04-06",55.110001,56.110001,54.299999,55.75,2652900,55.190372
"2022-04-07",55.57,56.34,54.75,56.110001,2790800,55.546761
"2022-04-08",56.09,57.150002,55.68,56.630001,3421200,56.061543
"2022-04-11",56.139999,56.849998,55.060001,55.299999,2645800,54.744892
"2022-04-12",55.689999,56.709999,55.009998,55.41,1955900,54.853786
"2022-04-13",55.189999,56.130001,55.029999,55.939999,1976700,55.378464
"2022-04-14",56.240002,56.639999,55.73,56.200001,1767200,55.635857
"2022-04-18",55.75,56.290001,55.200001,55.700001,2144700,55.140877
"2022-04-19",55.91,57.470001,55.91,57.369999,2545300,56.794109
"2022-04-20",57.75,58.68,57.52,57.68,1732600,57.101002
"2022-04-21",58.77,58.880001,56.16,56.490002,1981100,55.922947
"2022-04-22",55.98,56.279999,54.5,54.580002,2991600,54.03212
"2022-04-25",54.25,54.459999,52.919998,54.310001,3538600,53.764832
"2022-04-26",53.779999,54.290001,52.41,52.419998,3159600,51.893799
"2022-04-27",52.209999,53.119999,52,52.48,2310000,51.953197
"2022-04-28",53.290001,53.57,52.169998,53.23,2375700,52.695671
"2022-04-29",52.860001,53.900002,51.889999,52,6882600,51.478016
"2022-05-02",52.290001,52.619999,50.950001,52.189999,3246700,51.666107
"2022-05-03",52.259998,52.330002,51.040001,51.950001,3655800,51.42852
"2022-05-04",51.720001,52.099998,50.299999,52.049999,5119200,51.527515
"2022-05-05",51.259998,51.560001,48.700001,49.09,3514500,48.597229
"2022-05-06",48.02,48.43,47.09,47.610001,3646300,47.132084
"2022-05-09",46.990002,47.98,46.43,47.509998,4130900,47.033085
"2022-05-10",48.09,48.290001,46.130001,46.450001,3406400,45.98373
"2022-05-11",46.709999,47.110001,45.330002,45.380001,3157900,44.924469
"2022-05-12",45.389999,47.68,45.130001,47.25,3853000,46.7757
"2022-05-13",47.52,48.150002,47.09,47.59,2857900,47.112286
"2022-05-16",47.189999,47.5,46.549999,46.970001,3094000,46.498508
"2022-05-17",47.93,48.450001,47,48.23,3430700,47.745861
"2022-05-18",46.790001,47.150002,45.439999,45.970001,4384000,45.508549
"2022-05-19",45.470001,45.549999,44.169998,44.610001,6020200,44.162201
"2022-05-20",48,48,45.77,47.32,8950500,46.844994
"2022-05-23",47.380001,47.779999,45.939999,46.470001,5472700,46.003529
"2022-05-24",45.759998,45.849998,44.830002,45.490002,3983500,45.033367
"2022-05-25",45.009998,47.599998,45.009998,47.119999,3406000,46.647003
"2022-05-26",48,49.18,47.93,48.869999,3094400,48.379436
"2022-05-27",48.830002,50.189999,48.799999,50.18,3275200,49.676285
"2022-05-31",50.209999,50.689999,49.59,50.459999,4106600,49.953476
"2022-06-01",51.16,51.400002,49.490002,49.830002,3129900,49.3298
"2022-06-02",50.220001,51.380001,50.009998,51.34,2584200,50.824642
"2022-06-03",50.650002,51.299999,49.91,50.080002,1802400,49.577293
"2022-06-06",50.310001,50.380001,49.209999,49.970001,2923400,49.468395
"2022-06-07",49.169998,50.200001,48.75,49.990002,3711200,49.488194
"2022-06-08",49.52,50.27,49.299999,49.810001,1803900,49.310001
"2022-06-09",49.220001,49.310001,48.360001,48.43,2244000,48.43
"2022-06-10",47.549999,47.93,47.099998,47.299999,2813000,47.299999
"2022-06-13",46,46.200001,44.900002,45.779999,3684100,45.779999
"2022-06-14",45.919998,46.380001,45.040001,45.419998,2546900,45.419998
"2022-06-15",45.970001,47.119999,45.950001,46.700001,2331100,46.700001
"2022-06-16",45.700001,45.779999,44.18,44.5,3449300,44.5
"2022-06-17",44.57,46.049999,44.439999,45.700001,6222500,45.700001
"2022-06-21",46.439999,46.810001,46.02,46.380001,3548200,46.380001
"2022-06-22",45.869999,46.5,45.580002,45.740002,3125000,45.740002
"2022-06-23",46.07,46.779999,45.610001,46.740002,2178600,46.740002
"2022-06-24",47.16,48.02,46.970001,48.009998,7625500,48.009998
"2022-06-27",48.060001,48.18,46.84,47.529999,2892800,47.529999
"2022-06-28",47.810001,48.139999,46.02,46.060001,2620500,46.060001
"2022-06-29",46.130001,46.18,44.52,45.139999,3207600,45.139999
