"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2022-01-07",162.830002,163.899994,161.050003,161.270004,1457100,156.833694
"2022-01-10",160.300003,160.990005,157.089996,160.880005,1753600,156.454422
"2022-01-11",160.899994,162.610001,158.070007,161.830002,1267700,157.378281
"2022-01-12",162.589996,163.649994,161.759995,161.929993,931100,157.475525
"2022-01-13",162.429993,164.240005,162.25,162.990005,1246800,158.506378
"2022-01-14",162.089996,162.089996,152.479996,155.699997,2539700,151.416901
"2022-01-18",154.289993,154.300003,150.860001,153.889999,2753000,149.656708
"2022-01-19",154.889999,154.889999,148.529999,148.589996,2198900,144.502487
"2022-01-20",150.490005,152.75,147.190002,147.429993,1976000,143.374405
"2022-01-21",147.149994,147.539993,144.559998,146.960007,2515300,142.917343
"2022-01-24",142.880005,146.229996,137.75,146.100006,3755400,142.081009
"2022-01-25",142.699997,148.960007,140.839996,146.779999,2614100,142.742279
"2022-01-26",149.110001,151.869995,143.759995,145.580002,2029400,141.575302
"2022-01-27",147.710007,149.460007,143.100006,143.889999,1810000,139.931778
"2022-01-28",143.559998,146.440002,139.669998,146.399994,2631400,142.372742
"2022-01-31",144.860001,147.600006,143.610001,147.199997,2108000,143.150726
"2022-02-01",147.199997,148.660004,145.039993,147.360001,1510600,143.30632
"2022-02-02",148.009995,149.979996,146.910004,149.550003,1871200,145.436081
"2022-02-03",147.970001,149.190002,145.339996,145.559998,1539100,141.555832
"2022-02-04",144.229996,146.809998,141.75,145.179993,1934900,141.186279
"2022-02-07",145.539993,149.800003,144.889999,148.919998,3230700,144.82341
"2022-02-08",139.809998,144.600006,137.770004,142.039993,4550300,138.13266
"2022-02-09",143.25,144.039993,141.449997,143.089996,2604000,139.153778
"2022-02-10",142,147.5,141.259995,143.979996,2722300,140.019302
"2022-02-11",143.850006,146.389999,140.580002,141.830002,2157600,137.928467
"2022-02-14",141.789993,142.300003,139.059998,139.899994,2070800,136.051544
"2022-02-15",142.110001,142.899994,140.539993,141.320007,1619900,137.432495
"2022-02-16",142.039993,144.289993,141.309998,143.860001,1712500,139.902603
"2022-02-17",143.050003,146.770004,143.020004,143.669998,3546800,139.717834
"2022-02-18",143.240005,144.110001,140.490005,140.949997,1751100,137.072662
"2022-02-22",139.990005,140.389999,136.729996,138.050003,2314400,134.252441
"2022-02-23",139.119995,140.320007,133.429993,134.070007,1978500,130.381912
"2022-02-24",129.929993,138.179993,129.350006,137.820007,3105900,134.028763
"2022-02-25",138.649994,140.149994,137.669998,139.699997,1785600,135.85704
"2022-02-28",137.789993,139.899994,136.559998,137.559998,2381900,133.775909
"2022-03-01",137.839996,138.339996,133.440002,134.600006,2182100,130.897354
"2022-03-02",135.929993,139.729996,135.919998,138.770004,2096500,134.952637
"2022-03-03",140.059998,140.940002,137.559998,139.410004,1890100,135.575027
"2022-03-04",137.649994,137.910004,133.820007,136.889999,2315100,133.124344
"2022-03-07",135.839996,135.889999,128.199997,128.270004,3966300,124.74147
"2022-03-08",128.919998,133.889999,128.100006,131.389999,3123900,127.775642
"2022-03-09",133.399994,135.320007,132.440002,132.570007,1728000,130.562805
"2022-03-10",130.020004,132.929993,129.470001,132.610001,1565700,130.602188
"2022-03-11",134.009995,134.089996,130,130.050003,2548200,128.080948
"2022-03-14",131.130005,132.539993,126.760002,128.190002,2455800,126.249115
"2022-03-15",128.600006,130.029999,127.029999,128.880005,1883600,126.928673
"2022-03-16",131.139999,132.460007,128.289993,131.330002,2550300,129.341568
"2022-03-17",130.490005,132.410004,129.940002,131.649994,2045100,129.656723
"2022-03-18",129.630005,131.559998,129.470001,130.839996,4175500,128.858978
"2022-03-21",131.649994,131.820007,127.970001,129.059998,2679100,127.105934
"2022-03-22",131.149994,134.449997,130.860001,132.839996,2501100,130.828705
"2022-03-23",132.070007,132.699997,129.880005,130.009995,1206000,128.04155
"2022-03-24",130.029999,130.529999,129.050003,130.130005,1473800,128.159744
"2022-03-25",130.509995,131.179993,129.639999,130.169998,2055800,128.199127
"2022-03-28",130.809998,131.800003,129.660004,131.75,1631900,129.755219
"2022-03-29",133.929993,138.429993,133.589996,138.080002,2468200,135.98938
"2022-03-30",137.850006,138.649994,134.339996,134.789993,1346200,132.749176
"2022-03-31",134.630005,135.410004,131.550003,131.559998,2331900,129.568085
"2022-04-01",132.270004,133.259995,131.259995,133,1572800,130.986282
"2022-04-04",132.610001,134.889999,131.149994,134.529999,1722800,132.493118
"2022-04-05",134.5,135.630005,130.309998,130.580002,1719300,128.602921
"2022-04-06",130,130.179993,126.269997,127.860001,2327100,125.92411
"2022-04-07",127.419998,127.519997,123.480003,125.510002,2542700,123.609688
"2022-04-08",126.089996,128.520004,125.489998,127.470001,1804800,125.540016
"2022-04-11",127.220001,129.100006,126.330002,126.779999,1084200,124.860458
"2022-04-12",126.379997,128.919998,125.709999,126.18,1460000,124.269547
"2022-04-13",126,128.710007,125.760002,127.580002,1661400,125.648346
"2022-04-14",128,129.449997,127.690002,127.879997,1788800,125.943802
"2022-04-18",127.419998,129.110001,127.099998,127.889999,1206700,125.953651
"2022-04-19",128.770004,131.75,127.889999,131.320007,1470700,129.331726
"2022-04-20",131.720001,133.5,131.039993,132.589996,1645700,130.582489
"2022-04-21",134.25,134.800003,130.559998,130.850006,1499600,128.868851
"2022-04-22",130.839996,130.839996,125.720001,125.879997,1988500,123.974083
"2022-04-25",125.879997,126.699997,123.93,126.290001,2053600,124.377884
"2022-04-26",126.129997,126.959999,124.029999,124.129997,1889200,122.25058
"2022-04-27",124.599998,125.199997,122.059998,122.129997,2032100,120.280861
"2022-04-28",122.019997,125.050003,120.82,124.410004,2313100,122.526344
"2022-04-29",123.510002,123.980003,117.779999,118,3160500,116.213394
"2022-05-02",118.68,119.080002,113.410004,116.839996,2818500,115.070953
"2022-05-03",117.730003,121.699997,116.25,120.870003,1894500,119.039948
"2022-05-04",120.730003,125.18,119.580002,124.580002,1623900,122.693771
"2022-05-05",123.699997,124.290001,121.120003,122.339996,2037600,120.487679
"2022-05-06",121.199997,122.959999,118.639999,121.419998,2366500,119.581612
"2022-05-09",119.589996,120.779999,117.610001,118.190002,2810200,116.40052
"2022-05-10",121.139999,125.989998,117.940002,119.07,3139200,117.267197
"2022-05-11",118.989998,120,112.779999,113.010002,3323500,111.29895
"2022-05-12",112.739998,116.279999,111.169998,115.620003,2754300,113.869431
"2022-05-13",117,117.68,115.18,116.779999,2662900,115.011864
"2022-05-16",116.800003,118.129997,115.5,116.870003,1564700,115.10051
"2022-05-17",118.879997,120.919998,118.18,120.760002,1752000,118.93161
"2022-05-18",119.32,119.690002,113.160004,113.669998,2031800,111.948952
"2022-05-19",112.519997,114.629997,109.910004,110.040001,2629100,108.373917
"2022-05-20",111,111.199997,105.720001,108.839996,3296800,107.192078
"2022-05-23",109.809998,110.459999,107.230003,107.769997,1842900,106.138283
"2022-05-24",107.029999,108.129997,103.459999,107.849998,2605200,106.217072
"2022-05-25",107.169998,110.269997,106.889999,109.190002,2324700,107.536789
"2022-05-26",110,112.82,110,112.029999,2086600,110.333786
"2022-05-27",112.919998,114.639999,112.410004,113.730003,1436500,112.008049
"2022-05-31",113,115.290001,112.110001,114.650002,3700300,112.914116
"2022-06-01",114.980003,115.290001,109.82,111.169998,2685800,109.486809
"2022-06-02",110.75,112.330002,109.870003,112.32,1531800,110.619392
"2022-06-03",111.300003,111.610001,109.580002,109.949997,1392500,108.285278
"2022-06-06",110.75,111.099998,109.110001,109.620003,1917800,107.960281
"2022-06-07",108.839996,112.330002,108.559998,112.279999,2546800,110.580002
"2022-06-08",109.190002,110.290001,107.620003,107.870003,1603500,107.870003
"2022-06-09",107.300003,107.449997,103.839996,103.870003,2100900,103.870003
"2022-06-10",102.220001,103.339996,101.220001,101.260002,2792100,101.260002
"2022-06-13",98.300003,98.75,95.459999,97.150002,3667000,97.150002
"2022-06-14",97.25,98.309998,95.720001,96.510002,2491000,96.510002
"2022-06-15",97.519997,98.93,95.970001,97.5,2597900,97.5
"2022-06-16",95.300003,95.730003,93.5,94.620003,3000200,94.620003
"2022-06-17",95.639999,97.349998,94.940002,95.690002,3631600,95.690002
"2022-06-21",97.690002,98.639999,96.470001,96.589996,2221100,96.589996
"2022-06-22",95.139999,97.720001,94.830002,95.949997,2730400,95.949997
"2022-06-23",96.089996,97.040001,95.190002,96.699997,2372500,96.699997
"2022-06-24",97.919998,100.519997,97.489998,99.620003,4455200,99.620003
"2022-06-27",99.940002,101.440002,98.75,100.120003,1783300,100.120003
"2022-06-28",101.43,102.480003,99.139999,99.25,1497500,99.25
"2022-06-29",98.699997,99,96.419998,97.260002,1866900,97.260002
