"","ADI.Open","ADI.High","ADI.Low","ADI.Close","ADI.Volume","ADI.Adjusted"
"2022-01-04",177.679993,179.520004,174.119995,175.550003,3889300,173.887863
"2022-01-05",175.320007,177.179993,172.729996,172.839996,3655200,171.203522
"2022-01-06",173.100006,174.960007,172.039993,173.389999,3584400,171.748322
"2022-01-07",173.100006,173.759995,166,168.839996,6747500,167.241394
"2022-01-10",168.110001,170.729996,165.380005,170.399994,6017100,168.786621
"2022-01-11",168.770004,174.029999,168.460007,173.630005,3789300,171.986053
"2022-01-12",175.389999,175.389999,171.970001,173.75,1993400,172.104904
"2022-01-13",175.610001,176.270004,169.240005,169.779999,3954000,168.172501
"2022-01-14",168.410004,172.119995,168.089996,172,2869600,170.371475
"2022-01-18",168.690002,170.119995,166.169998,166.5,4160300,164.923553
"2022-01-19",167.100006,168.789993,162.970001,163.059998,3736600,161.516129
"2022-01-20",163.820007,164.759995,158.600006,158.630005,4021300,157.128082
"2022-01-21",158.820007,162.679993,156.960007,159.520004,5547500,158.009644
"2022-01-24",159.009995,161.720001,151.470001,161.440002,6665200,159.911453
"2022-01-25",157.389999,159.589996,155.419998,155.770004,4064200,154.295151
"2022-01-26",159,165.100006,157.339996,159.770004,5850000,158.257278
"2022-01-27",162.600006,163.75,154.039993,154.589996,4691100,153.126328
"2022-01-28",154.119995,158.710007,151.179993,158.630005,3839700,157.128082
"2022-01-31",158.320007,164.229996,157.210007,163.970001,4504800,162.417511
"2022-02-01",164.100006,165.5,161.050003,165.369995,3038000,163.804245
"2022-02-02",165.429993,169.429993,164.899994,168.910004,2824500,167.310745
"2022-02-03",165.639999,167.619995,161.570007,162.020004,4452100,160.485977
"2022-02-04",160.149994,162.380005,156.770004,161.029999,5174400,159.505341
"2022-02-07",161.080002,163.25,160.300003,160.820007,2443300,159.297348
"2022-02-08",160.929993,163.679993,160.399994,163.130005,3173200,161.585464
"2022-02-09",165.380005,168.339996,163.479996,168.210007,3207900,166.617371
"2022-02-10",163.820007,168.330002,161.029999,161.669998,3462600,160.139282
"2022-02-11",161.960007,163.279999,153.080002,153.899994,5455500,152.442841
"2022-02-14",154.919998,157.089996,151.520004,153.979996,4501500,152.522095
"2022-02-15",157.270004,162.339996,157.100006,162.039993,4909600,160.505768
"2022-02-16",161.889999,168.889999,161.570007,168.339996,5825200,166.746124
"2022-02-17",166.130005,166.270004,160.330002,160.429993,4702700,158.911026
"2022-02-18",161.110001,162.699997,158.570007,160.360001,3921600,158.84169
"2022-02-22",158.899994,162.880005,158.289993,160.880005,4269500,159.356781
"2022-02-23",162.070007,163.5,156.169998,156.490005,5087000,155.008331
"2022-02-24",154.330002,160,152.029999,159.789993,4152200,159.0495
"2022-02-25",159.880005,162.179993,157.669998,162.119995,2741600,161.368713
"2022-02-28",161.330002,161.330002,157.240005,160.289993,3606900,159.54718
"2022-03-01",159.529999,160.75,155.550003,156.949997,3761800,156.222672
"2022-03-02",157.470001,161.529999,157.110001,159.820007,2578700,159.079376
"2022-03-03",161.460007,161.699997,156.970001,159.279999,2656100,158.54187
"2022-03-04",157.679993,159.270004,155.75,156.850006,2778600,156.123138
"2022-03-07",157.020004,157.339996,146.210007,146.279999,5701300,145.602112
"2022-03-08",146.020004,152.779999,143.850006,148.520004,4745200,147.831741
"2022-03-09",153.089996,155.059998,151.300003,153.619995,3046300,152.908096
"2022-03-10",150.850006,151.789993,147.850006,150.559998,4035700,149.862274
"2022-03-11",153.199997,153.779999,147.289993,147.600006,3964300,146.916
"2022-03-14",147.520004,148.839996,143.809998,145.630005,3910500,144.955139
"2022-03-15",147.320007,151.460007,146.410004,150.919998,3309900,150.220612
"2022-03-16",153.089996,158.75,152.529999,158.570007,4376200,157.835175
"2022-03-17",156.869995,160.050003,155.759995,159.979996,4272400,159.238632
"2022-03-18",158.559998,163.940002,157.089996,163.449997,9901900,162.692551
"2022-03-21",161.800003,164.740005,161.470001,164.220001,3258900,163.458984
"2022-03-22",163.789993,166.490005,163.419998,164.770004,2568300,164.006439
"2022-03-23",163.380005,164.309998,158.789993,159.139999,3409900,158.402527
"2022-03-24",160.820007,165.059998,159.860001,164.960007,3152200,164.195557
"2022-03-25",165.059998,165.919998,162.860001,165.630005,2236300,164.862457
"2022-03-28",164.179993,167.449997,163.350006,167.259995,2745200,166.484894
"2022-03-29",169.050003,171.559998,167.729996,170.179993,3127700,169.391357
"2022-03-30",168.779999,170,165.779999,166.479996,2689100,165.708511
"2022-03-31",166.960007,167.940002,165.080002,165.179993,3881500,164.41452
"2022-04-01",166.5,167.139999,162.850006,165.360001,2941000,164.593704
"2022-04-04",165.169998,165.949997,161.720001,164.5,4159600,163.737686
"2022-04-05",162.509995,163.509995,155.869995,159.979996,7223600,159.238632
"2022-04-06",157.419998,164.279999,157.270004,160.279999,6036000,159.537231
"2022-04-07",159.270004,162.910004,159.139999,161.25,3161800,160.502747
"2022-04-08",160.460007,161.009995,158.399994,158.740005,3025000,158.004379
"2022-04-11",157.669998,158.089996,154.690002,154.889999,3693700,154.172211
"2022-04-12",157.330002,159.559998,154.990005,155.5,2580000,154.779388
"2022-04-13",156.720001,158.960007,155.210007,158.119995,2335200,157.387238
"2022-04-14",158.369995,159.860001,156.289993,156.5,5228700,155.77475
"2022-04-18",156.279999,161.25,156.169998,160.339996,2728500,159.596954
"2022-04-19",160.339996,162.800003,158.610001,162.320007,2674700,161.567795
"2022-04-20",164.460007,165.559998,160.539993,161.380005,2582400,160.632141
"2022-04-21",162.5,164.679993,157.970001,158.710007,3555000,157.974518
"2022-04-22",157.979996,159.630005,155.169998,155.25,2640400,154.530548
"2022-04-25",154.190002,159.149994,153.759995,158.919998,4487500,158.183533
"2022-04-26",156.929993,157.320007,152.740005,152.809998,3661200,152.101852
"2022-04-27",150,155.729996,149.679993,151.720001,3077300,151.016907
"2022-04-28",154.130005,162.270004,153.729996,160.449997,4156000,159.706451
"2022-04-29",158.039993,159.720001,154.240005,154.380005,4835800,153.664581
"2022-05-02",155.339996,158.539993,152.789993,158.149994,2865900,157.417099
"2022-05-03",157.880005,159.710007,156.509995,158.869995,2441900,158.133774
"2022-05-04",158.679993,164.919998,154.259995,164.770004,3940400,164.006439
"2022-05-05",162.020004,163.369995,156.509995,158.240005,3961500,157.506699
"2022-05-06",156.550003,158.770004,154.350006,156.130005,2710400,155.406479
"2022-05-09",154.199997,156.029999,151.779999,152.25,4123100,151.544449
"2022-05-10",155.940002,158.509995,152.649994,155.220001,3157800,154.500687
"2022-05-11",153.429993,157.309998,151.75,151.990005,3861700,151.28566
"2022-05-12",151.039993,153.679993,149.970001,152.889999,3117700,152.181488
"2022-05-13",155.039993,159.699997,153.880005,158.740005,4783200,158.004379
"2022-05-16",157.229996,159.179993,155.580002,157.440002,2328400,156.710403
"2022-05-17",160.990005,164.380005,160.619995,163.839996,4952200,163.080734
"2022-05-18",166.330002,166.330002,159.240005,159.919998,5684400,159.178909
"2022-05-19",160.850006,164.169998,159.080002,160.940002,3812600,160.194183
"2022-05-20",163.600006,165.160004,156.720001,162.440002,3977400,161.687225
"2022-05-23",161.619995,163.5,159.880005,161.550003,2291100,160.801361
"2022-05-24",159.880005,163.25,158.809998,161.850006,3172000,161.099976
"2022-05-25",160.470001,163.240005,159.339996,162.320007,2500300,161.567795
"2022-05-26",162.360001,165.889999,161.410004,164,3820100,163.240005
"2022-05-27",165.490005,168.160004,164.169998,167.550003,4942300,167.550003
"2022-05-31",166.899994,169.589996,163.589996,168.399994,5102500,168.399994
"2022-06-01",169.179993,169.309998,163.320007,164.770004,3283600,164.770004
"2022-06-02",164.509995,169.410004,163.679993,169.240005,2637700,169.240005
"2022-06-03",166.589996,166.979996,164.809998,165.240005,2539100,165.240005
"2022-06-06",167.350006,168.830002,164.559998,165.270004,2273800,165.270004
"2022-06-07",163.740005,167.339996,162.839996,166.949997,2108000,166.949997
"2022-06-08",165.860001,167.960007,163.929993,165.009995,2928800,165.009995
"2022-06-09",163.990005,167.029999,161.509995,161.610001,3144800,161.610001
"2022-06-10",158.350006,160.179993,156.809998,156.919998,3369800,156.919998
"2022-06-13",153.229996,154.429993,147.330002,147.770004,5861600,147.770004
"2022-06-14",149.210007,150.139999,146.050003,147.169998,2765000,147.169998
"2022-06-15",149.169998,152.470001,146.729996,150.080002,3263200,150.080002
"2022-06-16",146.360001,146.360001,141.690002,143.460007,4722800,143.460007
"2022-06-17",144.020004,145.5,141.789993,144.630005,6723900,144.630005
"2022-06-21",147.330002,150.289993,147.289993,148.350006,3085600,148.350006
"2022-06-22",146.949997,148.979996,145.860001,147.649994,3720400,147.649994
"2022-06-23",149.020004,149.210007,143.940002,145.539993,2946000,145.539993
"2022-06-24",147.589996,150.050003,147.199997,149.690002,5108900,149.690002
"2022-06-27",151.100006,152.330002,149.539993,150.589996,2048300,150.589996
"2022-06-28",151.410004,153.160004,148.369995,148.490005,2786500,148.490005
"2022-06-29",146.910004,147.509995,144.75,147.270004,2586600,147.270004
