"","MRNA.Open","MRNA.High","MRNA.Low","MRNA.Close","MRNA.Volume","MRNA.Adjusted"
"2022-01-12",220.479996,228.5,218.759995,222.889999,5846600,222.889999
"2022-01-13",219.559998,221.5,209.580002,210.169998,7405700,210.169998
"2022-01-14",204.009995,212.759995,200.080002,204.729996,10167500,204.729996
"2022-01-18",196.914001,198.820007,185.389999,186.610001,11030800,186.610001
"2022-01-19",188.839996,191.339996,173.410004,174.070007,10597600,174.070007
"2022-01-20",174.990005,177.470001,166.214996,167.520004,11489600,167.520004
"2022-01-21",166.229996,171.253998,157.289993,160.070007,11801300,160.070007
"2022-01-24",153.470001,158,138.169998,157.300003,16626800,157.300003
"2022-01-25",156.009995,168.259995,150,152.539993,11475000,152.539993
"2022-01-26",157.990005,165.850006,152.800003,154.960007,9295900,154.960007
"2022-01-27",157.429993,158.279999,146.539993,148.619995,8661700,148.619995
"2022-01-28",149.949997,159.869995,146.759995,159.470001,6756200,159.470001
"2022-01-31",160.050003,170.330002,154.559998,169.330002,9292600,169.330002
"2022-02-01",175.199997,177.570007,167.289993,172.740005,7329800,172.740005
"2022-02-02",170.807007,177.199997,163.580002,169.610001,5395000,169.610001
"2022-02-03",165.070007,170.100006,163.199997,163.949997,4490400,163.949997
"2022-02-04",165.639999,167.5,160.25,163.009995,4375700,163.009995
"2022-02-07",162.203003,165.539993,156.270004,160.270004,4429300,160.270004
"2022-02-08",155.199997,157.169998,147.570007,153.309998,7616400,153.309998
"2022-02-09",154.369995,164.229996,154.173004,164.029999,5621600,164.029999
"2022-02-10",158,168.669998,157.539993,160.419998,5965400,160.419998
"2022-02-11",161.25,168.789993,160.080002,161.320007,5249700,161.320007
"2022-02-14",157.526001,159.5,138.139999,142.470001,16669500,142.470001
"2022-02-15",142.490005,152.929993,139.210999,151.119995,10899700,151.119995
"2022-02-16",147.619995,152.389999,144.5,151.809998,5536000,151.809998
"2022-02-17",150.199997,154.660004,145.279999,146.360001,6182300,146.360001
"2022-02-18",147.550003,151.455994,141.309998,145.740005,5457100,145.740005
"2022-02-22",142.259995,151.199997,141.860001,144.970001,6637700,144.970001
"2022-02-23",145.169998,145.718994,134,135.729996,7822300,135.729996
"2022-02-24",139.865005,156.419998,138.119995,156.229996,17396000,156.229996
"2022-02-25",156.020004,156.190002,147.009995,151.330002,7818000,151.330002
"2022-02-28",150.979996,155.470001,147.440002,153.600006,6601700,153.600006
"2022-03-01",152.479996,156.378998,147.919998,149.520004,4842200,149.520004
"2022-03-02",149.440002,150.570007,140.440002,147.860001,5393600,147.860001
"2022-03-03",147.899994,149.231995,139.529999,141.520004,4623200,141.520004
"2022-03-04",140.820007,143.910004,135.910004,136.460007,5503000,136.460007
"2022-03-07",135.119995,138.399994,126.279999,126.459999,6177200,126.459999
"2022-03-08",125,136.960007,122.010002,129.279999,6675700,129.279999
"2022-03-09",132.074997,145.279999,132.050003,142.490005,9533900,142.490005
"2022-03-10",139.509995,140.830002,135.850006,139.520004,5557100,139.520004
"2022-03-11",140.75,145.800003,138,138.199997,5356400,138.199997
"2022-03-14",140.199997,166.75,139.729996,150.070007,22841100,150.070007
"2022-03-15",156.270004,158,141.75,148.119995,13191500,148.119995
"2022-03-16",150,169.800003,149.669998,169.360001,14087400,169.360001
"2022-03-17",167.75,172.136993,160.660004,168.259995,7786200,168.259995
"2022-03-18",171.580002,180.800003,170.100006,178.929993,12529400,178.929993
"2022-03-21",179.910004,182.600006,172.440002,175.380005,6015600,175.380005
"2022-03-22",175.380005,188,168.179993,186.720001,8568000,186.720001
"2022-03-23",184.660004,185.75,176.800003,178.729996,7317200,178.729996
"2022-03-24",175.839996,181.860001,172.350006,179.679993,6317300,179.679993
"2022-03-25",178.25,179.190002,163.031006,165.919998,8292800,165.919998
"2022-03-28",167.369995,174.449997,165.800003,173.080002,6437400,173.080002
"2022-03-29",174.070007,182.100006,171.029999,180.639999,7226300,180.639999
"2022-03-30",182.570007,187.710007,172.770004,174.919998,7029000,174.919998
"2022-03-31",175.220001,178.436996,171.110001,172.259995,5683500,172.259995
"2022-04-01",173.350006,179.029999,170.600006,176.589996,4913700,176.589996
"2022-04-04",177.240005,180.869995,171.070007,172.539993,5908600,172.539993
"2022-04-05",169.25,172.395004,160.429993,162.050003,6653000,162.050003
"2022-04-06",157.479996,161.639999,150.705002,154.619995,7409800,154.619995
"2022-04-07",153.130005,159.774002,151.389999,159,5726300,159
"2022-04-08",156.789993,165.179993,156.600006,160.839996,5456500,160.839996
"2022-04-11",156,163.350006,152.100006,160,5226700,160
"2022-04-12",158.990005,164.778,157,159.5,5040800,159.5
"2022-04-13",158.369995,172.460007,155.690002,169.660004,6735300,169.660004
"2022-04-14",168.589996,170.75,164.850006,165.490005,4348300,165.490005
"2022-04-18",165,165.889999,154.270004,154.75,4826000,154.75
"2022-04-19",151.770004,153.669998,147.229996,152.720001,6561400,152.720001
"2022-04-20",152.970001,153.669998,146.559998,150.119995,3925600,150.119995
"2022-04-21",149.429993,154.710007,144.029999,144.5,3911700,144.5
"2022-04-22",143.229996,148.809998,139.865005,140.339996,4114100,140.339996
"2022-04-25",139.899994,151.369995,139.399994,150.410004,6101000,150.410004
"2022-04-26",148.479996,151.740005,143.990005,145.789993,5155100,145.789993
"2022-04-27",146.089996,149.850006,139.309998,142.429993,4716700,142.429993
"2022-04-28",143.729996,148.449997,136.085007,142.520004,5678900,142.520004
"2022-04-29",144.470001,150.350006,134.190002,134.410004,7103100,134.410004
"2022-05-02",134.869995,146.449997,134.820007,142.080002,7773200,142.080002
"2022-05-03",141.929993,149.279999,137.529999,146.539993,6326000,146.539993
"2022-05-04",153.479996,155.460007,142.227997,155.050003,11093100,155.050003
"2022-05-05",151.869995,152,138.649994,142.020004,8060900,142.020004
"2022-05-06",139.699997,140.600006,131,134.399994,7013000,134.399994
"2022-05-09",132.789993,141.653,131.779999,135.800003,9625800,135.800003
"2022-05-10",137.399994,139.054993,127.610001,132.320007,8180200,132.320007
"2022-05-11",130.740005,134.910004,122.720001,123.43,7409300,123.43
"2022-05-12",120.599998,132.936996,119.010002,130.169998,7106700,130.169998
"2022-05-13",132.309998,141.649994,132.309998,137.910004,6494700,137.910004
"2022-05-16",135.869995,141.600006,133.820007,136.259995,4535600,136.259995
"2022-05-17",137.520004,143.889999,136.089996,142.279999,5960700,142.279999
"2022-05-18",138.410004,144.130005,136.289993,137.710007,4977800,137.710007
"2022-05-19",140.869995,148.5,140.460007,143.380005,7708100,143.380005
"2022-05-20",143.070007,144.770004,131.350006,136.25,5882500,136.25
"2022-05-23",137.600006,141.309998,136.235001,137.619995,4284400,137.619995
"2022-05-24",136.235001,136.600006,126.769997,132.059998,6154300,132.059998
"2022-05-25",130.979996,133,126.279999,130.850006,5343300,130.850006
"2022-05-26",130.850006,136.139999,126.529999,135.800003,5155600,135.800003
"2022-05-27",137.380005,148.539993,136.589996,147.660004,7590700,147.660004
"2022-05-31",145.054993,149.440002,142.740005,145.330002,8343900,145.330002
"2022-06-01",146.089996,149.080002,140.869995,143.399994,3646600,143.399994
"2022-06-02",140.199997,142.5,130.919998,140.179993,7148000,140.179993
"2022-06-03",139.580002,143.380005,135.070007,137.149994,4057000,137.149994
"2022-06-06",137.990005,143,136.710007,140,3140000,140
"2022-06-07",139.369995,146.354996,137.960007,145.339996,4072500,145.339996
"2022-06-08",147.470001,152.729996,146.75,148.529999,4711300,148.529999
"2022-06-09",148.460007,148.740005,134,134.039993,7534000,134.039993
"2022-06-10",132.889999,134.690002,124.529999,127.120003,6259000,127.120003
"2022-06-13",122.709999,124.779999,115.610001,117.129997,6700700,117.129997
"2022-06-14",117.260002,123.150002,115.889999,121.559998,5499100,121.559998
"2022-06-15",122.440002,131.380005,122.440002,128.529999,6965000,128.529999
"2022-06-16",124.379997,125.254997,118.059998,121.080002,5720000,121.080002
"2022-06-17",120.730003,128.770004,120.199997,128.029999,8352500,128.029999
"2022-06-21",130.494995,134.574997,129.669998,129.990005,4321400,129.990005
"2022-06-22",127.5,139.899994,126.589996,136.070007,6044000,136.070007
"2022-06-23",136.039993,143.660004,132.800003,143.259995,4721200,143.259995
"2022-06-24",143.990005,144.889999,138.220001,144.270004,8478300,144.270004
"2022-06-27",143,146.399994,138.490005,145.360001,4392800,145.360001
"2022-06-28",143.399994,149.789993,140.949997,142.190002,3984900,142.190002
"2022-06-29",140.425003,144.360001,138.617996,142.809998,2908100,142.809998
