"","ULTA.Open","ULTA.High","ULTA.Low","ULTA.Close","ULTA.Volume","ULTA.Adjusted"
"2022-01-21",357.019989,360.230011,348.630005,349.420013,1139900,349.420013
"2022-01-24",340.25,365.76001,336.290009,364.839996,1110400,364.839996
"2022-01-25",358.369995,359.390015,347.070007,352.73999,823900,352.73999
"2022-01-26",361.600006,365.630005,350.299988,353.809998,664500,353.809998
"2022-01-27",359.350006,363.029999,348.459991,351.579987,673700,351.579987
"2022-01-28",351.679993,359.100006,346.929993,358.829987,537800,358.829987
"2022-01-31",356.459991,364.850006,356.329987,363.73999,641200,363.73999
"2022-02-01",364.369995,373.410004,361.839996,372.320007,500700,372.320007
"2022-02-02",374.690002,375.470001,366.399994,371.690002,467800,371.690002
"2022-02-03",366.23999,373.01001,363.790009,364.76001,436600,364.76001
"2022-02-04",363.730011,369.619995,359.01001,365.730011,556200,365.730011
"2022-02-07",366.25,372.230011,361.950012,364.26001,426300,364.26001
"2022-02-08",367.329987,369.309998,357.809998,364.230011,808400,364.230011
"2022-02-09",367.640015,376.820007,367.079987,376.040009,778100,376.040009
"2022-02-10",371.079987,383.220001,370.859985,374.01001,711600,374.01001
"2022-02-11",373.890015,375.920013,359.720001,362.170013,794500,362.170013
"2022-02-14",363.679993,367.559998,357.269989,362.649994,794400,362.649994
"2022-02-15",363.880005,379.769989,363.880005,379.649994,560900,379.649994
"2022-02-16",377.619995,383.290009,376.350006,381.600006,725900,381.600006
"2022-02-17",379.690002,380.670013,367.769989,369.119995,610400,369.119995
"2022-02-18",368.429993,381.73999,367,375.829987,742500,375.829987
"2022-02-22",372,379.839996,360.98999,368.130005,714300,368.130005
"2022-02-23",371.679993,372.820007,352.880005,355.070007,697800,355.070007
"2022-02-24",344.019989,373.670013,341.470001,373.089996,922500,373.089996
"2022-02-25",372.959991,378.48999,366.859985,378.070007,466000,378.070007
"2022-02-28",371.380005,377.98999,367.540009,374.5,802900,374.5
"2022-03-01",372.209991,375.76001,365.839996,369.01001,562800,369.01001
"2022-03-02",371.779999,384,369.959991,381.5,606000,381.5
"2022-03-03",382.019989,383,367.029999,373.690002,569500,373.690002
"2022-03-04",371.5,373.459991,361.950012,366.76001,661200,366.76001
"2022-03-07",367.730011,369.709991,350.399994,350.839996,1023700,350.839996
"2022-03-08",354.279999,369.470001,350.100006,359.019989,884800,359.019989
"2022-03-09",369.429993,376.329987,368.100006,373.309998,697200,373.309998
"2022-03-10",367.359985,381.399994,364,379.369995,1748700,379.369995
"2022-03-11",385,389,366.429993,368.51001,1520300,368.51001
"2022-03-14",369.619995,371.579987,355.279999,357.519989,941700,357.519989
"2022-03-15",361.429993,372.109985,360.600006,371.380005,710300,371.380005
"2022-03-16",374.459991,390.970001,374.459991,385.51001,954000,385.51001
"2022-03-17",385.579987,389.529999,381.350006,387.309998,704500,387.309998
"2022-03-18",385.329987,392.579987,383.190002,391.230011,696200,391.230011
"2022-03-21",390.459991,392.829987,379.070007,385.670013,818400,385.670013
"2022-03-22",391.089996,398.589996,385.850006,389.75,650900,389.75
"2022-03-23",388,390.899994,383.440002,389.790009,652000,389.790009
"2022-03-24",389.959991,396.619995,387.420013,395.839996,565200,395.839996
"2022-03-25",398.299988,398.559998,391.769989,395.070007,447800,395.070007
"2022-03-28",394.519989,396.109985,389.579987,395.480011,416400,395.480011
"2022-03-29",399.959991,408.730011,398.480011,406.5,665100,406.5
"2022-03-30",401.299988,405.109985,398.51001,401.75,400700,401.75
"2022-03-31",403.140015,405.880005,397.890015,398.220001,611100,398.220001
"2022-04-01",399,400.570007,384,388.220001,814900,388.220001
"2022-04-04",387.179993,398.619995,385.48999,398.619995,521300,398.619995
"2022-04-05",398.100006,404.459991,392.209991,398.350006,438800,398.350006
"2022-04-06",394.25,394.440002,380.570007,391.209991,744500,391.209991
"2022-04-07",389.769989,400,388.559998,398.779999,481900,398.779999
"2022-04-08",397.209991,406,395.549988,401.549988,513800,401.549988
"2022-04-11",401.630005,411.149994,399.369995,403.779999,687800,403.779999
"2022-04-12",407.519989,415.25,404.579987,405.899994,576800,405.899994
"2022-04-13",405.910004,418.799988,405.709991,415.5,626500,415.5
"2022-04-14",416.519989,421.23999,413.519989,415.649994,552400,415.649994
"2022-04-18",414.190002,419.209991,411.98999,415.839996,410200,415.839996
"2022-04-19",415.200012,431.059998,414.200012,428.369995,906800,428.369995
"2022-04-20",430.970001,437.220001,429.160004,431.380005,635100,431.380005
"2022-04-21",435,438.630005,419.920013,421.429993,662700,421.429993
"2022-04-22",416.179993,418.579987,405.730011,406.51001,594800,406.51001
"2022-04-25",404.76001,418.5,400.359985,418.140015,732900,418.140015
"2022-04-26",412.589996,413.839996,406.559998,407.329987,480200,407.329987
"2022-04-27",405.279999,411.589996,399.209991,402.779999,666100,402.779999
"2022-04-28",407.890015,420.829987,403.640015,417.420013,552400,417.420013
"2022-04-29",413.859985,414.190002,395.630005,396.799988,954300,396.799988
"2022-05-02",398.609985,406.230011,393.390015,405.549988,746500,405.549988
"2022-05-03",404.380005,404.450012,395.829987,401.230011,716000,401.230011
"2022-05-04",401.529999,410,392.029999,408.640015,691500,408.640015
"2022-05-05",401.839996,404,388.339996,396.630005,663500,396.630005
"2022-05-06",394.630005,394.630005,382.049988,389.429993,639400,389.429993
"2022-05-09",384.029999,396.329987,379.339996,381.089996,750900,381.089996
"2022-05-10",389.410004,393,371.320007,380.869995,825600,380.869995
"2022-05-11",379.779999,388.679993,374.350006,375.950012,917900,375.950012
"2022-05-12",371.410004,384.149994,369.350006,377.850006,713100,377.850006
"2022-05-13",385.690002,396.640015,384.839996,395.890015,760200,395.890015
"2022-05-16",396.339996,399.339996,387.519989,393.160004,652100,393.160004
"2022-05-17",398.799988,400.98999,387.959991,393.01001,670500,393.01001
"2022-05-18",380.929993,383.019989,344,350.450012,1667500,350.450012
"2022-05-19",348.940002,357.829987,345.220001,351.309998,1092100,351.309998
"2022-05-20",354.829987,354.829987,333.049988,343.049988,1165400,343.049988
"2022-05-23",345.929993,349.019989,338.540009,346.649994,865900,346.649994
"2022-05-24",342.480011,343.380005,330.799988,342.079987,821500,342.079987
"2022-05-25",338.660004,356.25,337.079987,352.950012,954700,352.950012
"2022-05-26",365.609985,382.399994,364.440002,377.959991,1914900,377.959991
"2022-05-27",417.5,425.390015,409,425.079987,2767400,425.079987
"2022-05-31",421.5,426.829987,409.48999,423.100006,1837800,423.100006
"2022-06-01",423.679993,426.73999,403.339996,407.320007,1111600,407.320007
"2022-06-02",408.220001,417.279999,404.859985,416.540009,799100,416.540009
"2022-06-03",405.890015,414.450012,401.559998,404.410004,1275200,404.410004
"2022-06-06",409.98999,415.940002,402.519989,413.730011,686900,413.730011
"2022-06-07",409.820007,422.869995,404.01001,421.019989,865300,421.019989
"2022-06-08",420.679993,428.869995,415.529999,425.390015,741500,425.390015
"2022-06-09",427.850006,429.480011,422.049988,422.350006,913500,422.350006
"2022-06-10",413.380005,417.850006,407.690002,407.720001,745000,407.720001
"2022-06-13",398,400,385.950012,391.769989,1014100,391.769989
"2022-06-14",395.290009,399.049988,389.880005,392.670013,749600,392.670013
"2022-06-15",399.709991,410.149994,397.149994,405.609985,964100,405.609985
"2022-06-16",397.079987,397.079987,387.279999,390.470001,811500,390.470001
"2022-06-17",390.5,400.450012,389.01001,395.829987,1412600,395.829987
"2022-06-21",402.959991,406,397.829987,401.26001,708300,401.26001
"2022-06-22",396.98999,403,394.649994,396.220001,622300,396.220001
"2022-06-23",399.48999,401.640015,391.029999,395.910004,650500,395.910004
"2022-06-24",400.559998,411.25,400.179993,410.540009,772300,410.540009
"2022-06-27",410.480011,411.579987,399.329987,400.48999,590300,400.48999
"2022-06-28",400.73999,405,385.799988,385.899994,705500,385.899994
"2022-06-29",392.690002,393.399994,384.179993,391.640015,813100,391.640015
