"","URI.Open","URI.High","URI.Low","URI.Close","URI.Volume","URI.Adjusted"
"2022-01-24",288.440002,312.980011,286.859985,312.190002,1302200,312.190002
"2022-01-25",305.040009,313.649994,301.160004,308.399994,1170500,308.399994
"2022-01-26",313.329987,319.859985,303.540009,307.76001,977000,307.76001
"2022-01-27",329.799988,329.799988,313.140015,319.799988,1967200,319.799988
"2022-01-28",317.609985,321.019989,305.839996,317.769989,1093500,317.769989
"2022-01-31",315.450012,320.769989,315,320.119995,817600,320.119995
"2022-02-01",317.48999,330.070007,317.48999,330.01001,839900,330.01001
"2022-02-02",330.029999,333.5,323.890015,326.220001,905600,326.220001
"2022-02-03",321.529999,328.140015,321.529999,324.429993,832900,324.429993
"2022-02-04",322.899994,325.429993,312,312.290009,758500,312.290009
"2022-02-07",315,317.890015,312.690002,315.779999,516000,315.779999
"2022-02-08",318.369995,324.549988,316.76001,323.390015,544800,323.390015
"2022-02-09",328.450012,335.040009,326.959991,334.190002,532700,334.190002
"2022-02-10",329.890015,335.23999,322.980011,325.679993,606000,325.679993
"2022-02-11",325.079987,327.070007,308.440002,312.910004,831300,312.910004
"2022-02-14",310.48999,318.929993,310.290009,313.25,609900,313.25
"2022-02-15",317.029999,323.559998,314.220001,322.869995,762300,322.869995
"2022-02-16",320.559998,326.619995,320.51001,325.119995,456800,325.119995
"2022-02-17",321.51001,324.369995,313.359985,314.209991,433600,314.209991
"2022-02-18",313.920013,318.660004,310.329987,311.820007,392500,311.820007
"2022-02-22",310,316.049988,308.390015,312.320007,671900,312.320007
"2022-02-23",315.459991,317.25,298.549988,299.200012,817600,299.200012
"2022-02-24",288.959991,308.899994,288.369995,308.320007,754100,308.320007
"2022-02-25",309,317.48999,307.220001,316.309998,516600,316.309998
"2022-02-28",312.470001,322.209991,311.549988,321.619995,669700,321.619995
"2022-03-01",320.049988,320.980011,310,313.040009,629200,313.040009
"2022-03-02",316.450012,329.660004,315.720001,326.309998,491200,326.309998
"2022-03-03",329.320007,330.98999,322.369995,328.640015,618300,328.640015
"2022-03-04",324.809998,326.079987,312.309998,316.51001,654800,316.51001
"2022-03-07",317.859985,317.859985,295.5,298.23999,999800,298.23999
"2022-03-08",301.940002,320.299988,301.940002,310.679993,904500,310.679993
"2022-03-09",318.98999,320.98999,314.079987,315.790009,704800,315.790009
"2022-03-10",312.480011,322.339996,311.190002,321.25,439200,321.25
"2022-03-11",327.48999,330.799988,322.450012,322.75,462900,322.75
"2022-03-14",324.220001,331.049988,318.350006,320.26001,801400,320.26001
"2022-03-15",321,331.130005,320.299988,328.350006,573800,328.350006
"2022-03-16",329.76001,340.5,329.76001,337.559998,831300,337.559998
"2022-03-17",333.559998,348.299988,333.059998,346.769989,907700,346.769989
"2022-03-18",342.440002,349.459991,341.880005,346.23999,672000,346.23999
"2022-03-21",346.25,348.950012,343.410004,347.799988,609900,347.799988
"2022-03-22",350,358.079987,349.549988,356.359985,703500,356.359985
"2022-03-23",355,361.170013,352.01001,354.429993,795800,354.429993
"2022-03-24",356.25,359.579987,352.070007,358.980011,559600,358.980011
"2022-03-25",360.01001,364.5,358.829987,363.670013,599200,363.670013
"2022-03-28",362.440002,363.549988,356.420013,363.399994,397900,363.399994
"2022-03-29",367.160004,368.609985,356.670013,365.200012,611100,365.200012
"2022-03-30",363.380005,366.73999,357.649994,359.190002,638400,359.190002
"2022-03-31",359.429993,365.279999,355.160004,355.209991,705200,355.209991
"2022-04-01",358.75,361.549988,350.579987,354,466000,354
"2022-04-04",353.450012,353.519989,348.600006,349.899994,592900,349.899994
"2022-04-05",348.850006,350.220001,340.709991,342.220001,650500,342.220001
"2022-04-06",336.25,337,320.959991,325.470001,1249800,325.470001
"2022-04-07",325.429993,326.600006,317.820007,320.920013,816200,320.920013
"2022-04-08",319.380005,324.660004,316.149994,317.049988,802700,317.049988
"2022-04-11",314.049988,324.029999,312.130005,316.029999,632500,316.029999
"2022-04-12",318.75,327.019989,315.51001,318.799988,538400,318.799988
"2022-04-13",319.609985,325.459991,318.059998,324.75,370800,324.75
"2022-04-14",326.119995,334.549988,326.119995,331.070007,526300,331.070007
"2022-04-18",330,341.890015,330,339.549988,679700,339.549988
"2022-04-19",340.209991,352.23999,340,351.480011,613300,351.480011
"2022-04-20",355.459991,359.859985,351.809998,353.089996,561200,353.089996
"2022-04-21",359.029999,359.790009,335.869995,337.720001,914200,337.720001
"2022-04-22",334.140015,336.350006,314.329987,314.670013,976300,314.670013
"2022-04-25",308.959991,315.26001,301.799988,313.279999,1200500,313.279999
"2022-04-26",309.480011,311.910004,300.73999,302.26001,859000,302.26001
"2022-04-27",301.76001,310.649994,300.089996,309.619995,1030200,309.619995
"2022-04-28",321.450012,324,305.579987,318.5,1248600,318.5
"2022-04-29",317.820007,321.119995,314.910004,316.519989,924800,316.519989
"2022-05-02",316.079987,316.799988,296.76001,307.029999,1183100,307.029999
"2022-05-03",307.390015,315.529999,307.390015,312.450012,599000,312.450012
"2022-05-04",314.359985,321.25,302.380005,320.51001,967600,320.51001
"2022-05-05",314.980011,318.549988,298.399994,303.200012,1013100,303.200012
"2022-05-06",300.410004,302.649994,288.25,295.459991,960400,295.459991
"2022-05-09",290,303.359985,286,286.820007,1463200,286.820007
"2022-05-10",291.23999,299.649994,285.609985,293.690002,1124200,293.690002
"2022-05-11",291,298.269989,280.459991,280.820007,894700,280.820007
"2022-05-12",276.859985,283.029999,269.369995,283.019989,1363700,283.019989
"2022-05-13",285.549988,293.480011,285.309998,288.440002,566400,288.440002
"2022-05-16",286.140015,287.619995,280.200012,282.929993,514500,282.929993
"2022-05-17",292.200012,296.25,286.410004,290.459991,524200,290.459991
"2022-05-18",287.75,292.899994,272.700012,273.399994,877500,273.399994
"2022-05-19",269.140015,278.570007,268.529999,272.609985,686100,272.609985
"2022-05-20",276.170013,276.779999,262.76001,269.920013,844600,269.920013
"2022-05-23",272.670013,275.75,267.619995,274.149994,862900,274.149994
"2022-05-24",271.5,272.049988,263.049988,267.73999,698800,267.73999
"2022-05-25",267.299988,276.929993,264.970001,275.820007,618500,275.820007
"2022-05-26",280.839996,286.070007,279.929993,284.839996,747200,284.839996
"2022-05-27",288.850006,297.630005,288.769989,297.459991,611500,297.459991
"2022-05-31",292.290009,299.559998,291.290009,298.179993,1726600,298.179993
"2022-06-01",298.730011,301.480011,286.410004,293.5,649300,293.5
"2022-06-02",296.100006,300,295.829987,299.700012,474100,299.700012
"2022-06-03",296.429993,303.119995,296.070007,301.25,592000,301.25
"2022-06-06",304.970001,308.5,301.299988,307.269989,445100,307.269989
"2022-06-07",303.730011,313.5,300.119995,312.679993,535600,312.679993
"2022-06-08",309.829987,310.279999,304.359985,305.190002,365900,305.190002
"2022-06-09",303.429993,305.029999,298.109985,298.399994,471600,298.399994
"2022-06-10",286.070007,293.390015,280.220001,280.220001,844300,280.220001
"2022-06-13",269.579987,273.5,261.799988,265.059998,1072400,265.059998
"2022-06-14",264.579987,268.940002,257.970001,260.119995,846000,260.119995
"2022-06-15",263.140015,270.579987,260.899994,265.959991,781400,265.959991
"2022-06-16",256.959991,256.959991,243.119995,245.539993,1111800,245.539993
"2022-06-17",242.740005,245.070007,233.169998,239.690002,1470600,239.690002
"2022-06-21",243.5,249.679993,240.679993,242.080002,879700,242.080002
"2022-06-22",234.630005,243,233.169998,241.350006,896900,241.350006
"2022-06-23",241,243.970001,230.539993,235.839996,954700,235.839996
"2022-06-24",238.960007,250.809998,237.440002,248.289993,1028300,248.289993
"2022-06-27",250.509995,254.75,248,251.990005,892300,251.990005
"2022-06-28",253.880005,257.959991,247.570007,247.990005,894000,247.990005
"2022-06-29",246.919998,246.919998,237.380005,241.070007,713400,241.070007
