"","COO.Open","COO.High","COO.Low","COO.Close","COO.Volume","COO.Adjusted"
"2022-01-20",399.609985,404,392.5,393.540009,298000,393.50238
"2022-01-21",392.950012,395.649994,387.910004,388.299988,241400,388.262878
"2022-01-24",381,394.579987,371.450012,393.309998,610100,393.2724
"2022-01-25",388.549988,395.51001,384.619995,389.589996,376000,389.552734
"2022-01-26",392.23999,397.769989,378.480011,382.359985,352100,382.323425
"2022-01-27",384.98999,388.070007,376.459991,379.459991,272900,379.423706
"2022-01-28",379.600006,385.420013,374.380005,385.200012,315000,385.163177
"2022-01-31",383.630005,398.890015,383.630005,398.299988,404600,398.261902
"2022-02-01",396.929993,399.299988,392.649994,396.670013,249500,396.63208
"2022-02-02",395.820007,398.880005,392.290009,397.589996,248300,397.551971
"2022-02-03",392.779999,396.48999,389.01001,390.829987,242800,390.792633
"2022-02-04",388.640015,391.970001,383.320007,388.660004,223700,388.622833
"2022-02-07",388.23999,391.25,386.459991,386.899994,176700,386.863007
"2022-02-08",393.320007,405.890015,389.23999,405.070007,415200,405.031281
"2022-02-09",407.160004,410.850006,405.48999,406.829987,324600,406.791077
"2022-02-10",402.459991,407.929993,400.649994,402.690002,156000,402.651489
"2022-02-11",400.220001,404.709991,393.700012,394,202000,393.962341
"2022-02-14",393.450012,396.290009,389.269989,391.350006,165300,391.312592
"2022-02-15",399.73999,402.390015,394.679993,397.950012,229200,397.911957
"2022-02-16",395.350006,403.019989,393.589996,401.290009,271900,401.251648
"2022-02-17",399.23999,399.23999,388.070007,388.950012,234700,388.912811
"2022-02-18",387.829987,394.820007,387.109985,388.980011,260000,388.94281
"2022-02-22",388.450012,397.019989,386.76001,394.660004,325800,394.622284
"2022-02-23",397,402.950012,394.299988,395.450012,335400,395.412201
"2022-02-24",386.899994,401.109985,380.619995,399.660004,387700,399.621796
"2022-02-25",400.679993,411.309998,396.98999,410.890015,261800,410.850739
"2022-02-28",407.079987,411.390015,403.940002,409.019989,324800,408.980896
"2022-03-01",408.019989,413.790009,404.220001,411.299988,396700,411.260651
"2022-03-02",413.859985,418.700012,409.619995,415.730011,410200,415.690277
"2022-03-03",415.730011,419.25,412.5,417.140015,318000,417.100128
"2022-03-04",412.790009,430.670013,410.019989,424.540009,638200,424.49942
"2022-03-07",419.779999,420.440002,397.679993,401.209991,572800,401.171631
"2022-03-08",399.559998,401.410004,380.309998,380.390015,492600,380.353638
"2022-03-09",386.119995,389.369995,381.679993,386.730011,408500,386.693024
"2022-03-10",380.339996,387.559998,380.179993,385.299988,253600,385.263153
"2022-03-11",389.420013,390.160004,379.649994,379.959991,360000,379.923676
"2022-03-14",384.359985,385.059998,376.869995,381.809998,274900,381.773499
"2022-03-15",387.549988,390.670013,382.470001,390.470001,238100,390.432678
"2022-03-16",393.75,407.959991,393.75,407.119995,312700,407.081085
"2022-03-17",404.76001,421.579987,404.76001,417.820007,326800,417.78006
"2022-03-18",418.700012,422.549988,415.429993,421.309998,472100,421.269714
"2022-03-21",418.799988,421.470001,415.399994,418.070007,324900,418.030029
"2022-03-22",418.149994,420,416.109985,418.609985,237800,418.569977
"2022-03-23",416.390015,416.390015,406.149994,407.119995,284700,407.081085
"2022-03-24",408.429993,412.48999,405.350006,411.940002,327200,411.900604
"2022-03-25",412.529999,412.899994,405.589996,408.410004,180300,408.370972
"2022-03-28",408.940002,413.019989,404.660004,412.75,185600,412.710541
"2022-03-29",417.420013,421.26001,413.029999,417.609985,326900,417.570068
"2022-03-30",416.049988,422.230011,416.049988,421.399994,159900,421.359711
"2022-03-31",420,425.619995,417.589996,417.589996,272500,417.550079
"2022-04-01",418.440002,428.429993,417.01001,428.420013,412600,428.379059
"2022-04-04",428.98999,429.890015,416.23999,417.320007,200400,417.280121
"2022-04-05",416.059998,422.579987,416.059998,420.519989,280600,420.479797
"2022-04-06",419.470001,421.75,413.369995,419.619995,209100,419.579865
"2022-04-07",418.269989,424.359985,414.200012,415.980011,468900,415.940247
"2022-04-08",413.73999,416.98999,403.75,411.450012,370800,411.410675
"2022-04-11",409.570007,413.059998,406.299988,406.959991,234400,406.921082
"2022-04-12",406.179993,411.75,401.76001,402.850006,219900,402.811493
"2022-04-13",401.869995,405.380005,400.420013,404.609985,201300,404.571289
"2022-04-14",405.700012,407.130005,398.100006,399.619995,217700,399.581787
"2022-04-18",398.140015,399.179993,392.269989,395.220001,155700,395.18222
"2022-04-19",396.059998,412.220001,396.059998,410.769989,216700,410.730713
"2022-04-20",413.619995,420.25,412.660004,418.579987,230800,418.539978
"2022-04-21",421.269989,421.269989,408.679993,409.450012,172200,409.410858
"2022-04-22",406.670013,406.670013,390.190002,390.910004,375300,390.87262
"2022-04-25",389.950012,395.850006,384.959991,394.059998,308500,394.022308
"2022-04-26",390.529999,392.709991,382.529999,382.679993,215600,382.643402
"2022-04-27",383.700012,386.790009,376.690002,377.380005,201800,377.343933
"2022-04-28",379.26001,379.26001,367.619995,373.160004,256400,373.124329
"2022-04-29",371.679993,373.01001,360.179993,361.040009,341200,361.005493
"2022-05-02",362.179993,363.75,348.940002,357.040009,334400,357.005859
"2022-05-03",358.73999,359.769989,353.619995,354.089996,237400,354.056152
"2022-05-04",353.179993,363.679993,348.420013,362.480011,289100,362.445343
"2022-05-05",360.790009,360.790009,344.029999,347.890015,259400,347.85675
"2022-05-06",345,345.940002,334.929993,337.549988,374400,337.517731
"2022-05-09",333.309998,333.470001,310.529999,311.609985,518100,311.5802
"2022-05-10",314.859985,320.690002,309.429993,317.029999,463600,316.999695
"2022-05-11",315.630005,327.899994,315.559998,316.079987,462500,316.049774
"2022-05-12",315.170013,320.820007,310.980011,317.660004,346400,317.629639
"2022-05-13",319.76001,328.869995,319.76001,327.790009,337300,327.758667
"2022-05-16",326,329.170013,324.660004,327.910004,295600,327.878662
"2022-05-17",334.269989,340.670013,333.880005,340.25,450300,340.217468
"2022-05-18",335.649994,338.799988,332.920013,333.76001,506800,333.728088
"2022-05-19",331.570007,339.690002,331.570007,338.679993,425600,338.647614
"2022-05-20",340.309998,342.679993,334.51001,341.209991,363900,341.177368
"2022-05-23",343.649994,345.339996,334.359985,338.720001,376700,338.687622
"2022-05-24",337.369995,342.559998,332.959991,341.049988,352600,341.017395
"2022-05-25",338.869995,342.910004,336.970001,339.839996,349300,339.807495
"2022-05-26",341.230011,347.420013,339.410004,343.709991,470100,343.677124
"2022-05-27",352.660004,353.369995,344.089996,352.170013,451600,352.136353
"2022-05-31",350.290009,351.98999,345.809998,350.73999,1094900,350.706451
"2022-06-01",352.339996,354.049988,339.839996,343.209991,386600,343.177185
"2022-06-02",343.630005,352.890015,338.940002,352.809998,379100,352.776276
"2022-06-03",347.279999,354.019989,341.350006,342.269989,481600,342.237274
"2022-06-06",346.5,348.100006,343.519989,344.609985,234700,344.577026
"2022-06-07",341.809998,348.570007,341.369995,347.51001,253300,347.476776
"2022-06-08",345.600006,348.100006,343.869995,344.059998,191700,344.0271
"2022-06-09",340.220001,343.140015,336.799988,337.070007,255700,337.037781
"2022-06-10",331.380005,335.339996,328.119995,332.350006,290800,332.318237
"2022-06-13",325.779999,325.850006,318.910004,320.149994,273500,320.119385
"2022-06-14",318.829987,320.140015,313.75,314.920013,363600,314.889893
"2022-06-15",318.25,321.720001,311.579987,315.339996,284600,315.309845
"2022-06-16",304.309998,306.700012,297.339996,305.160004,568000,305.130829
"2022-06-17",306.899994,312.98999,304.940002,304.940002,490900,304.910858
"2022-06-21",309.019989,309.019989,302.019989,303.970001,289400,303.940948
"2022-06-22",299.299988,305.350006,298.420013,301.399994,516900,301.371185
"2022-06-23",301.720001,308.269989,301.720001,307.709991,458400,307.680573
"2022-06-24",311.320007,323.809998,308.709991,323.48999,539300,323.459076
"2022-06-27",323.630005,324.859985,319.070007,322.070007,359900,322.039215
"2022-06-28",323.429993,325.559998,313.420013,314.079987,334700,314.049957
"2022-06-29",315,318.089996,311.440002,317.709991,236000,317.679626
