"","EQR.Open","EQR.High","EQR.Low","EQR.Close","EQR.Volume","EQR.Adjusted"
"2022-01-11",89.93,90.720001,88.760002,90.550003,1969900,89.134262
"2022-01-12",90.370003,91.559998,90.07,90.980003,1095900,89.557541
"2022-01-13",91.330002,92.129997,91.190002,91.470001,1509300,90.039879
"2022-01-14",91.019997,91.220001,89.800003,90.830002,1379600,89.409882
"2022-01-18",90.660004,90.68,89.129997,90.25,1363400,88.838951
"2022-01-19",90.459999,91.139999,89.150002,89.220001,1650700,87.82505
"2022-01-20",88.959999,90.290001,88.330002,88.349998,1902300,86.968651
"2022-01-21",88.790001,89.080002,87.849998,88.059998,1070900,86.683189
"2022-01-24",88.029999,88.620003,85.550003,88.339996,2786400,86.958801
"2022-01-25",87.239998,88.489998,85.720001,87.620003,3154000,86.250069
"2022-01-26",87.870003,89.379997,86.910004,87.389999,2131100,86.023666
"2022-01-27",88.019997,89.110001,86.529999,86.669998,2949800,85.314919
"2022-01-28",86.720001,88.900002,85.160004,88.889999,2692600,87.500206
"2022-01-31",88.32,89.169998,87.400002,88.730003,3499500,87.34272
"2022-02-01",88.230003,89.150002,87.639999,88.099998,1971400,86.722565
"2022-02-02",88.809998,92.540001,88.739998,92,3965700,90.561592
"2022-02-03",92.040001,92.400002,91.300003,91.589996,2247000,90.15799
"2022-02-04",91.07,91.43,89.330002,90.120003,1718900,88.710991
"2022-02-07",89.879997,90.690002,89.260002,89.550003,2600200,88.149895
"2022-02-08",89.870003,89.949997,87.139999,87.190002,1830400,85.826797
"2022-02-09",88.510002,90.440002,88.480003,90.32,2114600,88.907852
"2022-02-10",89.040001,90,86.360001,86.970001,1953800,85.610229
"2022-02-11",87.269997,87.660004,85.709999,86.379997,2174400,85.029449
"2022-02-14",86.660004,87.43,85.279999,85.919998,1588400,84.576645
"2022-02-15",86.580002,87.239998,86.059998,86.32,1370800,84.970398
"2022-02-16",86.690002,86.919998,85.199997,86.230003,1048100,84.881805
"2022-02-17",85.809998,86.010002,84.650002,84.93,1453300,83.602127
"2022-02-18",84.75,85.739998,84.239998,84.360001,3433500,83.041039
"2022-02-22",84.269997,85.440002,83.889999,84.660004,2123800,83.336349
"2022-02-23",85.010002,85.650002,83.660004,83.730003,1096500,82.420891
"2022-02-24",82.690002,84.989998,81.980003,84.629997,2081900,83.306816
"2022-02-25",85.370003,87.360001,85.160004,87.260002,1513200,85.895699
"2022-02-28",86.019997,86.849998,84.449997,85.300003,1969800,83.966347
"2022-03-01",85.470001,86.040001,83.089996,83.629997,1919400,82.322449
"2022-03-02",84.029999,86.080002,83.900002,85.5,2354100,84.163216
"2022-03-03",86.019997,86.760002,85.199997,86.690002,1346300,85.334618
"2022-03-04",85.879997,88.739998,85.809998,88.610001,2325200,87.224594
"2022-03-07",88.779999,90.349998,87.660004,87.769997,1720600,86.39772
"2022-03-08",87.339996,87.809998,85.839996,86.080002,1364500,84.734154
"2022-03-09",87.389999,88.650002,87.099998,87.779999,1157700,86.40757
"2022-03-10",86.870003,87.690002,86.400002,87.5,718200,86.13195
"2022-03-11",88.220001,88.720001,86.669998,86.800003,931000,85.442894
"2022-03-14",87,87.709999,85.839996,86.379997,1286300,85.029449
"2022-03-15",87.550003,88.07,86.660004,87.389999,1291800,86.023666
"2022-03-16",88.029999,89.080002,86.349998,88.220001,1613700,86.840691
"2022-03-17",87.800003,89.360001,87.800003,89.32,1129400,87.923492
"2022-03-18",90,90.419998,88.809998,89,2992800,87.60849
"2022-03-21",89.089996,89.669998,88.489998,88.889999,815400,87.500206
"2022-03-22",89.709999,89.980003,87.739998,88.099998,1434300,86.722565
"2022-03-23",88.089996,88.32,87.230003,87.440002,1342100,86.072884
"2022-03-24",87.300003,88.18,87.07,88.099998,1102700,86.722565
"2022-03-25",88.279999,89.050003,87.540001,89.019997,854400,88.254272
"2022-03-28",89.160004,90.18,88.760002,90.080002,1195300,89.305161
"2022-03-29",90.959999,93.029999,90.730003,92.879997,2144400,92.08107
"2022-03-30",92.290001,92.660004,90.720001,91.5,916900,90.712944
"2022-03-31",92,92.309998,89.889999,89.919998,2414000,89.14653
"2022-04-01",90.449997,92.309998,89.940002,92.160004,1141500,91.367271
"2022-04-04",92.18,92.419998,90.089996,91.050003,870300,90.266815
"2022-04-05",90.949997,92.410004,90.360001,90.800003,1139500,90.018967
"2022-04-06",90.800003,92.699997,90.080002,92.620003,1136100,91.823311
"2022-04-07",91.68,92.169998,90.489998,91.660004,1162900,90.871567
"2022-04-08",91.82,92.169998,91.059998,91.769997,1177400,90.980614
"2022-04-11",91.849998,92.379997,89.669998,89.849998,992100,89.077133
"2022-04-12",89.720001,90.709999,89.029999,90.260002,1335700,89.483612
"2022-04-13",90.57,91.18,89.790001,90.360001,860800,89.582748
"2022-04-14",90.610001,91.220001,90.059998,90.43,1650100,89.652145
"2022-04-18",90.599998,91.139999,89.080002,89.620003,1121200,88.849113
"2022-04-19",90.269997,91.360001,90.269997,90.959999,1261100,90.177589
"2022-04-20",91.199997,93.150002,91.129997,92.779999,1361000,91.981934
"2022-04-21",93.410004,94.32,92.919998,93.239998,1410100,92.437973
"2022-04-22",93.089996,93.139999,91.029999,91.150002,1620500,90.365952
"2022-04-25",91.150002,91.449997,89.040001,90.279999,1512000,89.503433
"2022-04-26",90.059998,90.949997,88.940002,89.089996,1398900,88.323669
"2022-04-27",87.540001,88.300003,85.919998,86.089996,2333300,85.349472
"2022-04-28",86.400002,86.510002,84.589996,86.050003,2154600,85.309822
"2022-04-29",85.739998,85.870003,81.25,81.5,2796400,80.798958
"2022-05-02",81.949997,82.5,78.050003,80,2658300,79.311859
"2022-05-03",79.839996,80.93,79.440002,80.199997,1454700,79.510139
"2022-05-04",80.07,80.480003,77.699997,80.230003,1803000,79.539886
"2022-05-05",80.230003,80.230003,77.18,77.82,1909500,77.150612
"2022-05-06",77.290001,77.330002,75.25,76.470001,1828300,75.812225
"2022-05-09",75.790001,75.949997,72.879997,73.260002,2214200,72.629837
"2022-05-10",73.900002,74.449997,71.860001,72.790001,3045800,72.163879
"2022-05-11",73.029999,75.239998,72.809998,73.830002,2020000,73.194939
"2022-05-12",73.809998,74.349998,72.949997,74.120003,1979000,73.482445
"2022-05-13",74.57,75.139999,73.550003,74.959999,1569500,74.315216
"2022-05-16",74.910004,75.190002,73.980003,74.32,1069200,73.680717
"2022-05-17",75.230003,75.839996,74,75.82,2010400,75.167816
"2022-05-18",75.870003,75.980003,73.540001,73.760002,1347900,73.125542
"2022-05-19",73.129997,73.970001,72.389999,73.339996,1910800,72.709145
"2022-05-20",74.32,74.779999,72.959999,74.019997,2265900,73.383301
"2022-05-23",74.540001,75.970001,73.610001,75.82,2051200,75.167816
"2022-05-24",75.699997,76.360001,74.269997,76.220001,1931000,75.564377
"2022-05-25",75.760002,76.529999,75.099998,76.239998,2027500,75.584206
"2022-05-26",76.769997,77.190002,76.260002,76.360001,1556100,75.703171
"2022-05-27",76.580002,78.279999,76.410004,78.129997,1164100,77.457947
"2022-05-31",77.18,77.949997,76.669998,76.830002,3846500,76.169128
"2022-06-01",77.110001,77.589996,75.300003,76.940002,1783100,76.278183
"2022-06-02",76.57,77.870003,76.139999,77.839996,2177800,77.170441
"2022-06-03",77.199997,77.43,75.839996,76.07,1601400,75.415665
"2022-06-06",76.550003,76.559998,73.730003,73.849998,1833400,73.21476
"2022-06-07",73.57,75.910004,73.32,75.849998,2265900,75.197556
"2022-06-08",75.440002,75.970001,73.82,74.150002,1443400,73.512184
"2022-06-09",73.919998,74.18,72.099998,72.220001,1859800,71.598785
"2022-06-10",71.18,73.110001,70.739998,72.25,1910100,71.628525
"2022-06-13",71.279999,71.379997,68.910004,69.330002,1829600,68.733643
"2022-06-14",69.400002,69.93,68.459999,68.779999,1539800,68.18837
"2022-06-15",69.279999,70.120003,68.25,69.150002,2153400,68.555191
"2022-06-16",67.68,69.169998,67.480003,68.739998,1594300,68.148712
"2022-06-17",70.099998,70.610001,68.910004,70.389999,4488700,69.784523
"2022-06-21",70.75,72.339996,70.57,71.260002,2555500,70.647041
"2022-06-22",70.93,72.370003,70.669998,71.360001,2335600,70.746185
"2022-06-23",71.599998,73.199997,71.370003,72.660004,1980700,72.035004
"2022-06-24",72.510002,72.550003,71.459999,71.82,3067200,71.82
"2022-06-27",71.639999,74.019997,71.300003,73.209999,1932300,73.209999
"2022-06-28",73.480003,74.379997,72.43,72.550003,1343200,72.550003
"2022-06-29",72.279999,72.459999,71.690002,72.400002,1065200,72.400002
