"","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"2022-01-05",209.539993,215.580002,209.119995,211.059998,4088500,208.832947
"2022-01-06",211.800003,214.350006,210.619995,210.820007,3270400,208.59549
"2022-01-07",212.149994,217.309998,211.570007,215.75,3056700,213.473465
"2022-01-10",215.669998,216.460007,211.860001,213.460007,3453700,211.207626
"2022-01-11",214.419998,216.990005,211.520004,216.309998,3529500,214.027542
"2022-01-12",217.490005,219.190002,217.350006,218.25,3104800,215.947083
"2022-01-13",218.399994,221.889999,218.070007,219.429993,3082500,217.114624
"2022-01-14",217.610001,217.970001,215.360001,217.649994,3343100,215.353409
"2022-01-18",214.880005,215.940002,212.059998,213.589996,3055000,211.336243
"2022-01-19",214.410004,214.770004,210.600006,210.729996,2614800,208.506424
"2022-01-20",211.679993,214.449997,208.729996,208.919998,2568700,206.71553
"2022-01-21",209.259995,209.600006,204.960007,205.100006,4440800,202.935837
"2022-01-24",204.199997,204.779999,198.979996,204.449997,5438100,202.292694
"2022-01-25",200.710007,203.789993,197.910004,202.300003,5237800,200.16539
"2022-01-26",203.149994,205.889999,198.720001,200.649994,3387600,198.532791
"2022-01-27",203.070007,204.830002,199.259995,200.649994,2750000,198.532791
"2022-01-28",200.380005,202.050003,196.050003,201.990005,3392300,199.858658
"2022-01-31",200.559998,204.979996,199.309998,204.479996,3297800,202.322372
"2022-02-01",203.929993,205.820007,201.509995,205.339996,3053300,203.173294
"2022-02-02",205.419998,207.839996,204.639999,207.550003,2835900,205.359985
"2022-02-03",200.160004,201,191.580002,191.740005,8679900,189.716812
"2022-02-04",191.869995,192.789993,188.029999,191.5,5479900,189.47934
"2022-02-07",192.149994,194.589996,190.809998,192.479996,3457800,190.44899
"2022-02-08",192.479996,195.059998,191.050003,194.559998,2735800,192.50705
"2022-02-09",196.119995,197.020004,194.690002,196.619995,3210500,194.545303
"2022-02-10",194.110001,196.970001,191.020004,191.75,3659600,189.7267
"2022-02-11",191.809998,192.889999,186.550003,186.990005,5323500,185.016922
"2022-02-14",187.380005,188.419998,184.539993,186.690002,3156800,184.720093
"2022-02-15",188.179993,189.929993,186.529999,189.529999,2828500,187.530136
"2022-02-16",189.539993,189.800003,186.800003,189.059998,3085600,187.065079
"2022-02-17",187.479996,187.880005,184.300003,184.589996,3075900,182.642258
"2022-02-18",183.929993,185.059998,181.389999,182.130005,5038400,180.208206
"2022-02-22",183.119995,185.279999,180.940002,182.559998,4008000,180.633667
"2022-02-23",183.570007,183.880005,178.800003,178.960007,3582400,177.071671
"2022-02-24",174.949997,182.690002,174.419998,182.339996,5899700,181.409393
"2022-02-25",182.100006,189.520004,182.070007,188.559998,5001000,187.597656
"2022-02-28",186.050003,189.940002,186.050003,189.75,4111100,188.781586
"2022-03-01",186.649994,189.850006,182.929993,183.600006,5463000,182.662979
"2022-03-02",185.339996,188.25,184.160004,186.440002,5340700,185.48848
"2022-03-03",189.470001,191.850006,187.119995,187.520004,5022900,186.562973
"2022-03-04",185.649994,187.669998,184.520004,187.429993,5062000,186.473419
"2022-03-07",187.039993,187.300003,182.020004,182.160004,3533800,181.230316
"2022-03-08",182.190002,187.020004,182.119995,183.240005,4575000,182.30481
"2022-03-09",186.360001,187.229996,184.889999,185.399994,2899400,184.453781
"2022-03-10",182.539993,185.110001,182.220001,184.360001,2455400,183.419098
"2022-03-11",186.380005,186.929993,182.029999,182.240005,2725500,181.309921
"2022-03-14",183.470001,185.210007,182.720001,183.199997,3002100,182.265015
"2022-03-15",185.130005,188.169998,184.789993,187.789993,3922800,186.831573
"2022-03-16",189.600006,191.25,186.520004,191.029999,4132700,190.055054
"2022-03-17",189.649994,192.610001,189.199997,191.929993,3153500,190.950455
"2022-03-18",191.770004,194.919998,189.800003,194.720001,8748600,193.726212
"2022-03-21",193.570007,194.410004,191.520004,193.020004,3500600,192.034897
"2022-03-22",193.139999,195.919998,193.139999,195.029999,2369500,194.034637
"2022-03-23",194.440002,194.960007,192.009995,192.339996,1816100,191.358368
"2022-03-24",193.179993,194.720001,192.050003,194.690002,2197800,193.696381
"2022-03-25",195.350006,198.360001,195.320007,197.789993,2543100,196.780548
"2022-03-28",197.089996,197.339996,194.25,197.110001,3270500,196.104019
"2022-03-29",199.080002,199.389999,194.830002,197.539993,3350300,196.531815
"2022-03-30",197.119995,198.179993,195.690002,196.539993,2427500,195.536926
"2022-03-31",196.669998,198.210007,194.550003,194.580002,3276000,193.586929
"2022-04-01",195.899994,196.110001,193.5,196.029999,2286600,195.029526
"2022-04-04",195.330002,196.630005,193.440002,196.070007,2051200,195.069336
"2022-04-05",194.639999,196.470001,193.089996,193.630005,2293800,192.641785
"2022-04-06",191.919998,195.070007,191.130005,193.619995,2942500,192.631821
"2022-04-07",192.5,193.600006,188.440002,192.699997,2201500,191.716522
"2022-04-08",193,193.389999,189.809998,190.160004,2877800,189.189499
"2022-04-11",190.270004,191.25,188.729996,189.270004,2700700,188.304031
"2022-04-12",190.899994,192.889999,190,190.990005,3098800,190.015259
"2022-04-13",191.830002,195.009995,191.320007,194.850006,2391300,193.85556
"2022-04-14",195.169998,196.699997,194.910004,195.190002,4275800,194.193817
"2022-04-18",194.289993,195.880005,191.139999,192.070007,1958000,191.089752
"2022-04-19",193.070007,197.360001,192.570007,197.199997,3340700,196.193558
"2022-04-20",198.179993,199.5,196.009995,196.339996,2622900,195.337952
"2022-04-21",197.960007,200.589996,195.460007,195.940002,2418200,194.939987
"2022-04-22",194.600006,194.619995,190.350006,190.630005,3040800,189.657089
"2022-04-25",190.330002,191.899994,187.330002,191.820007,2397500,190.841019
"2022-04-26",189.509995,190.860001,187.570007,187.669998,2849000,186.712204
"2022-04-27",186.440002,188.779999,185.759995,186.350006,3053500,185.398941
"2022-04-28",187.779999,190.669998,185.25,189.919998,3424500,188.950714
"2022-04-29",200.190002,201.990005,192.869995,193.509995,7248500,192.522385
"2022-05-02",194.490005,200.919998,191.929993,196.869995,7099600,195.865234
"2022-05-03",196.320007,198.350006,195.25,197.039993,5359800,196.034378
"2022-05-04",197.490005,206.399994,197.350006,205.850006,5483700,204.799423
"2022-05-05",203.699997,204.669998,196.470001,197.869995,5759000,196.860138
"2022-05-06",197.279999,197.419998,193.160004,195.429993,3624800,194.432587
"2022-05-09",195.110001,195.800003,192.360001,193.960007,3781400,192.970108
"2022-05-10",196.279999,197.240005,192.220001,194.770004,4767500,193.77597
"2022-05-11",194.830002,196.860001,191.419998,192.020004,3283900,191.040009
"2022-05-12",190.979996,194.75,188.690002,192.919998,3990300,192.919998
"2022-05-13",193.410004,194.949997,190.929993,193.529999,3237400,193.529999
"2022-05-16",193.600006,195.289993,192.330002,193.960007,2624200,193.960007
"2022-05-17",195.970001,200.050003,195.800003,199.059998,2723900,199.059998
"2022-05-18",197.759995,198.690002,193.25,193.869995,3185900,193.869995
"2022-05-19",192.029999,195.210007,188.119995,192.649994,3126200,192.649994
"2022-05-20",193.529999,194.210007,185.779999,189.75,3884100,189.75
"2022-05-23",191.910004,192.179993,188.5,189.580002,3726000,189.580002
"2022-05-24",189.309998,190.759995,184.889999,189.960007,2842400,189.960007
"2022-05-25",189.119995,191.169998,186.699997,190.440002,2512000,190.440002
"2022-05-26",191.279999,194.179993,191.190002,193.100006,2238600,193.100006
"2022-05-27",194.990005,196.389999,194.039993,196.350006,2246400,196.350006
"2022-05-31",193.559998,195.389999,191.570007,193.619995,3503400,193.619995
"2022-06-01",194.5,194.720001,190.389999,191.910004,2361300,191.910004
"2022-06-02",193.789993,197.199997,192.059998,197.039993,2510600,197.039993
"2022-06-03",195.350006,196.169998,193.610001,194.820007,2254900,194.820007
"2022-06-06",196.589996,196.970001,194.490005,195.190002,1586200,195.190002
"2022-06-07",193.630005,197.990005,192.149994,197.619995,2130100,197.619995
"2022-06-08",196.639999,196.880005,193.619995,194.520004,1688800,194.520004
"2022-06-09",193.240005,195.580002,191.850006,192.009995,1674800,192.009995
"2022-06-10",188.320007,188.690002,186.210007,186.279999,2878700,186.279999
"2022-06-13",182.360001,186.119995,182.330002,184.419998,4764300,184.419998
"2022-06-14",185.139999,187.020004,182.440002,183.279999,3452500,183.279999
"2022-06-15",184.419998,187.279999,182.779999,184.970001,2979200,184.970001
"2022-06-16",181.850006,182.399994,179.039993,179.880005,4428200,179.880005
"2022-06-17",179.399994,182.369995,178.190002,179.699997,5633600,179.699997
"2022-06-21",181.75,181.910004,179.410004,180.509995,2935500,180.509995
"2022-06-22",178.460007,179.770004,176.169998,177.729996,2906700,177.729996
"2022-06-23",177.229996,178.610001,172.919998,174.570007,3333400,174.570007
"2022-06-24",176.490005,180.139999,175.699997,180.020004,4155300,180.020004
"2022-06-27",180.990005,181.139999,177.399994,178.289993,2600700,178.289993
"2022-06-28",179.470001,181.460007,175.75,175.949997,3181100,175.949997
"2022-06-29",176.050003,176.479996,171.410004,173.199997,2428300,173.199997
