"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"2022-01-18",238.899994,238.899994,231.369995,233.809998,1631500,233.809998
"2022-01-19",235.509995,235.509995,230.649994,230.809998,1258500,230.809998
"2022-01-20",231.279999,233.119995,225.619995,225.910004,1471400,225.910004
"2022-01-21",225.369995,226.369995,220.289993,220.520004,2205600,220.520004
"2022-01-24",220.220001,224.869995,214.880005,224.690002,1995700,224.690002
"2022-01-25",221.160004,224.910004,218.369995,222.309998,1507200,222.309998
"2022-01-26",223.139999,226.880005,218.229996,219.600006,1684500,219.600006
"2022-01-27",221.259995,223.740005,218.199997,218.940002,1098000,218.940002
"2022-01-28",218.160004,225.229996,217.919998,225.210007,1325600,225.210007
"2022-01-31",223.029999,228.009995,221.880005,226,2518500,226
"2022-02-01",227.169998,231.220001,226.949997,229.369995,1049600,229.369995
"2022-02-02",228.669998,228.770004,222.270004,224.960007,1083300,224.960007
"2022-02-03",215,223.139999,212.559998,220.169998,2005000,220.169998
"2022-02-04",215.300003,223.100006,215.270004,221.529999,1265800,221.529999
"2022-02-07",220.740005,223.429993,219.389999,221.300003,832600,221.300003
"2022-02-08",220.369995,223.380005,216.899994,222.389999,991300,222.389999
"2022-02-09",224.330002,228.529999,222.210007,226.809998,989700,226.809998
"2022-02-10",224.470001,226.970001,219.029999,220.039993,1316000,220.039993
"2022-02-11",219.240005,221.580002,214.110001,214.589996,1118600,214.589996
"2022-02-14",214.869995,215.369995,211.289993,214.119995,872900,214.119995
"2022-02-15",214.009995,217.869995,214.009995,217.369995,741500,217.369995
"2022-02-16",216.729996,216.729996,213.389999,214.550003,763800,214.550003
"2022-02-17",212.600006,214.139999,209.070007,210.600006,1083600,210.600006
"2022-02-18",209.279999,211.5,207.610001,209.789993,1053400,209.789993
"2022-02-22",208.309998,212.259995,208.309998,209.809998,1254000,209.809998
"2022-02-23",210.070007,211.550003,208.940002,209.080002,964600,209.080002
"2022-02-24",204.860001,207.050003,200.360001,203.119995,1883300,203.119995
"2022-02-25",204.490005,209.929993,203.880005,207.380005,1035200,207.380005
"2022-02-28",204.399994,211.169998,202.580002,211.009995,1395300,211.009995
"2022-03-01",210.580002,213.800003,209.410004,210.339996,804400,210.339996
"2022-03-02",210.339996,211.059998,206.429993,207.789993,1108400,207.789993
"2022-03-03",213.029999,213.710007,209.190002,211.229996,942100,211.229996
"2022-03-04",208.940002,211.360001,208.940002,209.449997,708800,209.449997
"2022-03-07",208.229996,218.220001,205.009995,205.779999,1309700,205.779999
"2022-03-08",201.300003,209.830002,201.009995,202.009995,1407100,202.009995
"2022-03-09",206.139999,209.699997,201.490005,202.270004,1236900,202.270004
"2022-03-10",201,203.360001,194.940002,198.639999,1166200,198.639999
"2022-03-11",201.130005,201.660004,197.25,197.669998,787900,197.669998
"2022-03-14",198.589996,201.520004,192.669998,193.770004,1475800,193.770004
"2022-03-15",193.210007,197.419998,193.089996,197.360001,1306300,197.360001
"2022-03-16",201.229996,204.25,198.059998,203.800003,1075000,203.800003
"2022-03-17",203.039993,206.600006,202.009995,205.320007,1057100,205.320007
"2022-03-18",204.389999,208.880005,203.070007,208.570007,2102800,208.570007
"2022-03-21",207.699997,209.029999,203.990005,206.809998,1284400,206.809998
"2022-03-22",206.660004,212.110001,206,210.919998,849600,210.919998
"2022-03-23",210.919998,213.110001,209.380005,209.619995,955300,209.619995
"2022-03-24",210.509995,213.720001,210.009995,213.009995,736200,213.009995
"2022-03-25",213.320007,214.119995,209.410004,210.970001,685900,210.970001
"2022-03-28",210.080002,212.259995,208.229996,211.679993,807500,211.679993
"2022-03-29",212.960007,215.929993,212.660004,214.949997,699600,214.949997
"2022-03-30",214.949997,216.360001,210.320007,211.029999,585400,211.029999
"2022-03-31",212.130005,213.240005,210.100006,210.600006,951400,210.600006
"2022-04-01",212.490005,212.970001,208.490005,210.649994,675800,210.649994
"2022-04-04",212.059998,213.5,211.070007,211.639999,800500,211.639999
"2022-04-05",210.380005,214.139999,207.350006,207.610001,1404900,207.610001
"2022-04-06",206.869995,210.350006,205.520004,209.710007,1014200,209.710007
"2022-04-07",210.220001,212.960007,208.369995,211.639999,779100,211.639999
"2022-04-08",211.179993,218.020004,210.360001,214.75,1410700,214.75
"2022-04-11",213.119995,216,210.550003,210.619995,869000,210.619995
"2022-04-12",211.009995,212.910004,206.619995,208.059998,976100,208.059998
"2022-04-13",208.559998,214.399994,208.070007,213.979996,671600,213.979996
"2022-04-14",214.399994,216,212.199997,212.550003,917900,212.550003
"2022-04-18",216.220001,217.660004,211.470001,212.539993,1033400,212.539993
"2022-04-19",212.979996,224.320007,212.550003,223.020004,1448600,223.020004
"2022-04-20",224.270004,225.5,220.270004,220.429993,1028600,220.429993
"2022-04-21",222.369995,224.779999,218.300003,218.399994,932200,218.399994
"2022-04-22",217.479996,220.479996,209.710007,209.990005,1342900,209.990005
"2022-04-25",209.820007,215.580002,208.419998,214.539993,1040500,214.539993
"2022-04-26",213,214.509995,206.520004,206.990005,1110300,206.990005
"2022-04-27",207.619995,209.929993,206.240005,206.940002,728800,206.940002
"2022-04-28",207.789993,211.289993,204.860001,210.410004,876700,210.410004
"2022-04-29",210.669998,214.619995,206.970001,207.440002,1049400,207.440002
"2022-05-02",206.300003,209.119995,202.520004,207.320007,1526200,207.320007
"2022-05-03",209.119995,214.779999,205,205.699997,1545700,205.699997
"2022-05-04",208.470001,211.619995,203.410004,210.100006,1093300,210.100006
"2022-05-05",207.630005,209.389999,199.589996,201.179993,1384800,201.179993
"2022-05-06",198.940002,199.259995,190.649994,193.610001,1888700,193.610001
"2022-05-09",191.050003,193.910004,187.160004,187.539993,1589700,187.539993
"2022-05-10",191.199997,197.509995,190.919998,195,1603400,195
"2022-05-11",192.289993,198.139999,190.509995,191.070007,1483500,191.070007
"2022-05-12",190.559998,194.979996,188.509995,194.320007,1313900,194.320007
"2022-05-13",196.929993,200.270004,196.240005,199.110001,1230400,199.110001
"2022-05-16",197.889999,200.919998,196.470001,198.380005,831500,198.380005
"2022-05-17",200.130005,203.059998,197.479996,202.899994,781900,202.899994
"2022-05-18",201.050003,201.770004,195,195.710007,1197100,195.710007
"2022-05-19",195.320007,195.550003,191.460007,193.089996,1171100,193.089996
"2022-05-20",195.330002,199.779999,194.5,199.649994,972600,199.649994
"2022-05-23",201.089996,204,198.690002,199.399994,931900,199.399994
"2022-05-24",198.669998,202.729996,196.520004,202.539993,914100,202.539993
"2022-05-25",202.539993,203.320007,198.100006,202.360001,932500,202.360001
"2022-05-26",202.979996,205.729996,202.339996,204.220001,532000,204.220001
"2022-05-27",205.259995,207.360001,203.130005,206.199997,1013300,206.199997
"2022-05-31",204.960007,204.960007,199.149994,200,1767400,200
"2022-06-01",202,202.220001,198.470001,200,1055300,200
"2022-06-02",199.330002,200.229996,193.860001,198.509995,1094300,198.509995
"2022-06-03",198.100006,204.639999,197.850006,200.619995,867300,200.619995
"2022-06-06",203.520004,203.539993,195.710007,197.110001,803900,197.110001
"2022-06-07",195.759995,201.470001,195.479996,201.080002,791000,201.080002
"2022-06-08",201.080002,208.490005,200,206.729996,1559000,206.729996
"2022-06-09",205.979996,206.529999,202.179993,202.220001,894100,202.220001
"2022-06-10",199.389999,200.259995,195.949997,197.5,999700,197.5
"2022-06-13",194.169998,195.460007,191.75,192.160004,1052800,192.160004
"2022-06-14",191.970001,194.399994,189.669998,194.179993,817900,194.179993
"2022-06-15",196.169998,199.25,193.389999,197.259995,760200,197.259995
"2022-06-16",193.320007,193.889999,188.539993,191.529999,1024900,191.529999
"2022-06-17",192.110001,204.259995,192.110001,201.740005,1884700,201.740005
"2022-06-21",204.220001,207.539993,201.970001,206.889999,1319200,206.889999
"2022-06-22",205.309998,209.619995,204.610001,207,988100,207
"2022-06-23",207.729996,211.910004,207.699997,211.380005,864000,211.380005
"2022-06-24",211.380005,212.710007,207.190002,211.929993,2947000,211.929993
"2022-06-27",210.320007,213.679993,208.130005,213.570007,972600,213.570007
"2022-06-28",213.75,213.880005,202.330002,202.509995,1656700,202.509995
"2022-06-29",202.070007,205.919998,199.869995,205.229996,1260100,205.229996
