"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2022-01-12",191.039993,193.809998,190.490005,193,1311800,190.732086
"2022-01-13",194.320007,196.520004,193.820007,195.419998,846500,193.123642
"2022-01-14",193.449997,193.740005,188.910004,192.649994,988400,190.3862
"2022-01-18",190.270004,190.940002,187.660004,189.610001,1041500,187.381927
"2022-01-19",191.080002,191.080002,181.979996,182.179993,1367900,180.03923
"2022-01-20",182.380005,185.960007,179.589996,179.850006,1220800,177.736618
"2022-01-21",179.850006,180.699997,175.119995,175.610001,1012500,173.546432
"2022-01-24",172.580002,179.009995,169.779999,178.630005,1681300,176.53096
"2022-01-25",175.050003,178.610001,172.220001,176.860001,1162800,174.781754
"2022-01-26",178.300003,180.929993,174.320007,175.029999,1314500,172.973251
"2022-01-27",176.25,177.889999,170.539993,171.669998,1206200,169.65274
"2022-01-28",170.520004,172.039993,166.429993,171.929993,1417700,169.909668
"2022-01-31",170.979996,175.160004,169.660004,174.649994,2613800,172.597702
"2022-02-01",166,177.240005,164.320007,176.139999,3533500,174.070206
"2022-02-02",173.809998,176.229996,169.229996,174.320007,2994800,172.271606
"2022-02-03",172.880005,177.770004,172.880005,174.360001,1711000,172.311127
"2022-02-04",172.949997,173.759995,165.899994,166.470001,2180800,164.51384
"2022-02-07",161.740005,163.059998,160.490005,160.949997,2816000,159.058701
"2022-02-08",161.630005,165.210007,159.850006,164.300003,1523600,162.369339
"2022-02-09",165.960007,169.059998,165.089996,168.979996,1397700,166.994339
"2022-02-10",166.470001,170.339996,163.479996,164.619995,1835100,162.685577
"2022-02-11",164.130005,166.029999,161.130005,162.850006,1812800,160.936371
"2022-02-14",163.369995,165.240005,162.139999,164.330002,1415100,162.398987
"2022-02-15",166.869995,167.570007,164.25,165.809998,1083000,163.861588
"2022-02-16",164.800003,167.690002,164.080002,167.169998,1205600,165.205612
"2022-02-17",165.830002,166.470001,162.710007,162.789993,2042700,160.877075
"2022-02-18",162.130005,164.089996,159.5,161.789993,1186600,159.888824
"2022-02-22",161.5,161.600006,157.570007,158.649994,1408500,156.785721
"2022-02-23",159.770004,160.339996,155.580002,155.630005,2198600,153.801224
"2022-02-24",151.600006,156.580002,151.210007,156.339996,2630200,154.502869
"2022-02-25",156.220001,162.179993,155.5,161.889999,2140500,159.987656
"2022-02-28",159.059998,164.220001,159.059998,162.699997,2186200,160.788132
"2022-03-01",162.389999,163.529999,157.089996,158.039993,2220700,156.182892
"2022-03-02",159.949997,164.839996,159.619995,164.309998,2028800,162.379227
"2022-03-03",166.289993,168.300003,164.649994,166.149994,1642600,164.197601
"2022-03-04",162.660004,164.190002,160.110001,161.660004,2317700,159.760361
"2022-03-07",161.179993,163.279999,152.5,152.559998,2844000,151.507675
"2022-03-08",153.869995,156.300003,149.029999,149.089996,3055100,148.061615
"2022-03-09",152.169998,155.910004,150.339996,152.660004,4506400,151.606995
"2022-03-10",149.490005,150.490005,147.589996,149.600006,2602600,148.5681
"2022-03-11",151.160004,151.520004,146.289993,146.460007,1797700,145.449768
"2022-03-14",147.860001,150.330002,144.679993,144.990005,1922800,143.989899
"2022-03-15",145.550003,146.960007,143.220001,145.759995,2769800,144.754578
"2022-03-16",147.380005,150.860001,146.360001,148.399994,3279500,147.376373
"2022-03-17",146.779999,151.619995,146.779999,150.289993,2833600,149.253326
"2022-03-18",149.690002,151.820007,148.610001,151.199997,2986100,150.157059
"2022-03-21",149.369995,151.660004,147.550003,148.229996,2223200,147.20755
"2022-03-22",148.729996,149.139999,144.880005,145.919998,3148100,144.913483
"2022-03-23",144.850006,146.509995,141,141.279999,2489300,140.305481
"2022-03-24",141.149994,141.149994,138.339996,138.740005,3200800,137.783005
"2022-03-25",139.5,139.960007,137.639999,138.320007,3380900,137.365906
"2022-03-28",139.199997,141.600006,136.619995,140.990005,3447700,140.017487
"2022-03-29",142.770004,148.199997,142.529999,146.369995,2952000,145.360367
"2022-03-30",144.570007,146.690002,142.860001,143.080002,1858500,142.093079
"2022-03-31",142.229996,142.850006,139.789993,139.789993,2414200,138.82576
"2022-04-01",140.919998,141.720001,138.929993,140.899994,1970600,139.928101
"2022-04-04",140.279999,142.130005,138.600006,141.470001,2035700,140.494171
"2022-04-05",144.050003,145.860001,141.070007,141.600006,2442600,140.623291
"2022-04-06",139.25,140.350006,137.410004,139.75,2157400,138.786041
"2022-04-07",138.919998,140.169998,136.809998,139.110001,1525000,138.150452
"2022-04-08",138.990005,142.850006,138.990005,140.919998,1565700,139.947968
"2022-04-11",140.889999,144.600006,140.710007,141,1632000,140.02742
"2022-04-12",141.990005,144.600006,139.710007,140.279999,1385400,139.312378
"2022-04-13",140.009995,142.179993,139.419998,141.449997,1394500,140.474304
"2022-04-14",141.779999,142.940002,139.479996,140.320007,2198700,139.352112
"2022-04-18",139.479996,140.839996,138.009995,140.169998,1488400,139.20314
"2022-04-19",141.369995,144.770004,141.369995,144.559998,1667800,143.562866
"2022-04-20",146.039993,147.369995,144.029999,144.279999,2015000,143.28479
"2022-04-21",146.029999,147.350006,143.789993,144.25,1554100,143.255005
"2022-04-22",142.800003,144.380005,141.369995,141.490005,2092800,140.514038
"2022-04-25",141.220001,142.089996,138.100006,141.479996,3087000,140.504105
"2022-04-26",140.460007,142.080002,138.080002,138.179993,2705100,137.226868
"2022-04-27",138.779999,140.779999,137.580002,139.139999,2391300,138.180252
"2022-04-28",126.900002,130.779999,125.199997,127.129997,5689300,126.25309
"2022-04-29",125.709999,129.490005,119.849998,120.150002,5290500,119.321236
"2022-05-02",119.550003,124.279999,118.900002,122.809998,3138500,121.962883
"2022-05-03",122.709999,127.699997,122.360001,126.239998,2761200,125.369225
"2022-05-04",126.190002,131.389999,124.900002,130.889999,2159900,129.987152
"2022-05-05",128.830002,129.130005,122.419998,123.610001,1563400,122.75737
"2022-05-06",123.800003,123.800003,119.559998,121.029999,2276000,120.195168
"2022-05-09",119.220001,127.309998,119.120003,125.660004,1951100,124.793236
"2022-05-10",126.389999,127.309998,120,121.489998,2306400,120.651993
"2022-05-11",121.82,122.339996,118.510002,118.709999,1884100,117.891167
"2022-05-12",118.589996,121.730003,117.529999,120.470001,1840000,119.63903
"2022-05-13",121.160004,122.989998,120.220001,121.610001,1485800,120.771164
"2022-05-16",121.440002,121.440002,115.769997,118.440002,1677700,117.623032
"2022-05-17",120.419998,123.080002,118.75,122.949997,1514600,122.101921
"2022-05-18",121.129997,121.269997,115.790001,116.150002,1569000,115.348831
"2022-05-19",115,118.190002,114.239998,116.050003,2178900,115.249519
"2022-05-20",117.040001,117.559998,112.379997,116.349998,1619600,115.547447
"2022-05-23",117.709999,119.769997,117.199997,117.720001,1374400,116.907997
"2022-05-24",117.220001,117.300003,113.32,116.040001,1378000,115.239586
"2022-05-25",115.730003,119.099998,115.099998,118.599998,1253500,117.781929
"2022-05-26",119.639999,122,118.400002,119.199997,1609700,118.377785
"2022-05-27",121.050003,121.82,118.629997,119.68,1737900,118.854477
"2022-05-31",118.32,119.510002,116.620003,118.690002,2386400,117.871307
"2022-06-01",119.68,119.779999,114.110001,114.699997,2026300,113.908829
"2022-06-02",115.660004,116.889999,114.919998,116.400002,2242700,115.597107
"2022-06-03",116,116.239998,114.099998,114.529999,1458100,113.739998
"2022-06-06",114.209999,120.650002,113.709999,120.32,3075500,120.32
"2022-06-07",119.400002,120.410004,116.919998,120.290001,1929900,120.290001
"2022-06-08",119.269997,120.669998,118.360001,119.449997,1816900,119.449997
"2022-06-09",118.550003,119.669998,117.379997,117.919998,1300900,117.919998
"2022-06-10",115.339996,115.339996,109.93,109.959999,1916800,109.959999
"2022-06-13",107.489998,108.389999,105.050003,105.82,1841400,105.82
"2022-06-14",105.82,108.269997,105.550003,106.769997,1943000,106.769997
"2022-06-15",107.540001,108.25,104.989998,106.559998,1668800,106.559998
"2022-06-16",104,104.489998,100.129997,101.699997,2218900,101.699997
"2022-06-17",101.099998,104.169998,100.260002,103.25,5068800,103.25
"2022-06-21",106.379997,106.379997,102.050003,102.650002,2158500,102.650002
"2022-06-22",100.199997,103.559998,99.43,102,2241400,102
"2022-06-23",102.059998,106.550003,102.059998,106.440002,2048200,106.440002
"2022-06-24",107.519997,111.449997,106.809998,111.160004,2485100,111.160004
"2022-06-27",111.669998,111.940002,108.610001,109.230003,1058100,109.230003
"2022-06-28",109.790001,111.599998,107.300003,107.470001,1186300,107.470001
"2022-06-29",106.790001,107.809998,104.699997,106.089996,1393400,106.089996
