"","CTAS.Open","CTAS.High","CTAS.Low","CTAS.Close","CTAS.Volume","CTAS.Adjusted"
"2022-01-20",392.220001,393.079987,379.179993,380.299988,536700,378.356415
"2022-01-21",380.910004,385.910004,379.179993,379.51001,805000,377.570496
"2022-01-24",374.970001,386.859985,371.700012,386.320007,929600,384.345673
"2022-01-25",378.329987,386.350006,377.26001,381.230011,737600,379.281677
"2022-01-26",383.529999,392.359985,376.970001,381.309998,925000,379.361237
"2022-01-27",385.089996,387.950012,376.529999,377.720001,601700,375.789612
"2022-01-28",376.679993,386.5,372.839996,386.309998,511900,384.335724
"2022-01-31",384.859985,392.100006,384,391.529999,720900,389.529022
"2022-02-01",390.589996,393.309998,382.480011,387.320007,669900,385.340546
"2022-02-02",388.290009,392.410004,388.040009,391.450012,435000,389.449463
"2022-02-03",390,393.200012,384.359985,385.079987,464100,383.112
"2022-02-04",383,386.600006,380.230011,381.809998,455900,379.858704
"2022-02-07",382.649994,385.519989,379.23999,379.869995,419800,377.928619
"2022-02-08",381.01001,386.100006,376.98999,383.549988,253800,381.589813
"2022-02-09",389.410004,392.660004,389.049988,391.570007,320000,389.568848
"2022-02-10",384.450012,388.079987,379.100006,381.649994,519600,379.699524
"2022-02-11",383.26001,383.809998,374.670013,375.529999,390800,373.610809
"2022-02-14",375.980011,377.399994,368.399994,370.5,413000,369.541351
"2022-02-15",375.329987,378.570007,373.359985,377.75,438600,376.772583
"2022-02-16",377.329987,379.679993,372.440002,378.570007,453200,377.590485
"2022-02-17",376.350006,377.559998,369.98999,370.640015,649500,369.681
"2022-02-18",370.089996,374.480011,368.950012,371.570007,702200,370.608582
"2022-02-22",372.540009,375.899994,367.899994,370,588700,369.042633
"2022-02-23",371.73999,375.850006,363.48999,363.910004,583200,362.968414
"2022-02-24",358.01001,374.720001,356.609985,374.019989,740600,373.052246
"2022-02-25",374.450012,378.410004,368.720001,377.320007,430700,376.343719
"2022-02-28",372.790009,376.529999,369.390015,375.320007,429500,374.348877
"2022-03-01",374.619995,375.73999,368.75,372.149994,436400,371.187073
"2022-03-02",373.140015,383.350006,372.299988,380.98999,508300,380.004211
"2022-03-03",382.799988,384.519989,377.519989,378.410004,388600,377.430878
"2022-03-04",378.070007,381.690002,375.529999,378.950012,320200,377.969513
"2022-03-07",378.559998,380.119995,370.429993,371.019989,482400,370.059998
"2022-03-08",368.920013,374.76001,364.410004,367.51001,833800,366.559113
"2022-03-09",375.809998,376.390015,370.709991,374.160004,460700,373.191895
"2022-03-10",368.540009,370.899994,363.380005,369.75,487400,368.793304
"2022-03-11",374.5,375.51001,368.890015,369.299988,371900,368.344452
"2022-03-14",378.970001,378.970001,371.290009,375.01001,361500,374.039703
"2022-03-15",378.869995,383.440002,376.940002,382.109985,364700,381.121307
"2022-03-16",384.420013,390.130005,380.5,389.130005,374100,388.123169
"2022-03-17",388.940002,394.980011,385.130005,394.980011,303500,393.958038
"2022-03-18",395.040009,402.640015,392.119995,400.369995,658500,399.334076
"2022-03-21",397.899994,400.339996,386.559998,391.299988,1001000,390.287537
"2022-03-22",393.899994,395.709991,391.170013,393,686400,391.983124
"2022-03-23",394.459991,404.600006,391.5,401.339996,696600,400.301544
"2022-03-24",404.959991,410.410004,398.809998,410.410004,744600,409.348083
"2022-03-25",413,413.75,406.899994,413.320007,583400,412.25058
"2022-03-28",412,423.350006,411.779999,423.23999,645400,422.144897
"2022-03-29",426.019989,433.640015,423.179993,431.51001,677700,430.393494
"2022-03-30",434.309998,435.170013,430.359985,432.01001,372800,430.892212
"2022-03-31",433.329987,435.440002,424.470001,425.390015,512500,424.289337
"2022-04-01",425.609985,428.480011,421.339996,423.880005,461500,422.783234
"2022-04-04",424.089996,431.609985,423.320007,429.220001,411400,428.109436
"2022-04-05",426.829987,436.649994,426.829987,431.399994,495400,430.283783
"2022-04-06",429.089996,432.029999,425.869995,431.149994,390900,430.034424
"2022-04-07",430.119995,435.820007,427.619995,434.23999,359100,433.116425
"2022-04-08",433.869995,434.809998,428.279999,429.119995,333900,428.009674
"2022-04-11",427.269989,428.440002,417.350006,418.01001,479100,416.928436
"2022-04-12",421.369995,425.25,414.049988,415.769989,401500,414.694214
"2022-04-13",418.01001,421.98999,416.98999,419.380005,414600,418.294891
"2022-04-14",421.549988,423.470001,412.899994,413.670013,345800,412.59967
"2022-04-18",411.730011,417.51001,410.470001,413.179993,302900,412.110901
"2022-04-19",412.279999,420.869995,412.279999,418.959991,372800,417.875946
"2022-04-20",421.089996,423.809998,420.140015,421.459991,328700,420.369476
"2022-04-21",422.660004,426.160004,418.399994,418.890015,389200,417.806152
"2022-04-22",418.649994,426.119995,407.230011,407.98999,423100,406.934357
"2022-04-25",408.100006,410.329987,399.73999,409.959991,558900,408.899231
"2022-04-26",407.209991,408.859985,399.609985,399.609985,391500,398.576019
"2022-04-27",399.950012,407.410004,398.200012,401,603700,399.962433
"2022-04-28",405.119995,412.540009,401.76001,410.700012,578700,409.63736
"2022-04-29",406.670013,409.109985,396.119995,397.26001,609800,396.232117
"2022-05-02",398.190002,400.809998,386.01001,391.459991,730500,390.447113
"2022-05-03",392.109985,393.640015,388.720001,390.309998,484300,389.30011
"2022-05-04",390.440002,402.709991,387.049988,401.029999,450800,399.992371
"2022-05-05",396.48999,398.679993,384.119995,386.73999,458700,385.739319
"2022-05-06",385.01001,385.899994,377.350006,383.940002,449700,382.946594
"2022-05-09",379.290009,381.649994,373.380005,374.230011,542800,373.261719
"2022-05-10",382.339996,382.549988,371.880005,378.230011,545200,377.251373
"2022-05-11",375.48999,381.329987,370.579987,370.940002,525800,369.980225
"2022-05-12",370,373.079987,362.209991,367.160004,616800,366.209991
"2022-05-13",370.429993,378.600006,364.630005,375.970001,429700,375.970001
"2022-05-16",374.320007,378.579987,370.910004,377.730011,409300,377.730011
"2022-05-17",383,383.619995,378,381.309998,447900,381.309998
"2022-05-18",376.950012,377.440002,356.709991,358.26001,656600,358.26001
"2022-05-19",355.640015,362.880005,352,358.799988,626700,358.799988
"2022-05-20",361.929993,363.980011,355.359985,363.619995,455500,363.619995
"2022-05-23",365.429993,371.269989,364.049988,370.279999,312500,370.279999
"2022-05-24",369.690002,373.01001,366.600006,370.940002,466700,370.940002
"2022-05-25",368.100006,372.910004,366.26001,367.649994,663900,367.649994
"2022-05-26",372.429993,385.850006,370.73999,383.429993,498300,383.429993
"2022-05-27",385.149994,397.5,385.149994,396.910004,546400,396.910004
"2022-05-31",393.549988,400.170013,389.980011,398.329987,1100400,398.329987
"2022-06-01",398.73999,399.630005,390.459991,390.799988,584100,390.799988
"2022-06-02",391.350006,398.440002,389.339996,398.230011,476800,398.230011
"2022-06-03",394.600006,397.179993,392.529999,396.089996,502700,396.089996
"2022-06-06",399.670013,401.600006,396.589996,397.420013,370400,397.420013
"2022-06-07",395.179993,405.5,394.339996,403.600006,356700,403.600006
"2022-06-08",401.570007,404.320007,395.190002,399.359985,449600,399.359985
"2022-06-09",396.079987,399.73999,390.920013,390.920013,378800,390.920013
"2022-06-10",384.299988,385.480011,374.700012,374.76001,444600,374.76001
"2022-06-13",367.200012,368.429993,355.859985,357.850006,670000,357.850006
"2022-06-14",359.190002,359.73999,349.089996,352.440002,685500,352.440002
"2022-06-15",359.070007,360.5,348.230011,354.839996,784200,354.839996
"2022-06-16",351.820007,351.820007,343.859985,348.890015,725300,348.890015
"2022-06-17",348.5,354.339996,346.339996,347.350006,1061400,347.350006
"2022-06-21",350.799988,359.790009,350.600006,358.420013,642300,358.420013
"2022-06-22",355.98999,362.230011,351.910004,359.220001,435700,359.220001
"2022-06-23",362.170013,367.76001,358.559998,366.529999,509900,366.529999
"2022-06-24",368.720001,379.559998,368.720001,379.179993,799300,379.179993
"2022-06-27",379.579987,383.170013,375.609985,379.910004,312000,379.910004
"2022-06-28",380.929993,384,370.519989,371.48999,299600,371.48999
"2022-06-29",373.640015,374.23999,368.76001,372.450012,246000,372.450012
